24667	1556
24787	1556
24787	116845
24962	71127
24962	117025
24968	682
24968	4928
24968	9395
24968	23112
24968	28355
24968	39397
24968	39410
24968	72606
24970	29390
24970	30521
26380	24131
26380	28355
26435	43828
26435	72606
26435	107954
26435	118889
26435	118891
26731	67320
26731	67329
27356	119874
27671	114288
27921	7275
27921	24299
27921	120363
27921	120365
28355	682
28355	1615
28355	2081
28355	4928
28355	12060
28355	24968
28355	26380
28355	39397
28500	1327
28500	49378
29353	29358
29358	29353
29390	24970
29709	30267
30267	2081
30267	2105
30267	29709
30267	31990
30267	69325
30521	4836
30521	24970
30521	57142
30897	123234
31990	2105
31990	30267
31990	115253
34044	9032
34270	17517
34270	59177
34270	59179
34270	104725
35292	127798
35595	72606
35595	127991
36273	578
36349	578
36349	1327
36349	49395
36356	578
36365	578
36365	2972
36365	19349
36365	128644
37490	607
39397	682
39397	2081
39397	4928
39397	23112
39397	24968
39397	28355
39397	39410
39397	71239
39405	682
39410	682
39410	4928
39410	24968
39410	39397
39846	39848
39848	39846
40044	3252
43817	43818
43818	43817
43828	26435
46147	1556
48994	142530
49025	142544
49378	1327
49378	24131
49378	28500
49378	49379
49378	49384
49378	49388
49378	49392
49378	49393
49378	49396
49378	49398
49378	49399
49379	1327
49379	49378
49379	49382
49379	49384
49379	49388
49379	49390
49379	49392
49379	49393
49379	49395
49379	49397
49379	49398
49379	49399
49379	126980
49381	1327
49382	1327
49382	49379
49382	49388
49382	49391
49382	49393
49382	49396
49382	49398
49382	49399
49383	1327
49383	1786
49383	49386
49383	49387
49383	49389
49384	1327
49384	49378
49384	49379
49384	49392
49384	49393
49384	49398
49385	1327
49385	1786
49385	49386
49385	49387
49385	49389
49385	49397
49386	1327
49386	1786
49386	49383
49386	49385
49386	49387
49386	49389
49386	49392
49386	49397
49386	49399
49386	142916
49387	1327
49387	1786
49387	49383
49387	49385
49387	49386
49387	49389
49387	49397
49387	142916
49388	1327
49388	49378
49388	49379
49388	49382
49388	49390
49388	49391
49388	49392
49388	49393
49388	49395
49388	49396
49388	49397
49388	49398
49388	49399
49388	126981
49389	1327
49389	1786
49389	49383
49389	49385
49389	49386
49389	49387
49389	49392
49389	49397
49389	142916
49390	1327
49390	49379
49390	49388
49390	49391
49390	49392
49390	49395
49390	49398
49390	49399
49391	1327
49391	49382
49391	49388
49391	49390
49391	49392
49391	49395
49391	49397
49391	49398
49391	49399
49392	1327
49392	1786
49392	49378
49392	49379
49392	49384
49392	49386
49392	49388
49392	49389
49392	49390
49392	49391
49392	49395
49392	49396
49392	49397
49392	49398
49392	49399
49393	1327
49393	49378
49393	49379
49393	49382
49393	49384
49393	49388
49393	49396
49393	49398
49393	126980
49395	1327
49395	36349
49395	49379
49395	49388
49395	49390
49395	49391
49395	49392
49395	49397
49395	49398
49395	49399
49396	1327
49396	49378
49396	49382
49396	49388
49396	49392
49396	49393
49396	49398
49397	1327
49397	1786
49397	49379
49397	49385
49397	49386
49397	49387
49397	49388
49397	49389
49397	49391
49397	49392
49397	49395
49397	49398
49397	49399
49398	1327
49398	49378
49398	49379
49398	49382
49398	49384
49398	49388
49398	49390
49398	49391
49398	49392
49398	49393
49398	49395
49398	49396
49398	49397
49398	49399
49398	126980
49398	142920
49398	142922
49399	1327
49399	49378
49399	49379
49399	49382
49399	49386
49399	49388
49399	49390
49399	49391
49399	49392
49399	49395
49399	49397
49399	49398
49738	1362
49738	143134
49738	143135
53210	1556
53219	1556
53222	1556
53222	2972
53227	1556
53423	83942
57142	30521
59177	34270
59177	59179
59179	17517
59179	34270
59179	59177
59179	104725
62741	152886
65468	65469
65469	65468
66159	2972
66162	2972
66163	2972
66893	3236
67231	3372
67320	26731
67329	26731
67466	3464
67466	103289
69325	30267
71127	24962
71127	117025
71239	39397
72606	24968
72606	26435
72606	35595
72606	127991
72606	157819
76703	159497
76703	159499
77155	159663
83942	53423
100062	15474
103289	67466
104062	17207
104064	17207
104725	17517
104725	34270
104725	59179
107455	18790
107455	175273
107954	26435
110149	20141
111588	111593
111593	111588
114288	27671
115253	31990
116275	24299
116275	116276
116275	116278
116276	24299
116276	116275
116276	116278
116278	24299
116278	116275
116278	116276
116845	24787
116845	178800
116845	178801
117025	24962
117025	71127
117770	167344
118889	26435
118891	26435
119874	27356
120363	27921
120363	120365
120365	27921
120365	120363
123234	30897
126980	49379
126980	49393
126980	49398
126981	49388
127798	35292
127991	35595
127991	72606
128644	36365
142530	48994
142544	49025
142916	49386
142916	49387
142916	49389
142920	49398
142920	142922
142922	49398
142922	142920
143134	49738
143135	49738
152886	62741
157819	72606
158641	158642
158642	158641
159497	76703
159499	76703
159663	77155
163330	190526
167344	117770
175273	107455
178800	116845
178801	116845
190526	163330
