"Record Number","Address","Description","Status","Related Records","Submittal Type",
"SGN2023-00469","16340 INNOVATION LANE, B, FORT MYERS FL 33913","Wall mount a plastic sign per enclosed drawing","Closed-CC Issued","0","ePlan",
"ROF2023-20665","5664 NATOMA DR, FORT MYERS FL 33919","Metal Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2023-20664","118 LAKE AVE, LEHIGH ACRES FL 33936","remove old shingles/underlayment and replace with new shingles/underlayment replace modbit","Closed-CC Issued","0","ePlan",
"RES2023-11091","22848 YELLOW BUTTON LN, ALVA FL 33920","Screen enclosure on existing concrete deck","Closed-CO Issued","2","ePlan",
"MEC2023-06008","845 WOLVERINE ST E, LEHIGH ACRES FL 33974","replace old system with new","Closed-CC Issued","0","ePlan",
"RES2023-11090","20251 LANI LN, NORTH FORT MYERS FL 33917","New Residence to be built.","Waiting on Applicant","0","ePlan",
"OCC2023-00479","8185 MAINLINE PKWY, FORT MYERS FL 33912","Existing RV Storage facility","Permit Expired","0",,
"RES2023-11089","936 BERG ST E, LEHIGH ACRES FL 33974","Build new 2-story  single-family home","Closed-Voided","0","ePlan",
"ROF2023-20663","9884 DEERFOOT DR, FORT MYERS FL 33919","Reroof - remove and replace fiberglass shingles","Closed-CC Issued","0","ePlan",
"OCC2023-00478","6601 INDUSTRIAL DR, FORT MYERS FL 33912","d/b/a Honey Bee RV Storage; RV Storage facility - this is an existing facility that we purchased from Cuzins RV Vehicle Storage","Closed-Cert of Use Issued","0",,
"OPN2023-04085","14540 FARRINGTON WAY, 201, FORT MYERS FL 33912","REPLACE SIZE FOR SIZE 10 WINDOWS FOR IMPACT","Closed-CC Issued","0","ePlan",
"FIR2023-01732","13950 REFLECTION LAKES DR, FORT MYERS FL 33907","replace facp","Closed-CC Issued","0","ePlan",
"MEC2023-06007","13130 HAMPSHIRE CT, FORT MYERS FL 33919","HVAC Change Out","Closed-CC Issued","0","ePlan",
"SGN2023-00468","3930 PINE ISLAND RD NW, MATLACHA FL 33993","Install 1 new ground sign, LED, to connect to existing electrical.","Closed-CC Issued","0","ePlan",
"ROF2023-20662","224 BLACKSTONE DR, FORT MYERS FL 33913","Shingle Install","Closed-CC Issued","0","ePlan",
"ROF2023-20661","13098 REGENT CIR, FORT MYERS FL 33966","shingle tear off shingle Reroof.","Closed-CC Issued","0","ePlan",
"RES2023-11088","2412 DELTA AVE N, LEHIGH ACRES FL 33971","New Duplex","Closed-CO Issued","1","ePlan",
"ROF2023-20660","4214 3RD ST W, LEHIGH ACRES FL 33971","Replace existing roof with new dimensional Shingles(Full Replacement)","Closed-CC Issued","0","ePlan",
"ELE2023-03567","6481 QUAIL HOLLOW LN, FORT MYERS FL 33912","INSTALL 1-200 AMP SER ATS FOR 18KW GENERATOR ON 4"" HURRICANE PAD","Closed-Withdrawn","0","ePlan",
"MEC2023-06006","8564 OAKSHADE CIR, 4, FORT MYERS FL 33919","Split System A/C Unit Change Out - Like for Like replacement34, 200 - BTU's","Closed-CC Issued","0","ePlan",
"SOL2023-01100","8232 ALBATROSS RD, FORT MYERS FL 33967","PV Solar Panel Roof Installation","Closed-Withdrawn","0","ePlan",
"ROF2023-20659","6370 MANKATO LN, BOKEELIA FL 33922","Flat Reroof","Closed-CC Issued","0","ePlan",
"OPN2023-04084","17050 COLONY LAKES BLVD, FORT MYERS FL 33908","Replacing 7 SXS Single Hung Impact Windows *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2023-06005","15371 OLD OLGA RD, ALVA FL 33920","Mini-split A/C Installation in unoccupied storage building for humidity removal (Dehumidification only).","Closed-CC Issued","0","ePlan",
"ROF2023-20658","4214 3RD ST W, LEHIGH ACRES FL 33971","Replace existing roof w/ new dimensional shingles roof(Full Replacement)","Closed-Withdrawn","0","ePlan",
"ROF2023-20657","209 E 12TH ST, LEHIGH ACRES FL 33972","FULL RE-ROOF BRINGING UP TO THE MOST CURRENT CODE REQUIREMENTS","Closed-CC Issued","0","ePlan",
"ROF2023-20656","6370 MANKATO LN, BOKEELIA FL 33922","Shingle Reroof for detached shed","Closed-CC Issued","0","ePlan",
"FNC2023-02366","3640 SAN CARLOS DR, SAINT JAMES CITY FL 33956","6' VINYL SHADOWBOX POOL CODE 1 GATE. 4' CHAINLINK 2 GATES POOL CODE.","Closed-CC Issued","0","ePlan",
"RES2023-11087","7499 BARRANCAS AVE, BOKEELIA FL 33922","22x45 lap siding garage.","Closed-CO Issued","0","ePlan",
"SGN2023-00467","6900 DANIELS PKWY, FORT MYERS FL 33912","Install 1 wall sign, to be illuminated, connect to existing electrical.","Closed-CC Issued","0","ePlan",
"RES2023-11086","1017 OAK AVE, LEHIGH ACRES FL 33972","SFR","Closed-CO Issued","2","ePlan",
"ROF2023-20655","1200 BROAD ST W, D11-D12, LEHIGH ACRES FL 33936","PRESBYTERIAN BLDG D UNIT D11-D12 1200 BROAD ST W SHINGLE RE-ROOF","Closed-CC Issued","0","ePlan",
"FNC2023-02365","8780 CASCADE PRICE CIR, NORTH FORT MYERS FL 33917","4' ALUM 1 GATE & 10' of 6' tan vinyl to 6' side of of the home in front of the pool equipment","Closed-CC Issued","1","ePlan",
"MEC2023-06004","1735 BRANTLEY RD, FORT MYERS FL 33907","A/C CHANGE OUT","Payment Required","0","ePlan",
"ROF2023-20654","5994 MILNE CIR, NORTH FORT MYERS FL 33903","Shingle Reroof with flat","Closed-CC Issued","0","ePlan",
"OPN2023-04083","12090 KELLY GREENS BLVD, 109, FORT MYERS FL 33908","Replacing 2 SXS Horizontal Roller Impact Windows,  3 SXS Impact Picture Windows & 1 SXS Impact French Door *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-Withdrawn","0","ePlan",
"ROF2023-20653","15615 CANDLE DR, FORT MYERS FL 33908","SHINGLE AND FLAT RE-ROOF","Closed-CC Issued","1","Paper Submittal",
"OPN2023-03796-R01","1371 CURRIER CIR, FORT MYERS FL 33919","Add openings #16,17 Standard Aluminum Rolldown MAN FL#31658.1","Closed-Revision Approved","1","ePlan",
"MEC2023-06003","13792 FERN TRAIL DR, NORTH FORT MYERS FL 33903","REMOVE OUT DOOR AND INDOOR UNIT AND INSTALL NEW OUT DOOR AND INDOOR UNIT","Permit Expired","0","ePlan",
"RES2023-06977-R01","16184 ROSEMALLOW LN, ALVA FL 33920","Screen Engineering plans change to have 40' Picture Screen with no chair rails on sides","Closed-Revision Approved","2","ePlan",
"ROF2023-20652","19901 PINE ECHO RD, NORTH FORT MYERS FL 33917","STRUCTURE # 4 - Shingle tear off and shingle re-roof with flat roof included.","Closed-CC Issued","0","ePlan",
"RES2023-06040-R01","2224 GORHAM AVE, FORT MYERS FL 33907","Change from shingle to metal 5V 26G","Closed-Revision Approved","1","ePlan",
"OPN2023-04082","3301 BANYON HOLLOW LOOP, NORTH FORT MYERS FL 33903","INSTALL 13 MANUAL ACCORDION SHUTTERS","Closed-CC Issued","0","ePlan",
"ROF2023-20651","19901 PINE ECHO RD, NORTH FORT MYERS FL 33917","STRUCTURE # 3 - Shingle tear off and shingle re-roof","Closed-CC Issued","0","ePlan",
"ELE2023-03566","20911 CALLE CRISTAL LN, 3, NORTH FORT MYERS FL 33917","Install 40A GFCI breaker and NEMA 14-50 outlet for EV charger.","Closed-Withdrawn","0","ePlan",
"POL2023-00887","20681 COPPERHEAD DR, LEHIGH ACRES FL 33936","Pool,Spa,Deck","Closed-CC Issued","0","ePlan",
"ROF2023-20650","702 FITCH AVE, LEHIGH ACRES FL 33972","Re-roof single family home shingle to shingle 34 sq 5/12","Closed-CC Issued","0","ePlan",
"POL2023-00886","3701 19TH ST SW, LEHIGH ACRES FL 33976","ABOVE GROUND POOL","Permit Expired","0","Paper Submittal",
"FNC2023-02364","5794 INVERNESS CIR, NORTH FORT MYERS FL 33903","installing 79' of 4' 2 rail wht alum. w/ 2 gates pool code","Closed-CC Issued","0","ePlan",
"RES2023-11085","365 LILLON AVE S, LEHIGH ACRES FL 33974","20x60x15 Detached Garage with Lap Siding","Closed-CO Issued","0","ePlan",
"RES2023-11084","11685 CANOPY LOOP, FORT MYERS FL 33913","New screen enclosure","Closed-CO Issued","1","Paper Submittal",
"OPN2023-04081","19913 BEVERLY PARK RD, ESTERO FL 33928","Installing 2 Storm Catcher Rolldown Screens *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"ROF2023-20649","1200 BROAD ST W, C7-C10, LEHIGH ACRES FL 33936","PRESBYTERIAN BLDG C UNITS C7 C8 C9 C10 1200 BROAD ST W SHINGLE RE-ROOF","Closed-CC Issued","0","ePlan",
"RES2023-11083","3205 6TH ST W, LEHIGH ACRES FL 33971","SFR","Closed-CO Issued","2","ePlan",
"FNC2023-02363","7300 EASTWOOD ACRES RD, FORT MYERS FL 33905","6 foot aluminum privacy fenceand 4 foot aluminum picket fence with gates","Closed-CC Issued","0","Paper Submittal",
"ROF2023-20648","15665 ALTON DR, FORT MYERS FL 33908","Re-roof Tile to tile","Closed-CC Issued","0","ePlan",
"ROF2023-20647","4112 16TH ST W, LEHIGH ACRES FL 33971","REMOVE AND REPLACE SHINGLE ROOF","Closed-CC Issued","0","ePlan",
"RES2023-11082","71 OCANA CT, FORT MYERS FL 33908","CARPORT","Permit Expired","0","Paper Submittal",
"MEC2023-06002","14541 LEGENDS BLVD N, 206, FORT MYERS FL 33912","AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM)","Closed-CC Issued","0","ePlan",
"ROF2023-20646","2807 7TH ST W, LEHIGH ACRES FL 33971","re-roof shingle to shingle with tear off","Closed-CC Issued","0","ePlan",
"RES2023-11081","7 TAFEL CT, FORT MYERS FL 33908","5' x 13' Raised Open Patio & 14' x 27' Gabled Carport w/Aluminum Roof Pans","Closed-CC Issued","0","ePlan",
"FIR2023-01731","13551 BLUE BAY CIR, FORT MYERS FL 33913","Install NG Line to generator","Permit Expired","1","ePlan",
"ROF2023-20645","17 BURRSTONE AVE, LEHIGH ACRES FL 33936","RE ROOF","Closed-CC Issued","0","ePlan",
"RES2023-11080","8422 SUMNER AVE, FORT MYERS FL 33908","Install screen enclosure","Closed-CO Issued","0","ePlan",
"ELE2023-03565","17491 CARAVITA LN, FORT MYERS FL 33913","installation of pre purchased 200 amp transfer switch for a 22kw generator","Closed-CC Issued","0","ePlan",
"ROF2023-20644","3016 7TH ST W, LEHIGH ACRES FL 33971","re-roof shingles","Permit Expired","0","ePlan",
"FNC2023-02362","815 RICHMOND AVE N, LEHIGH ACRES FL 33972","6 foot metal fence with gates","Closed-CC Issued","0","Paper Submittal",
"ELE2023-03564","13551 BLUE BAY CIR, FORT MYERS FL 33913","Install Generator and Transfer Switch","Permit Expired","1","ePlan",
"FNC2023-02361","1748 CORAL WAY, NORTH FORT MYERS FL 33917","Install 85' of black 4' high 2-rail aluminum fencing","Closed-CC Issued","0","ePlan",
"RES2023-11079","752 NEWHALL ST E, LEHIGH ACRES FL 33974","install screen enclosure","Closed-CO Issued","0","ePlan",
"FIR2023-01730","12400 PALOMINO LN, FORT MYERS FL 33912","Existing LP tank Run gas line and hook up outdoor grill, outdoor grill power burner, outdoor fireplace, generator and tankless water heater","Closed-CC Issued","2","ePlan",
"ELE2023-03563","20 ANDORA ST, LEHIGH ACRES FL 33936","CHANGING THE PANEL 150A LIKE TO LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-20643","12601 KELLY SANDS WAY, FORT MYERS FL 33908","Commercial, Kelly Sands Condos IVThree Story, Units 401-430IAN damaged","Permit Expired","0","ePlan",
"RES2023-11078","535 MANHATTAN ST E, LEHIGH ACRES FL 33974","Single Family Home","Permit Issued","1","ePlan",
"ROF2023-20642","14813 LAGUNA, FORT MYERS FL 33908","Replace the entire roof, like for like","Closed-CC Issued","0","ePlan",
"ROF2023-20641","5442 FOURTH AVE, FORT MYERS FL 33907","Roof replacement Modified Bitumen Sloped flat roof","Closed-CC Issued","0","ePlan",
"ROF2023-20640","16377 BUCCANEER ST, BOKEELIA FL 33922","Partial Standing Seam Re-RoofThe roof is standing seam with mechanical seam hidden fasteners Drip edge needs replaced. In order to replace the drip edge, we have to remove 40% of the roof panels, and Hip and Ridge cap, and drip edge","Closed-Withdrawn","0","ePlan",
"COM2022-00693-R01","13990 MCGREGOR BLVD, FORT MYERS FL 33919","Further details on SOW from stamped plans.","Closed-Revision Approved","1","ePlan",
"ROF2023-20639","7930 TWIN EAGLE LN, FORT MYERS FL 33912","Re-roof with shingles","Closed-CC Issued","0","ePlan",
"FNC2023-02360","842 YOUNGREEN DR, FORT MYERS FL 33913","Install 243' of Black 5' high Chainlink fence with 3 gates","Closed-CC Issued","0","ePlan",
"ROF2023-20638","12376 ANGLERS COVE, FORT MYERS FL 33908","Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2023-20637","14811 LAGUNA DR, FORT MYERS FL 33908","Replace entire roof system, like for like","Closed-CC Issued","0","ePlan",
"ROF2023-20636","1673 N HERMITAGE RD, FORT MYERS FL 33919","Re-Roof; Remove the Existing Shingle Roof; Install New Shingle Roof","Closed-CC Issued","0","ePlan",
"DSH2023-00494","14994 BONAIRE CIR, FORT MYERS FL 33908","Rebuild a 1482 sq. ft. hurricane-damaged dock in existing footprint, and reinstall existing boat lift.","Closed-CC Issued","0","ePlan",
"OPN2023-04080","12049 LUCCA ST, 201, FORT MYERS FL 33966","9 Accordion shutters","Closed-CC Issued","0","ePlan",
"ELE2023-03562","8145 BOONESBORO RD, NORTH FORT MYERS FL 33917","Replace existing 200amp sub panel with new 200amp square D QO 40 space main breaker panel. Update grounding to code. Install whole home surge protector. Install 30amp generator inlet.","Closed-CC Issued","0","ePlan",
"RES2023-11077","7056 CHAPEL CREEK LN, NORTH FORT MYERS FL 33917","New SFR","Closed-CO Issued","239","ePlan",
"ELE2023-03561","17690 BRYAN CT, FORT MYERS BEACH FL 33931","Remove and replace disconnect like for like.","Closed-CC Issued","0","ePlan",
"MEC2023-06001","1205 ROMANO KEY CIR, PUNTA GORDA FL 33955","AC CHANGE OUT","Closed-CC Issued","0","ePlan",
"MEC2023-06000","2448 GORHAM AVE, FORT MYERS FL 33907","Change out like for like split system heat pump 14.30 Seer, 3.50 Ton, 10 K/W","Closed-CC Issued","0","ePlan",
"ROF2023-20635","755 BENTLY ST E, LEHIGH ACRES FL 33974","RE-ROOF TILE  TO METAL","Closed-CC Issued","0","ePlan",
"ROF2023-20634","5522 SECOND AVE, FORT MYERS FL 33907","Roof replacement Shingle to Shingle","Closed-CC Issued","0","ePlan",
"MEC2023-05999","11393 WATERFORD VILLAGE DR, FORT MYERS FL 33913","AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM)","Closed-CC Issued","0","ePlan",
"FNC2023-02359","1002 CASINO AVE, LEHIGH ACRES FL 33971","4 foot aluminum picket fence with gates","Closed-CC Issued","0","ePlan",
"RES2023-11076","3167 LONGVIEW DR, NORTH FORT MYERS FL 33917","Carport replacement","Closed-CC Issued","0","ePlan",
"OCC2023-00477","12811 KENWOOD LN, 204, FORT MYERS FL 33907","IV infusion therapy and supplements","Permit Expired","0","Paper Submittal",
"MEC2023-05998","356 GRANDALE ST, LEHIGH ACRES FL 33936","Change out like for like","Closed-CC Issued","0","ePlan",
"SOL2023-01099","7580 MARX DR, NORTH FORT MYERS FL 33917","Installation of 21 roof mounted pv solar panels with supply side tap.","Closed-CC Issued","0","ePlan",
"OPN2023-04079","6920 LAKEWOOD ISLE DR, FORT MYERS FL 33908","Replacing 1 SXS Fixed Window FL14608.3   ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc*","Closed-CC Issued","1","ePlan",
"RES2023-11075","7 VINATA CT, FORT MYERS FL 33912","Carport, Open porch cover","Closed-CC Issued","0","ePlan",
"ROF2023-20633","13310 ARLINGTON HAMMOCK CT, FORT MYERS FL 33905","Reroofing of property, SFR, tile to tile","Closed-CC Issued","0","ePlan",
"RES2023-11074","18270 PARKSVILLE DR, ESTERO FL 33928","New SFR","Closed-CO Issued","584","ePlan",
"RES2023-11073","3902 6TH ST SW, LEHIGH ACRES FL 33976","Add additional door to garage","Closed-CC Issued","0","Paper Submittal",
"OPN2023-04078","12601 KELLY SANDS WAY, 410, FORT MYERS FL 33908","replacing 2 doors and 4 size for size windows","Closed-CC Issued","0","ePlan",
"SOL2023-01098","802 CANTON AVE, LEHIGH ACRES FL 33972","Installation of Photovoltaic solar panel system with wiring.  *Inspections Done By Private Provider – Inspected.com*","Closed-CC Issued","0","ePlan",
"ROF2023-20632","7508 KEY DEER CT, FORT MYERS FL 33966","Re-Roof; Remove the Existing Tile Roof; Install New Tile Roof","Closed-CC Issued","0","ePlan",
"ELE2023-03560","3187 STRINGFELLOW RD, SAINT JAMES CITY FL 33956","Install power to support a walk in freezer, 2 walk in coolers, 2 display cases, refrigerator and freezer and ice machine.","Closed-CC Issued","3","ePlan",
"ELE2023-03559","17975 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Installation of 400-amp meter main combination electrical service and dual main grounding.","Closed-CC Issued","0","ePlan",
"MEC2023-05997","8240 LAKE SAN CARLOS CIR, FORT MYERS FL 33967","Replacement of AC system","Closed-CC Issued","0","ePlan",
"OPN2023-04077","107 EAST NORTH SHORE AVE, NORTH FORT MYERS FL 33917","1 for 1 window & door replacement rear of home.*Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CC Issued","0","ePlan",
"MEC2023-05996","6833 GARLAND ST, FORT MYERS FL 33966","Air conditioning change out / like for like","Closed-CC Issued","0","ePlan",
"RES2023-11072","11013 ADDISON LAKE CIR, FORT MYERS FL 33966","New single family home","Closed-CO Issued","52","ePlan",
"ROF2023-20631","2615 33RD ST SW, LEHIGH ACRES FL 33976","TEAR OFF AND REROOF SHINGLES","Closed-CC Issued","0","ePlan",
"ROF2023-20630","7160 GUAVA AVE, BOKEELIA FL 33922","Re-roof shingle to shingle and mod bit to mod bit","Closed-CC Issued","0","ePlan",
"ROF2023-20629","7245 KUMQUAT RD, FORT MYERS FL 33967","Reroof due to hurricane Ian","Permit Expired","0","Paper Submittal",
"ELE2023-03558","18910 RIVER ESTATES LN, ALVA FL 33920","Install electric in the storage structure","Closed-Withdrawn","0","ePlan",
"RES2023-11071","3721 LONG IRON CT, NORTH FORT MYERS FL 33917","Replacing carport, like for like","Closed-CC Issued","1","Paper Submittal",
"OCC2023-00476","50 PINE ISLAND RD, 10,11,12, NORTH FORT MYERS FL 33903","Adult gaming In accordance with FS 546-10","Closed-Cert of Use Issued","0","Paper Submittal",
"RES2023-11070","6451 MEADOW LN, BOKEELIA FL 33922","Small home (14 x 40ft) build on concrete columns approx 2.5 feet off the ground.","Waiting on Applicant","0","ePlan",
"RES2023-11069","184 LOMAX AVE S, LEHIGH ACRES FL 33974","new single family residence","Closed-CO Issued","1","ePlan",
"ELE2023-03557","2618 8TH ST W, LEHIGH ACRES FL 33971","200 amp panel change","Closed-CC Issued","0","ePlan",
"RES2023-11068","3410 26TH ST W, LEHIGH ACRES FL 33971","Concrete Slab w/ footers.","Closed-CC Issued","0","ePlan",
"ROF2023-20628","3761 SCHEFFLERA DR, NORTH FORT MYERS FL 33917","REROOF DUE HURRICANE IAN DAMAGES","Closed-CC Issued","0","ePlan",
"SOL2023-01097","2138 SAINT CROIX AVE, FORT MYERS FL 33905","PV solar panel installation system","Closed-CC Issued","0","ePlan",
"COM2023-01554-RPI01","0 PALM LAKES @ FOXMOOR C/E, NORTH FORT MYERS FL 33917","**Revision- Adding Roof to Scope of work**","Closed-Voided","2","ePlan",
"RES2023-11067","15980 NELSONS CT, FORT MYERS FL 33908","Replace screen enclosure like for like due to Hurricane Ian","Closed-CC Issued","0","ePlan",
"FIR2023-01729","2467 ROUND TABLE CT, FORT MYERS FL 33912","500 GAL UNDERGROUND LP TANK AND GAS LINES TO A GENERATOR","Closed-Withdrawn","0","ePlan",
"SOL2023-01096","2033 CHURCHILL AVE N, LEHIGH ACRES FL 33971","PV solar panel installation system","Closed-CC Issued","1","ePlan",
"ROF2023-20627","3021 36TH ST SW, LEHIGH ACRES FL 33976","Shingle reroof","Closed-CC Issued","0","ePlan",
"ELE2023-03556","17789 DRACENA CIR, NORTH FORT MYERS FL 33917","Replace burnt panelReplaced grounding system","Closed-CC Issued","0","ePlan",
"OPN2023-04076","13876 PINE LODGE LN, FORT MYERS FL 33913","Installation of 2 manual roll shutters, 5 accordions and 2 motorized roll screens, impact rated","Closed-CC Issued","0","ePlan",
"COM2023-02234","16500 KELLY COVE DR, FORT MYERS FL 33908","***CLOSED/WITHDRAWN***REPLACE EXISTING METAL ROOF @ 16500 KELLY COVE DR.","Closed-Withdrawn","0","ePlan",
"DSH2023-00493","0 HARBOUR ISLE YACHT AND RACQUET C/E, FORT MYERS FL NA","Rebuild Marina Dock","Closed-CC Issued","0","ePlan",
"RES2023-11066","1116 GREENWOOD AVE, LEHIGH ACRES FL 33972","New single family home","Ready-Documents Required","2","ePlan",
"RES2023-11065","3200 44TH ST W, LEHIGH ACRES FL 33971","CONSTRUCTION OF SINGLE FAMILY RESIDENCE","Inspections Ongoing","2","ePlan",
"RES2023-11064","13832 BLUE BAY CIR, FORT MYERS FL 33913","install screen enclosure","Closed-CO Issued","0","ePlan",
"COM2023-02233","16440 KELLY COVE DR, FORT MYERS FL 33908","REPLACE EXISTING METAL ROOF AT 16470 KELLY COVE DR.","Closed-Withdrawn","0","ePlan",
"COM2023-02232","6012 TIMBERWOOD CIR, 212, FORT MYERS FL 33908","Install 8 new trusses, install new sheathing, GAF shingle roof to match existing, vinyl match siding, to restore unit to pre-existing condition","Permit Expired","0","ePlan",
"ELE2023-03555","11420 CAPISTRANO CT, FORT MYERS FL 33908","Replace 200amp electrical panel like for like","Closed-CC Issued","0","ePlan",
"FNC2023-02358","2519 68TH ST W, LEHIGH ACRES FL 33971","6 foot wood privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"OPN2023-04075","730 FARGO DR, FORT MYERS FL 33913","replacing 2 doors 1 sidelight and 9 size for size windows","Closed-CC Issued","0","ePlan",
"ELE2023-03554","17873 DRACENA CIR, NORTH FORT MYERS FL 33917","Replace 200 amp meter main with new 200amp meter and 200 amp outdoor disconnectwith grounding and surge","Closed-CC Issued","0","ePlan",
"ROF2023-20626","17891 CASTLE HARBOR DR, FORT MYERS FL 33967","Reroof: Shingle to shingle","Closed-CC Issued","0","ePlan",
"RES2023-11063","3911 6TH ST W, LEHIGH ACRES FL 33971","ADDING OFFICE WITH BATHROOM TO BACK OF HOUSE","Closed-CO Issued","0","Paper Submittal",
"MEC2023-05995","18621 N TAMIAMI TRL, NORTH FORT MYERS FL 33903","INSTALL 3 TON 7.5 15.6 SEER SPLIT REPLACEMENT","Closed-CC Issued","0","ePlan",
"RES2023-11062","15818 SANDY POINT DR, NORTH FORT MYERS FL 33917","Replacement Carport, Shed and Screen Room","Closed-CC Issued","0","ePlan",
"PLU2023-00639","509 YORK RD, LEHIGH ACRES FL 33936","Re Pipe","Permit Expired","0","ePlan",
"FNC2023-02357","1126 GIFFORD AVE N, LEHIGH ACRES FL 33936","6 foot metal privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"RES2023-11061","3314 41ST ST SW, LEHIGH ACRES FL 33976","NEW SINGLE FAMILY RESIDENCE","Closed-CO Issued","4","ePlan",
