"Record Number","Address","Description","Status","Related Records","Submittal Type",
"ROF2023-03971","3219 SEVENTH AVE, SAINT JAMES CITY FL 33956","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"ROF2023-03970","238 LUCERNE AVE, NORTH FORT MYERS FL 33903","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"MEC2023-00837","5523 SALEM LN, NORTH FORT MYERS FL 33917","MOBILE HOME DUCT CHANGE OUT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-03969","2748 BREEZEWOOD DR, NORTH FORT MYERS FL 33917","Re-roof, tear-off - Metal","Permit Expired","0","ePlan",
"ROF2023-03968","1011 CHAPEL AVE, LEHIGH ACRES FL 33971","REROOF SHINGLE FOR SHINGLE","Closed-CC Issued","0","ePlan",
"MEC2023-00836","18298 CREEKSIDE PRESERVE LOOP, 202, FORT MYERS FL 33908","AC REPLACEMENT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"MEC2023-00835","14500 FARRINGTON WAY, 102, FORT MYERS FL 33912","like for like replacement 2.5 ton 16 seer split system","Closed-CC Issued","0","ePlan",
"ELE2023-00698","8085 MARX DR, NORTH FORT MYERS FL 33917","Replace existing 125 amp service for a trailer home.","Closed-CC Issued","0","ePlan",
"MEC2023-00834","6669 PALMERSTON DR, FORT MYERS FL 33966","HVAC SAME SIZE CHANGEOUT- 2.5 TON/ 17 SEER/ SC","Closed-CC Issued","0","ePlan",
"MEC2023-00833","14252 BRISTOL FERRY WAY, FORT MYERS FL 33919","AC REPLACEMENT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-03967","12777 ASTON OAKS DR, FORT MYERS FL 33912","Shingle Re-roof*Inspections Done By Private Provider – Beryl Project Engineering*","Closed-CC Issued","0","ePlan",
"MEC2023-00832","15660 SHAMROCK DR, FORT MYERS FL 33912","Replace 3.5T Split AC System, like for like","Closed-CC Issued","0","ePlan",
"ELE2023-00697","887 YOUNGREEN DR, FORT MYERS FL 33913","Extend Service, 200/200 as main panel with existing as sub panel- Line Tap and whip","Closed-Withdrawn","0","ePlan",
"DEM2023-00660","17810 STEVENS BLVD, FORT MYERS BEACH FL 33931","demolish and haul away the entire hurricane ian damaged mobile home","Permit Expired","0","ePlan",
"RES2023-01635","6943 OLD WHISKEY CREEK DR, FORT MYERS FL 33919","Rebuild interior of home after water damage from Hurricane Ian","Closed-CC Issued","0","ePlan",
"ROF2023-03966","3106 BOUNTY LN, SAINT JAMES CITY FL 33956","Reroof, tear-off - Metal - facia repair","Closed-CC Issued","0","ePlan",
"RES2021-08870-R01","688 THOMAS SHERWIN AVE S, LEHIGH ACRES FL 33974","FROM IMPACT TO NON-IMPACT","Closed-Revision Approved","3","ePlan",
"MRV2023-00075","142 PAUL REVERE PL, FORT MYERS FL 33908","Set replacement manufactured home on engineered","Closed-CO Issued","1","ePlan",
"MEC2023-00831","18298 CREEKSIDE PRESERVE LOOP, 102, FORT MYERS FL 33908","AC REPLACEMENT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-03965","16695 CROWNSBURY WAY, FORT MYERS FL 33908","Reroof   Tile to Tile  6/12  42sq","Closed-CC Issued","0","ePlan",
"OPN2023-00640","3301 CHESTNUT GROVE DR, ALVA FL 33920","Installing 3 Storm Catcher Rolldown Screens MOT*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2023-01634","351 OTTUMWA AVE, FORT MYERS FL 33905","install and anchor to ground a 10 X 12 DCA Storage Shed","Closed-CO Issued","0","ePlan",
"ROF2023-03964","2501 BROADWATER ST, MATLACHA FL 33993","REROOF, REMOVE AND REPLACE METAL","Closed-CC Issued","0","ePlan",
"MEC2023-00830","148 CIRCLE DR, FORT MYERS FL 33905","DUCT CHANGE OUT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-03963","2540 BROADWATER ST, MATLACHA FL 33993","reroof, remove and replace metal roof","Closed-Withdrawn","0","ePlan",
"ROF2023-03962","3103 37TH ST W, LEHIGH ACRES FL 33971","reroof shingle","Closed-CC Issued","0","ePlan",
"ROF2023-03961","19265 CYPRESS VISTA CIR, FORT MYERS FL 33967","Reroof  Shingle to Shingle   5/12  26sq","Closed-CC Issued","0","ePlan",
"MEC2023-00829","10130 BELLAVISTA CIR, 1004, MIROMAR LAKES FL 33913","AC REPLACEMENT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"OPN2023-00639","8491 SOUTHWIND BAY CIR, FORT MYERS FL 33908","Replace Entry Door, size for size, fiberglass non-impact","Closed-CC Issued","0","ePlan",
"POL2023-00108","10420 DEER RUN FARMS RD, FORT MYERS FL 33966","Inground Pool","Closed-CC Issued","1","Paper Submittal",
"MRV2023-00074","5518 SIR WALTER WAY, NORTH FORT MYERS FL 33917","Install a new mobile home","Closed-CO Issued","1","ePlan",
"ROF2023-03960","19441 CHARLESTON CIR, NORTH FORT MYERS FL 33903","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"DEM2023-00659","133 DAWN ST, FORT MYERS FL 33908","demolish and haul away the entire hurricane ian damaged mobile home","Closed-CC Issued","0","ePlan",
"ROF2023-03959","2138 SAINT CROIX AVE, FORT MYERS FL 33905","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"FNC2023-00264","3207 RIVER GROVE CIR, FORT MYERS FL 33905","5' Combination wood/wire fence with gates","Closed-CC Issued","0","ePlan",
"ELE2023-00696","11101 BAYSIDE LN, FORT MYERS BEACH FL 33931","Replace condemned meter box for electrical to house","Closed-CC Issued","0","Paper Submittal",
"MEC2023-00828","12880 KELLY GREENS BLVD, FORT MYERS FL 33908","HVAC SAME SIZE CHANGEOUT- 3 TON/ 17 SEER/ SC","Closed-CC Issued","0","ePlan",
"RES2023-01633","17750 EGLANTINE LN, FORT MYERS BEACH FL 33931","HURRICANE IAN - INTERIOR REMODEL","Closed-CC Issued","0","Paper Submittal",
"ELE2023-00695","68 EMILY LN, FORT MYERS BEACH FL 33931","Install an RV hook-up to a newly installed replacement electrial panel","Waiting on Applicant","0","ePlan",
"RES2022-08163-R01","1617 COLUMBUS AVE, LEHIGH ACRES FL 33972","adding outdoor kitchen","Closed-Revision Approved","3","Paper Submittal",
"ROF2023-03958","4002 6TH ST W, LEHIGH ACRES FL 33971","Remove existing shingles and replace","Closed-CC Issued","0","ePlan",
"ROF2023-03957","3874 VILLMOOR LN, FORT MYERS FL 33919","We will remove the old asphalt shingles down to the deck, replace all rotted wood, re-nail roof deck, apply peel and stick ice and water shield to entire deck surface and install GAF fiberglass shingles and all matching accessories","Closed-CC Issued","0","ePlan",
"MEC2023-00827","13054 MOODY RIVER PKWY, NORTH FORT MYERS FL 33903","AC REPLACEMENT LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ELE2023-00694","19370 S TAMIAMI TRL, LOT 1, FORT MYERS FL 33908","Lot 6A service replacement due to storm","Waiting on Applicant","0","ePlan",
"ROF2023-03956","795 BEACH VIEW DR, BOCA GRANDE FL 33921","Remove and replace roofing materials; re-nail plywood, install underlayment, install 5V Crimp metal.","Closed-CC Issued","0","ePlan",
"OPN2023-00638","3206 STABILE RD, SAINT JAMES CITY FL 33956","REPLACE 12 WINDOWS AND 2 DOORS WITH IMPACT","Permit Expired","0","ePlan",
"ELE2023-00693","19370 S TAMIAMI TRL, LOT 1, FORT MYERS FL 33908","Lot 5A service replacement due to storm","Waiting on Applicant","0","ePlan",
"FNC2023-00263","13301 APALOOSA LN, FORT MYERS FL 33912","A concrete retaining wall on SW end of property","Closed-CC Issued","0","Paper Submittal",
"MEC2023-00826","16615 LAKE CIRCLE DR, 428, FORT MYERS FL 33908","Remove condenser and Air handler due to salt water damage replace with new equipment","Closed-CC Issued","0","ePlan",
"RES2022-07958-R01","16552 ELKHORN CORAL DR, NORTH FORT MYERS FL 33903","ac relocation","Closed-Revision Approved","3","ePlan",
"RES2023-01632","17640 CAPTIVA ISLAND LN, FORT MYERS FL 33908","Interior drywall - interior trim , interior painting, replace  carpet -  replace tile kitchen bathrooms.  Replace kitchen cabinets, replace bathroom cabinets.","Closed-Withdrawn","0","ePlan",
"RES2023-01631","9202 PALM ISLAND CIR, NORTH FORT MYERS FL 33903","Re roof - Shingle to Shingle","Closed-Voided","0","ePlan",
"COM2023-00556","5120 STRINGFELLOW RD, SAINT JAMES CITY FL 33956","Cosmetic Damage fur to hurricane ian, update bathrooms to code","Closed-Withdrawn","0","ePlan",
"RES2023-01630","18340 PARKSVILLE DR, ESTERO FL 33928","install screen enclosure","Closed-CO Issued","1","ePlan",
"ROF2023-03955","435 RAINBOW DR, NORTH FORT MYERS FL 33903","REROOF MOBILE HOME AND ADDITION WITH SINGLE PLY MEMBRANE.IB SYSTEMSFL23802.11813sf","Closed-CC Issued","0","ePlan",
"RES2023-01629","16501 BAYLEAF LN, 81, FORT MYERS FL 33908","sheetrock install","Closed-Voided","0","ePlan",
"ROF2023-03954","2342 BURTON AVE, FORT MYERS FL 33907","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"FNC2023-00262","8420 BUENA VISTA RD, FORT MYERS FL 33967","6 foot pvc privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"RES2023-01628","4710 NEW HAVEN DR, FORT MYERS FL 33908","INSULATION, DRYWALL, INTERIOR DOORS, CABINETS, ELECTRIC, PLUMBING, WINDOWS","Permit Expired","0","Paper Submittal",
"COM2023-00555","5120 STRINGFELLOW RD, SAINT JAMES CITY FL 33956","Cosmetic damage due to hurricane ian, bring bathrooms to code","Closed-Withdrawn","0","ePlan",
"ROF2023-03953","1170 ORANGE AVE, NORTH FORT MYERS FL 33903","RE-ROOF SHINGLES, HURRICANE IAN DAMAGE","Closed-CC Issued","0","ePlan",
"ROF2023-03952","752 BRAZOS ST E, LEHIGH ACRES FL 33974","Tear off and reroof with shingles.","Closed-CC Issued","0","ePlan",
"MEC2023-00825","857 COURTINGTON LN, 4, FORT MYERS FL 33919","Re-Duct of 7 each Supply Registers only. Air Ahandler is Vertical in closet with common return.","Closed-CC Issued","0","ePlan",
"ROF2023-03951","252 CARAVAN CIR, NORTH FORT MYERS FL 33903","Re-roof - single ply","Closed-CC Issued","0","ePlan",
"ROF2023-03950","12553 SUMMERWOOD DR, FORT MYERS FL 33908","REMOVE EXISTING SHINGLES AND REPLACE WITH NEW","Closed-CC Issued","0","ePlan",
"ROF2023-03949","380 GULF BLVD, 10, BOCA GRANDE FL 33921","T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH POLYGLASS MTS (FL5259.2), INSTALL GULF COAST GULF LOK METAL ROOF PANELS (FL33818.2). 16 SQ, 6/12, 3 STORY.","Permit Expired","0","ePlan",
"COM2023-00554","17279 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Cosmetic repairs due to Hurricane Ian. Bring bathrooms to code","Permit Expired","0","ePlan",
"ROF2023-03948","2901 19TH ST SW, LEHIGH ACRES FL 33976","Re-roof - shingle to metal","Closed-CC Issued","0","ePlan",
"FNC2023-00261","3005 23RD ST SW, LEHIGH ACRES FL 33976","6' metal fence with gates","Closed-CC Issued","0","Paper Submittal",
"MEC2023-00824","446 4TH ST E, BOCA GRANDE FL 33921","Replacing Existing A/C Systems Like for Like the air handlers are vertical and the condensers on the roof Replacing (2) 2 1/2 ton systems","Closed-CC Issued","0","ePlan",
"ROF2023-03947","380 GULF BLVD, 3, BOCA GRANDE FL 33921","T/O  SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH POLYGLASS MTS (FL5259.2), INSTALL GULF COAST GULF LOK METAL ROOF PANELS (FL33818.2). 16 SQ, 6/12, 3 STORY.","Closed-CC Issued","0","ePlan",
"ROF2023-03946","6815 HIGHLAND PINES CIR, FORT MYERS FL 33966","Re-Roof; Remove the Existing Shingle Roof; Install New Shingle Roof","Closed-CC Issued","0","ePlan",
"COM2023-00553","17279 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Cosmetic repairs due to hurricane ian, bring restrooms to code","Closed-CC Issued","0","ePlan",
"ROF2023-03945","8468 BARBIE LN, NORTH FORT MYERS FL 33917","Remove existing roof and install new shingle roof","Closed-CC Issued","0","ePlan",
"FNC2023-00260","14390 SECRET GARDEN CV, FORT MYERS FL 33913","4' high aluminum open picket fence with gates.","Closed-CC Issued","0","ePlan",
"ROF2023-03944","4023 28TH ST SW, LEHIGH ACRES FL 33976","SHINGLE REROOF","Closed-CC Issued","0","ePlan",
"ROF2023-03943","2775 JANET ST, MATLACHA FL 33993","Re-roof, tear-off - Metal*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"ROF2023-03942","798 CYPRESS LAKE CIR, FORT MYERS FL 33919","Tile to Metal RE-ROOF","Closed-CC Issued","0","ePlan",
"RES2023-01627","222 TEMPLE DR, FORT MYERS FL 33905","Remodel","Closed-CC Issued","0","Paper Submittal",
"RES2022-11884-R01","115 BLACKBEARD WAY, FORT MYERS BEACH FL 33931","ADD ROOF TO PERMIT - JOB VALUE $7,000 - FL15824.1 - FL39087.1","Closed-Revision Approved","1","Paper Submittal",
"SOL2023-00108","12399 MUDDY CREEK LN, FORT MYERS FL 33913","Install 9.855kW Solar PV Roof System","Closed-CC Issued","1","ePlan",
"ROF2023-03941","19105 INNSBROOK CT, NORTH FORT MYERS FL 33903","Re-roof - single ply","Closed-Withdrawn","0","ePlan",
"ROF2023-03940","3648 GOLF CART DR, NORTH FORT MYERS FL 33917","Re-roof, Tear-off - Metal","Closed-CC Issued","1","ePlan",
"OPN2023-00637","1728 JOSE GASPAR DR, BOCA GRANDE FL 33921","Remove and replace window(s) and door(s)","Closed-CC Issued","0","ePlan",
"MRV2023-00073","14567 LARA CIR, NORTH FORT MYERS FL 33917","New Mobile Home-Tie Down.","Closed-CO Issued","1","ePlan",
"MEC2023-00823","19883 BRISTOL RD, FORT MYERS FL 33908","Retrofit change out. 3.5 Ton Tempstar split system, 16 Seer, 10 kw heat. Take out old system and put new system back in existing place. Like for Like system.","Closed-CC Issued","0","ePlan",
"RES2023-01626","701 HOMER AVE S, LEHIGH ACRES FL 33973","REROOF - SHINGLE  HURRICANE DAMAGE","Closed-Voided","0","ePlan",
"ROF2023-03939","5250 MARINA DR, BOKEELIA FL 33922","Re-Roof Shingle to Shingle","Closed-CC Issued","0","ePlan",
"ROF2023-03938","389 BERGEN ST, NORTH FORT MYERS FL 33903","Tear off existing roof down to deckingInstall underlayment and shingles to code","Closed-CC Issued","0","ePlan",
"ROF2023-03937","442 RAYNETA ST, LEHIGH ACRES FL 33974","TEAR OFF AND RE ROOF FIBERGLASS SHINGLE","Closed-CC Issued","0","ePlan",
"ROF2023-03936","14520 CONCORD DR, NORTH FORT MYERS FL 33917","Re-roof single ply","Closed-CC Issued","0","ePlan",
"ROF2023-03935","149 PAXTON ST, LEHIGH ACRES FL 33974","TEAR OFF/REPLACE SHINGLE ROOF","Closed-CC Issued","0","Paper Submittal",
"MEC2023-00822","14900 SUMMERLIN WOODS DR, 11, FORT MYERS FL 33919","A/C CHANGE OUT 2.5 TON 15.2 SEER 8 KW RUUD SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"SOL2023-00107","9143 CALOOSA RD, FORT MYERS FL 33967","18kW PV Roof Mounted Solar System - 45 panels and 2 inverters.","Closed-CC Issued","0","ePlan",
"COM2023-00552","5120 STRINGFELLOW RD, SAINT JAMES CITY FL 33956","Cosmetic repairs due to hurricane ian, bring restrooms to code","Closed-Withdrawn","0","ePlan",
"DEM2023-00658","11561 PAPERSHELL DR, FORT MYERS FL 33908","Hurricane Ian Damage - Demo","Closed-Withdrawn","0","Paper Submittal",
"ELE2023-00692","9267 CROCUS CT, FORT MYERS FL 33967","replace service mast like for likeinstall new meter main comboreplace grounding system like for like.","Closed-Withdrawn","0","ePlan",
"ROF2023-03934","19801 N RIVER RD, ALVA FL 33920","Metal Re-Roof","Closed-CC Issued","0","ePlan",
"FNC2023-00259","15479 SPRING LINE LN, FORT MYERS FL 33905","6' aluminum fence with gates","Closed-CC Issued","0","Paper Submittal",
"POL2023-00107","15761 COUNTRY CT, FORT MYERS FL 33912","POOL","Closed-CC Issued","1","ePlan",
"ROF2023-03933","113 SNEAD DR, NORTH FORT MYERS FL 33903","Re-roof - Single ply","Closed-CC Issued","0","ePlan",
"OPN2023-00636","4649 KEY LARGO LN, BONITA SPRINGS FL 34134","INSTALLATION OF 3 ELECTRIC ROLL DOWNS AND 1 ACCORDION SHUTTER","Closed-CC Issued","0","ePlan",
"RES2023-01625","20261 CORKSCREW SHORES BLVD, ESTERO FL 33928","Pool enclosure replacement due to hurricane damage","Closed-CO Issued","0","ePlan",
"MEC2023-00821","1101 BELGRAVE ST, FORT MYERS FL 33913","Replacement","Closed-CC Issued","0","ePlan",
"POL2023-00106","10510 VIA PARMA WAY, MIROMAR LAKES FL 33913","Construct pool, paver deck","Closed-CC Issued","6","ePlan",
"ROF2023-03932","399 ENDOVEN ST, NORTH FORT MYERS FL 33903","Re-roof, tear-off - Shingle","Closed-CC Issued","0","ePlan",
"ROF2023-03931","19246 MARIPOSA CT, NORTH FORT MYERS FL 33903","ACTUAL ADDRESS ID 19246 MARIPOSA CT.REROOF MOBILE HOME WITH SINGLE PLY MEMBRANE.IB SYSTEMSFL23802.11075sf","Closed-CC Issued","0","ePlan",
"COM2023-00551","16021 AMBERWOOD LAKE CT, 4, FORT MYERS FL 33908","Hurricane Ian Damage - Re-model","Closed-CC Issued","0","Paper Submittal",
"ROF2023-03930","8365 WINGED FOOT DR, FORT MYERS FL 33967","Roof Replacement34 Sq Count","Closed-CC Issued","0","ePlan",
"FNC2023-00258","355 MUSKEGON AVE, FORT MYERS FL 33905","6' wood fence with gates","Closed-CC Issued","0","Paper Submittal",
"COM2023-00550","5120 STRINGFELLOW RD, SAINT JAMES CITY FL 33956","Cosmetic repairs caused by hurricane Ian, bring bathrooms to code.","Closed-Withdrawn","0","ePlan",
"OPN2023-00635","5014 HARBORTOWN LN, FORT MYERS FL 33919","REPLACE 4 WINDOWS WITH IMPACT**R01** Replace 4 windows 1 door","Closed-CC Issued","1","ePlan",
"ROF2023-03929","4202 12TH ST W, LEHIGH ACRES FL 33971","Shingle Re-Roof","Closed-Withdrawn","0","ePlan",
"RES2023-01624","18128 LAGOON REACH LN, NORTH FORT MYERS FL 33917","New Two Family Attached Lot 31 & 32","Permit Expired","109","ePlan",
"ELE2023-00691","19370 S TAMIAMI TRL, LOT 1, FORT MYERS FL 33908","Lot 2A service replacement due to storm","Waiting on Applicant","0","ePlan",
"MEC2023-00820","211 JACKSON AVE, LEHIGH ACRES FL 33936","Change out like for like split system HVAC 14 Seer, 2.0 Ton, 5 K/w","Closed-CC Issued","0","ePlan",
"MEC2023-00819","16605 LAKE CIRCLE DR, 337, FORT MYERS FL 33908","REMOVE SALT WATER CONDENSER AND REPLACE WITH NEW","Closed-CC Issued","0","ePlan",
"RES2023-01623","7774 WOODLAND RUN CT, FORT MYERS FL 33912","Construct and Install Replacement Pool Screen Enclosure, same footprint","Closed-CO Issued","0","ePlan",
"OPN2023-00634","15140 HARBOUR ISLE DR, 301, FORT MYERS FL 33908","provide and install 2 electric hurricane 55m aluminum roll shutter","Closed-CC Issued","0","ePlan",
"ELE2023-00690","13071 GRAY HERON DR, NORTH FORT MYERS FL 33903","120 VOLT 20 AMP CIRCUIT FOR PORTABLE SPA","Closed-CC Issued","0","ePlan",
"ROF2023-03928","17560 BRADDOCK RD, FORT MYERS FL 33967","REMOVE AND REPLACE THE SHINGLE ROOF SYSTEM AND THE FLAT ROOF SYSTEM.","Closed-CC Issued","0","ePlan",
"RES2023-01622","3744 ROYAL PALM DR, SAINT JAMES CITY FL 33956","drywall , paint base board","Closed-Voided","0","ePlan",
"COM2023-00549","16670 ORIOLE RD, FORT MYERS FL 33912","Truck Dock Monument Sign","Closed-Withdrawn","11","ePlan",
"RES2023-01621","1086 NORTH TOWN AND RIVER DR, FORT MYERS FL 33919","4 ft drywall, cabinets, new vanity","Ready-Documents Required","0","ePlan",
"ROF2023-03927","181 DAMFINO ST, BOCA GRANDE FL 33921","T/O MODIFIED ROOF, RE-NAIL DECK TO CODE, INSTALL GAF EVERGUARD TPO MEMBRANE (FL5293.1). 4 SQ, 1/12, 1 STORY,","Closed-CC Issued","0","ePlan",
"COM2023-00548","16670 ORIOLE RD, FORT MYERS FL 33912","Bldg 2 Entrance Monument Sign","Closed-CC Issued","11","ePlan",
"MEC2023-00818","16605 LAKE CIRCLE DR, 317, FORT MYERS FL 33908","Remove salt water damage condenser and replace with new","Closed-CC Issued","0","ePlan",
"ROF2023-03926","1308 DONNA DR, FORT MYERS FL 33919","HURRICANE IAN: REMOVE EXISTING SHINGLES DOWN TO SHEATHING & INSTALL A NEW SHINGLE ROOF. ALSO, ON FLAT ROOF REMOVE EXISTING ROLLED MODIFIED DOWN TO SHEATHING & INSTALL A NEW FLAT ROOF.","Closed-CC Issued","0","ePlan",
