"Record Number","Address","Description","Status","Related Records","Submittal Type",
"RES2023-12461","8739 LAKEFRONT CT, FORT MYERS FL 33908","New single family home","Inspections Ongoing","2","ePlan",
"MRV2023-00553","2950 BOWSPRIT LN, SAINT JAMES CITY FL 33956","HURRICANE REPLACEMENT  INSTALL & SET UP NEW MOBILE HOME","Closed-CO Issued","1","ePlan",
"RES2023-12460","6523 ROYAL WOODS DR, FORT MYERS FL 33908","DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, ELECTRIC OUTLETS***R01- Discovered mold behind primary shower enclosure, need to remove and replace affected area for additional cost of $15,959.70","Permit Expired","1","ePlan",
"RES2023-12459","3709 6TH ST SW, LEHIGH ACRES FL 33976","New single family home","Permit Issued","3","ePlan",
"MEC2023-06792","3333 SUNSET KEY CIR, 607, PUNTA GORDA FL 33955","INSTALLING A 3 TON 15 SEER 7.5 KW SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"COM2023-02488","16181 PREMIER PARK DR, FORT MYERS FL 33913","Construct new offices and showroom in existing warehouse space.","Waiting on Applicant","0","ePlan",
"RES2023-03538-R01","3215 41ST ST W, LEHIGH ACRES FL 33971","Revised energy calculations and revised NOA","Closed-Revision Approved","3","ePlan",
"ELE2023-04011","4060 ELLIS RD, FORT MYERS FL 33905","replace wires and riser for fpl","Permit Expired","0","Paper Submittal",
"FNC2023-02683","12110 VIA DEL FONTANA WAY, FORT MYERS FL 33919","Installing 232' of new fence continuing from the existing fence down to the river to close the fence around the trevi community","Closed-CC Issued","0","ePlan",
"RES2022-12099-R01","3766 SAN CARLOS DR, SAINT JAMES CITY FL 33956","Extend garage forward, add flat roof over existing slab areas","Closed-Revision Approved","1","ePlan",
"MEC2023-06791","203 TELLIDORA CT, FORT MYERS FL 33908","REPLACING SPLIT AC SYSTEM *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CC Issued","0","ePlan",
"MEC2023-06790","16121 N RIVER RD, ALVA FL 33920","Replacing (3) HVAC System Carrier / 4 Ton / 16 Seer / 10 KW-24TPA748W003-FV4CNB006L00Carrier / 4 Ton / 16 Seer / 10 KW-24TPA748W003-FV4CNB006L00Carrier / 2 Ton / 16 Seer / 5 KW-24TPA724W003-FV4CNF002L00","Closed-CC Issued","0","ePlan",
"MEC2023-06789","20789 KAIDON LN, NORTH FORT MYERS FL 33917","AC change out/split system","Closed-CC Issued","0","ePlan",
"RES2023-12458","502 LEELAND HEIGHTS BLVD W, LEHIGH ACRES FL 33936","CHANGING 2 WINDOW OPENINGS, DRYWALL REPLACEMENT IN BATHROOM","Closed-CC Issued","0","Paper Submittal",
"FNC2023-02604-R01","4300 ELLIS RD, FORT MYERS FL 33905","*R01 - Changing to 4' picket fence w/ gates","Closed-Revision Approved","1","Paper Submittal",
"RES2023-12457","5958 BAKER CT, FORT MYERS FL 33919","Extension of existing slab for existing pool cage. 27x3 ft with a footer 12""x12"" with 2 #5 rebar continuous dowel to existing footer.","Closed-Withdrawn","0","ePlan",
"OPN2023-04615","12451 KELLY SANDS WAY, FORT MYERS FL 33908","Installing 3 Storm Catcher Rolldown Screens MOT *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"POL2023-01015","10306 PRAIRIE IRIS TRL, FORT MYERS FL 33905","RESURFACE & ADD NEW NON-SKID CAP TILE TO SPA","Closed-CC Issued","0","ePlan",
"ROF2023-22080","5009 BAUER ST, LEHIGH ACRES FL 33973","Roof","Closed-CC Issued","0","Paper Submittal",
"SOL2023-01251","5007 BALMER ST, LEHIGH ACRES FL 33971","FULL PV SOLAR SYSTEM ROOF MOUNTED","Closed-CC Issued","1","ePlan",
"ROF2023-22079","5221 2ND ST W, LEHIGH ACRES FL 33971","Remove and Replace like for like","Closed-CC Issued","0","ePlan",
"SOL2023-01250","9189 SAN CARLOS BLVD, FORT MYERS FL 33967","Roof Mounted Solar PV","Closed-CC Issued","0","ePlan",
"RES2023-12456","3128 WESTON MANOR DR, ALVA FL 33920","Single Family Residence","Closed-CO Issued","369","ePlan",
"FIR2023-01983","4150 GOEBEL DR, FORT MYERS FL 33905","SET/INSTALL 500GALLON UG LP TANK. CONNECT TO GENERATOR.","Closed-CC Issued","1","ePlan",
"MEC2023-06788","1408 WASHINGTON AVE, LEHIGH ACRES FL 33972","HVAC SAME SIZE CHANGEOUT- 3 TON/ 15.10 SEER/ SC","Closed-CC Issued","0","ePlan",
"OPN2023-04614","4235 GLASGOW CT, NORTH FORT MYERS FL 33903","Installing 4 Storm Catcher Rolldown Screens MOT &  1 Lexan Panel *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MRV2023-00552","2951 YORK RD, SAINT JAMES CITY FL 33956","Mobile Home Replacement due to Hurricane IAN","Closed-Withdrawn","0","ePlan",
"POL2023-01014","4542 SHORE LN, BOCA GRANDE FL 33921","CONCRETE POOL, ELECTRIC HEATER*Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-22078","3773 GOLF CART DR, NORTH FORT MYERS FL 33917","Remove and Replace Roof","Closed-CC Issued","0","ePlan",
"ELE2023-04010","4150 GOEBEL DR, FORT MYERS FL 33905","SET/INSTALL 26KW GENERATOR. INSTALL/WIRE 200AMP ATS.","Closed-CC Issued","1","ePlan",
"RES2023-12455","3132 WESTON MANOR DR, ALVA FL 33920","New Construction SFR","Closed-CO Issued","369","ePlan",
"SOL2023-01249","13931 BINGHAMPTON DR, FORT MYERS FL 33905","Solar Photovoltaic System","Closed-CC Issued","0","ePlan",
"OPN2023-04613","6772 WILLOW LAKE CIR, FORT MYERS FL 33966","Installation of clear panels at 12 openings and accordion shutters at 9 openings","Permit Expired","0","ePlan",
"ROF2023-22077","1109 CHAUNCEY AVE, LEHIGH ACRES FL 33971","RE ROOF; remove current roof system and replace with new underlayment and new metal roof. *Inspections done by Private Provider- Coastal Code Services*","Closed-CC Issued","0","ePlan",
"MEC2023-06787","7206 CYPRESS DR, BLDG 6, FORT MYERS FL 33907","Installed a Rheem 2 ton air handler and condenser unit","Closed-CC Issued","0","ePlan",
"RES2023-12454","4817 29TH ST SW, LEHIGH ACRES FL 33973","New Duplex Construction","Closed-CO Issued","43","ePlan",
"RES2023-12453","4981 28TH ST SW, LEHIGH ACRES FL 33973","New duplex construction","Closed-CO Issued","43","ePlan",
"OPN2023-01772-R01","2660 ISLAND VIEW LN, MATLACHA FL 33993","Remove 4 openings from permit","Closed-Revision Approved","1","ePlan",
"COM2023-02487","2250 HERONS GLEN BLVD, NORTH FORT MYERS FL 33917","Alteration to and existing restaurant and all other related work.","Closed-Withdrawn","0","ePlan",
"FIR2023-01982","9281 COLLEGE PKWY, FORT MYERS FL 33919","Install new 4"" DIP Fireline. Install 1 fire hydrant.","Closed-CC Issued","6","ePlan",
"ROF2023-22076","9136 FRANK RD, FORT MYERS FL 33967","RE-ROOFING SHINGLES TO SHUNGLES.","Permit Expired","0","ePlan",
"MRV2023-00551","203 SANTA FE TRL, NORTH FORT MYERS FL 33917","REPAIR CARPORT","Closed-Voided","0","ePlan",
"COM2023-02039-R01","17454 BLUEBERRY HILL DR, A, FORT MYERS FL 33908","Add electrical","Closed-Revision Approved","1","ePlan",
"RES2023-12452","201 W OREGON RD, LEHIGH ACRES FL 33936","Prefab storage shed with 4"" lap aluminum siding","Closed-CO Issued","0","Paper Submittal",
"OPN2023-04612","13641 HICKORY RUN LN, FORT MYERS FL 33912","Installing 4 Aluminum Panels *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"OPN2023-04611","13624 BLUE BAY CIR, FORT MYERS FL 33913","Installation of electric roll shutter at 1 opening","Closed-CC Issued","0","ePlan",
"ELE2023-04009","1301 LA FAUNCE WAY, FORT MYERS FL 33919","Replace 200 Amp back-to-back panel & grounding","Closed-CC Issued","0","ePlan",
"SOL2023-01248","9909 GLADIOLUS PRESERVE CIR, FORT MYERS FL 33908","Installation of grid-tied solar PV system","Closed-CC Issued","0","ePlan",
"COM2023-02038-R01","17458 BLUEBERRY HILL DR, D, FORT MYERS FL 33908","Add electrical","Closed-Revision Approved","2","ePlan",
"RES2023-12451","11641 ROYAL TEE CIR, CAPE CORAL FL 33991","INSTALL SIZE FOR SIZE POOL ENCLOSURE REPLACEMENT ON EXISTING DECK DUE TO HURRICANE IAN.","Closed-CO Issued","0","ePlan",
"OPN2023-04610","18237 MAPLE RD, FORT MYERS FL 33967","Installing 6 Storm Catcher Slide Screens & 2 Aluminum Panels *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2022-07606-R01","2131 UNITY AVE, FORT MYERS FL 33901","Adding mini split","Closed-Revision Approved","1","Paper Submittal",
"MEC2023-06786","3165 MERCURY LN, NORTH FORT MYERS FL 33903","INSTALL 3 TON 10 KW 13.4 SEER PKG REPLACEMENT","Closed-CC Issued","0","ePlan",
"RES2023-12450","3136 WESTON MANOR DR, ALVA FL 33920","Single Family Residence","Closed-CO Issued","369","ePlan",
"ROF2023-22075","18832 CROSSWIND AVE, NORTH FORT MYERS FL 33917","Shingle to Shingle - reroof","Closed-CC Issued","0","ePlan",
"OPN2023-04609","16005 PALMETTO PRAIRIE DR, ALVA FL 33920","Installation of clear panels at 7 openings, accordion shutters at 1 opening, and electric roll shutters at 5 openings.","Closed-CC Issued","0","ePlan",
"RES2023-12449","3140 WESTON MANOR DR, ALVA FL 33920","Single Family Residence","Closed-CO Issued","369","ePlan",
"FIR2023-01981","11000 TERMINAL ACCESS RD, FORT MYERS FL 33913","FIRE ALARM INSTALLATION","Closed-CC Issued","20","ePlan",
"ROF2023-22074","5460 FOREST PARK DR, NORTH FORT MYERS FL 33917","SHINGLE RE-ROOF-EMERGENCY PERMIT","Closed-CC Issued","1","ePlan",
"MEC2023-06785","5499 AVON PARK CT, 202, FORT MYERS FL 33912","HVAC SAME SIZE CHANGEOUT- 4 TON/ 16 SEER/ SC","Closed-CC Issued","0","ePlan",
"DEM2023-03256","17041 MARINA COVE LN, FORT MYERS FL 33908","Demolition of kitchen and bath.","Closed-Withdrawn","0","ePlan",
"RES2023-12448","3144 WESTON MANOR DR, ALVA FL 33920","New Construction SFR","Closed-CO Issued","369","ePlan",
"ROF2023-22073","1520 HANK AVE S, LEHIGH ACRES FL 33973","Shingle Re roof","Closed-CC Issued","0","ePlan",
"FNC2023-02682","17200 SILVER PANTHER LN, FORT MYERS FL 33913","Solid Fence 7' tall around the property, entry gate 20' and 4' side gate.","Waiting on Applicant","0","ePlan",
"FNC2023-02681","1827 LODGE ST, LEHIGH ACRES FL 33972","6' Metal Privacy Fence with Gates","Closed-CC Issued","0","Paper Submittal",
"OPN2023-04608","14239 ROYAL HARBOUR CT, FORT MYERS FL 33908","Installation of electric roll screen at 1 opening","Closed-CC Issued","0","ePlan",
"ROF2023-22072","2391 VALPARAISO BLVD, NORTH FORT MYERS FL 33917","REMOVE AND REPLACE ROOF TO STONE COATED STEEL","Closed-CC Issued","0","ePlan",
"ELE2023-04008","12900 TIMOTHY LN, FORT MYERS FL 33908","Replace 125A  panel main breaker,  relocate panel from the closet to exterior.  New weatherhead and riser. Dual grounding.","Closed-CC Issued","0","ePlan",
"RES2023-12447","3148 WESTON MANOR DR, ALVA FL 33920","New Construction SFR","Closed-CO Issued","370","ePlan",
"OPN2023-04607","13001 SILVER SANDS DR, FORT MYERS FL 33913","Installation of electric roll shutters at 3 openings, manual roll shutter at 1 opening, and accordion shutters at 3 openings.**R01**opening #5 changed from manual roll shutter to electric","Closed-CC Issued","1","ePlan",
"ROF2023-22071","8642 SOUTH LAKE CIR, FORT MYERS FL 33908","REMOVE AND REPLACE ROOF TILE TO TILE","Closed-CC Issued","0","ePlan",
"ROF2023-22070","4617 24TH ST SW, LEHIGH ACRES FL 33973","RERROOF SHINGLE ROO F, NEW UNDERLAYMENT AND NEW SHINGLERS","Permit Expired","0","ePlan",
"ROF2023-22069","5703 INVERNESS CIR, NORTH FORT MYERS FL 33903","FLAT REROOF","Closed-CC Issued","0","ePlan",
"SOL2023-00864-R01","7071 RICH RD, NORTH FORT MYERS FL 33917","Drawings on site do not match install. Drawing shows a 15 amp breaker for meter. Plans have been updated and submitted.","Closed-Revision Approved","1","ePlan",
"ROF2023-22068","8920 CROWN COLONY BLVD, FORT MYERS FL 33908","Remove and replace roof","Closed-Withdrawn","0","ePlan",
"OPN2023-04606","13205 SILVER THORN LOOP, 104, NORTH FORT MYERS FL 33903","Installation of accordion shutters at 5 openings","Closed-CC Issued","0","ePlan",
"ROF2023-21607-R01","18365 CREEK DR, FORT MYERS FL 33908","REVISED SHINGLE PRODUCT APPROVAL","Closed-Revision Approved","1","Paper Submittal",
"ROF2023-22067","159 OVERLAND TRL, NORTH FORT MYERS FL 33917","TPO ROOF-OVER MOBILE HOME FL12772.1 14SQ AT SITE ADDRESS 159 OVERLAND TRL N FT MYERS FL 33917 (CARRIAGE VILLAGE)","Closed-CC Issued","0","ePlan",
"ROF2023-22066","9467 SILVER PINE LOOP, FORT MYERS FL 33967","REMOVE AND REPLACE ROOF TO STONE COATED STEEL","Closed-CC Issued","0","ePlan",
"ROF2023-22065","1018 CHAPLIN AVE, LEHIGH ACRES FL 33971","Tear off old shingle roof and reroof with dimensional shingle","Closed-CC Issued","0","ePlan",
"RES2023-12446","3017 40TH ST W, LEHIGH ACRES FL 33971","New Single Family Residence","Closed-CO Issued","2","ePlan",
"OPN2023-04605","9589 DUNKIRK DR, FORT MYERS FL 33919","Replace size for size impact windows at 7 openings","Closed-CC Issued","0","ePlan",
"ROF2023-22064","11401 S CLEVELAND AVE, FORT MYERS FL 33907","Re-roof 979 square feet of flat roof","Permit Expired","0","ePlan",
"RES2023-12445","169 PENNFIELD ST, LEHIGH ACRES FL 33974","New Duplex Construction","Closed-CO Issued","42","ePlan",
"SOL2023-01247","7277 KUMQUAT RD, FORT MYERS FL 33967","PV solar panel installation system","Closed-CC Issued","0","ePlan",
"FNC2023-02680","18000 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","remove and dispose the existing wall and install 800' OF of 8'high precast concrete wall with foundation","Closed-CC Issued","0","ePlan",
"ELE2023-04007","1306 LA FAUNCE WAY, FORT MYERS FL 33919","Change service overhead to undergrounds.","Permit Expired","0","ePlan",
"ROF2023-12683-R01","458 KEENAN AVE, FORT MYERS FL 33919","Permit was pulled for a shingle roof replacement however this was a metal roof that we installed","Closed-Revision Approved","1","ePlan",
"RES2023-12444","2922 DORA AVE N, LEHIGH ACRES FL 33971","Install Storage Shed 12'W x 20'Lno other trades","Permit Expired","0","ePlan",
"MEC2023-06784","212 WALLACE AVE N, LEHIGH ACRES FL 33971","Change out like for like","Closed-CC Issued","0","ePlan",
"ROF2023-22063","390 GULF BLVD, BOCA GRANDE FL 33921","RE-ROOF STANDING SEAM METAL","Closed-Withdrawn","0","ePlan",
"ROF2023-22062","1251 GRAMAC DR, NORTH FORT MYERS FL 33917","Shingle Re Roof w/ Flat Deck *Inspections Done By Private Provider – ECS Florida, LLC*","Closed-CC Issued","0","ePlan",
"RES2023-12443","2857 ORLENES ST, NORTH FORT MYERS FL 33903","Hurricane IAN repair damaged attached carport","Closed-CC Issued","0","ePlan",
"RES2023-12442","3152 WESTON MANOR DR, ALVA FL 33920","New Construction SFR","Closed-CO Issued","369","ePlan",
"OPN2023-04604","13547 CHERRY TREE CT, FORT MYERS FL 33912","Replace exterior windows with impact, insulated, lo-E units, Size for size.","Closed-CC Issued","0","ePlan",
"ELE2023-04006","5746 REIMS PL, FORT MYERS FL 33919","Add on-Tesla Powerwall 13.5kWH AC Coupled Energy Storage System","Closed-CC Issued","0","ePlan",
"ROF2023-22061","977 HAPPY RD, NORTH FORT MYERS FL 33903","Shingle Re Roof w/ Flat Deck","Permit Expired","0","ePlan",
"MEC2023-06783","5202 BEAUTY ST, LEHIGH ACRES FL 33971","HVAC Change Out 3 Ton 15.2 Seer Rheem System W/7.5 KW Heat","Closed-CC Issued","0","ePlan",
"MEC2023-06782","17601 KATYDID LN, FORT MYERS FL 33913","Change out like for like split system HVAC 13.30, 5 Ton, 10 K/w occupied single family residential property","Closed-CC Issued","0","ePlan",
"ROF2023-22060","6908 MARBROOK CT, FORT MYERS FL 33919","Shingle Re Roof w/ Flat Deck","Closed-CC Issued","0","ePlan",
"RES2023-12441","7212 SWAN LAKE DR, FORT MYERS FL 33919","Addition to home","Closed-Voided","0","Paper Submittal",
"MEC2023-06781","8420 CHARTER CLUB CIR, 1, FORT MYERS FL 33919","AC CHANGE OUT SPLIT SYSTEM 3 TON 5 KW SEER 14.3","Closed-CC Issued","0","ePlan",
"ROF2023-22059","405 CALVIN AVE, LEHIGH ACRES FL 33972","Shingle Re Roof w. Flat Deck*R01 - Not doing the Flat Deck. Remove current Product approval numbers and change them to: NOA#22-1221.05 exp:3/28/2028, NOA#21-118.02 exp: 4/21/2026*","Closed-CC Issued","1","ePlan",
"ELE2023-04005","13611 PINTAIL DR, FORT MYERS FL 33908","New service on pedestal and 50 amp RV outlet","Closed-Withdrawn","0","ePlan",
"RES2023-12440","1260 OLD BRIDGE RD, NORTH FORT MYERS FL 33917","REPLACING HURRICANE DAMAGED SCREEN ROOM ON EXISTING CONCRETE, SAME FOOTPRINT.","Closed-CC Issued","1","ePlan",
"OPN2023-00821-R01","7355 BARRAGAN RD, FORT MYERS FL 33967","Addition of aluminum panels at 2 openings (12-13) FL#11964.2","Closed-Revision Approved","1","ePlan",
"MEC2023-06780","15791 SAN ANTONIO CT, FORT MYERS FL 33908","INSTAL LIKE FOR LIKE UNIT/ CHANGE OUT NEW UNT IS A YORK 3 1/2 TON SPLIT SYSTEM","Permit Expired","0","ePlan",
"ROF2023-22058","731 BENNINGTON DR, LEHIGH ACRES FL 33974","Shingle Roof Replacement *Inspections done by Private Provider - Legacy Engineering LLC*","Closed-CC Issued","0","ePlan",
"FNC2023-02679","16972 THREE OAKS MARKETPLACE DR, FORT MYERS FL 33912","Permanent Chain-link Fence with security mesh on the Garden Center and exterior Tool rental center storage areas. Plans approved under Master permit COM2022-00510)","Waiting on Applicant","0","ePlan",
"ROF2023-22057","7503 SUNDIET BLVD, BOKEELIA FL 33922","Metal Re Roof","Closed-CC Issued","0","ePlan",
"ROF2023-22056","5615 NATOMA DR, FORT MYERS FL 33919","Shingle Re Roof","Closed-Withdrawn","0","ePlan",
"FNC2023-02678","204 DANLEY DR, FORT MYERS FL 33907","6' Chain Link Fence w/ Gates for Security, NO OPEN STORAGE PERMITTED","Closed-Withdrawn","0","ePlan",
"FNC2023-02677","6220 ASTORIA AVE, FORT MYERS FL 33905","4FT CHAINLINK FENCE WITH GATES AND 5FT CHAINLINK FENCE WITH GATES","Closed-CC Issued","0","Paper Submittal",
"ELE2023-04004","2938 SANIBEL BLVD, SAINT JAMES CITY FL 33956","Emergency Permit: Existing service needs power, 2 gang 2 meter service. LCEC requires inspection before reconnection.","Closed-CC Issued","0","ePlan",
"RES2023-12439","207 GRANADA BLVD, FORT MYERS FL 33905","DRYWALL, INSULATION, INTERIOR DOORS, BASE BOARDS, FINISH FLOORING, INSTALL MINI SPLIT, RE-WIRE AND ADD NEW ELECTRIC PANEL, PLUMBING RE-PIPE","Closed-CC Issued","0","Paper Submittal",
