"Record Number","Address","Description","Status","Related Records","Submittal Type",
"SOL2023-00938","172 YAGER CIR, FORT MYERS FL 33913","Roof Mounted PV Solar Installation","Closed-CC Issued","0","ePlan",
"SOL2023-00937","731 FARGO DR, FORT MYERS FL 33913","INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PHOTOVOLTAIC SYSTEM *Inspections Done By Private Provider – Inspection Solutions*","Closed-CC Issued","0","ePlan",
"ROF2023-19114","5445 SAN LUIS DR, NORTH FORT MYERS FL 33903","Re-Roof *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"OPN2023-03556","466 BETHANY VILLAGE CIR, LEHIGH ACRES FL 33936","Installing 1 Storm Catcher Rolldown Screen MAN FL11291.1  ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc***","Closed-CC Issued","0","ePlan",
"MEC2023-05168","15235 S TAMIAMI TRL, FORT MYERS FL 33908","Replace old system with with a new 2.5 ton 14 seer package unit.","Closed-CC Issued","0","ePlan",
"ROF2023-19113","4504 LITTLE RIVER LN, FORT MYERS FL 33905","New Roof System/ Metal","Closed-CC Issued","0","ePlan",
"MEC2023-05167","854 PANGOLA DR, NORTH FORT MYERS FL 33903","AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM)","Closed-CC Issued","0","ePlan",
"RES2023-09927","707 FIFTH AVE, LEHIGH ACRES FL 33972","12 X 30 Shed with Lap Siding","Closed-CO Issued","0","ePlan",
"MEC2023-05166","2806 E 3RD ST, LEHIGH ACRES FL 33936","Installing Mini Split in the Garage","Closed-CC Issued","0","ePlan",
"RES2023-09926","707 FIFTH AVE, LEHIGH ACRES FL 33972","12 X 30 Shed with Lap Siding","Closed-CO Issued","0","ePlan",
"RES2023-09925","700 ICHABOD AVE, LEHIGH ACRES FL 33973","New Construction of Duplex Dwelling","Ready-Documents Required","1","ePlan",
"FNC2023-02028","1229 LAKE AVE, LEHIGH ACRES FL 33972","4 foot wood wire fence with gates","Permit Expired","0","Paper Submittal",
"RES2023-09924","1029 ALBERT AVE, LEHIGH ACRES FL 33971","single family residence.","Permit Issued","2","ePlan",
"ROF2023-19112","2806 41ST ST SW, LEHIGH ACRES FL 33976","Replace existing shingle roof.","Closed-CC Issued","0","ePlan",
"RES2023-09923","1100 HOMER AVE S, LEHIGH ACRES FL 33973","New Construction of Duplex Dwelling   3 bedrooms each side","Closed-CO Issued","2","ePlan",
"MEC2023-05165","3218 22ND ST SW, LEHIGH ACRES FL 33976","Mini Split - Garage Dehumidification purposes","Closed-CC Issued","0","Paper Submittal",
"RES2023-09922","2543 EIGHTH AVE, SAINT JAMES CITY FL 33956","REMODELING/ INTERIOR BUILD OUT","Waiting on Applicant","0","ePlan",
"ROF2023-19111","8199 GOPHER TORTOISE TRL, LEHIGH ACRES FL 33972","Reroof Shingle Off/Shingle On (30.2sq)","Closed-CC Issued","0","ePlan",
"RES2023-09921","11291 AZALEA LN, FORT MYERS BEACH FL 33931","12'x40' carport and 8'x8' shed and 4'x8' breezeway with alum roof pans","Closed-CO Issued","0","ePlan",
"RES2023-09920","5660 CHELSEY LN, 201, FORT MYERS FL 33912","Interior Remodel for Elevator","Closed-Voided","0","ePlan",
"ROF2023-19110","16013 WATERLEAF LN, FORT MYERS FL 33908","TILE TO TILE REROOF","Closed-CC Issued","0","ePlan",
"DEM2023-03063","15090 ASPEN DR, FORT MYERS FL 33908","Demo","Closed-CC Issued","0","ePlan",
"RES2023-09919","846 PALOMINO ST E, LEHIGH ACRES FL 33974","Metal reroof","Closed-Withdrawn","0","ePlan",
"DEM2023-03062","20 EMILY LN, FORT MYERS BEACH FL 33931","Demo","Closed-CC Issued","0","ePlan",
"OPN2023-03555","6200 INDUSTRY AVE, FORT MYERS FL 33905","INSTALL 4 IMPACT WINDOWS","Closed-CC Issued","0","ePlan",
"ROF2023-19109","4265 PERTH CT, NORTH FORT MYERS FL 33903","New Roof System/ Metal","Closed-CC Issued","0","ePlan",
"ROF2023-19108","17446 MEADOW LAKE CIR, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (33.4sq)","Closed-CC Issued","0","ePlan",
"ROF2023-19107","11490 HEIDI LEE LN, FORT MYERS FL 33908","Re roof Shingle","Closed-CC Issued","0","ePlan",
"COM2023-01984","16200 PARALLEL DR, FORT MYERS FL 33913","Tenant interior fit-out for Vivid EV","Closed-CO Issued","11","ePlan",
"ROF2023-19106","621 HAWTHORNE AVE S, LEHIGH ACRES FL 33974","HURRICANE IAN - RE-ROOF - TEAR OFF - REPLACE WITH FIBERGLASS SHINGLES","Closed-CC Issued","0","Paper Submittal",
"FNC2023-02027","11132 LAKELAND CIR, FORT MYERS FL 33913","6 foot vinyl privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"ROF2023-19105","16700 SLATER RD, NORTH FORT MYERS FL 33917","REROOF TPO OFF TPO ON","Ready-Documents Required","0","ePlan",
"COM2023-01983","12601 METRO PKWY, FORT MYERS FL 33966","Colocation to existing cell tower site","Closed-Withdrawn","0","ePlan",
"ELE2023-03195","11483 STRINGFELLOW RD, BOKEELIA FL 33922","Install 125 amp meter for detached shop.","Closed-CC Issued","0","ePlan",
"ROF2023-19104","2913 13TH ST W, LEHIGH ACRES FL 33971","TEAR OFF OLD ROOF AND REPLACE WITH NEW ASPHALT SHINGLES: IKO FL30310-R4","Closed-CC Issued","0","ePlan",
"ROF2023-19103","1252 SABAL GARDENS DR, NORTH FORT MYERS FL 33903","Shingle Tear Off and Shingle Re RoofFlat Included","Closed-CC Issued","0","ePlan",
"FNC2023-02026","911 RITA AVE N, LEHIGH ACRES FL 33971","Install 6ft aluminum privacy fence w 3 gates.","Closed-CC Issued","0","ePlan",
"ROF2023-19102","8830 KING LEAR CT, FORT MYERS FL 33908","Reroof - Tear Off Underlayment and tile. Install new underlayment and tile","Closed-CC Issued","0","ePlan",
"OPN2023-03554","1700 PINE VALLEY DR, 218, FORT MYERS FL 33907","Remove & Replace Size for Size 3 Windows in 1 Opening with Impact Product","Closed-CC Issued","0","ePlan",
"RES2023-09918","19032 VIA MESSINA WAY, MIROMAR LAKES FL 33913","POOL ENCLOSURE","Closed-CO Issued","1","ePlan",
"ROF2023-19101","2514 58TH ST W, LEHIGH ACRES FL 33971","Replace existing shingle roof","Closed-CC Issued","0","ePlan",
"RES2023-09917","7602 TANIA LN, NORTH FORT MYERS FL 33917","HURRICANE IAN - INTERIOR REMODEL AND NEW INTERIOR WALL CONSTRUCTION","Closed-CC Issued","0","Paper Submittal",
"SOL2023-00936","2036 S OLGA DR, FORT MYERS FL 33905","Pv Solar System Installation","Closed-CC Issued","0","ePlan",
"MEC2023-05164","6040 SWORDS WAY, FORT MYERS FL 33908","CHANGE OUT 2.5 TON 16 SEER 10 KW SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"RES2023-09916","704 IVAN AVE S, LEHIGH ACRES FL 33973","New Construction of Duplex","Closed-CO Issued","2","ePlan",
"RES2023-09915","17030 SUNNY LAKE CT, ALVA FL 33920","POOL ENCLOSURE    (POL2023-00086)","Closed-CO Issued","1","ePlan",
"ROF2023-19100","7258 BUCHANAN RD, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (12.5sq) + Flat Roof (3sq)","Closed-Withdrawn","0","ePlan",
"COM2023-01982","1400 W 5TH ST, LEHIGH ACRES FL 33972","NEW PLAYGROUND AND SHADE STRUCTURE","Closed-CO Issued","18","ePlan",
"COM2023-01981","0 ISLAND PARK VILLAGE C/E, FORT MYERS FL 33908","BUILDING 3/4 17760/17762 Park Village Boulevard","Closed-Voided","0","ePlan",
"ROF2023-19099","4568 ORANGE TREE CT, FORT MYERS FL 33905","Complete Re Roof using IKO shingles with KONA underlayment.","Closed-CC Issued","0","ePlan",
"RES2023-09914","2949 SAGITTARIA LN, ALVA FL 33920","POOL ENCLOSURE    (POL2023-00383)","Permit Expired","1","ePlan",
"RES2023-09913","3060 SAGITTARIA LN, ALVA FL 33920","POOL ENCLOSURE     (POL2023-00382)","Closed-CO Issued","1","ePlan",
"FNC2023-01919-R01","703 ARUNDEL CIR, FORT MYERS FL 33913","Changing material for gate from  4 foot chain link to 4 foot picket gate","Closed-Revision Approved","2","Paper Submittal",
"FIR2023-01511","22021 LUCKY LEE LN, ALVA FL 33920","Install a 1000 gallon underground propane tank and run gas line to a generator","Closed-CC Issued","1","ePlan",
"RES2023-09912","3024 SAGITTARIA LN, ALVA FL 33920","POOL ENCLOSURE    (POL2023-00328)","Closed-CO Issued","1","ePlan",
"ROF2023-19098","13041 SHORESIDE CT, FORT MYERS FL 33913","Reroof - Tear Off Underlayment and tile. Install new underlayment and tile","Closed-CC Issued","0","ePlan",
"RES2023-09911","6002 COCOS DR, FORT MYERS FL 33908","SFR remodel per attached engineering plans.","Closed-Voided","0","ePlan",
"RES2023-09910","3019 SAGITTARIA LN, ALVA FL 33920","POOL ENCLOSURE     (POL2023-00381)","Closed-CO Issued","1","ePlan",
"ELE2023-03194","16320 CALICO CLAM LN, FORT MYERS FL 33908","ELECTRIC FOR RV IN RV PARK","Closed-CC Issued","0","Paper Submittal",
"RES2023-09909","7068 DEL WEBB OAK CREEK BLVD, NORTH FORT MYERS FL 33917","POOL ENCLOSURE     (POL2023-00392)","Closed-CO Issued","1","ePlan",
"ROF2023-19097","3709 15TH ST SW, LEHIGH ACRES FL 33976","Tear off old shingle roof and reroof with new dimensional shingles at 3709 15th St SW, Lehigh Acres, FL 33976","Closed-CC Issued","0","ePlan",
"RES2023-09908","7019 CHAPEL CREEK LN, NORTH FORT MYERS FL 33917","POOL ENCLOSURE   (POL2023-00396)","Closed-CO Issued","1","ePlan",
"ROF2023-19096","3003 NADINE LN, LEHIGH ACRES FL 33971","DOUVILLE LORRAINE 3003 Nadine LaneLehigh Acres, FL US33971-6725","Closed-CC Issued","0","ePlan",
"ELE2023-03193","8588 SOUTHWIND BAY CIR, FORT MYERS FL 33908","New range line in kitchen install plug molds and recess cans in living.","Closed-CC Issued","0","ePlan",
"RES2023-09907","225 OREGON WAY, LEHIGH ACRES FL 33936","Single Family Residence","Closed-CO Issued","2","ePlan",
"ELE2023-03192","2158 CAPE WAY, NORTH FORT MYERS FL 33917","wire boat lift 120/240v 20a gfi protected","Closed-CC Issued","0","ePlan",
"FNC2023-02025","2614 30TH ST SW, LEHIGH ACRES FL 33976","6 foot metal fence with gates","Closed-CC Issued","0","Paper Submittal",
"FNC2023-02024","8301 VENETIAN POINTE DR, FORT MYERS FL 33908","Install 95 Lf of 4' high aluminum open picket fence with 1 gate.","Closed-CC Issued","0","ePlan",
"ROF2023-19095","2138 TREEHAVEN CIR S, FORT MYERS FL 33907","Shingle reroof","Closed-CC Issued","0","ePlan",
"ELE2023-03191","17310 TIMBER OAK LN, FORT MYERS FL 33908","Complete rewire due to flooding. Install new panel and breakers.","Closed-CC Issued","0","ePlan",
"FNC2023-02023","10605 ESSEX SQUARE BLVD, FORT MYERS FL 33913","Install 173 LF of 4' high aluminum open picket fence with 1 gate","Closed-CC Issued","0","ePlan",
"ROF2023-19094","749 EVENING SHADE LN, LEHIGH ACRES FL 33974","Replace existing shingle roof","Closed-CC Issued","0","ePlan",
"RES2023-09906","200 SUN CIR, FORT MYERS FL 33905","12'x36' carport and 12x12 shed with composite roof","Closed-CC Issued","0","ePlan",
"RES2023-09905","2916 30TH ST SW, LEHIGH ACRES FL 33976","Single-Family Home","Closed-CO Issued","2","ePlan",
"FIR2023-01510","11952 COLLEGIO DR, FORT MYERS FL 33913","Natural Gas to (5) Outlets- Tankless, Dryer, Cooktop, Future BBQ, Future Poolheater","Closed-CC Issued","2","ePlan",
"PLU2023-00571","10061 UNIVERSITY PLAZA DR, FORT MYERS FL 33913","***CLOSED/WITHDRAWN***Rough and Set 1 toilet 1 lavatory and 2 sinks","Closed-Withdrawn","0","ePlan",
"OPN2023-03553","240 REVELS CT, BOCA GRANDE FL 33921","Replace existing windows w/impact","Closed-CC Issued","0","ePlan",
"FIR2023-01509","10011 LAKE COVE DR, FORT MYERS FL 33908","(OTC PERMIT APPLICATION - LESS THAN 20 DEVICES)REPLACE OUTDATED 3G CELL DIALER WITH A NEW STARLINK 4G CELLULAR DIALER TO MONITOR THE EXISTING FIRELITE MS9200UDLS FACP.","Closed-CC Issued","0","ePlan",
"ROF2023-19093","852 EVANSTON ST E, LEHIGH ACRES FL 33974","Shingle re-roof","Closed-CC Issued","0","ePlan",
"OPN2023-03552","14520 FARRINGTON WAY, 102, FORT MYERS FL 33912","Remove & Replace Size for Size 1 Sliding Glass Door & 1 Entry Door with Impact Product","Closed-CC Issued","0","ePlan",
"OPN2023-03551","1536 BRAEBURN RD, FORT MYERS FL 33919","REPLACING 6 SIZE FOR SIZE WINDOWS","Closed-CC Issued","0","ePlan",
"ROF2023-19092","8345 MCDANIEL DR, NORTH FORT MYERS FL 33917","Hurricane IAN Roof Replacement *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"MEC2023-05163","9371 CYPRESS LAKE DR BLDG 2, 10, FORT MYERS FL 33919","REPLACING ROOF TOP PACKAGE UNIT","Closed-CC Issued","0","ePlan",
"ROF2023-19091","12441 MCGREGOR BLVD, FORT MYERS FL 33919","Shingle Roof Replacement*Inspections Done By Private Provider – Skye Tec Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-19090","548 REDLIN ST, NORTH FORT MYERS FL 33903","TEA R OFF/REPLACE SHINGLE ROOF","Closed-CC Issued","0","Paper Submittal",
"RES2023-09904","17417 CARAVITA LN, FORT MYERS FL 33913","NEW POOL ENCLOSURE ON EXISTING DECK","Closed-CO Issued","1","ePlan",
"FNC2023-02022","13639 GULFBREEZE ST, FORT MYERS FL 33907","4' white aluminum open picket fence with gates for pool enclosure","Closed-CC Issued","0","ePlan",
"RES2023-09903","17556 PHLOX DR, FORT MYERS FL 33967","Single Family Residence","Inspections Ongoing","3","ePlan",
"ROF2023-19089","10566 ANGUS LN, FORT MYERS FL 33905","Shingle Roof Replacement *Inspections Done By Private Provider – Skye Tec Engineering Services*","Closed-CC Issued","0","ePlan",
"RES2023-09902","2571 ROSE AVE, SAINT JAMES CITY FL 33956","UNENCLOSED STEEL CARPORT","Waiting on Applicant","0","ePlan",
"ROF2023-19088","3105 13TH ST W, LEHIGH ACRES FL 33971","Remove shingle roof and replace with shingle","Closed-CC Issued","0","ePlan",
"ROF2023-19087","19145 MIAMI BLVD, FORT MYERS FL 33967","Remove existing shingles and replace with new shingles","Closed-CC Issued","0","ePlan",
"RES2023-09901","4473 E RIVERSIDE DR, FORT MYERS FL 33905","Interior Remodel","Closed-CC Issued","0","Paper Submittal",
"MRV2023-00412","14569 LARA CIR, NORTH FORT MYERS FL 33917","New Mobile Home","Closed-CO Issued","1","ePlan",
"RES2023-09900","14802 OAKWOOD CT, FORT MYERS FL 33905","After the fact permit for 20x32 tiki hut","Permit Expired","0","ePlan",
"SOL2023-00935","3911 11TH ST W, LEHIGH ACRES FL 33971","INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PHOTOVOLTAIC SYSTEM *Inspections Done By Private Provider – Inspection Solutions*","Closed-CC Issued","0","ePlan",
"FNC2023-02021","4085 SAN CLEMENTE CT, NORTH FORT MYERS FL 33917","4' Aluminum W/Gate (Approx. 180ft)","Closed-CC Issued","0","ePlan",
"RES2023-09899","472 RAJAH ST, LEHIGH ACRES FL 33974","Single-Family Home","Closed-CO Issued","2","ePlan",
"FNC2023-02020","717 GRANT BLVD, LEHIGH ACRES FL 33974","6 foot vinyl privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"OPN2023-03550","12701 MASTIQUE BEACH BLVD, 1903, FORT MYERS FL 33908","Installing 3 Storm Catcher Rolldown Screens MOT *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"COM2023-01980","2803 TURBAN CT, FORT MYERS FL 33908","Interior Remodel NO HVAC. *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CC Issued","4","ePlan",
"RES2023-09898","2907 7TH ST W, LEHIGH ACRES FL 33971","Reroof","Closed-Voided","0","ePlan",
"RES2023-09897","914 DESOTO AVE, LEHIGH ACRES FL 33972","Shed 12 X 16 ON POSTS","Closed-CO Issued","1","ePlan",
"TMP2023-00963","126 PONDELLA RD, NORTH FORT MYERS FL 33903","Former Spur Pondella; FDEP FAC ID# 36/8627590.  FDEP PRP Remediation Project.  TMP permit for the Remediation Trailer w electric","Permit Expired","0","ePlan",
"FNC2023-02019","13347 HIGHLAND CHASE PL, FORT MYERS FL 33913","install 114' 6' white vinyl2 walk gates","Closed-CC Issued","0","ePlan",
"RES2023-09896","3807 7TH ST SW, LEHIGH ACRES FL 33976","Construction of a new SFR*Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","27","ePlan",
"OPN2023-03549","5457 GOVERNORS DR, FORT MYERS FL 33907","S/S REPLACEMENT OF (5) WINDOWS & (1) DOORS INSULATED/IMPACT GLASS ***R01-REVISION to correct description of job and change to non impact glass. S/S replacement 5 windows in 4 openings and 1 door all using non impact glass. Shutters COM2017-01677****","Closed-CC Issued","1","ePlan",
"ROF2023-19086","604 RICHMOND AVE N, LEHIGH ACRES FL 33972","RE-ROOF SHINGLES HURRICANE DAMAGE","Closed-CC Issued","0","ePlan",
"ROF2023-19085","3204 36TH ST SW, LEHIGH ACRES FL 33976","Re-roof","Closed-CC Issued","0","ePlan",
"MEC2023-05162","15793 BEACHCOMBER AVE, FORT MYERS FL 33908","A/C Change out, like for like, no duct work, 2.5 Ton, 15.50 SEER2, 8 KW","Closed-CC Issued","0","ePlan",
"ROF2023-19084","5224 27TH ST SW, LEHIGH ACRES FL 33973","Shingle reroof","Closed-CC Issued","0","ePlan",
"PLU2023-00570","12820 BAY TIMBER CT, FORT MYERS FL 33913","Replace bathtub with walk-in jetted tub in same footprint.","Closed-CC Issued","0","ePlan",
"ROF2023-19083","2914 7TH ST SW, LEHIGH ACRES FL 33976","RE ROOF; Remove current roof system and replace with new underlayment and architectural shingles.","Closed-CC Issued","0","ePlan",
"RES2023-09895","6892 GRIFFIN BLVD, FORT MYERS FL 33908","CUPOLA FRONT LEFT SIDE OF HOUSE","Closed-Withdrawn","0","ePlan",
"OPN2023-03548","5082 LEXINGTON BLVD, FORT MYERS FL 33919","Replace (1) sliding glass door size for size Impact","Closed-CC Issued","0","ePlan",
"DEM2023-03061","17 ONEIDA DR, FORT MYERS BEACH FL 33931","17 Oneida DrDemolish home due to hurricane damage","Closed-CC Issued","0","ePlan",
"ROF2023-19082","8027 EBSON DR, NORTH FORT MYERS FL 33917","shingle reroof - detached shed","Closed-CC Issued","0","ePlan",
"RES2023-01079-R01","17510 PRIMROSE CT, FORT MYERS BEACH FL 33931","Adding electrical to the permit - Replace 2 gang meter can with meter main combo. Value $2400","Closed-Revision Approved","1","Paper Submittal",
"DEM2023-03060","428 UMATILLA TRL, FORT MYERS BEACH FL 33931","428 Umatilla TrDemolish home due to hurricane damage","Closed-CC Issued","0","ePlan",
"ROF2023-19081","16976 TIMBERLAKES DR, FORT MYERS FL 33908","TILE TO TILE REROOF AND STRAPPING/WALL CONNECTOR UPGRADE","Closed-CC Issued","0","ePlan",
"OPN2023-03547","1170 ORANGE AVE, NORTH FORT MYERS FL 33903","Replaced all exteriors windows and doors with Dade County Approved Impact Windows and Doors.**R01**Change from impact aluminum single hung windows to impact aluminum horizonal sliding windows20-0828.13","Closed-CC Issued","1","ePlan",
"OPN2023-03546","3038 SKIPPER LN, SAINT JAMES CITY FL 33956","Install 6 Accordions, 2 Bahamas and lexan panels on 3 openings.","Closed-CC Issued","0","ePlan",
"DEM2023-03059","4 NAVAHO LN, FORT MYERS BEACH FL 33931","4 Navaho LnDemolish home due to hurricane damage","Closed-CC Issued","0","ePlan",
"ROF2023-19080","8027 EBSON DR, NORTH FORT MYERS FL 33917","Shingle reroof - main house","Closed-CC Issued","0","ePlan",
"DEM2023-03058","78 KIOWA DR, FORT MYERS BEACH FL 33931","78 Kiowa DrDemolish home due to hurricane damage","Closed-CC Issued","0","ePlan",
"RES2023-09894","14630 SAFE LANDING CT, FORT MYERS FL 33908","REPLACE ENCLOSED SCREEN POOL CAGE","Closed-CC Issued","0","ePlan",
"PLU2023-00569","14362 PALM BEACH BLVD, FORT MYERS FL 33905","PLUMBING FOR GREASE TRAP ONLY","Closed-CC Issued","0","ePlan",
"ELE2023-03190","16008 WATERLEAF LN, FORT MYERS FL 33908","200 AMP ATS AND MODULES TO CONTROL LOADS","Closed-CC Issued","1","ePlan",
"ROF2023-19079","20776 MYSTIC WAY, NORTH FORT MYERS FL 33917","Remove Existing Tile Roofing / Replace with Tile Roofing / 2 Ply Underlayment System.","Closed-CC Issued","0","ePlan",
"OCC2023-00422","17240 S TAMIAMI TR, 1, FORT MYERS FL 33908","Vape shop Mon - Fri 9-8 Sat 10-8 Sun 11-7","Permit Expired","0","Paper Submittal",
"MEC2023-05161","8685 CHARTER CLUB CIR, 2, FORT MYERS FL 33919","AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM)","Closed-CC Issued","0","ePlan",
"DEM2023-03057","68 KIOWA DR, FORT MYERS BEACH FL 33931","68 Kiowa DrDemolish home due to hurricane damage","Closed-CC Issued","0","ePlan",
