Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
5ft chain link fence with gates,Permit Expired,0,ePlan,,-81.599413784428,26.542943129329,2023-07-01
HURRICANE IAN REPLACEMENT INSTALLATION OF DW,Closed-CO Issued,1,ePlan,,-81.946522502712,26.504862780303,2023-07-01
"Change out like for like split system HVAC 15.5 Seer, 2.50 Ton, 7 K/W",Closed-Withdrawn,0,ePlan,,-81.868978890216,26.617231498495,2023-07-01
shingle roof replacement,Permit Expired,0,ePlan,,-81.929043694296,26.503674021846,2023-07-01
Ag Use Barn,Permit Issued,1,ePlan,,-81.811952644428,26.758746393716,2023-07-01
Installation of 19 ground mounted pv solar panels with load side tap.,Closed-CC Issued,1,ePlan,,-81.869999720953,26.70423317365,2023-07-01
"Good Vibrations Electric proposes to complete a Service Panel change for Customer. A 200 Amp Challenger panel will be removed and replaced with a 200 Amp Square D HomeLine Panel. The utility company is LCEC, and provides the customer with a permanent underground service to the utility meter. The existing Service Panel is located in the garage. The location of Service Panel WILL-NOT change.",Closed-CC Issued,0,ePlan,,-81.816474452482,26.763525806072,2023-07-01
Wall mount a plastic sign per enclosed drawing,Closed-CC Issued,0,ePlan,,-81.752480272427,26.495937268244,2023-07-01
Metal Re-Roof,Closed-CC Issued,0,ePlan,,-81.896820863349,26.568190943845,2023-07-01
remove old shingles/underlayment and replace with new shingles/underlayment replace modbit,Closed-CC Issued,0,ePlan,,-81.617713726417,26.605675333669,2023-07-01
Screen enclosure on existing concrete deck,Closed-CO Issued,2,ePlan,,,,2023-07-01
replace old system with new,Closed-CC Issued,0,ePlan,,-81.599345417525,26.564047441905,2023-07-01
New Residence to be built.,Waiting on Applicant,0,ePlan,,-81.811952644428,26.758746393716,2023-07-01
Existing RV Storage facility,Permit Expired,0,,,-81.819177603367,26.49831926103,2023-07-01
Build new 2-story  single-family home,Closed-Voided,0,ePlan,,-81.592425398643,26.586703957465,2023-07-01
Reroof - remove and replace fiberglass shingles,Closed-CC Issued,0,ePlan,,-81.911133097322,26.548528073055,2023-07-01
d/b/a Honey Bee RV Storage; RV Storage facility - this is an existing facility that we purchased from Cuzins RV Vehicle Storage,Closed-Cert of Use Issued,0,,,-81.845296510025,26.496617661326,2023-07-01
REPLACE SIZE FOR SIZE 10 WINDOWS FOR IMPACT,Closed-CC Issued,0,ePlan,,-81.816257453152,26.529897660758,2023-07-01
replace facp,Closed-CC Issued,0,ePlan,,-81.882240378928,26.539059898052,2023-07-01
HVAC Change Out,Closed-CC Issued,0,ePlan,,-81.907162800923,26.551649095376,2023-07-01
"Install 1 new ground sign, LED, to connect to existing electrical.",Closed-CC Issued,0,ePlan,,-82.057611158232,26.63956166513,2023-07-01
Shingle Install,Closed-CC Issued,0,ePlan,,-81.652506046047,26.543295856877,2023-07-01
shingle tear off shingle Reroof.,Closed-CC Issued,0,ePlan,,-81.845764608253,26.550903701863,2023-07-01
New Duplex,Closed-CO Issued,1,ePlan,,-81.705701919863,26.637577386173,2023-07-01
Replace existing roof with new dimensional Shingles(Full Replacement),Closed-CC Issued,0,ePlan,,-81.708352535608,26.615170776944,2023-07-01
"INSTALL 1-200 AMP SER ATS FOR 18KW GENERATOR ON 4"" HURRICANE PAD",Closed-Withdrawn,0,ePlan,,-81.847534006117,26.511804765078,2023-07-01
"Split System A/C Unit Change Out - Like for Like replacement34, 200 - BTU's",Closed-CC Issued,0,ePlan,,-81.897325956489,26.56008085831,2023-07-01
PV Solar Panel Roof Installation,Closed-Withdrawn,0,ePlan,,-81.813674291897,26.466919756217,2023-07-01
Flat Reroof,Closed-CC Issued,0,ePlan,,-82.125609574387,26.671056503762,2023-07-01
"Replacing 7 SXS Single Hung Impact Windows *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.899369467569,26.496753365665,2023-07-01
Mini-split A/C Installation in unoccupied storage building for humidity removal (Dehumidification only).,Closed-CC Issued,0,ePlan,,,,2023-07-01
Replace existing roof w/ new dimensional shingles roof(Full Replacement),Closed-Withdrawn,0,ePlan,,-81.708352535608,26.615170776944,2023-07-01
FULL RE-ROOF BRINGING UP TO THE MOST CURRENT CODE REQUIREMENTS,Closed-CC Issued,0,ePlan,,-81.627770714208,26.643188910471,2023-07-01
Shingle Reroof for detached shed,Closed-CC Issued,0,ePlan,,-82.125609574387,26.671056503762,2023-07-01
6' VINYL SHADOWBOX POOL CODE 1 GATE. 4' CHAINLINK 2 GATES POOL CODE.,Closed-CC Issued,0,ePlan,,,,2023-07-01
22x45 lap siding garage.,Closed-CO Issued,0,ePlan,,-82.149304595077,26.693649831068,2023-07-01
"Install 1 wall sign, to be illuminated, connect to existing electrical.",Closed-CC Issued,0,ePlan,,-81.846002287904,26.546438539428,2023-07-01
SFR,Closed-CO Issued,2,ePlan,,-81.656614882119,26.635939680788,2023-07-01
PRESBYTERIAN BLDG D UNIT D11-D12 1200 BROAD ST W SHINGLE RE-ROOF,Closed-CC Issued,0,ePlan,,-81.650712503503,26.601283798877,2023-07-01
4' ALUM 1 GATE & 10' of 6' tan vinyl to 6' side of of the home in front of the pool equipment,Closed-CC Issued,1,ePlan,,,,2023-07-01
A/C CHANGE OUT,Payment Required,0,ePlan,,-81.881605779391,26.560873604074,2023-07-01
Shingle Reroof with flat,Closed-CC Issued,0,ePlan,,-81.922058790626,26.650525030665,2023-07-01
"Replacing 2 SXS Horizontal Roller Impact Windows,  3 SXS Impact Picture Windows & 1 SXS Impact French Door *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-Withdrawn,0,ePlan,,-81.953113044664,26.494620081806,2023-07-01
SHINGLE AND FLAT RE-ROOF,Closed-CC Issued,1,Paper Submittal,,-81.964782214054,26.514413555778,2023-07-01
"Add openings #16,17 Standard Aluminum Rolldown MAN FL#31658.1",Closed-Revision Approved,1,ePlan,,-81.893759284382,26.578703722927,2023-07-01
REMOVE OUT DOOR AND INDOOR UNIT AND INSTALL NEW OUT DOOR AND INDOOR UNIT,Permit Expired,0,ePlan,,-81.920695255353,26.663746274465,2023-07-01
Screen Engineering plans change to have 40' Picture Screen with no chair rails on sides,Closed-Revision Approved,2,ePlan,,,,2023-07-01
STRUCTURE # 4 - Shingle tear off and shingle re-roof with flat roof included.,Closed-CC Issued,0,ePlan,,-81.807909352338,26.753768168195,2023-07-01
Change from shingle to metal 5V 26G,Closed-Revision Approved,1,ePlan,,-81.866201106916,26.558134759308,2023-07-01
INSTALL 13 MANUAL ACCORDION SHUTTERS,Closed-CC Issued,0,ePlan,,-81.9029002145,26.648482239967,2023-07-01
STRUCTURE # 3 - Shingle tear off and shingle re-roof,Closed-CC Issued,0,ePlan,,-81.807909352338,26.753768168195,2023-07-01
Install 40A GFCI breaker and NEMA 14-50 outlet for EV charger.,Closed-Withdrawn,0,ePlan,,-81.892325363738,26.767282072657,2023-07-01
"Pool,Spa,Deck",Closed-CC Issued,0,ePlan,,,,2023-07-01
Re-roof single family home shingle to shingle 34 sq 5/12,Closed-CC Issued,0,ePlan,,-81.567232854542,26.625469842689,2023-07-01
ABOVE GROUND POOL,Permit Expired,0,Paper Submittal,,-81.693074288712,26.594963916485,2023-07-01
installing 79' of 4' 2 rail wht alum. w/ 2 gates pool code,Closed-CC Issued,0,ePlan,,-81.92200451372,26.646460428653,2023-07-01
20x60x15 Detached Garage with Lap Siding,Closed-CO Issued,0,ePlan,,-81.605866508112,26.581051125583,2023-07-01
New screen enclosure,Closed-CO Issued,1,Paper Submittal,,,,2023-07-01
"Installing 2 Storm Catcher Rolldown Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2023-07-01
PRESBYTERIAN BLDG C UNITS C7 C8 C9 C10 1200 BROAD ST W SHINGLE RE-ROOF,Closed-CC Issued,0,ePlan,,-81.650712503503,26.601283798877,2023-07-01
SFR,Closed-CO Issued,2,ePlan,,-81.680814274664,26.618861170395,2023-07-01
6 foot aluminum privacy fenceand 4 foot aluminum picket fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.745523424355,26.6379026785,2023-07-01
Re-roof Tile to tile,Closed-CC Issued,0,ePlan,,-81.909125031313,26.514062221368,2023-07-01
REMOVE AND REPLACE SHINGLE ROOF,Closed-CC Issued,0,ePlan,,-81.707946041586,26.627566716384,2023-07-01
CARPORT,Permit Expired,0,Paper Submittal,,-81.860716778064,26.523106301698,2023-07-01
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.815967008496,26.533897644227,2023-07-01
re-roof shingle to shingle with tear off,Closed-CC Issued,0,ePlan,,-81.670691138346,26.619909477434,2023-07-01
5' x 13' Raised Open Patio & 14' x 27' Gabled Carport w/Aluminum Roof Pans,Closed-CC Issued,0,ePlan,,-81.857949104828,26.523895108378,2023-07-01
Install NG Line to generator,Permit Expired,1,ePlan,,,,2023-07-01
RE ROOF,Closed-CC Issued,0,ePlan,,-81.658502829296,26.600369701865,2023-07-01
Install screen enclosure,Closed-CO Issued,0,ePlan,,-81.896706215185,26.494495784539,2023-07-01
installation of pre purchased 200 amp transfer switch for a 22kw generator,Closed-CC Issued,0,ePlan,,,,2023-07-01
re-roof shingles,Permit Expired,0,ePlan,,-81.676213222711,26.619968528432,2023-07-01
6 foot metal fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.625180576102,26.629132593214,2023-07-01
Install Generator and Transfer Switch,Permit Expired,1,ePlan,,,,2023-07-01
Install 85' of black 4' high 2-rail aluminum fencing,Closed-CC Issued,0,ePlan,,-81.831911061258,26.698208182487,2023-07-01
install screen enclosure,Closed-CO Issued,0,ePlan,,-81.61012655426,26.543145779818,2023-07-01
"Existing LP tank Run gas line and hook up outdoor grill, outdoor grill power burner, outdoor fireplace, generator and tankless water heater",Closed-CC Issued,2,ePlan,,-81.804651451065,26.564238338727,2023-07-01
CHANGING THE PANEL 150A LIKE TO LIKE,Closed-CC Issued,0,ePlan,,-81.647803456692,26.596759266519,2023-07-01
"Commercial, Kelly Sands Condos IVThree Story, Units 401-430IAN damaged",Permit Expired,0,ePlan,,-81.959268913909,26.49804583585,2023-07-01
Single Family Home,Permit Issued,1,ePlan,,,,2023-07-01
"Replace the entire roof, like for like",Closed-CC Issued,0,ePlan,,-81.952963439071,26.526614856921,2023-07-01
Roof replacement Modified Bitumen Sloped flat roof,Closed-CC Issued,0,ePlan,,-81.876360864267,26.573905237473,2023-07-01
"Partial Standing Seam Re-RoofThe roof is standing seam with mechanical seam hidden fasteners Drip edge needs replaced. In order to replace the drip edge, we have to remove 40% of the roof panels, and Hip and Ridge cap, and drip edge",Closed-Withdrawn,0,ePlan,,-82.147723720934,26.697888200242,2023-07-01
Further details on SOW from stamped plans.,Closed-Revision Approved,1,ePlan,,-81.919600347054,26.538623609649,2022-07-01
Re-roof with shingles,Closed-CC Issued,0,ePlan,,-81.822905126077,26.525584924385,2023-07-01
Install 243' of Black 5' high Chainlink fence with 3 gates,Closed-CC Issued,0,ePlan,,-81.660545282159,26.544862717756,2023-07-01
Re-Roof,Closed-CC Issued,0,ePlan,,-81.957239206018,26.521539159295,2023-07-01
"Replace entire roof system, like for like",Closed-CC Issued,0,ePlan,,-81.953068341545,26.526625459277,2023-07-01
Re-Roof; Remove the Existing Shingle Roof; Install New Shingle Roof,Closed-CC Issued,0,ePlan,,-81.888809711118,26.540912553681,2023-07-01
"Rebuild a 1482 sq. ft. hurricane-damaged dock in existing footprint, and reinstall existing boat lift.",Closed-CC Issued,0,ePlan,,-81.96017015806,26.522892087343,2023-07-01
9 Accordion shutters,Closed-CC Issued,0,ePlan,,-81.838305416604,26.561111497179,2023-07-01
Replace existing 200amp sub panel with new 200amp square D QO 40 space main breaker panel. Update grounding to code. Install whole home surge protector. Install 30amp generator inlet.,Closed-CC Issued,0,ePlan,,-81.824158488372,26.726288191298,2023-07-01
New SFR,Closed-CO Issued,239,ePlan,,,,2023-07-01
Remove and replace disconnect like for like.,Closed-CC Issued,0,ePlan,,-81.937793948749,26.483398995104,2023-07-01
AC CHANGE OUT,Closed-CC Issued,0,ePlan,,,,2023-07-01
"Change out like for like split system heat pump 14.30 Seer, 3.50 Ton, 10 K/W",Closed-CC Issued,0,ePlan,,-81.857500558071,26.55820427113,2023-07-01
RE-ROOF TILE  TO METAL,Closed-CC Issued,0,ePlan,,-81.605624476421,26.555453013207,2023-07-01
Roof replacement Shingle to Shingle,Closed-CC Issued,0,ePlan,,-81.874371248187,26.572238401411,2023-07-01
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.747395991668,26.577345913333,2023-07-01
4 foot aluminum picket fence with gates,Closed-CC Issued,0,ePlan,,-81.73107475433,26.628802186214,2023-07-01
Carport replacement,Closed-CC Issued,0,ePlan,,-81.897536438144,26.710510071883,2023-07-01
IV infusion therapy and supplements,Permit Expired,0,Paper Submittal,,-81.874197568355,26.55447300559,2023-07-01
Change out like for like,Closed-CC Issued,0,ePlan,,-81.656182788868,26.61393601678,2023-07-01
Installation of 21 roof mounted pv solar panels with supply side tap.,Closed-CC Issued,0,ePlan,,-81.872181937008,26.699675851182,2023-07-01
"Replacing 1 SXS Fixed Window FL14608.3   ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc*",Closed-CC Issued,1,ePlan,,-81.839708648,26.465334218062,2023-07-01
"Carport, Open porch cover",Closed-CC Issued,0,ePlan,,-81.856788573465,26.523904014068,2023-07-01
"Reroofing of property, SFR, tile to tile",Closed-CC Issued,0,ePlan,,-81.74167895749,26.698624896222,2023-07-01
New SFR,Closed-CO Issued,584,ePlan,,,,2023-07-01
Add additional door to garage,Closed-CC Issued,0,Paper Submittal,,-81.701532334268,26.607470298044,2023-07-01
replacing 2 doors and 4 size for size windows,Closed-CC Issued,0,ePlan,,-81.959268913909,26.49804583585,2023-07-01
Installation of Photovoltaic solar panel system with wiring.  *Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.585915730461,26.629216137694,2023-07-01
Re-Roof; Remove the Existing Tile Roof; Install New Tile Roof,Closed-CC Issued,0,ePlan,,-81.828853411047,26.575655880635,2023-07-01
"Install power to support a walk in freezer, 2 walk in coolers, 2 display cases, refrigerator and freezer and ice machine.",Closed-CC Issued,3,ePlan,,,,2023-07-01
Installation of 400-amp meter main combination electrical service and dual main grounding.,Closed-CC Issued,0,ePlan,,-81.950634489661,26.480109655438,2023-07-01
Replacement of AC system,Closed-CC Issued,0,ePlan,,-81.818667803644,26.47867839782,2023-07-01
1 for 1 window & door replacement rear of home.*Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CC Issued,0,ePlan,,-81.875215979357,26.66701535121,2023-07-01
Air conditioning change out / like for like,Closed-CC Issued,0,ePlan,,-81.840537727831,26.584949997645,2023-07-01
New single family home,Closed-CO Issued,52,ePlan,,,,2023-07-01
TEAR OFF AND REROOF SHINGLES,Closed-CC Issued,0,ePlan,,-81.66514443143,26.583037462115,2023-07-01
Re-roof shingle to shingle and mod bit to mod bit,Closed-CC Issued,0,ePlan,,-82.143829354898,26.662284918098,2023-07-01
Reroof due to hurricane Ian,Permit Expired,0,Paper Submittal,,-81.829662983851,26.468731175857,2023-07-01
Install electric in the storage structure,Closed-Withdrawn,0,ePlan,,,,2023-07-01
"Replacing carport, like for like",Closed-CC Issued,1,Paper Submittal,,-81.897421688586,26.726704408454,2023-07-01
Adult gaming In accordance with FS 546-10,Closed-Cert of Use Issued,0,Paper Submittal,,-81.888422574908,26.68223780511,2023-07-01
Small home (14 x 40ft) build on concrete columns approx 2.5 feet off the ground.,Waiting on Applicant,0,ePlan,,-82.1316017918,26.660469951823,2023-07-01
new single family residence,Closed-CO Issued,1,ePlan,,,,2023-07-01
200 amp panel change,Closed-CC Issued,0,ePlan,,-81.665543890535,26.620958045384,2023-07-01
Concrete Slab w/ footers.,Closed-CC Issued,0,ePlan,,-81.687801048532,26.636177906346,2023-07-01
REROOF DUE HURRICANE IAN DAMAGES,Closed-CC Issued,0,ePlan,,-81.89482186567,26.721885031981,2023-07-01
PV solar panel installation system,Closed-CC Issued,0,ePlan,,-81.739577688617,26.712543186898,2023-07-01
**Revision- Adding Roof to Scope of work**,Closed-Voided,2,ePlan,,,,2023-07-01
Replace screen enclosure like for like due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.981293864353,26.508601476641,2023-07-01
500 GAL UNDERGROUND LP TANK AND GAS LINES TO A GENERATOR,Closed-Withdrawn,0,ePlan,,-81.856602389231,26.543326570728,2023-07-01
PV solar panel installation system,Closed-CC Issued,1,ePlan,,-81.703974442321,26.634379371079,2023-07-01
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.675584572302,26.580294848217,2023-07-01
Replace burnt panelReplaced grounding system,Closed-CC Issued,0,ePlan,,-81.89941642602,26.723779880713,2023-07-01
"Installation of 2 manual roll shutters, 5 accordions and 2 motorized roll screens, impact rated",Closed-CC Issued,0,ePlan,,,,2023-07-01
***CLOSED/WITHDRAWN***REPLACE EXISTING METAL ROOF @ 16500 KELLY COVE DR.,Closed-Withdrawn,0,ePlan,,-81.951785468304,26.496586628526,2023-07-01
Rebuild Marina Dock,Closed-CC Issued,0,ePlan,,,,2023-07-01
New single family home,Ready-Documents Required,2,ePlan,,-81.621152083719,26.63998982209,2023-07-01
CONSTRUCTION OF SINGLE FAMILY RESIDENCE,Inspections Ongoing,2,ePlan,,-81.680842974807,26.65511886158,2023-07-01
install screen enclosure,Closed-CO Issued,0,ePlan,,-81.725773836548,26.460356296333,2023-07-01
REPLACE EXISTING METAL ROOF AT 16470 KELLY COVE DR.,Closed-Withdrawn,0,ePlan,,-81.951788593653,26.496752272277,2023-07-01
"Install 8 new trusses, install new sheathing, GAF shingle roof to match existing, vinyl match siding, to restore unit to pre-existing condition",Permit Expired,0,ePlan,,-81.857885517143,26.499016401056,2023-07-01
Replace 200amp electrical panel like for like,Closed-CC Issued,0,ePlan,,-81.942144923087,26.49934303522,2023-07-01
6 foot wood privacy fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.666315727422,26.679248291943,2023-07-01
replacing 2 doors 1 sidelight and 9 size for size windows,Closed-CC Issued,0,ePlan,,-81.653802543321,26.554084236692,2023-07-01
Replace 200 amp meter main with new 200amp meter and 200 amp outdoor disconnectwith grounding and surge,Closed-CC Issued,0,ePlan,,-81.898676068268,26.722176692233,2023-07-01
Reroof: Shingle to shingle,Closed-CC Issued,0,ePlan,,-81.795100629411,26.478101663566,2023-07-01
ADDING OFFICE WITH BATHROOM TO BACK OF HOUSE,Closed-CO Issued,0,Paper Submittal,,-81.701588027416,26.618820558548,2023-07-01
INSTALL 3 TON 7.5 15.6 SEER SPLIT REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.912367415026,26.735283098833,2023-07-01
"Replacement Carport, Shed and Screen Room",Closed-CC Issued,0,ePlan,,-81.863356772183,26.69371992566,2023-07-01
Re Pipe,Permit Expired,0,ePlan,,-81.636347259496,26.608270564966,2023-07-01
6 foot metal privacy fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.647304174996,26.591475337746,2023-07-01
NEW SINGLE FAMILY RESIDENCE,Closed-CO Issued,4,ePlan,,-81.683285807402,26.5758284409,2023-07-01
Replace panel on meter 66159688 located behind 13341/13345 Queen Palm Run for irrigation system,Closed-CC Issued,0,ePlan,,-81.9098544659,26.658809162862,2023-07-01
Commercial tile reroof for Truist Bank7/12 pitch54 squares,Closed-CC Issued,0,ePlan,,-81.648865383306,26.605969139006,2023-07-01
"New Shingle Roof; 2,282 sq ft",Closed-CC Issued,0,ePlan,,-81.722481986575,26.705927370836,2023-07-01
16x27x10 steel building with residential lap siding. NO MEP and DRIVE.,Payment Required,0,ePlan,,-82.122778810217,26.620456733845,2023-07-01
New Carport,Ready-Documents Required,0,ePlan,,-81.870603252962,26.693532563088,2023-07-01
New Single Family Residential Construction,Permit Issued,3,ePlan,,-81.712553553118,26.720119168616,2023-07-01
6' metal with gates,Closed-CC Issued,0,Paper Submittal,,-81.683033705902,26.603305434075,2023-07-01
REMOVE AND REPLACE WINDOWS AND DOORS IMPACT,Closed-CC Issued,0,ePlan,,-81.645130437805,26.628820448596,2023-07-01
2 cop sign off in conjunction with bar and cocktail lounge from 10:00am until12:00am for indoor sale and service only ADD2021-00131,Closed-Completed,0,Paper Submittal,,-81.880504814857,26.667890638226,2023-07-01
SINGLE FAMILY HOME SOLAR INSTALLATION,Closed-CC Issued,0,ePlan,,-81.68356189735,26.58553583182,2023-07-01
"Change out like for like split system HVAC 13.80 Seer, 4.0 Ton, 10 K/W",Closed-CC Issued,0,ePlan,,-81.985230768637,26.508756246119,2023-07-01
Reroof Shingle Off/Shingle On (24.4sq),Closed-CC Issued,0,ePlan,,-81.826010728558,26.470381539482,2023-07-01
Replacement of sliding glass doors size for size with impact ***R01-adding front entry door 34006.4***,Closed-CC Issued,1,ePlan,,-81.791347798262,26.742777429952,2023-07-01
Remove and replace asphalt shingles on multi-family home - duplex,Closed-Withdrawn,0,ePlan,,-81.722521009037,26.609542892742,2023-07-01
Replace hurrican Ian damaged carport with Elite System Carport.,Closed-CC Issued,0,ePlan,,-81.794669479941,26.691282032282,2023-07-01
5' chain link with gates,Closed-CC Issued,0,Paper Submittal,,,,2023-07-01
Repair dock from hurricane,Ready-Documents Required,0,Paper Submittal,,-81.792628662273,26.691298293445,2023-07-01
"Change out like for like split system HVAC 15.20 Seer, 2.50 Ton 7 K/W",Closed-CC Issued,0,ePlan,,-81.714681845977,26.596693753099,2023-07-01
Roof over metal over shingle,Closed-CC Issued,0,ePlan,,-81.724608934577,26.61378202494,2023-07-01
Screen room with solid roof on existing deck,Closed-CC Issued,0,ePlan,,-81.899423516524,26.719192693079,2023-07-01
Replace existing roof by new  Standing Seam Metal Panel(Full Replacement),Closed-CC Issued,0,ePlan,,-81.874861727568,26.673437164104,2023-07-01
"4COP in conjunction with Group III restaurant Building ""C"" only hour Mon - Sat 11AM -8PM and Sunday 11AM - 7PM. No out door seating",Closed-Completed,0,Paper Submittal,,-81.644552503436,26.614216848239,2023-07-01
"Interior Remodel, NO HVAC. *Inspections Done By Private Provider â eAtlantic Engineering*",Closed-CO Issued,4,ePlan,,,,2023-07-01
Inground Pool & Spa,Permit Issued,1,Paper Submittal,,-81.875411142157,26.666981146432,2023-07-01
New single family home,Closed-CO Issued,567,ePlan,,,,2023-07-01
"Changing openings #1,2,6 to Storm Catcher Rolldown Screens MOT FL11291.1Changing openings #8,12,14,16,18 to Accordion Shutters FL42085.1",Closed-Revision Approved,1,ePlan,,-82.120329497139,26.617976639724,2023-07-01
Roof Replacement 13007 Second St Fort Myers   ***Inspections Done By Private Provider-Sands Engineering LLC ***,Closed-CC Issued,0,ePlan,,-81.74505040511,26.706723491399,2023-07-01
New single family home,Closed-CO Issued,567,ePlan,,,,2023-07-01
install 336' 6ft high chain link with (2)5ft wide gates,Closed-CC Issued,0,ePlan,,-81.64987653818,26.546518498036,2023-07-01
Install 200 amp meter combo on concrete post.   Under ground electric.  Installing ground rods.Farm use,Closed-CC Issued,0,ePlan,,,,2023-07-01
Tear off existing shingle roof and re-roof with 5V crimp metalUnderlayment  FL #11980.11.08 R165V metal FL #40317.3 R1,Closed-CC Issued,0,ePlan,,,,2023-07-01
Interior remodel and siding repair,Closed-CC Issued,0,ePlan,,,,2023-07-01
"MOBILE HOME DUCT CHANGE OUT, LIKE FOR LIKE REPLACEMENT.",Closed-CC Issued,0,ePlan,,-81.9446200781,26.502620877179,2023-07-01
CONSTRUCTION OF NEW SFR,Closed-CO Issued,917,ePlan,,,,2023-07-01
RESIDENTIAL POOL & SPA,Closed-CC Issued,0,ePlan,,,,2023-07-01
Replace inside panelNo grounding needed,Closed-CC Issued,0,ePlan,,,,2023-07-01
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.823339813924,26.544031913237,2023-07-01
Revision of electrical plans to include a disconnect switch within 5' of the utility meter.Electrical plans submitted with revision form.,Closed-Revision Approved,2,ePlan,,-81.917605793054,26.541766037588,2022-07-01
Replace dangerous 200amp challenger panel with new 200amp panel,Closed-CC Issued,0,ePlan,,-81.747517188604,26.579021844264,2023-07-01
RESIDENTIAL POOL,Closed-CC Issued,1,ePlan,,,,2023-07-01
replace damaged drywallreplace flooringreplace kitchen and bathroom cabinetsreplace all interior doorsReplace ac unit outdoor and indoorreplace electrical panel,Waiting on Applicant,0,ePlan,,,,2023-07-01
install 31' 6ft high t&g privacy vinyl fence with (1)5ft wide gate,Closed-CC Issued,0,ePlan,,-81.703715147088,26.672881924882,2023-07-01
CHANGE OUT 150 AMP HOUSE PANEL.,Closed-CC Issued,0,ePlan,,-81.90838621583,26.694826364527,2023-07-01
CHANGE OUT 150 AMP HOUSE PANEL.,Closed-CC Issued,0,ePlan,,-81.908989204059,26.68991038472,2023-07-01
Interior Remodel WITH HVAC.*Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CC Issued,15,ePlan,,-81.98558462316,26.507041919684,2023-07-01
