"Record Number","Address","Description","Status","Related Records","Submittal Type",
"RES2021-06421-R02","442 STATE ST, NORTH FORT MYERS FL 33903","Location of existing bathroom & kitchen","Closed-Revision Approved","3","ePlan",
"ELE2022-02674","17541 OAK CREEK RD, ALVA FL 33920","Replace existing electrical panel inside garage of main house.","Closed-CC Issued","0","ePlan",
"ROF2022-06569","11744 PINE TIMBER LN, FORT MYERS FL 33913","Reroof. Tear off existing tile & replace with new.","Closed-CC Issued","0","ePlan",
"RES2021-06429-R02","446 STATE ST, NORTH FORT MYERS FL 33903","Location of existing bathroom","Closed-Revision Approved","3","ePlan",
"OPN2022-03172","16958 TIMBERLAKES DR, FORT MYERS FL 33908","Install 5 motorized roll down hurricane Screens","Closed-CC Issued","0","ePlan",
"MEC2022-06016","5526 WHISPERING WILLOW WAY, FORT MYERS FL 33908","AC Replacement Like For Like","Closed-CC Issued","0","ePlan",
"RES2022-08675","16434 RAINBOW MEADOWS CT, FORT MYERS FL 33908","25' x 24' mono slab","Permit Expired","0","ePlan",
"ELE2022-02673","4414 SPANKER CT, 4C, FORT MYERS FL 33919","Electrical work being done-  Kitchen, Living Room, Bedrooms","Closed-CC Issued","0","ePlan",
"ELE2022-02672","19272 MEADOWBROOK CT, NORTH FORT MYERS FL 33903","LIKE FOR LIKE REPLACEMENT OF 2G PEDESTAL","Closed-CC Issued","0","ePlan",
"MEC2022-06015","2902 52ND ST W, LEHIGH ACRES FL 33971","AC Changeout","Closed-CC Issued","0","ePlan",
"MEC2022-06014","13410 RED MAPLE CIR, NORTH FORT MYERS FL 33903","Replacement of 4 ton split system with same.","Closed-CC Issued","0","ePlan",
"ELE2022-02671","815 PALMETTO AVE, LEHIGH ACRES FL 33972","EMERGENCY PERMIT TO REPLACE PANEL DUE TO OUTAGE","Waiting on Applicant","0","ePlan",
"RES2022-08674","838 PORTER ST E, LEHIGH ACRES FL 33974","New modular residence*Inspections Done By Private Provider – Bristol Engineering Services*","Closed-CO Issued","2","ePlan",
"RES2022-08673","2603 55TH ST SW, LEHIGH ACRES FL 33976","Construction of a new Single Family Residence","Closed-CO Issued","3","ePlan",
"SOL2022-01695","3617 5TH ST SW, LEHIGH ACRES FL 33976","INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PHOTOVOLTAIC SYSTEM","Permit Expired","0","ePlan",
"DSH2022-00571","4654 PINE ISLAND RD NW, MATLACHA FL 33993","Demo existing dock, New 220sqft dock, Install One new IM M Platinum 7000# lift with 11' cradle on 4 new piles.","Closed-CC Issued","0","ePlan",
"PLU2022-00774","16625 LAKE CIRCLE DR, 534, FORT MYERS FL 33908","DISCONNECT & RECONNECT PLUMBING IN KITCHEN","Closed-CC Issued","0","ePlan",
"OPN2022-03171","1229 LA FAUNCE WAY, FORT MYERS FL 33919","Installing 2 Easy Screens and 1 Strap and Buckle Screen *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2022-06013","11000 METRO PKWY, 8, FORT MYERS FL 33966","Install 4 ton 16 seer 10kw split system","Closed-CC Issued","0","ePlan",
"FIR2022-01934","9241 MARKETPLACE RD, FORT MYERS FL 33912","Upgrade Fire Alarm system.","Closed-CC Issued","0","ePlan",
"ROF2022-06568","16191 SUNSET STRIP, FORT MYERS FL 33908","Reroof. Tear off existing shingle & replace with new.","Closed-CC Issued","0","ePlan",
"COM2022-01321","16500 ORIOLE RD, FORT MYERS FL 33912","Shell only: Concrete Tilt Wall and steel supported structure with TPO Roof 480,000 SF Warehouse *Inspections Done By Private Provider – ECS Florida, LLC*","Closed-CO Issued","15","ePlan",
"RES2022-08672","410 SAN DIEGO ST, NORTH FORT MYERS FL 33903","Install and anchor to concrete a 10 X 12 DCA Storage Shed","Closed-CO Issued","0","ePlan",
"COM2022-01320","7916 DREW CIR, 4-6, FORT MYERS FL 33967","Saw cut existing overhead door opening install new roll up overhead door","Waiting on Applicant","0","ePlan",
"OPN2022-03170","3790 MOSSY OAK DR, FORT MYERS FL 33905","Installing 3 Mot Rd Screens *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"SOL2022-01694","1612 CHESHIRE CIR S, LEHIGH ACRES FL 33936","INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PHOTOVOLTAIC SYSTEM","Closed-Withdrawn","1","ePlan",
"RES2022-08671","162 ALTON AVE S, LEHIGH ACRES FL 33974","New single family modular residence*Inspections Done By Private Provider – Bristol Engineering Services*","Permit Issued","2","ePlan",
"COM2021-01336-RPI01","9040 ARABIAN DR, BLDG 4, FORT MYERS FL 33912","61G FA","Closed-Revision Approved","8","ePlan",
"ELE2022-02670","343 DELLWOOD AVE, LEHIGH ACRES FL 33936","Replace 200 amp panel like for like, replace meter, riser and weather head and update main grounding system","Closed-CC Issued","0","ePlan",
"RES2022-08670","849 FOXTAIL ST E, LEHIGH ACRES FL 33974","New Single Family Home Construction","Ready-Documents Required","1","ePlan",
"ROF2022-06567","3561 DOWNWIND LN, NORTH FORT MYERS FL 33917","Tear off old shingle roof and reroof with new dimensional shingles at GAZEBO.","Closed-Withdrawn","0","ePlan",
"OPN2022-03169","8311 VILLAGE EDGE CIR, 4, FORT MYERS FL 33919","REPLACE EXISTING 1 DOOR SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"ROF2022-06566","2317 JACKSON AVE, ALVA FL 33920","Tear off and re roof shingle","Closed-CC Issued","0","ePlan",
"RES2022-08669","1153 EBONY ST E, LEHIGH ACRES FL 33974","New Modular residence*Inspections Done By Private Provider – Bristol Engineering Services*","Permit Issued","2","ePlan",
"MEC2022-06012","713 MILANO AVE S, LEHIGH ACRES FL 33974","REMOVE EXISTING 3 TON SPLIT SYSTEM/ INSTALL 3 TON SPLIT SYSTEM/ LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2022-06565","2853 TARA LAKES CIR, NORTH FORT MYERS FL 33903","Tear off old shingle roof and reroof with new dimensional shingles.","Closed-CC Issued","0","ePlan",
"ROF2022-06564","13285 WINSFORD LN, FORT MYERS FL 33966","REMOVE OLD ROOF/REPLACE WITH NEW SHINGLES","Closed-CC Issued","0","Paper Submittal",
"ELE2022-02669","4651 HORSE CREEK BLVD, FORT MYERS FL 33905","Install 125 AMP Automatic Transfer Switch for generator","Closed-CC Issued","0","ePlan",
"MEC2022-06011","7394 PORPICS CT, SAINT JAMES CITY FL 33956","Package unit AC change out","Permit Expired","0","ePlan",
"MEC2022-06010","1267 S BRANDYWINE CIR, FORT MYERS FL 33919","Trane Split System Like for like 15.5 SEER 3Ton 10KW","Closed-CC Issued","0","ePlan",
"COM2022-01319","15031 BRIDGEWAY LN, 1107, FORT MYERS FL 33919","install kitchen new cabinets and add drywall","Closed-CC Issued","0","ePlan",
"OCC2022-00536","16150 LEE RD, 120, FORT MYERS FL 33912","SELLING WHOLESALE ROOFING MATERIAL","Permit Expired","0","Paper Submittal",
"RES2022-08668","168 ELAND DR, NORTH FORT MYERS FL 33903","Install driveway, carport, & shed.","Closed-CO Issued","2","ePlan",
"OPN2022-03168","8453 WINGED FOOT DR, FORT MYERS FL 33967","Replace (10) windows and (3) doors size for size Impact*Inspections Done By Private Provider – Skytec Engineering Services","Closed-CC Issued","1","ePlan",
"MEC2022-06009","12060 WINFIELD CIR, FORT MYERS FL 33966","Air conditioning change out / like for like / 16 Seer 8 KW 3 Ton","Permit Expired","0","ePlan",
"SOL2022-01693","3000 8TH ST SW, LEHIGH ACRES FL 33976","Roof Mounted Solar Panel Installation","Permit Expired","0","ePlan",
"COM2022-01318","1100 N TAMIAMI TRL, NORTH FORT MYERS FL 33903","Move and anchor a Used 12 X 30 DCA Storage Building to conform to setbacks","Closed-Withdrawn","0","ePlan",
"ROF2022-06563","14170 PLUM ISLAND DR, FORT MYERS FL 33919","Remove Tile and replace tile","Closed-CC Issued","0","ePlan",
"SGN2022-00465","13499 S CLEVELAND AVE, 181, FORT MYERS FL 33907","Mounting existing cutout sign over the entrance","Closed-CC Issued","0","ePlan",
"MEC2022-06008","4929 COBIAC DR, SAINT JAMES CITY FL 33956","Package Unit AC change outOwner- Tom Chen","Closed-Withdrawn","0","ePlan",
"MEC2022-06007","14738 PATRICK HENRY RD, NORTH FORT MYERS FL 33917","Replaced A/C @ Old Bridge","Closed-CC Issued","0","ePlan",
"MEC2022-06006","13891 JETPORT LOOP, FORT MYERS FL 33913","2- Hurricane stands on roof for ste-7","Closed-Withdrawn","0","ePlan",
"MEC2022-06005","16100 BAY POINTE BLVD, 205, NORTH FORT MYERS FL 33917","AC CHange Out, Like for Like","Closed-CC Issued","0","ePlan",
