"Record Number","Address","Description","Status","Related Records","Submittal Type",
"MEC2023-03439","12162 LEDGEWOOD CIR, FORT MYERS FL 33913","AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM)","Closed-CC Issued","0","ePlan",
"RES2023-06809","3031 32ND ST SW, LEHIGH ACRES FL 33976","New SFR Construction","Closed-CO Issued","2","ePlan",
"RES2023-06808","15181 WILES DR, CAPTIVA FL 33924","build new pool cage","Closed-CC Issued","0","ePlan",
"ROF2023-14366","3630 RUE ALEC LOOP, 3, NORTH FORT MYERS FL 33917","Remove hurricane damage tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications. *R01 - Change underlayment from FL#11602-R15 to FL#14317-R15*","Closed-CC Issued","1","ePlan",
"RES2023-06807","18160 EVERSON MILES CIR, NORTH FORT MYERS FL 33917","screen enclosure with existing footer","Closed-CO Issued","1","ePlan",
"RES2023-06806","159 VERMONT AVE, FORT MYERS FL 33905","10x8 shed","Payment Required","0","ePlan",
"ROF2023-14365","7134 N BRENTWOOD RD, FORT MYERS FL 33919","Reroof shingle to Shingle + flat roof","Closed-CC Issued","0","ePlan",
"OPN2023-02327","17413 CARAVITA LN, FORT MYERS FL 33913","Installing 6 Standard Alum RD & 4 SCRD (various) MOT *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"ROF2023-14364","16661 CROWNSBURY WAY, FORT MYERS FL 33908","Remove hurricane damage tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.","Closed-CC Issued","1","ePlan",
"ROF2023-14363","8461 GASSNER WAY, LEHIGH ACRES FL 33972","Reroof shingle to shingle","Closed-CC Issued","0","ePlan",
"POL2023-00473","2714 54TH ST W, LEHIGH ACRES FL 33971","Inground Pool, Paver Deck with fence","Permit Expired","0","ePlan",
"COM2023-01502","7520 PENZANCE BLVD, FORT MYERS FL 33966","Shell building 4 - Penzance","Permit Issued","14","ePlan",
"RES2023-06805","13 ONEIDA DR, FORT MYERS BEACH FL 33931","Interior remodel","Closed-CC Issued","0","ePlan",
"ROF2023-14362","4425 N ATLANTIC CIR, NORTH FORT MYERS FL 33903","shingle and flat reroof","Closed-CC Issued","0","ePlan",
"ELE2023-02299","11940 FOX HILL RD, NORTH FORT MYERS FL 33917","Supply and Install 1x200A AT'S for a 26kw Generac air cooled generator.","Closed-CC Issued","0","ePlan",
"RES2023-06804","1032 BANDERA ST, LEHIGH ACRES FL 33974","single family new construction residence","Closed-CO Issued","3","ePlan",
"ELE2023-02298","14516 NEW HAMPTON PL, FORT MYERS FL 33912","Replace 200A panel (like for like)","Closed-CC Issued","0","ePlan",
"OPN2023-02326","4130 PRESTWICK CT, NORTH FORT MYERS FL 33903","REMOVE/REPLACE SIZE/SIZE 1 SLGD, AND INSTALL 1 HURRICANE SHIELD. FL # 20834.3 14110.1","Closed-CC Issued","0","ePlan",
"RES2023-06803","8342 BUTTERNUT RD, FORT MYERS FL 33967","GENERATOR INSTALLATION","Closed-Voided","0","ePlan",
"ELE2023-02297","15230 CORTONA WAY, FORT MYERS FL 33908","Supply and Install 1x200A AT'S or a 22kw Generac Air Cooled Generator","Closed-CC Issued","0","ePlan",
"ROF2023-14361","3207 SATURN CIR, NORTH FORT MYERS FL 33903","Roof repair/re-roof due to hurrican damage 11 squares of metal panels and ice and water shield","Closed-Withdrawn","0","ePlan",
"COM2023-01501","7510 PENZANCE BLVD, FORT MYERS FL 33966","Shell Building 3 - Penzance","Permit Issued","14","ePlan",
"ELE2023-02296","154 BLUE BEARD DR, NORTH FORT MYERS FL 33903","Replace 200A panel (like for like) repair circuit for stove","Closed-CC Issued","0","ePlan",
"ROF2023-14360","530 CATALINA DR, NORTH FORT MYERS FL 33903","SINGLE FAMILY RESIDENCE TEAR OFF WITH SHINGLE RE ROOF INSTALLATION.","Closed-CC Issued","0","ePlan",
"RES2023-06802","16273 PELICAN DR, NORTH FORT MYERS FL 33903","12' x 17' CARPORT & 4' X 27' GABLED OPEN PATIO W / ALUMINUM ROOF PANS","Closed-CO Issued","0","ePlan",
"RES2023-06801","825 SAN CARLOS DR, FORT MYERS BEACH FL 33931","INTERIOR REMODEL-CABINETS & COUNTER TOPS IN OFFICE.","Closed-CC Issued","0","ePlan",
"RES2023-06800","15546 CRYSTAL LAKE DR, NORTH FORT MYERS FL 33917","Remove of existing hurricane Ian damage pan roof & replace with same size and heightelite panel roof in place.","Closed-Voided","0","ePlan",
"MEC2023-03438","7820 KNIGHTWING CIR, FORT MYERS FL 33912","A/C changeout split system 5 ton 10 kw 16 seer","Permit Expired","0","ePlan",
"COM2023-01500","7500 PENZANCE BLVD, FORT MYERS FL 33966","Shell Building 2 - Penzance","Permit Issued","14","ePlan",
"DEM2023-02457","13650 SHOVELER DR, FORT MYERS FL 33908","DEMO OF MOBILE HOME","Closed-CC Issued","0","Paper Submittal",
"RES2023-06799","18339 DEEP PASSAGE LN, FORT MYERS BEACH FL 33931","Interior Remodel","Permit Expired","0","Paper Submittal",
"MEC2023-03437","13024 FIRST ST, FORT MYERS FL 33905","Replacement of Air Handler only","Closed-Withdrawn","0","ePlan",
"MEC2023-03436","19681 SUMMERLIN RD, 590, FORT MYERS FL 33908","INSTALL 2 TON 5 K 13.4 SEER PKG REPLACEMENT","Closed-CC Issued","0","ePlan",
"RES2023-06798","3563 BAYVIEW AVE, SAINT JAMES CITY FL 33956","Deck extension","Closed-CC Issued","0","ePlan",
"MEC2023-03435","20545 CHESTNUT RIDGE DR, NORTH FORT MYERS FL 33917","Replace existing ac unit with new ac unit","Closed-CC Issued","0","ePlan",
"COM2023-01499","7490 PENZANCE BLVD, FORT MYERS FL 33966","Shell Building 1 - Penzance","Permit Issued","14","ePlan",
"COM2023-01498","16179 VIA SOLERA CIR, 102, FORT MYERS FL 33908","REPLACE UPTO 3FT OF DRYWALL PER FEMA INSTRUCTIONREPLACE POCKET DOORREPLACE INSULATION IN GARAGE AND MASONRYREPLACE BASEBOARDS","Closed-CC Issued","0","ePlan",
"POL2023-00472","1112 MAPLE AVE N, LEHIGH ACRES FL 33972","Below ground pool","Waiting on Applicant","0","Paper Submittal",
"RES2023-06797","66 MOONWOOD DR, NORTH FORT MYERS FL 33903","Install new carport","Waiting on Applicant","0","ePlan",
"OPN2023-02325","810 ADELINE AVE, LEHIGH ACRES FL 33971","REPLACE 7 WINDOWS AND 1 SGD WITH IMPACT","Closed-CC Issued","0","ePlan",
"MEC2023-03434","5850 TRAILWINDS DR, 724, FORT MYERS FL 33907","AC change out","Closed-CC Issued","0","ePlan",
"TMP2023-00831","16498 TORTUGA ST, BOKEELIA FL 33922","RV placement for temporary housing due to hurricane Ian","Permit Issued","0","Paper Submittal",
"ROF2023-14359","5470 BAYSHORE RD, NORTH FORT MYERS FL 33917","Reroof. Tear off existing & replace with new shingles.  R01 - **Revision - Adding the Flat Roof**","Closed-CC Issued","1","ePlan",
"MEC2023-03433","1891 INDIAN CREEK DR, NORTH FORT MYERS FL 33917","A/C changeout 2 units1st Unit split system 4 ton 10 kw 17 seer like for like2nd Unit split system 3 ton 10 kw 17 seer like for like","Permit Expired","0","ePlan",
"RES2023-06796","3601 51ST ST W, LEHIGH ACRES FL 33971","Construction of a new Single Family Residence *Inspections Done By Private Provider  eAtlantic Engineering*","Closed-CO Issued","2","ePlan",
"ELE2023-02295","2025 GRAYSON AVE, ALVA FL 33920","REPAIR MAST","Closed-CC Issued","0","Paper Submittal",
"SOL2023-00559","5709 WHISPERING WILLOW WAY, FORT MYERS FL 33908","Install 13.32kw Photovoltaic system","Closed-CC Issued","0","ePlan",
"ROF2023-14358","1445 WOODWIND CT, FORT MYERS FL 33919","Remove existing roof & underlayment, install new underlayment and install 1"" standing seam roof system","Closed-CC Issued","0","ePlan",
"ROF2023-14357","5129 BUTTE ST, LEHIGH ACRES FL 33971","REROOF SHINGLES OFF SHINGLES ON","Closed-CC Issued","0","ePlan",
"ROF2023-14356","3810 6TH ST W, LEHIGH ACRES FL 33971","Re-roof","Closed-CC Issued","0","Paper Submittal",
"COM2023-01497","16351 LEE RD, FORT MYERS FL 33912","Foundation Only Permit for Building #1 (North Building) *Plan Review & Inspections Done By Private Provider – Universal Engineering*","Closed-Administrative","5","ePlan",
"RES2023-06795","17488 BLUE SAPPHIRE DR, FORT MYERS FL 33913","Replacement Pool Enclosure","Closed-CO Issued","0","ePlan",
"FIR2023-00973","6585 WILLOW LAKE CIR, FORT MYERS FL 33966","BURY 500G TANK AND PIPE TO POOL HEATER","Closed-CC Issued","0","ePlan",
"DEM2023-02456","936 LAZY LN, NORTH FORT MYERS FL 33917","Demolition of structures at ROE108103-936 Lazy Ln due to Hurricane Ian","Closed-CC Issued","0","ePlan",
"RES2023-06794","17263 WALNUT RUN DR, ALVA FL 33920","POOL ENCLOSURE","Closed-CO Issued","1","ePlan",
"ROF2023-14355","10040 BAYSHORE RD, NORTH FORT MYERS FL 33917","Tear off garage roof and replace with shingles","Closed-CC Issued","0","ePlan",
"DEM2023-02455","215 LAMPLIGHTER LN, NORTH FORT MYERS FL 33917","Demolition of structures at ROE109324-215 Lamplighter Ln due to Hurricane Ian","Closed-CC Issued","0","ePlan",
"ROF2023-14354","2613 FIRST ST, MATLACHA FL 33993","Remove rolled roofing from 1756 SF roof and install new rolled roofing like existing. Due to the slope of the roof, rolled roofing is the only option.","Closed-CC Issued","0","ePlan",
"ROF2023-14353","8321 CHARTER CLUB CIR, FORT MYERS FL 33919","Remove and replace layer of shingle roof on 1 pool houses. *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2023-06793","712 ZEPHYR AVE, FORT MYERS FL 33913","REMODEL MASTER BATHROOM, GUEST BATHROOM, KITCHEN AND ADDING LIGHTING IN CEILINGS AND REPLACING INTERIOR DOOR","Closed-CC Issued","0","Paper Submittal",
"RES2023-06792","16901 BULRUSH CT, ALVA FL 33920","Pool Enclosure","Closed-CO Issued","1","ePlan",
"RES2023-06791","1024 BAYSHORE AVE, FORT MYERS FL 33919","Drywall, Insulation, Cabinets, Breaker box, Outlets, bathrooms and Interior doors","Closed-CC Issued","0","Paper Submittal",
"FIR2023-00972","112 RIVIERA ST, LEHIGH ACRES FL 33936","INSTALL 1 ABOVE GROUND TANK AND LIKE TO EXISTING GENERATOR","Closed-CC Issued","0","Paper Submittal",
"ROF2023-14352","5624 NINTH AVE, FORT MYERS FL 33907","RE-ROOF SHINGLE HURRICANE IAN DAMAGE","Closed-CC Issued","0","ePlan",
"FNC2023-01224","240 ROSE ST, NORTH FORT MYERS FL 33903","6' CHAINLINK FENCE.","Closed-CC Issued","1","ePlan",
"ROF2023-14351","3461 GOLDA CIR, NORTH FORT MYERS FL 33917","41 N to R on Carefree-continue on Eleanor-continue on Golda","Closed-CC Issued","0","ePlan",
"ROF2023-14350","4305 LYRIC CT, NORTH FORT MYERS FL 33903","Remove existing shingle roof and install new metal roof","Closed-CC Issued","0","ePlan",
"OPN2023-02324","6012 PERTHSHIRE LN, FORT MYERS FL 33908","REPLACE 2 WINDOWS LIKE FOR LIKE WITH IMPACT","Closed-Withdrawn","0","ePlan",
"PLU2023-00370","6361 TOPAZ CT, FORT MYERS FL 33966","REPLACE EXISTING BACKFLOW PREVENTTER , LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"FNC2023-01223","1035 PILGRIM ST E, LEHIGH ACRES FL 33974","4' Chain link with gates; 6' chain link with no gates","Closed-CC Issued","0","Paper Submittal",
"ROF2023-14349","180 SUNCREST LN, NORTH FORT MYERS FL 33903","TPO Roof Over *Inspections Done By Private Provider – ECS Florida, LLC*","Waiting on Applicant","0","ePlan",
"ROF2023-14348","4531 SCHOONER DR, UPPER CAPTIVA FL NA","Re-Roof SFR with Asphalt Shingles","Permit Expired","0","ePlan",
"ROF2023-14347","321 HARRY AVE S, LEHIGH ACRES FL 33973","reroof with asphalt shingle","Closed-CC Issued","0","ePlan",
"MEC2023-03432","16191 PORTO BELLO ST, BOKEELIA FL 33922","replacement of 1 Pkg unit","Closed-CC Issued","0","ePlan",
"ROF2023-14346","305 FIFTH AVE, LEHIGH ACRES FL 33936","ROOF REPLACEMENT SHINGLE TO SHINGLE","Closed-CC Issued","0","ePlan",
"MEC2023-03431","7781 REFLECTION COVE DR, FORT MYERS FL 33907","REPLACE 2 TON SPLIT SYSTEM, SAME FOR SAME","Closed-CC Issued","0","ePlan",
