"Record Number","Address","Description","Status","Related Records","Submittal Type",
"MEC2023-02570","9271 CENTRAL PARK DR, 206, FORT MYERS FL 33919","Duct work and system change out.","Closed-Withdrawn","0","ePlan",
"ROF2023-11558","5338 SHALLEY CIR E, FORT MYERS FL 33919","Hurricane damage Shingle Reroof. Tear off to decking and replace and damage. Install all underlayment and shingles to code.","Closed-CC Issued","0","ePlan",
"MEC2023-02569","9271 CENTRAL PARK DR, 205, FORT MYERS FL 33919","Duct work and system change out","Closed-Withdrawn","0","ePlan",
"ROF2023-11557","4436 CROSSJACK CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-07424-R02","503 YORK RD, LEHIGH ACRES FL 33936","Change in underlayment 19-0305.04","Closed-Voided","2","ePlan",
"RES2023-05155","15313 CRICKET LN, FORT MYERS FL 33919","Aluminum Screen Room with insulated roof#3"" over existing concrete","Closed-CO Issued","0","ePlan",
"MEC2023-02568","9271 CENTRAL PARK DR, 204, FORT MYERS FL 33919","Duct work and system","Closed-Withdrawn","0","ePlan",
"RES2023-05154","303 E JERSEY RD, LEHIGH ACRES FL 33936","Interior Remodel and Addition of Porch and Storage Room.","Permit Expired","0","ePlan",
"RES2023-05153","2920 BUTTONWOOD KEY CT, SAINT JAMES CITY FL 33956","pool cage replacement","Closed-CO Issued","0","ePlan",
"ROF2023-11556","4435 CROSSJACK CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. .*Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"MEC2023-02567","9271 CENTRAL PARK DR, 203, FORT MYERS FL 33919","Duct work and system change","Closed-Withdrawn","0","ePlan",
"MEC2023-02566","9271 CENTRAL PARK DR, 202, FORT MYERS FL 33919","Duct work and system changeout","Closed-Withdrawn","0","ePlan",
"ROF2023-11555","4410 TAFFRAIL CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove modified bitumen roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-11554","4386 JIB BOOM CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove modified bitumen roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"MEC2023-02565","9271 CENTRAL PARK DR, 201, FORT MYERS FL 33919","Duct work and system replacement","Closed-Withdrawn","0","ePlan",
"ROF2023-11553","846 FREDERICK REID ST E, LEHIGH ACRES FL 33974","tear off shingles and underlayment . Replace with new","Closed-CC Issued","0","ePlan",
"ROF2023-11552","4379 JIB BOOM CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove modified bitumen roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-11551","4009 13TH ST W, LEHIGH ACRES FL 33971","Re-roof Shingle to Shingle","Closed-CC Issued","0","ePlan",
"ROF2023-11550","4417 SPANKER CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile.  *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-11549","4421 VARSITY LAKES DR, LEHIGH ACRES FL 33971","Strip off old roof, Re-roof","Closed-Voided","0","ePlan",
"MEC2023-02564","1184 PINE LAKE DR, CAPE CORAL FL 33909","Change Out","Closed-CC Issued","0","ePlan",
"ROF2023-11548","4414 SPANKER CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile.  *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"RES2023-05152","2803 25TH ST W, LEHIGH ACRES FL 33971","Construction of New Single-Family Home","Closed-CO Issued","2","ePlan",
"ROF2023-11547","5413 2ND ST W, LEHIGH ACRES FL 33971","Re-Roof Shingle tear off","Closed-CC Issued","0","ePlan",
"ROF2023-11546","4396 BOWSPRIT CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove modified bitumen roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-11545","13988 STRINGFELLOW RD, BOKEELIA FL 33922","Residential Reroof","Closed-CC Issued","0","ePlan",
"RES2023-05151","906 PRESCOTT ST, FORT MYERS BEACH FL 33931","Hurricane Damage. Reroof, Residing, Windows/Doors , Interior Repair. All work up to code.","Permit Expired","0","ePlan",
"ROF2023-11544","4387 BOWSPRIT CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove modified bitumen roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-11543","1368 PINE AVE, NORTH FORT MYERS FL 33917","metal reroof","Closed-CC Issued","0","ePlan",
"MEC2023-02563","6331 ROYAL WOODS DR, FORT MYERS FL 33908","Remove old equipment and dispose. Install new 2 ton 14.3 air handler to existing copper, drain, ductwork, and electrical. Install new T1 basic tstat inside home. Install new condenser to existing copper and electrical. Pull vacuum on system and release refrigerant into units.","Waiting on Applicant","0","ePlan",
"ROF2023-11542","4384 BOWSPRIT CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove modified Bitumen roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"RES2023-05150","6232 TIMBERWOOD CIR, 115, FORT MYERS FL 33908","Interior remodel","Permit Expired","0","ePlan",
"OPN2023-01842","17150 EASY STREAM CT, ALVA FL 33920","INSTALL (6) MANUAL ROLL UPS AND (3) ELECTRIC ARMOR SCREEN ROLL UPS","Closed-CC Issued","0","ePlan",
"MEC2023-02562","8805 STOCKBRIDGE DR, FORT MYERS FL 33908","LIKE FOR LIKE AC CHANGEOUT/ REPLACEMENTSPLIT SYSTEM 2.5 TON--- 16 SEER--- 5 KW","Closed-CC Issued","0","ePlan",
"ROF2023-11541","4470 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"MEC2023-02561","6341 ROYAL WOODS DR, FORT MYERS FL 33908","Remove old equipment and dispose. Install new air handler to existing copper, drain, ductwork, and electrical. Install new T1 basic tstat inside home. Install new condenser to existing copper and electrical. Pull vacuum on system and release refrigerant into units.","Waiting on Applicant","0","ePlan",
"ROF2023-11540","4466 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"ROF2023-11539","4464 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"OPN2023-01841","17809 COURTSIDE LANDINGS CIR, PUNTA GORDA FL 33955","Installing 6 Storm Catcher Screens & 3 Panels *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"ROF2023-11538","4460 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"RES2023-05149","2701 BRUCE ST, MATLACHA FL 33993","***CLOSED/WITHDRAWN***Install screen enclosure replacement","Closed-Withdrawn","0","ePlan",
"ROF2023-11536","1297 BARRETT RD, NORTH FORT MYERS FL 33903","remove and replace roof, METAL to METAL**R01 Include flat roof**","Closed-CC Issued","1","ePlan",
"ELE2023-01877","12120 SIESTA DR, FORT MYERS BEACH FL 33931","Change 2 Stack Meter Can like for like","Closed-CC Issued","0","ePlan",
"ROF2023-11535","4456 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ELE2023-01876","12122 SIESTA DR, FORT MYERS BEACH FL 33931","Change 2 Stack Meter Can like for like","Closed-CC Issued","0","ePlan",
"SOL2023-00410","18120 HORIZON VIEW BLVD, LEHIGH ACRES FL 33972","INSTALLING ROOF MOUNTED SOLAR PHOTOVOLTAIC SYSTEM","Closed-CC Issued","0","ePlan",
"ROF2023-11534","150 CONNECTICUT AVE, FORT MYERS FL 33905","SHINGLE RE ROOF AND TEAR OFF","Closed-CC Issued","0","Paper Submittal",
"FNC2023-00908","1605 FITCH AVE, LEHIGH ACRES FL 33972","4 foot wood country style fence no gates","Closed-CC Issued","1","Paper Submittal",
"MEC2023-02560","9092 FLAMINGO CIR, NORTH FORT MYERS FL 33903","install 3 ton pkg 10 kw 13.4","Closed-CC Issued","0","ePlan",
"RES2023-05148","2801 25TH ST W, LEHIGH ACRES FL 33971","Construction of New Single-Family Home","Closed-CO Issued","3","ePlan",
"ROF2023-11533","3197 STABILE RD, SAINT JAMES CITY FL 33956","Re-roof, tear-off - Metal","Closed-CC Issued","0","ePlan",
"ROF2023-11532","4449 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"ROF2023-11531","16079 FOREST OAKS DR, FORT MYERS FL 33908","remove and replace roof tile to tile","Closed-CC Issued","1","ePlan",
"RES2023-02738-R01","109 SCHNEIDER DR, FORT MYERS FL 33905","ADDING RE-ROOF- NOA:22-0429.02 EXP:12/01/2025, NOA:21-1217.02 EXP:09/13/2027,NOA22-0706.09 10-11-2027 $9000","Closed-Revision Approved","1","Paper Submittal",
"ROF2023-11530","4447 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"ROF2023-11529","50 TENA AVE S, LEHIGH ACRES FL 33976","SHINGLE RE ROOF","Closed-CC Issued","0","Paper Submittal",
"RES2023-05147","20309 NAPA LOOP, ESTERO FL 33928","New Single Family Home","Closed-CO Issued","569","ePlan",
"MEC2023-02559","13331 HIGHLAND CHASE PL, FORT MYERS FL 33913","Replace old system with a new 4 ton 15 seer split system","Closed-CC Issued","0","ePlan",
"RES2023-05146","16688 WELLINGTON LAKES CIR, FORT MYERS FL 33908","Install screen enclosure due to hurrican Ian","Closed-CO Issued","0","ePlan",
"ROF2023-11528","4443 W MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ELE2023-01875","2190 PALO DURO BLVD, NORTH FORT MYERS FL 33917","Furnish and Install 1x200A AT'S for a 24kw Generac Air Cooled Unit","Closed-CC Issued","0","ePlan",
"ROF2023-11527","17813 DRACENA CIR, NORTH FORT MYERS FL 33917","shingle reroof","Closed-CC Issued","0","ePlan",
"TMP2023-00723","16290 SNAPDRAGON LN, FORT MYERS FL 33912","RV placement for temporary housing due to hurricane Ian","Permit Issued","0","Paper Submittal",
"ROF2023-11526","4433 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"RES2023-05145","429 SACRAMENTO ST, NORTH FORT MYERS FL 33903","NEW SINGLE FAMILY HOME","Closed-CO Issued","2","ePlan",
"OPN2023-01840","5260 S LANDINGS DR, 1006, FORT MYERS FL 33919","Installing 2 Storm Catcher Rolldown Screens MOT *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2023-05144","245 WATERWAYS AVE, BOCA GRANDE FL 33921","Remodel","Closed-CC Issued","3","ePlan",
"ROF2023-11525","6794 WOLF RUN LN, NORTH FORT MYERS FL 33917","shingle reroof","Closed-CC Issued","0","ePlan",
"RES2023-05143","3206 67TH ST W, LEHIGH ACRES FL 33971","Construction of a new Single Family Residence *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CO Issued","2","ePlan",
"ROF2023-11524","4205 3RD ST W, LEHIGH ACRES FL 33971","Reroof Tear off old roof. put down underlayment. dispose of debris. Apply new shingle","Closed-CC Issued","0","ePlan",
"ROF2023-11523","4431 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO*Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"RES2023-05142","206 ARTHUR AVE, LEHIGH ACRES FL 33936","Aluminum Canopy on the back side of the house. Includes insulated EPS panels, gutters, and downspouts.","Closed-CC Issued","0","ePlan",
"RES2023-05141","4836 SANDPIPER DR, SAINT JAMES CITY FL 33956","Replace front Lanai and rear screen room","Closed-CC Issued","0","ePlan",
"SOL2023-00409","1632 BEACHWOOD DR, NORTH FORT MYERS FL 33903","PV Solar Panel Installation Roof Mounted","Closed-CC Issued","0","ePlan",
"ROF2023-11522","7633 WINGED FOOT DR, FORT MYERS FL 33967","shingle reroof-7635 garage","Closed-CC Issued","0","ePlan",
"COM2023-01216","7049 NEW POST DR, 1, NORTH FORT MYERS FL 33917","Interior remodel due to hurricane","Closed-CC Issued","0","Paper Submittal",
"MEC2023-02558","15410 RIVER VISTA DR, 104, NORTH FORT MYERS FL 33917","REPLACE HVAC SPLIT SYSTEM2 TON - 14.3 SEER2 - 5 KWLIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-11521","18214 HEATHER RD, FORT MYERS FL 33967","Reroof shingle to shingle","Closed-CC Issued","0","ePlan",
"RES2023-05140","3450 NORTH RD, NORTH FORT MYERS FL 33917","New Single Family Home","Closed-CO Issued","2","Paper Submittal",
"ROF2023-11520","4427 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"COM2023-01215","13860 EAGLE RIDGE LAKES DR, 202, FORT MYERS FL 33912","REMODEL-ADDING VANITY (CABINETS, ELECTRIC, PLUMBING) IN THE GRAND ROOM","Ready-Documents Required","0","Paper Submittal",
"ROF2023-11519","1595 APOLLO DR, FORT MYERS FL 33905","RE-ROOF","Permit Expired","0","Paper Submittal",
"RES2023-05139","2608 71ST ST W, LEHIGH ACRES FL 33971","Construction of a new Single Family Home  *Inspections Done By Private Provider, eAtlantic Engineering*","Closed-CO Issued","38","ePlan",
"ROF2023-11518","7633 WINGED FOOT DR, FORT MYERS FL 33967","shingle reroof-7633 garage","Closed-CC Issued","0","ePlan",
"MEC2023-02557","1208 ISLAMORADA BLVD, PUNTA GORDA FL 33955","A/C Changeout","Closed-CC Issued","0","ePlan",
"ROF2023-11517","4423 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"MEC2023-02556","15410 RIVER VISTA DR, 103, NORTH FORT MYERS FL 33917","REPLACE HVAC SPLIT SYSTEM2 TON - 14.3 SEER2 - 5 KWLIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"RES2023-05138","2240 LILY RD, FORT MYERS FL 33905","NEW SINGLE FAMILY HOME","Closed-CO Issued","1","ePlan",
"ROF2023-11516","4419 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"RES2023-05137","3890 GEORGE SAWYER LN, SAINT JAMES CITY FL 33956","installing a 12'x 12' footer around the perimeter of the house.36.16'x 20.2","Closed-CC Issued","0","ePlan",
"ROF2023-11515","9926 COUNTRY OAKS DR, FORT MYERS FL 33967","Re-Roof asphalt shingles to asphalt shingles.","Closed-CC Issued","0","ePlan",
"ROF2023-11514","7633 WINGED FOOT DR, FORT MYERS FL 33967","shingle reroof whole duplex","Closed-CC Issued","0","ePlan",
"ROF2023-11513","16185 AURA LN, BOKEELIA FL 33922","RE Roof shingle","Closed-CC Issued","0","ePlan",
"RES2023-05136","4604 JANE AVE N, LEHIGH ACRES FL 33971","Construction of a new Single family home  *Inspections Done By Private Provider, eAtlantic Engineering*","Closed-CO Issued","2","ePlan",
"ROF2023-11512","3612 SABAL SPRINGS BLVD, NORTH FORT MYERS FL 33917","Shingle Roof Replacement","Closed-CC Issued","0","ePlan",
"ROF2023-11511","4415 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"MEC2023-02555","15410 RIVER VISTA DR, 102, NORTH FORT MYERS FL 33917","REPLACE HVAC SPLIT SYSTEM2 TON - 14.3 SEER2 - 5 KWLIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ELE2023-01874","15221 CORAL ISLE CT, FORT MYERS FL 33919","Replace the existing Challenger Main lug panel with new SQD QO panel","Closed-CC Issued","0","ePlan",
"ROF2023-11510","14831 SUMMERLIN WOODS DR, BLDG 119, FORT MYERS FL 33919","RE ROOF for building 119","Closed-CC Issued","0","ePlan",
"MEC2023-02554","15410 RIVER VISTA DR, 101, NORTH FORT MYERS FL 33917","REPLACE HVAC SPLIT SYSTEM2 TON - 14.3 SEER2 - 5 KWLIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"ROF2023-11509","4416 WINDJAMMER LN, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO*Inspections Done By Private Provider – Apex Engineering Services*","Closed-Withdrawn","0","ePlan",
"FNC2023-00907","2224 HAVANA AVE, FORT MYERS FL 33905","4 foot wood rail fence no gate","Closed-CC Issued","0","Paper Submittal",
"ROF2023-11508","11494 LAKE CYPRESS LOOP, FORT MYERS FL 33913","Shingle Roof Replacement","Closed-CC Issued","0","ePlan",
"RES2023-05135","2805 51ST ST W, LEHIGH ACRES FL 33971","New 2227 sq ft home including MEP","Ready-Documents Required","1","ePlan",
"ROF2023-11507","4403 FOREMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"RES2023-05134","619 MONROE AVE, LEHIGH ACRES FL 33972","Single-Family Home","Closed-CO Issued","2","ePlan",
"OPN2023-01839","9712 CASA LINDA CT, FORT MYERS FL 33919","INSTALL (14) ACCORDIONS","Closed-CC Issued","0","ePlan",
"ROF2023-11506","14840 SUMMERLIN WOODS DR, BLDG 116, FORT MYERS FL 33919","RE ROOF","Closed-CC Issued","0","ePlan",
"ROF2023-11505","4405 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO*Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"RES2022-13760-R01","14420 TAMARAC DR, BOKEELIA FL 33922","Cage is 4' bigger and changed beam sizes from 2X7 to 2X8","Closed-Revision Approved","1","ePlan",
"MEC2023-02553","13116 TALL PINE CIR, FORT MYERS FL 33907","A/c like for like changeout.  Uninstall existing split system, reinstall new Rheem 3ton 14.3 Seer to existing duct and copper lines. Pull vacuum on system and release refrigerant into units.","Permit Expired","0","ePlan",
"RES2023-05133","1022 BABE ST E, LEHIGH ACRES FL 33974","SLAB","Permit Expired","0","ePlan",
"RES2021-12263-R01","15252 BRIAR RIDGE CIR, FORT MYERS FL 33912","removing a/c in garage","Closed-Revision Approved","1","ePlan",
"FNC2023-00906","7101 ALICO RD, FORT MYERS FL 33912","6' Chainlink W/Gate","Permit Expired","2","ePlan",
"COM2023-01214","12561 KELLY SANDS WAY, 6, FORT MYERS FL 33908","CABINETS & COUTNER TOPS IN MASTER BATH, GUEST BATH, SHOWER REMODEL IN MASTER & GUEST BATHROOMS","Closed-CC Issued","0","ePlan",
"ROF2023-11504","4395 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2023-11503","7240 COOLIDGE RD, FORT MYERS FL 33967","Remove existing shingles and replace with like shingles.","Closed-CC Issued","0","ePlan",
"ROF2023-11502","14880 SUMMERLIN WOODS DR, BLDG 114, FORT MYERS FL 33919","RE ROOF for 14880 Summerlin Wood Drive Building #114","Closed-CC Issued","0","ePlan",
"TMP2023-00722","1263 GOLDEN LAKE RD, FORT MYERS FL 33905","Lot 117 - POWER POLE","Permit Issued","0","ePlan",
"ROF2023-11501","4395 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"ROF2023-11500","417 GRENIER DR, NORTH FORT MYERS FL 33903","Remove existing Shingles and install new Metal roof.","Closed-Withdrawn","0","ePlan",
"RES2023-05132","922 SITKA TRL, FORT MYERS BEACH FL 33931","Interior Remodel","Permit Expired","1","Paper Submittal",
"FIR2023-00682","7011 CYPRESS TER, FORT MYERS FL 33907","replace existing fire alarm panel with new to be able to tie in the new elevator system","Closed-CC Issued","0","ePlan",
"ROF2023-11499","14860 SUMMERLIN WOODS DR, BLDG 115, FORT MYERS FL 33919","RE ROOF for building 115","Closed-CC Issued","0","ePlan",
"ROF2023-11498","1545 CANAL ST, LEHIGH ACRES FL 33936","RE Roof Shingle","Closed-CC Issued","0","ePlan",
"MEC2023-02552","1229 HOMESTEAD RD N, LEHIGH ACRES FL 33936","Remove and replace, like for like, 3 ton, 14.3 seer, 10 kw package air conditioning system.","Permit Expired","0","ePlan",
"SOL2023-00408","3313 MAGNOLIA LANDING LN, NORTH FORT MYERS FL 33917","Install 11.48kw Photovoltaic system","Closed-CC Issued","0","ePlan",
"RES2023-05131","6491 ROYAL WOODS DR, FORT MYERS FL 33908","Interior repairs from storm damage","Closed-Voided","0","ePlan",
"ROF2023-11497","18461 CREEK DR, FORT MYERS FL 33908","REMOVE EXISTING ROOF AND REPLACE WITH NEW","Closed-CC Issued","0","ePlan",
"RES2023-05130","9502 MARINERS COVE LN, FORT MYERS FL 33919","Replacement Screen Enclosure- Hurricane Ian.","Permit Expired","0","ePlan",
"TMP2023-00721","9998 INTERSTATE COMMERCE DR, FORT MYERS FL 33913","Temporary generator to electrify building until permanent power is provided by power company.","Closed-Voided","0","ePlan",
"ROF2023-11496","4395 E MAINMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.","Closed-Voided","0","ePlan",
"RES2023-05129","11336 CANOPY LOOP, FORT MYERS FL 33913","Install screen enclosure","Closed-CO Issued","1","ePlan",
"ROF2023-11495","6660 DANIEL CT, FORT MYERS FL 33908","TILE TO TILE RE-ROOF OF THE GAZEBO BY POOL AREA","Closed-CC Issued","0","ePlan",
"SOL2023-00407","3717 6TH ST SW, LEHIGH ACRES FL 33976","Installation of roof mounted PV Solar Panel System","Closed-Voided","0","ePlan",
"ROF2023-11494","4426 MIZZENMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider – Apex Engineering Services*","Closed-CC Issued","0","ePlan",
"FIR2022-02532-R01","20445 CORKSCREW SHORES BLVD, ESTERO FL 33928","Changing from underground to overhead piping","Closed-Revision Approved","1","ePlan",
"ROF2023-11493","6660 DANIEL CT, FORT MYERS FL 33908","Tile to tile RE-Roof","Closed-CC Issued","0","ePlan",
"ROF2023-11492","8905 FAWN RIDGE DR, FORT MYERS FL 33912","Shingle re-roof ***REVISION-Change in underlayment from Titanium FL11602-R15 to Polyglass 22-1217.01*****","Closed-CC Issued","1","ePlan",
"OCC2023-00213","16340 INNOVATION LANE, B, FORT MYERS FL 33913","Additive manufacturing (3 D Printing) and related engineering services, corporate headquarters","Closed-Cert of Use Issued","0","Paper Submittal",
"ROF2023-11491","521 USEPPA ISLAND, USEPPA ISLAND FL NA","remove metal roof and install new metal roof *Inspections Done By Private Provider – ECS Florida, LLC*","Permit Expired","0","ePlan",
"ROF2023-11490","4427 MIZZENMAST CT, FORT MYERS FL 33919","Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider – Apex Engineering Services*","Closed-Withdrawn","0","ePlan",
"COM2023-01213","11530 S CLEVELAND AVE, FORT MYERS FL 33907","Addition to front and rear of existing building, future tenant to be grocery/mercantile.  toilets and other buildout work to be done under separate (future) permit.","Permit Expired","2","ePlan",
"OPN2023-01838","16264 CUTTERS CT, FORT MYERS FL 33908","replace 10 windows with like size","Closed-CC Issued","0","ePlan",
