"Record Number","Address","Description","Status","Related Records","Submittal Type",
"RES2022-10062-R01","14111 CALAVERAS CT, ESTERO FL 33928","Corrected NOA sheet and ecals to show metal sheet","Closed-Revision Approved","4","ePlan",
"FNC2023-03029","15837 GLENEAGLE CT, FORT MYERS FL 33908","Install approximately 121lft of 4ft high aluminum fence with gates","Closed-CC Issued","0","ePlan",
"ROF2023-23309","3301 11TH ST SW, LEHIGH ACRES FL 33976","Remove and replace roof system due to damage.Squares: 30.3Pitch: 5/12Stories: 1Shingles/Material: Tamko TitanFelt: syntheticValleys: ice&water","Closed-CC Issued","0","ePlan",
"ELE2023-04503","12651 MCGREGOR BLVD, 1, FORT MYERS FL 33919","Changing rusted panel","Closed-CC Issued","0","ePlan",
"FNC2023-03028","5595 TREEHAVEN CIR, FORT MYERS FL 33907","Replacing damaged wooden fence with 6' chain link fence & 6' Aluminum Picket.","Closed-CC Issued","0","ePlan",
"ROF2023-23308","411 WINDERMERE DR, LEHIGH ACRES FL 33972","Reroof Home","Closed-CC Issued","0","ePlan",
"RES2023-13647","8085 ALBATROSS RD, FORT MYERS FL 33967","Premier prefab 12x20 lofted shed with concrete floor","Closed-CO Issued","0","ePlan",
"MRV2023-00626","1017 N YELLOWSTONE DR, NORTH FORT MYERS FL 33917","Mobile Home Install","Closed-CO Issued","1","ePlan",
"MRV2023-00625","1020 N YELLOWSTONE DR, NORTH FORT MYERS FL 33917","Mobile Home Install","Closed-CO Issued","2","ePlan",
"MRV2023-00624","484 SUWANEE DR, NORTH FORT MYERS FL 33917","INSTALL NEW MOBILE HOME INCLUDES BLOCKING/ANCHORING, PLUMBING, SKIRTING, HVAC, ELECTRICAL","Closed-CO Issued","1","ePlan",
"MRV2023-00623","464 SUWANEE DR, NORTH FORT MYERS FL 33917","INSTALL NEW MOBILE HOME INCLUDES BLOCKING/ANCHORING, SKIRTING, PLUMBING, HVAC, ELECTRICAL","Closed-CO Issued","1","ePlan",
"MRV2023-00622","436 SUWANEE DR, NORTH FORT MYERS FL 33917","Mobile Home Install","Closed-CO Issued","2","ePlan",
"MRV2023-00621","479 SUWANEE DR, NORTH FORT MYERS FL 33917","INSTALL NEW MOBILE HOME INCLUDES BLOCKING/ANCHORING, SKIRTING, PLUMBING, HVAC AND ELECTRICAL","Closed-CO Issued","1","ePlan",
"MRV2023-00620","467 SUWANEE DR, NORTH FORT MYERS FL 33917","install new mobile home includes blocking/anchoring, plumbing, skirting, HVAC and electrical","Closed-CO Issued","2","ePlan",
"MRV2023-00619","447 SUWANEE DR, NORTH FORT MYERS FL 33917","install new mobile home includes blocking/anchoring, skirting, plumbing, HVAC and electrical","Closed-CO Issued","2","ePlan",
"MRV2023-00618","439 SUWANEE DR, NORTH FORT MYERS FL 33917","install new mobile home includes blocking/anchoring, plumbing, skirting, HVAC and electrical","Closed-CO Issued","1","ePlan",
"MRV2023-00617","459 SUWANEE DR, NORTH FORT MYERS F 33917","install new mobile home in River Trails lot 11","Closed-CO Issued","2","ePlan",
"FIR2023-02208","19137 S TAMIAMI TRL, FORT MYERS FL 33908","Install hood suppression system","Closed-CC Issued","0","ePlan",
"OPN2023-05149","11537 TIMBERLINE CIR, FORT MYERS FL 33966","Replace Entry door, size for size","Closed-CC Issued","0","ePlan",
"OPN2023-05148","17592 OLD HARMONY DR, FORT MYERS FL 33908","Replace Entry door, size for size","Closed-CC Issued","0","ePlan",
"ELE2023-04502","11364 CANOPY LOOP, FORT MYERS FL 33913","200 amp ats","Permit Expired","0","ePlan",
"RES2023-13646","3005 PAULA AVE S, LEHIGH ACRES FL 33976","Install of new steel garage with lap siding","Closed-CO Issued","0","ePlan",
"RES2023-13645","3105 LORAINE AVE S, LEHIGH ACRES FL 33976","Single family residence   3 bedroom","Ready-Documents Required","1","ePlan",
"ELE2023-04501","12308 FOURTH ST, FORT MYERS FL 33905","Riser is bent. Replace riser.","Closed-CC Issued","0","ePlan",
"RES2023-13644","1413 CLARK AVE, LEHIGH ACRES FL 33972","NEW SFR","Closed-CO Issued","1","ePlan",
"SOL2023-01404","3418 63RD ST W, LEHIGH ACRES FL 33971","Installation of Photovoltaic Solar System","Closed-Withdrawn","0","ePlan",
"ROF2023-23307","4202 15TH ST SW, LEHIGH ACRES FL 33976","Remove and replace damaged roof with new peel and stick underlayment and tamko fiberglass shingles.","Closed-CC Issued","0","ePlan",
"RES2023-13643","7503 ANITA AVE N, LEHIGH ACRES FL 33971","Small shed at rear of home","Closed-Withdrawn","0","ePlan",
"OPN2023-05147","15107 CAPTIVA DR, BLDG 9, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front doors, like for like.","Closed-Withdrawn","0","ePlan",
"RES2023-11471-R01","16662 PANTHER PAW CT, FORT MYERS FL 33908","Revise engineering transoms from 2' to 2.6' rise from 3' to 4'","Closed-Revision Approved","1","ePlan",
"OPN2023-05146","15107 CAPTIVA DR, BLDG 10, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front door, like for like","Closed-Withdrawn","0","ePlan",
"OPN2023-04027-R01","5121 WEST HYDE PARK CT, 104, FORT MYERS FL 33912","Add #1 Fl 14608.3, Add 2,3,4,4.1,8, 8.1 to FL 16412.3","Closed-Revision Approved","1","ePlan",
"OPN2023-02990-R02","15962 CUTTERS CT, FORT MYERS FL 33908","Add 14 & 15 FL 17162.1, add 16 Fl 14604.5, add 18 FL 20468.7","Closed-Revision Approved","2","ePlan",
"OPN2023-05145","15107 CAPTIVA DR, BLDG 8, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front doors, like for like.","Closed-Withdrawn","0","ePlan",
"RES2023-08192-R01","3824 HELMS CT, FORT MYERS FL 33905","*R01 - Revision to Metal Truss design. Changing the design of the metal trusses. Going to a more traditional lower/flat design instead of a high vaulted design. Enclosing new drawings. Revision to HVAC Plan. Going to use 3 mini split systems instead of one condenser unit feeding 3 inside AC wall units as originally drawn by the architect.","Closed-Revision Approved","2","ePlan",
"OPN2023-05144","15107 CAPTIVA DR, BLDG 7, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front door","Closed-Withdrawn","0","ePlan",
"ROF2023-23306","17280 JEAN ST, FORT MYERS FL 33967","Recover single ply flat","Permit Expired","0","ePlan",
"OPN2023-05143","15107 CAPTIVA DR, BLDG 6, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front doors, like for like","Closed-Withdrawn","0","ePlan",
"RES2023-08109-R01","1527 WOODWIND CT, FORT MYERS FL 33919","Change plans to add panel roofing","Closed-Revision Approved","1","ePlan",
"OPN2023-05142","15107 CAPTIVA DR, BLDG 5, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front door, like for like.","Closed-Withdrawn","0","ePlan",
"OPN2023-05141","15107 CAPTIVA DR, BLDG 4, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front door, like for like.","Closed-Withdrawn","0","ePlan",
"OPN2023-05140","15107 CAPTIVA DR, BLDG 3, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front door, like for like","Closed-Withdrawn","0","ePlan",
"OPN2023-05139","15107 CAPTIVA DR, BLDG 2, CAPTIVA FL 33924","replace windows with wind rated windows, like for like.replace front door, like for like","Closed-Voided","0","ePlan",
"OPN2023-05138","15107 CAPTIVA DR, BLDG 1, CAPTIVA FL 33924","replace windows with wind rated windows, like for likereplace front door, like for like","Closed-Voided","0","ePlan",
"FNC2023-03027","2421 THOMPSON RD, ALVA FL 33920","6 feet high black chain link fence","Closed-CC Issued","0","ePlan",
"MRV2023-00222-R01","14705 CONSTITUTION WAY, NORTH FORT MYERS FL 33917","Change in floorplan","Closed-Revision Approved","2","ePlan",
"FIR2023-00385-R01","1896 PARK MEADOWS DR, FORT MYERS FL 33907","Change in plans added sheets 3-4","Closed-Revision Approved","1","ePlan",
"COM2023-00639-R01","0 NORTH BROOK C/E, NORTH FORT MYERS FL 33917","Change in plans with kiosk from 1 to 2 and change in pad size","Closed-Revision Approved","1","ePlan",
"MEC2023-07350-R01","4566 SEMINOLE ST, FORT MYERS FL 33905","Duct change out","Closed-Revision Approved","1","ePlan",
"ELE2023-04500","2713 E CYPRESS AVE, FORT MYERS FL 33905","panel change","Closed-CC Issued","0","ePlan",
"SOL2023-01067-R01","6564 BAY RIDGE WAY, FORT MYERS FL 33908","On R1 layout was changed and one panel was moved over to the second row","Closed-Revision Approved","1","ePlan",
"SOL2023-01418","7169 COCCOLOBA WAY, BOKEELIA FL 33922","INSTALLATION OF PHOTOVOLTAIC SOLAR PANELS ON ROOFTOP","Waiting on Applicant","0","ePlan",
"SOL2023-01417","7169 COCCOLOBA WAY, BOKEELIA FL 33922","INSTALLATION OF ROOF MOUNT SOLAR ELECTRIC PV SYSTEM","Closed-CC Issued","0","ePlan",
"ELE2023-04499","19681 SUMMERLIN RD, 366, FORT MYERS FL 33908","Change out outlets to RV pedestal.","Closed-CC Issued","0","ePlan",
"SOL2023-01416","5325 BEAUTY ST, LEHIGH ACRES FL 33971","INSTALLATION OF ROOF MOUNT SOLAR. ELECTRIC  PV SYSTEM","Permit Expired","0","ePlan",
"MEC2023-07556","15518 ROYAL COACH CIR, NORTH FORT MYERS FL 33917","A/C changeout like for like package unit Royal Coach Estates. Install is at 15518 Royal Coach Cir","Closed-CC Issued","0","ePlan",
"COM2023-02656","6777 WINKLER RD, 108, FORT MYERS FL 33919","Remove and replace metal panels from carport. Replace with 26g Mega Rib panels.","Closed-Withdrawn","0","ePlan",
"RES2023-13642","2910 37TH ST W, LEHIGH ACRES FL 33971","New home with accessory apartment*Plan Review & Inspections done by Private Provider- Freedom Code Compliance Corp*","Closed-CO Issued","1","ePlan",
"OPN2023-05137","16675 FOREST BLVD, 104, FORT MYERS FL 33908","REPLACE 2 DOORS WITH IMPACT","Closed-CC Issued","0","ePlan",
"POL2023-01135","14902 PORTICO BLVD, FORT MYERS FL 33905","Pool,Spa,Deck","Closed-CC Issued","0","ePlan",
"ELE2023-04498","19681 SUMMERLIN RD, 638, FORT MYERS FL 33908","Change out outlets to RV Pedestal","Closed-CC Issued","0","ePlan",
"SOL2023-01415","7545 MORGAN RD, FORT MYERS FL 33967","PV Solar Panel Installation Roof MountedLineside Tap in Main Panel Inside Exterior Wall","Permit Expired","0","ePlan",
"COM2023-02655","6777 WINKLER RD, 279, FORT MYERS FL 33919","Remove metal panels from carport and replace with 26g mega rib panels.","Closed-Withdrawn","0","ePlan",
"MEC2023-07555","19160 AQUA SHORE DR, FORT MYERS FL 33913","LIKE FOR LIKE AC CHANGEOUT/ REPLACEMENT SPLIT SYSTEM 3 TON- 16.7 SEER- 10 KW","Closed-CC Issued","0","ePlan",
"POL2023-01134","20637 GREENWICH PL, ESTERO FL 33928","Pool,Spa,Deck","Closed-CC Issued","0","ePlan",
"COM2023-02654","6777 WINKLER RD, 282, FORT MYERS FL 33919","Remove metal panels from carport and replace with 26g mega rib panels.","Closed-Withdrawn","0","ePlan",
"COM2023-02653","290 GULF BLVD, 18, BOCA GRANDE FL 33921","Rebuild per plan due to damages from Hurricane Ian. *Plan Review & Inspections Done By Private Provider – Apex Engineering Services*","Closed-Withdrawn","0","ePlan",
"FNC2023-03026","11437 WATERFORD VILLAGE DR, FORT MYERS FL 33913","Install 102 Lf of 6' high privacy vinyl fence with 2 gates","Closed-CC Issued","0","ePlan",
"COM2023-02652","6777 WINKLER RD, 272, FORT MYERS FL 33919","Remove metal panels from carport and replace with 26g mega rib panels.","Closed-Withdrawn","0","ePlan",
"ROF2023-23305","19301 GOTTARDE RD, NORTH FORT MYERS FL 33917","Metal Roof Replacement-BARN *Inspections Done By Private Provider – Skye Tec Engineering Services*","Closed-Withdrawn","0","ePlan",
"COM2023-02651","6777 WINKLER RD, 215, FORT MYERS FL 33919","Remove and replace metal panels from carport. Replace with 26g Mega Rib panels.","Closed-Withdrawn","0","ePlan",
"SOL2023-01414","40 EAST NORTH SHORE AVE, NORTH FORT MYERS FL 33917","INSTALLATION OF ROOF MOUNT SOLAR ELECTRIC PV SYSTEM","Closed-CC Issued","0","ePlan",
"OPN2023-05136","8295 MAIN ST, BOKEELIA FL 33922","install 5 elec shutters","Closed-CC Issued","0","ePlan",
"ROF2023-23304","409 HAMLIN LN, NORTH FORT MYERS FL 33903","Tear off shed roof and replace with shingles","Closed-CC Issued","0","ePlan",
"OPN2023-05135","4616 VARSITY CIR, LEHIGH ACRES FL 33971","Installing 12 Accordion Shutters *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2023-13641","8096 HARRISBURG DR, FORT MYERS FL 33967","Reroof","Closed-Voided","0","ePlan",
"RES2023-02607-R01","12317 RIVER RD, FORT MYERS FL 33905","***REV: Replace Split system KW 8, TON 2 1/2 , SEER 15.2 for an additional  $9000","Closed-Revision Approved","2","Paper Submittal",
"COM2023-02650","6113 LAKE FRONT DR, FORT MYERS FL 33908","Drywall and Insulation 4'","Closed-CC Issued","0","ePlan",
"COM2023-02649","6777 WINKLER RD, 211, FORT MYERS FL 33919","Remove Metal panels from carport and replace with 26g mega rib panels.","Closed-Withdrawn","0","ePlan",
"FNC2023-03025","11570 CANOPY LOOP, FORT MYERS FL 33913","Install 189 LF of 4' high aluminum open picket fence with 2 gates","Closed-CC Issued","0","ePlan",
"ROF2023-23303","8350 HENDERSON GRADE, NORTH FORT MYERS FL 33917","Metal Reroof for barn","Closed-CC Issued","0","ePlan",
"ROF2023-23302","2517 LAKEVIEW DR, LEHIGH ACRES FL 33936","RE-ROOF SHINGLEHURRICANE IAN DAMAGE","Closed-CC Issued","0","ePlan",
"COM2023-02648","6777 WINKLER RD, 206, FORT MYERS FL 33919","Remove metal panels from carport and replace with 26g mage rib panels.","Closed-Withdrawn","0","ePlan",
"COM2023-02647","6777 WINKLER RD, 207, FORT MYERS FL 33919","Remove metal panels from Carport and replace with metal panels 26g mega rib.","Closed-Withdrawn","0","ePlan",
"ROF2023-23301","3719 32ND ST SW, LEHIGH ACRES FL 33976","Re-Roof","Closed-CC Issued","0","ePlan",
"SOL2023-01413","2510 66TH ST W, LEHIGH ACRES FL 33971","Rooftop solar panel (PV) installation x25 solar panels, x25 inverters x1 10kwh Battery Backup Storage","Closed-CC Issued","0","ePlan",
"OCC2023-00644","13660 BONITA BEACH RD SE, BONITA SPRINGS FL 34135","Restaurant with beer and wine license","Closed-Cert of Use Issued","0","Paper Submittal",
"RES2023-13640","118 LOUIS AVE, LEHIGH ACRES FL 33936","50 x 42 STEEL SHED WITH LEAN TO WITH LAP SIDING","Permit Expired","0","Paper Submittal",
"COM2023-02646","6777 WINKLER RD, 200, FORT MYERS FL 33919","Remove metal roof from carport and replace with metal 26 mega rib panels.","Closed-Withdrawn","0","ePlan",
"ROF2023-23300","8350 HENDERSON GRADE, NORTH FORT MYERS FL 33917","Metal Reroof main house","Closed-CC Issued","0","ePlan",
"SOL2023-01412","9040 FLAMINGO CIR, NORTH FORT MYERS FL 33903","ROOF MOUNTED SOLAR PV SYSTEM *Plan Review & Inspections Done By Private Provider – Inspection Solutions*","Permit Expired","0","ePlan",
"RES2023-13639","14720 PATRICK HENRY RD, NORTH FORT MYERS FL 33917","Aluminum Roofover","Closed-CC Issued","0","ePlan",
"SOL2023-01411","504 EIGHTH AVE, LEHIGH ACRES FL 33972","roof mounted solar pv system *Plan Review & Inspections Done By Private Provider – Inspection Solutions*","Closed-CC Issued","0","ePlan",
"POL2023-01133","3700 DOWNWIND LN, NORTH FORT MYERS FL 33917","New inground swimming pool with Spa","Closed-CC Issued","3","ePlan",
"RES2023-13638","8736 AUSTIN ST, FORT MYERS FL 33907","House had wood carport during the hurricane it got blown away now we want the carport to be done of aluminum.","Closed-Voided","0","ePlan",
"ROF2023-23299","5813 TALLOWOOD CIR, FORT MYERS FL 33919","RE-ROOF SHINGLE FLAT ROOF INCLUDED IN SCOPE OF WORKHURRICANE IAN DAMAGE","Closed-CC Issued","0","ePlan",
"OPN2023-04447-R01","15033 SEA CREST BLVD, FORT MYERS FL 33919","Add openings #3,4,5 SXS Single Hung Impact Windows FL16412.3","Closed-Revision Approved","1","ePlan",
"SOL2023-01410","8125 GOPHER TORTOISE TRL, LEHIGH ACRES FL 33972","INSTALLATION OF ROOF MOUNT SOLAR ELECTRIC PV SYSTEM","Closed-CC Issued","0","ePlan",
"FIR2023-02207","20381 NAPA LOOP, ESTERO FL 33928","GAS PIPING INSIDE HOME TO: TANKLESS W/H; DRYER; COOKTOP; FUTURE OUTDOOR KITCHEN","Closed-CC Issued","2","ePlan",
"OPN2023-05134","2453 CHERIMOYA LN, SAINT JAMES CITY FL 33956","Replacing 1 SXS Sliding Glass Impact Door *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"ROF2023-23298","3909 2ND ST SW, LEHIGH ACRES FL 33976","Shingle reroof","Closed-CC Issued","0","ePlan",
"FNC2023-03024","17021 UPRIVER DRIVE, 144, NORTH FORT MYERS FL 33917","162' of 6'h black 3 rail aluminum fence with a 6'w gate and pool code latches and hinges","Closed-CC Issued","0","ePlan",
"OPN2023-04185-R02","8749 PASEO DE VALENCIA ST, FORT MYERS FL 33908","Add openings #9,9.1,9.2 SXS Aluminum Picture Impact Windows FL#: 17162.1","Closed-Revision Approved","2","ePlan",
"ELE2023-04497","17631 SADDLEBACK LOOP, NORTH FORT MYERS FL 33917","New electrical for sewer lift station built to Florida Governmental Utility Authority specifications.","Closed-CC Issued","0","ePlan",
"OPN2023-05133","669 ASTARIAS CIR, FORT MYERS FL 33919","Replacing 1 SXS Impact French Door *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"OPN2023-05132","3335 ANTILLA CT, FORT MYERS FL 33905","Installation of 1 motorized roll down screen, 1 manual rolldown shutter and 5 accordion shutters impact rated","Closed-CC Issued","0","ePlan",
"FIR2023-02206","10970 S CLEVELAND AVE, 105, FORT MYERS FL 33907","Upgrade cellular communicator","Closed-Withdrawn","0","ePlan",
"SOL2023-01409","6705 OVERLOOK DR, FORT MYERS FL 33919","SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT","Closed-CC Issued","0","ePlan",
"ROF2023-23297","8959 CROWN BRIDGE WAY, FORT MYERS FL 33908","Remove existing tile roof and replace with new tile roof","Closed-CC Issued","0","ePlan",
"MEC2023-07554","4915 BYWOOD ST, LEHIGH ACRES FL 33971","a/c change out equipment only 3 ton 15.2 seers  with 7.5 kw heat","Closed-CC Issued","0","ePlan",
"ROF2023-23296","8739 PASEO DE VALENCIA ST, FORT MYERS FL 33908","Remove existing tile roof and replace with new tile roof","Closed-CC Issued","0","ePlan",
"ROF2023-23295","3401 15TH ST W, LEHIGH ACRES FL 33971","Reroof due to hurricane Ian","Closed-CC Issued","0","Paper Submittal",
"ROF2023-23294","16814 CAPTIVA DR, CAPTIVA FL 33924","Remove existing metal roof and replace with new standing seam metal roof","Closed-CC Issued","0","ePlan",
"ROF2023-21769-R01","12339 JEWEL STONE LN, FORT MYERS FL 33913","**Rev. permit is for Tile and not Shingle replacement NOA 22-1221-01 exp. 9/13/27**","Closed-Revision Approved","2","ePlan",
"POL2023-01132","7041 DEL WEBB OAK CREEK BLVD, NORTH FORT MYERS FL 33917","RESIDENTIAL POOL & SPA","Closed-CC Issued","0","ePlan",
"POL2023-01131","11311 CANAL GRANDE DR, FORT MYERS FL 33913","pool, spa, paver deck, *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CC Issued","1","ePlan",
"OPN2023-05131","4307 21ST ST SW, LEHIGH ACRES FL 33976","Replacing 2 entry doors and 1 window, size for size.","Closed-CC Issued","0","ePlan",
"RES2023-13637","17744 COURTSIDE LANDINGS CIR, PUNTA GORDA FL 33955","Replace screen enclosure like for like due to Hurricane Ian","Closed-CC Issued","0","ePlan",
"SGN2023-00607","13300 S CLEVELAND AVE, 30, FORT MYERS FL 33907","install tenant panel (double sided) to existing ground sign","Closed-CC Issued","0","ePlan",
"SGN2023-00606","13300 S CLEVELAND AVE, 30, FORT MYERS FL 33907","install tenant panel (double sided) to existing ground sign","Closed-CC Issued","1","ePlan",
"OPN2023-05130","17507 CARAVITA LN, FORT MYERS FL 33913","INSTALL 3 MOTORIZED HURRICANE ROLL SCREEN","Closed-CC Issued","0","ePlan",
"OPN2023-05129","17851 CASTLE HARBOR DR, FORT MYERS FL 33967","Replacing 1 SXS Sliding Glass Impact Door *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2023-07553","1406 E 6TH ST, LEHIGH ACRES FL 33972","Like for like replacement of a/c equipment","Closed-CC Issued","0","ePlan",
"FNC2023-03023","717 WILLARD AVE, LEHIGH ACRES FL 33972","6' Metal Privacy Fence with Gates","Closed-CC Issued","0","Paper Submittal",
"MEC2023-07552","14981 CAPTIVA DR, CAPTIVA FL 33924","Like for like a/c change out for Captiva Fire Department unit #7.","Closed-CC Issued","0","ePlan",
"ELE2023-04496","0 ESPLANADE LAKE CLUB C/E, FORT MYERS FL 33913","New electrical for sewer lift station built to Lee County Utilities specifications.The address given was 17693 TERRACINA Dr.","Closed-CC Issued","0","ePlan",
"ROF2023-23293","5340 BRISTO ST, LEHIGH ACRES FL 33971","reroof shingle pitch'5/12 sqs'47 noa 22-0614.01 19-0506.01","Closed-CC Issued","0","ePlan",
"FNC2023-03022","2042 XELDA AVE N, LEHIGH ACRES FL 33971","6ft privacy aluminum fence","Closed-CC Issued","0","ePlan",
"FNC2023-03021","15790 CHIEF CT, FORT MYERS FL 33912","Vinyl fence dumpster enclosure","Closed-Voided","0","ePlan",
"ROF2023-23292","18 ANDROS ST, LEHIGH ACRES FL 33936","TEAR OFF/REPLACE SHINGLE ROOF","Closed-CC Issued","0","Paper Submittal",
"FIR2023-02205","12465 DOLOMITE WAY, ALVA FL 33920","GAS PIPING INSIDE HOME TO: TANKED W/H; DRYER; RANGE; FUTURE OUTDOOR POOL","Closed-CC Issued","4","ePlan",
"MEC2023-07551","9601 GREEN CYPRESS LN, 2, FORT MYERS FL 33905","Installing a 2 ton 15 seer 5 kw split system","Closed-CC Issued","0","ePlan",
"ELE2023-04495","4420 FLAGSHIP DR, FORT MYERS FL 33919","REPAIR DAMAGED TOMBSTONE DUE TO WEATHER DAMAGE AND REPLACE EXISTING 8-16 PANEL WITH NEW SQD 8-16 PANEL.","Closed-CC Issued","0","ePlan",
"ROF2023-23291","368 PROGRESS AVE, LEHIGH ACRES FL 33974","Shingle Roof1) Remove existing shingle roof, flat roof, and felt underlayment 2) Remove all damaged wood deck, up to 2 sheets of plywooda. Additional wood deck that needs to be replaced will be billed at $120 a sheet. 3) Re-nail existing wood deck with 2 ½” RS Nails4) Supply and install 1 layer of ASTM #30 felt with 1 ¾”RS nails and 1 5/8” tin caps.5) Supply and install galvanized 26 ga drip edges at perimetera. Color selected by client6) Supply and install metal flashings and valley metal where necessary.7) Supply and install asphalt shingles according to manufacturer specs. a. Color selected by client.8) Provide applicable municipal roof permit.","Closed-CC Issued","0","ePlan",
"RES2023-13636","604 PINE GROVE CT, NORTH FORT MYERS FL 33917","install a pan roof, 52' x 13', on existing concrete.  Build a  14' x 12' shed under rear section of roof and a 17' x 12' screen room with vinyl windbreaks in front of shed.","Closed-CO Issued","0","ePlan",
"RES2023-13635","8181 WINGED FOOT DR, FORT MYERS FL 33967","10 X 16 shed","Closed-CO Issued","0","Paper Submittal",
"ROF2023-23290","2208 CARACAS CT, FORT MYERS FL 33907","Remove hurricane damaged shingles and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install shingles to manufacturers specifications.","Closed-CC Issued","0","ePlan",
"RES2023-13634","1000 E PENN RD, LEHIGH ACRES FL 33936","Enclose Existing Pole Barn for Non-Air-conditioned Storage","Permit Issued","0","Paper Submittal",
"FIR2023-02204","16625 LAKE CIRCLE DR, FORT MYERS FL 33908","replace FACP (direct panel replacement)","Closed-CC Issued","0","ePlan",
"POL2023-01130","15360 RIVER VISTA DR, NORTH FORT MYERS FL 33917","pool, paver deck,*Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CC Issued","0","ePlan",
"SOL2023-01408","1561 LEE AVE, ALVA FL 33920","Installation of Roof-Mounted Photo-Voltaic System 29 panels 11.6 kw *Plan Review & Inspections Done By Private Provider – Inspected.com*","Closed-CC Issued","0","ePlan",
"OPN2023-04155-R01","16259 EDGEMONT DR, FORT MYERS FL 33908","Add opening #1 SXS Therma Tru Impact Door FL#: 20468.12Add openings #3,3.1,16,17,19,20,21 SXS Single Hung Impact Windows FL#:16412.3Add openings #2,4,7,18,21.1 SXS Vinyl Fixed Impact Windows FL#: 14608.3Add openings #6,8 SXS Horizontal Roller Impact Windows FL#: 16804.3","Closed-Revision Approved","1","ePlan",
"OPN2023-05128","1700 PINE VALLEY DR, 322, FORT MYERS FL 33907","Remove & Replace Size for Size 6 Windows in 1 Opening with Impact Product","Closed-CC Issued","0","ePlan",
