Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
Mobile Home Install,Closed-CO Issued,2,ePlan,,-81.852833249506,26.710145825029,2023-09-01
"INSTALL NEW MOBILE HOME INCLUDES BLOCKING/ANCHORING, SKIRTING, PLUMBING, HVAC AND ELECTRICAL",Closed-CO Issued,1,ePlan,,-81.85184113645,26.710883631435,2023-09-01
"install new mobile home includes blocking/anchoring, plumbing, skirting, HVAC and electrical",Closed-CO Issued,2,ePlan,,-81.85240045722,26.710807601661,2023-09-01
"install new mobile home includes blocking/anchoring, skirting, plumbing, HVAC and electrical",Closed-CO Issued,2,ePlan,,-81.852949214941,26.710194815388,2023-09-01
"install new mobile home includes blocking/anchoring, plumbing, skirting, HVAC and electrical",Closed-CO Issued,1,ePlan,,-81.853005152443,26.710089155664,2023-09-01
install new mobile home in River Trails lot 11,Closed-CO Issued,2,ePlan,,-81.852671098587,26.710618779214,2023-09-01
Install hood suppression system,Closed-CC Issued,0,ePlan,,-81.827813806789,26.460491920391,2023-09-01
"Replace Entry door, size for size",Closed-CC Issued,0,ePlan,,-81.837454998424,26.571652426233,2023-09-01
"Replace Entry door, size for size",Closed-CC Issued,0,ePlan,,-81.847189612309,26.484739753604,2023-09-01
200 amp ats,Permit Expired,0,ePlan,,,,2023-09-01
Install of new steel garage with lap siding,Closed-CO Issued,0,ePlan,,-81.681233535678,26.585638994162,2023-09-01
Single family residence   3 bedroom,Ready-Documents Required,1,ePlan,,-81.677058409936,26.583970328746,2023-09-01
Riser is bent. Replace riser.,Closed-CC Issued,0,ePlan,,-81.755497911393,26.707147765425,2023-09-01
NEW SFR,Closed-CO Issued,1,ePlan,,-81.650885008268,26.649097320757,2023-09-01
Installation of Photovoltaic Solar System,Closed-Withdrawn,0,ePlan,,,,2023-09-01
Remove and replace damaged roof with new peel and stick underlayment and tamko fiberglass shingles.,Closed-CC Issued,0,ePlan,,-81.707670460966,26.598535435823,2023-09-01
Small shed at rear of home,Closed-Withdrawn,0,ePlan,,-81.665424293087,26.685928282229,2023-09-01
"replace windows with wind rated windows, like for like.replace front doors, like for like.",Closed-Withdrawn,0,ePlan,,,,2023-09-01
Revise engineering transoms from 2' to 2.6' rise from 3' to 4',Closed-Revision Approved,1,ePlan,,-81.871305834165,26.500238401058,2023-09-01
"replace windows with wind rated windows, like for like.replace front door, like for like",Closed-Withdrawn,0,ePlan,,,,2023-09-01
"Add #1 Fl 14608.3, Add 2,3,4,4.1,8, 8.1 to FL 16412.3",Closed-Revision Approved,1,ePlan,,-81.868478795457,26.537061273151,2023-09-01
"Add 14 & 15 FL 17162.1, add 16 Fl 14604.5, add 18 FL 20468.7",Closed-Revision Approved,2,ePlan,,-81.971455368064,26.508193961418,2023-09-01
"replace windows with wind rated windows, like for like.replace front doors, like for like.",Closed-Withdrawn,0,ePlan,,,,2023-09-01
*R01 - Revision to Metal Truss design. Changing the design of the metal trusses. Going to a more traditional lower/flat design instead of a high vaulted design. Enclosing new drawings. Revision to HVAC Plan. Going to use 3 mini split systems instead of one condenser unit feeding 3 inside AC wall units as originally drawn by the architect.,Closed-Revision Approved,2,ePlan,,,,2023-09-01
"replace windows with wind rated windows, like for like.replace front door",Closed-Withdrawn,0,ePlan,,,,2023-09-01
Recover single ply flat,Permit Expired,0,ePlan,,-81.829001840645,26.488331853614,2023-09-01
"replace windows with wind rated windows, like for like.replace front doors, like for like",Closed-Withdrawn,0,ePlan,,,,2023-09-01
Change plans to add panel roofing,Closed-Revision Approved,1,ePlan,,-81.887312879942,26.580265714561,2023-09-01
"replace windows with wind rated windows, like for like.replace front door, like for like.",Closed-Withdrawn,0,ePlan,,,,2023-09-01
"replace windows with wind rated windows, like for like.replace front door, like for like.",Closed-Withdrawn,0,ePlan,,,,2023-09-01
"replace windows with wind rated windows, like for like.replace front door, like for like",Closed-Withdrawn,0,ePlan,,,,2023-09-01
"replace windows with wind rated windows, like for like.replace front door, like for like",Closed-Voided,0,ePlan,,,,2023-09-01
"replace windows with wind rated windows, like for likereplace front door, like for like",Closed-Voided,0,ePlan,,,,2023-09-01
6 feet high black chain link fence,Closed-CC Issued,0,ePlan,,,,2023-09-01
Change in floorplan,Closed-Revision Approved,2,ePlan,,-81.864568710586,26.67888919179,2023-09-01
Change in plans added sheets 3-4,Closed-Revision Approved,1,ePlan,,-81.877034626304,26.567063028674,2023-09-01
Change in plans with kiosk from 1 to 2 and change in pad size,Closed-Revision Approved,1,ePlan,,,,2023-09-01
Duct change out,Closed-Revision Approved,1,ePlan,,-81.818778530025,26.676397833605,2023-09-01
panel change,Closed-CC Issued,0,ePlan,,-81.741918641679,26.70795177595,2023-09-01
On R1 layout was changed and one panel was moved over to the second row,Closed-Revision Approved,1,ePlan,,-81.864389120661,26.492951000364,2023-09-01
INSTALLATION OF PHOTOVOLTAIC SOLAR PANELS ON ROOFTOP,Waiting on Applicant,0,ePlan,,-82.143838194162,26.682175287649,2023-09-01
INSTALLATION OF ROOF MOUNT SOLAR ELECTRIC PV SYSTEM,Closed-CC Issued,0,ePlan,,-82.143838194162,26.682175287649,2023-09-01
Change out outlets to RV pedestal.,Closed-CC Issued,0,ePlan,,,,2023-09-01
INSTALLATION OF ROOF MOUNT SOLAR. ELECTRIC  PV SYSTEM,Permit Expired,0,ePlan,,-81.740050921605,26.62738203483,2023-09-01
A/C changeout like for like package unit Royal Coach Estates. Install is at 15518 Royal Coach Cir,Closed-CC Issued,0,ePlan,,-81.865074397076,26.691218548124,2023-09-01
Remove and replace metal panels from carport. Replace with 26g Mega Rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
New home with accessory apartment*Plan Review & Inspections done by Private Provider- Freedom Code Compliance Corp*,Closed-CO Issued,1,ePlan,,,,2023-09-01
REPLACE 2 DOORS WITH IMPACT,Closed-CC Issued,0,ePlan,,-81.859785756232,26.505370805081,2023-09-01
"Pool,Spa,Deck",Closed-CC Issued,0,ePlan,,,,2023-09-01
Change out outlets to RV Pedestal,Closed-CC Issued,0,ePlan,,,,2023-09-01
PV Solar Panel Installation Roof MountedLineside Tap in Main Panel Inside Exterior Wall,Permit Expired,0,ePlan,,-81.822674842442,26.471493434398,2023-09-01
Remove metal panels from carport and replace with 26g mega rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
LIKE FOR LIKE AC CHANGEOUT/ REPLACEMENT SPLIT SYSTEM 3 TON- 16.7 SEER- 10 KW,Closed-CC Issued,0,ePlan,,-81.741099357314,26.458708926985,2023-09-01
"Pool,Spa,Deck",Closed-CC Issued,0,ePlan,,,,2023-09-01
Remove metal panels from carport and replace with 26g mega rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
Rebuild per plan due to damages from Hurricane Ian. *Plan Review & Inspections Done By Private Provider â Apex Engineering Services*,Closed-Withdrawn,0,ePlan,,,,2023-09-01
Install 102 Lf of 6' high privacy vinyl fence with 2 gates,Closed-CC Issued,0,ePlan,,-81.744043719967,26.577878220096,2023-09-01
Remove metal panels from carport and replace with 26g mega rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
Metal Roof Replacement-BARN *Inspections Done By Private Provider â Skye Tec Engineering Services*,Closed-Withdrawn,0,ePlan,,-81.8389186745,26.745037643603,2023-09-01
Remove and replace metal panels from carport. Replace with 26g Mega Rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
INSTALLATION OF ROOF MOUNT SOLAR ELECTRIC PV SYSTEM,Closed-CC Issued,0,ePlan,,-81.877094158738,26.665237104947,2023-09-01
install 5 elec shutters,Closed-CC Issued,0,ePlan,,-82.161772396251,26.705817060862,2023-09-01
Tear off shed roof and replace with shingles,Closed-CC Issued,0,ePlan,,-81.901403014459,26.677324834569,2023-09-01
"Installing 12 Accordion Shutters *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.726139326375,26.627736549212,2023-09-01
Reroof,Closed-Voided,0,ePlan,,-81.817899622633,26.480553698918,2023-09-01
"***REV: Replace Split system KW 8, TON 2 1/2 , SEER 15.2 for an additional  $9000",Closed-Revision Approved,2,Paper Submittal,,-81.752128817529,26.714191646794,2023-09-01
Drywall and Insulation 4',Closed-CC Issued,0,ePlan,,-81.857347054215,26.489033981067,2023-09-01
Remove Metal panels from carport and replace with 26g mega rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
Install 189 LF of 4' high aluminum open picket fence with 2 gates,Closed-CC Issued,0,ePlan,,,,2023-09-01
Metal Reroof for barn,Closed-CC Issued,0,ePlan,,-81.82083252397,26.742529711214,2023-09-01
RE-ROOF SHINGLEHURRICANE IAN DAMAGE,Closed-CC Issued,0,ePlan,,-81.594518616384,26.622494388939,2023-09-01
Remove metal panels from carport and replace with 26g mage rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
Remove metal panels from Carport and replace with metal panels 26g mega rib.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
Re-Roof,Closed-CC Issued,0,ePlan,,-81.695823724149,26.583676837333,2023-09-01
"Rooftop solar panel (PV) installation x25 solar panels, x25 inverters x1 10kwh Battery Backup Storage",Closed-CC Issued,0,ePlan,,-81.664033546877,26.677638772652,2023-09-01
Restaurant with beer and wine license,Closed-Cert of Use Issued,0,Paper Submittal,,,,2023-09-01
50 x 42 STEEL SHED WITH LEAN TO WITH LAP SIDING,Permit Expired,0,Paper Submittal,,-81.572627991346,26.604214488105,2023-09-01
Remove metal roof from carport and replace with metal 26 mega rib panels.,Closed-Withdrawn,0,ePlan,,-81.898124397834,26.536987217663,2023-09-01
Metal Reroof main house,Closed-CC Issued,0,ePlan,,-81.82083252397,26.742529711214,2023-09-01
ROOF MOUNTED SOLAR PV SYSTEM *Plan Review & Inspections Done By Private Provider â Inspection Solutions*,Permit Expired,0,ePlan,,-81.911441430551,26.703481322203,2023-09-01
Aluminum Roofover,Closed-CC Issued,0,ePlan,,-81.863294293041,26.680372957338,2023-09-01
roof mounted solar pv system *Plan Review & Inspections Done By Private Provider â Inspection Solutions*,Closed-CC Issued,0,ePlan,,-81.619207055878,26.618027534553,2023-09-01
New inground swimming pool with Spa,Closed-CC Issued,3,ePlan,,-81.896783489379,26.739749120336,2023-09-01
House had wood carport during the hurricane it got blown away now we want the carport to be done of aluminum.,Closed-Voided,0,ePlan,,-81.870418424709,26.55913824742,2023-09-01
RE-ROOF SHINGLE FLAT ROOF INCLUDED IN SCOPE OF WORKHURRICANE IAN DAMAGE,Closed-CC Issued,0,ePlan,,-81.886895524526,26.564086981896,2023-09-01
"Add openings #3,4,5 SXS Single Hung Impact Windows FL16412.3",Closed-Revision Approved,1,ePlan,,-81.915984096361,26.522641147583,2023-09-01
INSTALLATION OF ROOF MOUNT SOLAR ELECTRIC PV SYSTEM,Closed-CC Issued,0,ePlan,,-81.659338227986,26.623018508743,2023-09-01
GAS PIPING INSIDE HOME TO: TANKLESS W/H; DRYER; COOKTOP; FUTURE OUTDOOR KITCHEN,Closed-CC Issued,2,ePlan,,,,2023-09-01
"Replacing 1 SXS Sliding Glass Impact Door *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2023-09-01
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.701837287184,26.6108946831,2023-09-01
162' of 6'h black 3 rail aluminum fence with a 6'w gate and pool code latches and hinges,Closed-CC Issued,0,ePlan,,,,2023-09-01
"Add openings #9,9.1,9.2 SXS Aluminum Picture Impact Windows FL#: 17162.1",Closed-Revision Approved,2,ePlan,,-81.906533590237,26.514476716025,2023-09-01
New electrical for sewer lift station built to Florida Governmental Utility Authority specifications.,Closed-CC Issued,0,ePlan,,,,2023-09-01
"Replacing 1 SXS Impact French Door *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.903895804851,26.561832589062,2023-09-01
"Installation of 1 motorized roll down screen, 1 manual rolldown shutter and 5 accordion shutters impact rated",Closed-CC Issued,0,ePlan,,,,2023-09-01
Upgrade cellular communicator,Closed-Withdrawn,0,ePlan,,-81.872050759582,26.579691737873,2023-09-01
SOLAR POOL HEATER ROOF MOUNTED HOOKED UP TO EXISTING POOL EQUIPMENT,Closed-CC Issued,0,ePlan,,-81.892127944697,26.543253289179,2023-09-01
Remove existing tile roof and replace with new tile roof,Closed-CC Issued,0,ePlan,,-81.896871592916,26.50721191245,2023-09-01
a/c change out equipment only 3 ton 15.2 seers  with 7.5 kw heat,Closed-CC Issued,0,ePlan,,-81.728308213065,26.626644837928,2023-09-01
Remove existing tile roof and replace with new tile roof,Closed-CC Issued,0,ePlan,,-81.906537120859,26.514642655497,2023-09-01
Reroof due to hurricane Ian,Closed-CC Issued,0,Paper Submittal,,-81.687228954443,26.626635836986,2023-09-01
Remove existing metal roof and replace with new standing seam metal roof,Closed-CC Issued,0,ePlan,,,,2023-09-01
**Rev. permit is for Tile and not Shingle replacement NOA 22-1221-01 exp. 9/13/27**,Closed-Revision Approved,2,ePlan,,-81.755121350065,26.596731815347,2023-09-01
RESIDENTIAL POOL & SPA,Closed-CC Issued,0,ePlan,,,,2023-09-01
"pool, spa, paver deck, *Inspections Done By Private Provider â eAtlantic Engineering*",Closed-CC Issued,1,ePlan,,,,2023-09-01
"Replacing 2 entry doors and 1 window, size for size.",Closed-CC Issued,0,ePlan,,-81.710496773139,26.593091712878,2023-09-01
Replace screen enclosure like for like due to Hurricane Ian,Closed-CC Issued,0,ePlan,,,,2023-09-01
install tenant panel (double sided) to existing ground sign,Closed-CC Issued,0,ePlan,,-81.871737722178,26.549094760874,2023-09-01
install tenant panel (double sided) to existing ground sign,Closed-CC Issued,1,ePlan,,-81.871737722178,26.549094760874,2023-09-01
INSTALL 3 MOTORIZED HURRICANE ROLL SCREEN,Closed-CC Issued,0,ePlan,,,,2023-09-01
"Replacing 1 SXS Sliding Glass Impact Door *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.795276833973,26.478683644948,2023-09-01
Like for like replacement of a/c equipment,Closed-CC Issued,0,ePlan,,-81.610659805524,26.621443741551,2023-09-01
6' Metal Privacy Fence with Gates,Closed-CC Issued,0,Paper Submittal,,-81.640690813857,26.625297761511,2023-09-01
Like for like a/c change out for Captiva Fire Department unit #7.,Closed-CC Issued,0,ePlan,,,,2023-09-01
New electrical for sewer lift station built to Lee County Utilities specifications.The address given was 17693 TERRACINA Dr.,Closed-CC Issued,0,ePlan,,,,2023-09-01
reroof shingle pitch'5/12 sqs'47 noa 22-0614.01 19-0506.01,Closed-CC Issued,0,ePlan,,-81.737375722184,26.63129542838,2023-09-01
6ft privacy aluminum fence,Closed-CC Issued,0,ePlan,,-81.700946440514,26.636690521053,2023-09-01
Vinyl fence dumpster enclosure,Closed-Voided,0,ePlan,,-81.856390658825,26.512298873008,2023-09-01
TEAR OFF/REPLACE SHINGLE ROOF,Closed-CC Issued,0,Paper Submittal,,-81.641667538593,26.597848235456,2023-09-01
GAS PIPING INSIDE HOME TO: TANKED W/H; DRYER; RANGE; FUTURE OUTDOOR POOL,Closed-CC Issued,4,ePlan,,,,2023-09-01
Installing a 2 ton 15 seer 5 kw split system,Closed-CC Issued,0,ePlan,,-81.79679950159,26.675910827298,2023-09-01
REPAIR DAMAGED TOMBSTONE DUE TO WEATHER DAMAGE AND REPLACE EXISTING 8-16 PANEL WITH NEW SQD 8-16 PANEL.,Closed-CC Issued,0,ePlan,,-81.915281179577,26.551277646767,2023-09-01
"Shingle Roof1) Remove existing shingle roof, flat roof, and felt underlayment 2) Remove all damaged wood deck, up to 2 sheets of plywooda. Additional wood deck that needs to be replaced will be billed at $120 a sheet. 3) Re-nail existing wood deck with 2 Â½â RS Nails4) Supply and install 1 layer of ASTM #30 felt with 1 Â¾âRS nails and 1 5/8â tin caps.5) Supply and install galvanized 26 ga drip edges at perimetera. Color selected by client6) Supply and install metal flashings and valley metal where necessary.7) Supply and install asphalt shingles according to manufacturer specs. a. Color selected by client.8) Provide applicable municipal roof permit.",Closed-CC Issued,0,ePlan,,-81.63853952173,26.577276022965,2023-09-01
"install a pan roof, 52' x 13', on existing concrete.  Build a  14' x 12' shed under rear section of roof and a 17' x 12' screen room with vinyl windbreaks in front of shed.",Closed-CO Issued,0,ePlan,,-81.870602735671,26.693477730009,2023-09-01
10 X 16 shed,Closed-CO Issued,0,Paper Submittal,,-81.816134828059,26.484955466494,2023-09-01
Remove hurricane damaged shingles and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install shingles to manufacturers specifications.,Closed-CC Issued,0,ePlan,,-81.864947576707,26.569608491195,2023-09-01
Enclose Existing Pole Barn for Non-Air-conditioned Storage,Permit Issued,0,Paper Submittal,,-81.61628430182,26.604684840804,2023-09-01
replace FACP (direct panel replacement),Closed-CC Issued,0,ePlan,,-81.931554793962,26.498959923786,2023-09-01
"pool, paver deck,*Inspections Done By Private Provider â eAtlantic Engineering*",Closed-CC Issued,0,ePlan,,-81.85787359761,26.686556348056,2023-09-01
Installation of Roof-Mounted Photo-Voltaic System 29 panels 11.6 kw *Plan Review & Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,,,2023-09-01
"Add opening #1 SXS Therma Tru Impact Door FL#: 20468.12Add openings #3,3.1,16,17,19,20,21 SXS Single Hung Impact Windows FL#:16412.3Add openings #2,4,7,18,21.1 SXS Vinyl Fixed Impact Windows FL#: 14608.3Add openings #6,8 SXS Horizontal Roller Impact Windows FL#: 16804.3",Closed-Revision Approved,1,ePlan,,-81.907757082663,26.500344598496,2023-09-01
Remove & Replace Size for Size 6 Windows in 1 Opening with Impact Product,Closed-CC Issued,0,ePlan,,,,2023-09-01
Remove and replace the existing tile roof system and install a new 4B tile roof with a secondary water barrier.,Closed-CC Issued,0,ePlan,,,,2023-09-01
GAS PIPING INSIDE HOME TO: TANKED W/H; DRYER; RANGE; FUTURE OUTDOOR KITCHEN,Closed-CC Issued,4,ePlan,,,,2023-09-01
"Carport due to hurricane Ian damage *Inspections Done By Private Provider â ECS Florida, LLC*",Closed-CC Issued,0,ePlan,,-81.881115201813,26.69486052118,2023-09-01
24GA standing seam metal roof replacement.,Closed-CC Issued,0,ePlan,,,,2023-09-01
Replace existing 100-amp main lug panel with new.,Closed-CC Issued,0,ePlan,,-81.881605779391,26.560873604074,2023-09-01
SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW THE ROOF EXSITING PLUMBMING & VALVES,Closed-CC Issued,0,ePlan,,-81.892445204754,26.499356245556,2023-09-01
REPLACE EXISTING 40 GAL ELECTRIC WATER HEATER LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.892786485501,26.528062635228,2023-09-01
Install 247' of 6' high board on board wood privacy fence with 3-3' opening single swing gates & 1-6' opening double swing gate.,Closed-Withdrawn,0,ePlan,,-81.895454052287,26.59246059622,2023-09-01
"Installation of Roof-Mounted Photo-Voltaic System, 31 modules 12.4 kw *Inspections Done By Private Provider â Inspected.com*",Closed-Withdrawn,0,ePlan,,-81.912821531225,26.648134428249,2023-09-01
INSTALLATION OF A 15.99KW ROOF TOP MOUNT PV SOLAR SYSTEM.,Closed-CC Issued,0,ePlan,,-81.62799838811,26.548919089683,2023-09-01
"Install lanai due to hurricane Ian damage *Inspections Done By Private Provider â ECS Florida, LLC*",Closed-CC Issued,0,ePlan,,-81.822268652934,26.484853350994,2023-09-01
Replace old system with a new 3.5 ton 15 seer split system. Replacing of all old duct work with new.,Closed-CC Issued,0,ePlan,,-81.819680860788,26.556784448747,2023-09-01
Install 60 mil TPO over existing roof,Closed-CC Issued,0,ePlan,,-81.888101442359,26.699921371171,2023-09-01
4ft chain link fence & 6 ft metal privacy fence with gates.,Closed-CC Issued,0,Paper Submittal,,,,2023-09-01
Mini splits installed,Permit Expired,0,ePlan,,-81.950252692219,26.519696877114,2023-09-01
Install Public Safety Antenna system as per plans.,Closed-Completed,0,ePlan,,-81.750808023558,26.556757668579,2023-09-01
Remove and replace shingles,Closed-CC Issued,0,ePlan,,-81.91248973095,26.702586823371,2023-09-01
Reroof,Closed-CC Issued,0,ePlan,,-81.740004043374,26.608121855873,2023-09-01
replace system,Closed-CC Issued,0,ePlan,,-82.124210436949,26.620437220659,2023-09-01
100 amp temp service,Closed-Voided,0,ePlan,,-81.941822580458,26.497832679203,2023-09-01
ReRoof,Permit Expired,0,ePlan,,-81.895454052287,26.59246059622,2023-09-01
Replace electrical panel,Closed-CC Issued,0,ePlan,,-81.801682514139,26.472202469333,2023-09-01
Complete demolition of residence due to Hurricane Ian,Closed-CC Issued,0,ePlan,,,,2023-09-01
6ft black chain link fence with gates.,Closed-CC Issued,0,Paper Submittal,,-81.635919256791,26.599959339435,2023-09-01
SHINGLE ROOF,Closed-CC Issued,0,ePlan,,-81.924658786676,26.761897099205,2023-09-01
Erect illuminated channel letter wall sign on raceway/GOODWILL.,Closed-CC Issued,0,ePlan,,,,2023-09-01
"Install new ATM sign, LED, to connect to existing electrical.",Permit Expired,0,ePlan,,-81.943031089135,26.487184094617,2023-09-01
replace system,Closed-CC Issued,0,ePlan,,-82.153145776622,26.666467595474,2023-09-01
4' Chainlink and 6' Privacy Metal Fence with Gates,Closed-Withdrawn,0,Paper Submittal,,-81.584104809812,26.607403297675,2023-09-01
Install roof mounted solar PV system,Closed-CC Issued,0,ePlan,,-81.616243195398,26.538780013699,2023-09-01
Create new windows,Closed-CC Issued,0,Paper Submittal,,-81.652155133978,26.66154157809,2023-09-01
"Ground Sign Replacement, LED to connect to existing electrical.  Revision -  engineering to show new structure changes to the pylon, nolonger just a face-replacment.",Closed-CC Issued,1,ePlan,,-81.943031089135,26.487184094617,2023-09-01
Running up to eight dedicated circuits for reach in grocery coolers,Closed-CC Issued,0,ePlan,,-81.902496100141,26.712105211689,2023-09-01
Install 500 gallon UG/LP tank connecting to new 24kw generator,Permit Expired,1,ePlan,,,,2023-09-01
"Install 1 new directional sign, C2, LED to connect to existing electrical.",Closed-CC Issued,0,ePlan,,-81.943031089135,26.487184094617,2023-09-01
Running up to ten dedicated circuits for reach in grocery coolers,Closed-CC Issued,0,ePlan,,,,2023-09-01
Running up to ten dedicated circuits for reach in grocery coolers,Permit Expired,0,ePlan,,-81.661629166156,26.561111200924,2023-09-01
"Install 1 new directional sign, C1, LED, to connect to existing electrical.",Closed-CC Issued,0,ePlan,,-81.943031089135,26.487184094617,2023-09-01
Single Family Residence,Closed-CO Issued,1,ePlan,,-81.663639007982,26.66189278692,2023-09-01
"Restore to pre Ian condition. Electrical, plumbing, drywall, cabinets and interior trims",Closed-Voided,0,ePlan,,-81.851521407848,26.480035190474,2023-09-01
Update ground system.,Closed-CC Issued,0,ePlan,,-81.953282009957,26.46322106836,2023-09-01
Install 24kw generator with (1) 200 amp ATS connecting to 500 gallon UG/LP tank,Closed-CC Issued,1,ePlan,,,,2023-09-01
Administrative office for mobile tire installation/repair. No tires stored on site. The business truck can be parked on the side of the building.7am-5pm Mon - Fri,Closed-Cert of Use Issued,0,Paper Submittal,,-81.658131441919,26.614372091521,2023-09-01
"Install 1 new wall sign, shop elevation, LED to connect to existing electrical.",Closed-CC Issued,0,ePlan,,-81.943031089135,26.487184094617,2023-09-01
Running up to ten dedicated circuits for reach in grocery coolers,Closed-CC Issued,0,ePlan,,-81.731938957173,26.673681713547,2023-09-01
***CLOSED/VOIDED*** Remove and replace shingles,Closed-Voided,0,ePlan,,-81.91248973095,26.702586823371,2023-09-01
Remodel due to Hurricane Ian,Closed-CC Issued,0,Paper Submittal,,-81.858571451183,26.47995538316,2023-09-01
REPLACE 6 WINDOWS SIZE/SIZE IMPACT,Closed-CC Issued,0,Paper Submittal,,-81.866334795331,26.709293019536,2023-09-01
Replace 3 Sliders and 2 exterior windows size for size,Permit Expired,0,ePlan,,-81.861908791007,26.685393389776,2023-09-01
