Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
"INSPECTED ELECTRICAL FOR FPL POWER RECONNECT. 1240 MAIN ST LOCATED ON PROPERTY WITH METERS CONNECTED TO FPL ACCOUNT 52547-10295 AND 02829-33456.1280 MAIN ST ALSO LOCATED ON PROPERTY WITH METERS CONNECTED TO FPL ACCOUNTS 58895-40299, 58895-40299 AND 84865-03322",Permit Expired,0,ePlan,,-81.949028726236,26.460887399398,2022-10-01
"Hurricane Ian repairs. replace drywall and insulation up to 4', replace electrical outlets, replace kitchens and bathroom cabinets and counters",Closed-CC Issued,0,Paper Submittal,,-81.958322304294,26.500862745388,2022-10-01
REPLACE EXISTING WATER HEATER LIKE FOR LIKE,Closed-Withdrawn,0,ePlan,,-81.847914746664,26.488901544665,2022-10-01
"repairs from Hurricane Damage on 1st floor unitswork to include drywall, paint, flooring, mechanical, plumbing, electrical, windows, doors. work location: 16585 Lake Cir Dr  Building 1  Unit 112Fort Myers, FL 33908",Waiting on Applicant,0,ePlan,,-81.933709557501,26.499164822213,2022-10-01
New Single Family Residence,Closed-Voided,0,ePlan,,-81.635210527599,26.578956208389,2022-10-01
INSTALL 3 TON 10 KW 14 SEER PKG REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.864555930515,26.678088828323,2022-10-01
Interior Remodel- Hurricane Ian.,Closed-CC Issued,0,ePlan,,-81.949196800247,26.480461988913,2022-10-01
Shingle Reroof,Closed-CC Issued,0,ePlan,,-81.691547033316,26.591434566972,2022-10-01
"DRYWALL, INSULATION, ABINETS, PLUMBING, ELECTRIC, HVAC",Permit Issued,0,Paper Submittal,,-81.949460424451,26.48481501477,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-Withdrawn,0,ePlan,,-81.932359890905,26.744167011428,2022-10-01
HURRICANE IAN EMERGENCY STORM DAMAGE. Replace mast so that customer can get power restored from LCEC,Closed-CC Issued,0,ePlan,,,,2022-10-01
Hurricane Ian Damage - Re-model,Permit Expired,0,Paper Submittal,,-81.856742300622,26.542785043993,2022-10-01
Install 2 ton 16 seer 5kw split system,Closed-CC Issued,0,ePlan,,-81.84879604117,26.686242932408,2022-10-01
Replaced A/C,Closed-CC Issued,0,ePlan,,-81.914209158017,26.751096811417,2022-10-01
"replace 200amp Outdoor Service andElectrical Panel like for like, grounding system, surge, and install j box above panel",Closed-CC Issued,0,ePlan,,-81.826669211492,26.511385057381,2022-10-01
"Redevice all outlets,  run 1â conduit for the wire to a new 12 space sub panel, install 1-20 amp breaker, 2-20 amp 2pole breakers and a 2pole 50amp 2pole breaker, Run a dedicated 80amp circuit through the attic",Closed-CC Issued,0,ePlan,,-81.955219878211,26.504043698448,2022-10-01
Re-roof,Permit Expired,0,ePlan,,-81.963757568466,26.51394694789,2022-10-01
Construction of a new Single Family Residence,Closed-CO Issued,34,ePlan,,-81.744210736931,26.625168496676,2022-10-01
Replace A/C Condenser,Closed-CC Issued,1,ePlan,,-81.91944352523,26.538210219896,2022-10-01
Interior remodel,Closed-CC Issued,0,Paper Submittal,,,,2022-10-01
INSTALLING 50A 120/240V RECEPTACLE  ON EXTERIOR WALL FOR RV..,Closed-Voided,0,ePlan,,-81.884242779702,26.516873625778,2022-10-01
Remove existing shingle roof and replace with new shingle roof,Closed-CC Issued,0,ePlan,,-81.860060187966,26.499869556017,2022-10-01
"On an emergency basis we furnished and installed a refurbished ""Like for Like"" FACP motherboard to replace the existing defective FACP motherboard.",Permit Expired,0,ePlan,,,,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-CC Issued,0,ePlan,,-81.910403335605,26.746335812505,2022-10-01
SET REPLACEMENT MANUFACTURED HOME ON ENGINEERED PIERS,Closed-CO Issued,0,ePlan,,-81.937045451647,26.503712504387,2022-10-01
"****VOID****Flood damage repairs including insulation, drywall, and finishes.",Closed-Voided,0,ePlan,,-81.862212554704,26.685299944198,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-CC Issued,0,ePlan,,-81.912613341447,26.731276834742,2022-10-01
Reroof - GAF-FL10124.1; APOC-FL26482.1,Closed-CC Issued,0,ePlan,,-81.606586407172,26.546676638576,2022-10-01
"Demolish all (mobile home, carport, shed, screen room)",Closed-CC Issued,0,ePlan,,-81.859674613719,26.522369193622,2022-10-01
Inspected electrical for Lift Station Meter for FPL power reconnect. Meter for Lift Station located on 21 Nancy Ln property.,Closed-CC Issued,0,ePlan,,-81.947646290336,26.461285752735,2022-10-01
Changing out the existing 3 ton split system with a new 3 ton split system in unit # 2,Closed-CC Issued,0,ePlan,,-81.875961277336,26.567193608201,2022-10-01
The electrical service was not damaged by wind or water and may be released for LCEC to re-energize.,Closed-CC Issued,0,ePlan,,,,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-CC Issued,0,ePlan,,-81.903057818424,26.721089912585,2022-10-01
Hvac change out,Closed-CC Issued,0,ePlan,,-81.825641207072,26.708830411212,2022-10-01
HURRICANE IAN EMERGENCY STORM DAMAGE. Replace mast so that customer can get power restored from LCEC,Closed-CC Issued,0,ePlan,,,,2022-10-01
"AC Change Out 2 Systems, Like for Like",Closed-CC Issued,0,ePlan,,-81.974508909761,26.511787217402,2022-10-01
Reroof shed/accessory structure and flat roof,Closed-Withdrawn,0,Paper Submittal,,-81.875623656773,26.66674457356,2022-10-01
"CABINTES & COUNTER TOPS IN KIT, MB & GB REPLACMENT DUE TO STORM DAMAGE",Closed-CC Issued,0,ePlan,,-81.959048511331,26.499449198015,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-CC Issued,0,ePlan,,-81.914252423769,26.747534177784,2022-10-01
Replaced A/C @ Holiday Condo,Closed-CC Issued,0,ePlan,,-81.946831635428,26.502591588168,2022-10-01
A/C Changeout,Closed-CC Issued,0,ePlan,,-81.904923727721,26.703597404298,2022-10-01
SET REPLACEMENT MANUFACTURED HOME ON ENGINEERED PIERS,Closed-CO Issued,0,ePlan,,-81.938232552627,26.502419406123,2022-10-01
Replacing Weather Mask that was damaged due to Hurricane Ian,Waiting on Applicant,0,ePlan,,-81.752641333253,26.705398060656,2022-10-01
Hurricane Ian repairs. Interior Remodel.,Permit Expired,0,ePlan,,-81.955378735766,26.505983364273,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-CC Issued,0,ePlan,,-81.917052221131,26.738386910847,2022-10-01
Reroof - GAF-FL10124.1; APOC-FL26482.1,Closed-CC Issued,0,ePlan,,-81.581965657856,26.584989807866,2022-10-01
Hurricane Ian Damage - Re-model,Closed-CC Issued,0,Paper Submittal,,-81.856830450306,26.478030457852,2022-10-01
"CABS & TOPS IN KITCHEN & DINING ROOM, RECONNECT PLUMBING IN KITCHEN, REPLACMENT DUE TO STORM DAMAGE",Closed-Withdrawn,0,ePlan,,-81.775170942414,26.707562559839,2022-10-01
REMOVER SIDE WALL SECTION OF ENCLOSURE AND REPLACE WITH A BLOCK WALL,Waiting on Applicant,0,ePlan,,,,2022-10-01
"Drywall, insulation, electrical, cabinets, interior doors and plumbing due to hurricane damage",Closed-CC Issued,0,Paper Submittal,,-81.907228001269,26.49009116102,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-CC Issued,0,ePlan,,-81.583242564924,26.530687952609,2022-10-01
Roof Renovation,Closed-CC Issued,0,ePlan,,-81.675935253045,26.61985707471,2022-10-01
REPLACE EXISTING WATER HEATER LIKE FOR LIKE,Permit Issued,0,ePlan,,-81.895906644586,26.488357467466,2022-10-01
"CABIENTS & TOPS IN KITCHEN & LAUNDRY ROOM, REPLACMENT DUE TO STORM DAMAGE",Closed-CC Issued,0,ePlan,,-81.848351666953,26.489135300797,2022-10-01
TEAR OFF OLD SHINGLE ROOF AND REROOF WITH NEW DIMENSIONAL SHINGLES,Closed-CC Issued,0,ePlan,,-81.583429006096,26.545468447667,2022-10-01
RIP AND REPLACE SHINGLE ROOF,Closed-CC Issued,0,ePlan,,-81.856320793493,26.540942395579,2022-10-01
