Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.,Closed-Voided,0,ePlan,,-81.914151544929,26.549964262254,2023-03-01
"REMODEL-ADDING VANITY (CABINETS, ELECTRIC, PLUMBING) IN THE GRAND ROOM",Ready-Documents Required,0,Paper Submittal,,-81.832322062001,26.541892030583,2023-03-01
RE-ROOF,Permit Expired,0,Paper Submittal,,-81.808371238706,26.649342212737,2023-03-01
"Construction of a new Single Family Home  *Inspections Done By Private Provider, eAtlantic Engineering*",Closed-CO Issued,38,ePlan,,-81.668263210739,26.681977678113,2023-03-01
shingle reroof-7633 garage,Closed-CC Issued,0,ePlan,,-81.82304228003,26.484959644189,2023-03-01
A/C Changeout,Closed-CC Issued,0,ePlan,,,,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.,Closed-Voided,0,ePlan,,-81.914150396217,26.549956795624,2023-03-01
REPLACE HVAC SPLIT SYSTEM2 TON - 14.3 SEER2 - 5 KWLIKE FOR LIKE,Closed-CC Issued,0,ePlan,,,,2023-03-01
NEW SINGLE FAMILY HOME,Closed-CO Issued,1,ePlan,,-81.749296795312,26.711176127817,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.,Closed-Voided,0,ePlan,,-81.914149247505,26.549949328993,2023-03-01
installing a 12'x 12' footer around the perimeter of the house.36.16'x 20.2,Closed-CC Issued,0,ePlan,,,,2023-03-01
Re-Roof asphalt shingles to asphalt shingles.,Closed-CC Issued,0,ePlan,,-81.789905956409,26.453297698026,2023-03-01
shingle reroof whole duplex,Closed-CC Issued,0,ePlan,,-81.82304228003,26.484959644189,2023-03-01
RE Roof shingle,Closed-CC Issued,0,ePlan,,-82.144499379734,26.695594813135,2023-03-01
"Construction of a new Single family home  *Inspections Done By Private Provider, eAtlantic Engineering*",Closed-CO Issued,2,ePlan,,-81.674304724103,26.65652035947,2023-03-01
Shingle Roof Replacement,Closed-CC Issued,0,ePlan,,-81.893802581914,26.724085432625,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - *Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.914148098793,26.549941862363,2023-03-01
REPLACE HVAC SPLIT SYSTEM2 TON - 14.3 SEER2 - 5 KWLIKE FOR LIKE,Closed-CC Issued,0,ePlan,,,,2023-03-01
Replace the existing Challenger Main lug panel with new SQD QO panel,Closed-CC Issued,0,ePlan,,-81.907960539746,26.52201784084,2023-03-01
RE ROOF for building 119,Closed-CC Issued,0,ePlan,,-81.888029660882,26.526898196342,2023-03-01
REPLACE HVAC SPLIT SYSTEM2 TON - 14.3 SEER2 - 5 KWLIKE FOR LIKE,Closed-CC Issued,0,ePlan,,,,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO*Inspections Done By Private Provider â Apex Engineering Services*,Closed-Withdrawn,0,ePlan,,-81.914147034743,26.549649889358,2023-03-01
4 foot wood rail fence no gate,Closed-CC Issued,0,Paper Submittal,,-81.755275440301,26.713133209061,2023-03-01
Shingle Roof Replacement,Closed-CC Issued,0,ePlan,,-81.736926817786,26.578645421091,2023-03-01
New 2227 sq ft home including MEP,Ready-Documents Required,1,ePlan,,-81.671462132094,26.662474846132,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.913347143344,26.550352457503,2023-03-01
Single-Family Home,Closed-CO Issued,2,ePlan,,,,2023-03-01
INSTALL (14) ACCORDIONS,Closed-CC Issued,0,ePlan,,-81.91655941693,26.525815444665,2023-03-01
RE ROOF,Closed-CC Issued,0,ePlan,,-81.888021328761,26.526207467386,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO*Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.914145227013,26.549923195788,2023-03-01
Cage is 4' bigger and changed beam sizes from 2X7 to 2X8,Closed-Revision Approved,1,ePlan,,-82.155711794181,26.670523515916,2022-03-01
"A/c like for like changeout.  Uninstall existing split system, reinstall new Rheem 3ton 14.3 Seer to existing duct and copper lines. Pull vacuum on system and release refrigerant into units.",Permit Expired,0,ePlan,,-81.86381956148,26.55172827654,2023-03-01
SLAB,Permit Expired,0,ePlan,,-81.588563482745,26.594483172916,2023-03-01
removing a/c in garage,Closed-Revision Approved,1,ePlan,,-81.830526993928,26.523819546406,2021-03-01
6' Chainlink W/Gate,Permit Expired,2,ePlan,,-81.835632295385,26.492607625492,2023-03-01
"CABINETS & COUTNER TOPS IN MASTER BATH, GUEST BATH, SHOWER REMODEL IN MASTER & GUEST BATHROOMS",Closed-CC Issued,0,ePlan,,-81.959042833269,26.498979810465,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.914268090573,26.549797633181,2023-03-01
Remove existing shingles and replace with like shingles.,Closed-CC Issued,0,ePlan,,-81.831298948736,26.473956461809,2023-03-01
RE ROOF for 14880 Summerlin Wood Drive Building #114,Closed-CC Issued,0,ePlan,,-81.888913092652,26.525734458032,2023-03-01
Lot 117 - POWER POLE,Permit Issued,0,ePlan,,-81.80780863042,26.651788695137,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.,Closed-Voided,0,ePlan,,-81.914268090573,26.549797633181,2023-03-01
Remove existing Shingles and install new Metal roof.,Closed-Withdrawn,0,ePlan,,-81.897781796607,26.664066728302,2023-03-01
Interior Remodel,Permit Expired,1,Paper Submittal,,-81.948157312615,26.485796505536,2023-03-01
replace existing fire alarm panel with new to be able to tie in the new elevator system,Closed-CC Issued,0,ePlan,,-81.871898968018,26.541963862221,2023-03-01
RE ROOF for building 115,Closed-CC Issued,0,ePlan,,-81.888324307226,26.525737811918,2023-03-01
RE Roof Shingle,Closed-CC Issued,0,ePlan,,-81.603360092745,26.603482025982,2023-03-01
"Remove and replace, like for like, 3 ton, 14.3 seer, 10 kw package air conditioning system.",Permit Expired,0,ePlan,,-81.649869695872,26.606711246219,2023-03-01
Install 11.48kw Photovoltaic system,Closed-CC Issued,0,ePlan,,-81.901031780251,26.760952936952,2023-03-01
Interior repairs from storm damage,Closed-Voided,0,ePlan,,-81.861859187644,26.488932251537,2023-03-01
REMOVE EXISTING ROOF AND REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.850292307681,26.474752790515,2023-03-01
Replacement Screen Enclosure- Hurricane Ian.,Permit Expired,0,ePlan,,-81.913324166371,26.555165469853,2023-03-01
Temporary generator to electrify building until permanent power is provided by power company.,Closed-Voided,0,ePlan,,-81.787709354916,26.493912872226,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.,Closed-Voided,0,ePlan,,-81.914268090573,26.549797633181,2023-03-01
Install screen enclosure,Closed-CO Issued,1,ePlan,,,,2023-03-01
TILE TO TILE RE-ROOF OF THE GAZEBO BY POOL AREA,Closed-CC Issued,0,ePlan,,-81.930748119211,26.536113112938,2023-03-01
Installation of roof mounted PV Solar Panel System,Closed-Voided,0,ePlan,,-81.696399374452,26.607530648396,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.915895024294,26.550438394934,2023-03-01
Changing from underground to overhead piping,Closed-Revision Approved,1,ePlan,,,,2022-03-01
Tile to tile RE-Roof,Closed-CC Issued,0,ePlan,,-81.930748119211,26.536113112938,2023-03-01
Shingle re-roof ***REVISION-Change in underlayment from Titanium FL11602-R15 to Polyglass 22-1217.01*****,Closed-CC Issued,1,ePlan,,-81.807233101996,26.554840883823,2023-03-01
"Additive manufacturing (3 D Printing) and related engineering services, corporate headquarters",Closed-Cert of Use Issued,0,Paper Submittal,,-81.752480272427,26.495937268244,2023-03-01
"remove metal roof and install new metal roof *Inspections Done By Private Provider â ECS Florida, LLC*",Permit Expired,0,ePlan,,,,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider â Apex Engineering Services*,Closed-Withdrawn,0,ePlan,,-81.916019474829,26.550411235127,2023-03-01
"Addition to front and rear of existing building, future tenant to be grocery/mercantile.  toilets and other buildout work to be done under separate (future) permit.",Permit Expired,2,ePlan,,-81.872104004687,26.572363374065,2023-03-01
replace 10 windows with like size,Closed-CC Issued,0,ePlan,,-81.968462808093,26.507414687116,2023-03-01
REPLACING 5 WINDOWS W/ IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.658482955986,26.614038490976,2023-03-01
Re Roof on 14820 Summerlin Wood Drive Building #117,Closed-CC Issued,0,ePlan,,-81.888079493486,26.526771229076,2023-03-01
REROOF SHINGLE ONLY.,Closed-CC Issued,0,ePlan,,-81.676111618232,26.614490517686,2023-03-01
Reface existing directional sign (7b),Closed-CC Issued,1,ePlan,,-81.867754429253,26.528140361057,2023-03-01
Remove and replace package unit,Permit Expired,0,ePlan,,-81.862071177514,26.693622490717,2023-03-01
Remove hurricane damaged shingles and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install shingles to manufacturers specifications.,Closed-CC Issued,1,ePlan,,-81.813956466529,26.480819453389,2023-03-01
Replacement faces for directional sign (7a),Closed-Withdrawn,0,ePlan,,-81.867754429253,26.528140361057,2023-03-01
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO *Inspections Done By Private Provider â Apex Engineering Services*,Closed-Withdrawn,0,ePlan,,-81.915895024294,26.550438394934,2023-03-01
Due to Hurricane Ian - Shingle Roof,Closed-CC Issued,1,ePlan,,-81.616145094914,26.593312975487,2023-03-01
REPLACE AC SYSTEM,Closed-CC Issued,0,ePlan,,-81.971466808203,26.506015038564,2023-03-01
install 4 accordion storm shutters,Closed-CC Issued,0,ePlan,,-81.840394462159,26.549185270957,2023-03-01
Installation of PV Solar Pael on existing Rooftop,Permit Expired,0,ePlan,,-81.699189547206,26.606548017645,2023-03-01
Change in underlayment being installed. The underlayment that will be installed is ABC ProGuard NOA: 19-0305.04,Closed-Revision Approved,2,ePlan,,-81.636138607157,26.608272311006,2023-03-01
"replace to impact doors and windows***R01***Add new opening to the project, opening B storefront window",Closed-CC Issued,2,ePlan,,-81.864941301613,26.509732530125,2023-03-01
Install one illuminated wall sign to east elevation (2b),Closed-Withdrawn,0,ePlan,,-81.867754429253,26.528140361057,2023-03-01
Remove replacement of windows and siding and add mechanical and add electrical for replacement of meter box,Closed-Revision Approved,1,Paper Submittal,,-81.946811012378,26.463382730865,2022-03-01
Interior Remodel,Closed-CC Issued,1,Paper Submittal,,-81.942382876113,26.482072804355,2023-03-01
shingle to shingle re-roof,Closed-CC Issued,0,ePlan,,-81.867853341222,26.566752806523,2023-03-01
Remove hurricane damaged tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.,Closed-CC Issued,0,ePlan,,-81.897432756392,26.507514592052,2023-03-01
Add flat roof portion,Closed-Revision Approved,2,ePlan,,-81.901581722703,26.547529376434,2023-03-01
Like for Like AC Changeout,Closed-CC Issued,0,ePlan,,-81.750553919722,26.631600456421,2023-03-01
Install one illuminated wall sign to south elevation (2a),Closed-CC Issued,0,ePlan,,-81.867754429253,26.528140361057,2023-03-01
150A panel change,Closed-CC Issued,0,ePlan,,-81.93866146921,26.50239216283,2023-03-01
Roof replacement Tile to Tile,Closed-CC Issued,0,ePlan,,-81.733726276919,26.606445046726,2023-03-01
SHINGLE TO SHINGLE RE-ROOF,Closed-CC Issued,0,ePlan,,-81.877686840829,26.516511868667,2023-03-01
"Banner to be place on building.  24"" x 90 ""   Vinyl Material.  Contains business name and logo.",Permit Expired,0,ePlan,,-81.907388987343,26.506612702965,2023-03-01
Reinstall interior from storm damage,Closed-Withdrawn,0,ePlan,,-81.861383715942,26.490332825247,2023-03-01
Remove Stone coated metal tile and install 2-ply polyglass and concrete tile. Remove modified bitumen roof and install new TPO *Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.913313385333,26.550356455162,2023-03-01
Replace 125amp main disconnect,Closed-CC Issued,0,ePlan,,-81.864824215912,26.551234277657,2023-03-01
Change in underlayment being installed to ABC ProGuard NOA: 19-0305.04,Closed-Revision Approved,1,ePlan,,-81.735147205223,26.62890662642,2023-03-01
REPL WATER DISTRIBUTION LINES WITH PEX LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.815265231392,26.555369678248,2023-03-01
Replacing meter can and main disconnects,Closed-CC Issued,0,ePlan,,-81.954573153853,26.474394091518,2023-03-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,,,2023-03-01
Please add new flat roof with tear off to this permit. Along with doing the new shingle roof with tear off fl#19982,Closed-Revision Approved,1,ePlan,,-81.901209495347,26.525378388297,2023-03-01
tear off metal roof and install new metal roof,Permit Expired,0,ePlan,,,,2023-03-01
A/C Replacement - Residential,Permit Expired,0,ePlan,,-81.977731415895,26.499640835737,2023-03-01
REMOVE EXISTING ROOF AND REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.806903545564,26.481652092204,2023-03-01
CONNECT GENERATOR TO EXISTING NATURAL GAS SYSTEM.,Closed-CC Issued,0,ePlan,,-81.838349192668,26.567203731497,2023-03-01
6' wood privacy fence with no gates,Closed-CC Issued,0,ePlan,,-81.798876868925,26.466942922847,2023-03-01
To remove and replace underlayment and shingles. To remove and replace roll roofing.,Closed-CC Issued,0,ePlan,,-81.888320574241,26.590186205381,2023-03-01
Remove shingle roof and replace with metal roof,Closed-CC Issued,0,ePlan,,-81.919536908777,26.763406399896,2023-03-01
SET/INSTALL 22KW GENERATOR. INSTALL/WIRE 200AMP ATS.,Closed-CC Issued,0,ePlan,,-81.838349192668,26.567203731497,2023-03-01
Single Family Residence,Permit Issued,1,ePlan,,-81.718578237397,26.718452288692,2023-03-01
