Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
"Re roof with asphalt shingles *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2023-06-01
Illuminated Channel Letters Side Elevation,Closed-CC Issued,0,ePlan,,-81.75245329456,26.703503450251,2023-06-01
Remove existing 250 gal u/g tank. Replace w/ 500 gal u/g tank. Run u/g gas line to customer provided generator.,Permit Expired,1,ePlan,,-81.98243801035,26.509802735847,2023-06-01
REROOF MOBILE HOME AND ADDITION WITH SINGLE PLY MEMBRANE.1680sf,Closed-CC Issued,0,ePlan,,-81.915530821011,26.70374755024,2023-06-01
Phase 1,In Review,0,ePlan,,-81.871327882364,26.64279423164,2023-06-01
Replace the carport destroyed by Hurricane Ian,Closed-CC Issued,0,Paper Submittal,,-81.848877466609,26.709684883824,2023-06-01
REROOF MOBILE HOME AND ADDITIONS WITH SINGLE PLY MEMBRANE.2072sf,Closed-CC Issued,0,ePlan,,-81.909194962516,26.697384824581,2023-06-01
30x25 garage with 12x25 lean too. Lap Siding,Closed-CO Issued,0,ePlan,,-81.656586102231,26.650875610855,2023-06-01
Illuminated Wall Sign Front Elevation,Closed-CC Issued,0,ePlan,,-81.75245329456,26.703503450251,2023-06-01
New single family residence,Closed-CO Issued,1,ePlan,,-81.673421634404,26.592321199726,2023-06-01
SINGLE FAMILY RESIDENCE,Closed-CO Issued,67,ePlan,,,,2023-06-01
INSTALL 4 TON PKG 10 KW 13.4 LENNOX,Closed-CC Issued,0,ePlan,,-81.921171954747,26.732293817577,2023-06-01
HURRICANE IAN - CARPORT REPLACEMENT,Closed-CC Issued,0,Paper Submittal,,-81.912710253241,26.750799379208,2023-06-01
"Installing 2 Storm Catcher Rolldown Screens MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.899635048372,26.483348884823,2023-06-01
AC Chane Out like for like,Closed-CC Issued,0,ePlan,,-81.878244206515,26.55002755337,2023-06-01
Replace old system with a new 3 ton 15 seer split system,Closed-CC Issued,0,ePlan,,-81.815813461406,26.490638579404,2023-06-01
Remove & Replace Size for Size 8 Windows in 2 Openings with Impact Product,Closed-CC Issued,0,ePlan,,-81.879712138761,26.550453177746,2023-06-01
"- (1) 500 gallon propane tank with Cathodic Protection- 1 Set of regulators (1st and 2nd Stage)- 1 Shut off valve- Gas connection to generator- 35' of 3/4"" LP Poly Line from tank to generator.",Closed-CC Issued,1,ePlan,,-81.805639680482,26.717855072324,2023-06-01
tear off and replace asphalt shingle roof *Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.731815172865,26.622590273662,2023-06-01
"200 AMP Automatic Transfer Switch, and Modules to Control Loads",Closed-CC Issued,1,ePlan,,-81.805639680482,26.717855072324,2023-06-01
Roof Mounted PV Solar Installation,Closed-CC Issued,0,ePlan,,-81.657507319045,26.541548025539,2023-06-01
INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PHOTOVOLTAIC SYSTEM *Inspections Done By Private Provider â Inspection Solutions*,Closed-CC Issued,0,ePlan,,-81.653686788441,26.554035147195,2023-06-01
"Re-Roof *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.916336904243,26.738557464762,2023-06-01
"Installing 1 Storm Catcher Rolldown Screen MAN FL11291.1  ***Inspections Done By Private Provider-Innovative Construction Inspection, Inc***",Closed-CC Issued,0,ePlan,,-81.625657581741,26.586836457928,2023-06-01
Replace old system with with a new 2.5 ton 14 seer package unit.,Closed-CC Issued,0,ePlan,,-81.869212306098,26.521583914322,2023-06-01
New Roof System/ Metal,Closed-CC Issued,0,ePlan,,-81.78836750521,26.68618132286,2023-06-01
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.911149841614,26.657216032612,2023-06-01
12 X 30 Shed with Lap Siding,Closed-CO Issued,0,ePlan,,-81.623695888231,26.625194726558,2023-06-01
Installing Mini Split in the Garage,Closed-CC Issued,0,ePlan,,-81.59121064454,26.610428653831,2023-06-01
12 X 30 Shed with Lap Siding,Closed-CO Issued,0,ePlan,,-81.623695888231,26.625194726558,2023-06-01
New Construction of Duplex Dwelling,Ready-Documents Required,1,ePlan,,-81.721386284585,26.605858459412,2023-06-01
4 foot wood wire fence with gates,Permit Expired,0,Paper Submittal,,-81.618522603351,26.644901879875,2023-06-01
single family residence.,Permit Issued,2,ePlan,,-81.744340615512,26.630459701039,2023-06-01
Replace existing shingle roof.,Closed-CC Issued,0,ePlan,,-81.668462829707,26.575944836093,2023-06-01
New Construction of Duplex Dwelling   3 bedrooms each side,Closed-CO Issued,2,ePlan,,-81.720142296497,26.602509045904,2023-06-01
Mini Split - Garage Dehumidification purposes,Closed-CC Issued,0,Paper Submittal,,-81.681379745728,26.592939423736,2023-06-01
REMODELING/ INTERIOR BUILD OUT,Waiting on Applicant,0,ePlan,,,,2023-06-01
Reroof Shingle Off/Shingle On (30.2sq),Closed-CC Issued,0,ePlan,,-81.65804267544,26.624158809776,2023-06-01
12'x40' carport and 8'x8' shed and 4'x8' breezeway with alum roof pans,Closed-CO Issued,0,ePlan,,-81.940502382541,26.485613283956,2023-06-01
Interior Remodel for Elevator,Closed-Voided,0,ePlan,,-81.856383158527,26.535715454813,2023-06-01
TILE TO TILE REROOF,Closed-CC Issued,0,ePlan,,-81.956207349693,26.507594426775,2023-06-01
Demo,Closed-CC Issued,0,ePlan,,,,2023-06-01
Metal reroof,Closed-Withdrawn,0,ePlan,,-81.599539573967,26.544966392828,2023-06-01
Demo,Closed-CC Issued,0,ePlan,,-81.946778616646,26.461148933733,2023-06-01
INSTALL 4 IMPACT WINDOWS,Closed-CC Issued,0,ePlan,,-81.713776598627,26.654239039766,2023-06-01
New Roof System/ Metal,Closed-CC Issued,0,ePlan,,-81.919508139681,26.638838795414,2023-06-01
Reroof Shingle Off/Shingle On (33.4sq),Closed-CC Issued,0,ePlan,,-81.819306867113,26.486795533092,2023-06-01
Re roof Shingle,Closed-CC Issued,0,ePlan,,-81.943234396181,26.498563466012,2023-06-01
Tenant interior fit-out for Vivid EV,Closed-CO Issued,11,ePlan,,,,2023-06-01
HURRICANE IAN - RE-ROOF - TEAR OFF - REPLACE WITH FIBERGLASS SHINGLES,Closed-CC Issued,0,Paper Submittal,,-81.596438043646,26.560919801603,2023-06-01
6 foot vinyl privacy fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.741853375631,26.583364860262,2023-06-01
REROOF TPO OFF TPO ON,Ready-Documents Required,0,ePlan,,-81.853611896434,26.707171943014,2023-06-01
Colocation to existing cell tower site,Closed-Withdrawn,0,ePlan,,-81.852835082308,26.561706721893,2023-06-01
Install 125 amp meter for detached shop.,Closed-CC Issued,0,ePlan,,-82.122936129919,26.628938877139,2023-06-01
TEAR OFF OLD ROOF AND REPLACE WITH NEW ASPHALT SHINGLES: IKO FL30310-R4,Closed-CC Issued,0,ePlan,,-81.673613278271,26.625194295287,2023-06-01
Shingle Tear Off and Shingle Re RoofFlat Included,Closed-CC Issued,0,ePlan,,,,2023-06-01
Install 6ft aluminum privacy fence w 3 gates.,Closed-CC Issued,0,ePlan,,-81.687262077688,26.621591839462,2023-06-01
Reroof - Tear Off Underlayment and tile. Install new underlayment and tile,Closed-CC Issued,0,ePlan,,-81.901236988678,26.490704819761,2023-06-01
Remove & Replace Size for Size 3 Windows in 1 Opening with Impact Product,Closed-CC Issued,0,ePlan,,,,2023-06-01
POOL ENCLOSURE,Closed-CO Issued,1,ePlan,,,,2023-06-01
Replace existing shingle roof,Closed-CC Issued,0,ePlan,,-81.66515942986,26.668957374763,2023-06-01
HURRICANE IAN - INTERIOR REMODEL AND NEW INTERIOR WALL CONSTRUCTION,Closed-CC Issued,0,Paper Submittal,,-81.833468495222,26.705891588269,2023-06-01
Pv Solar System Installation,Closed-CC Issued,0,ePlan,,-81.712470590959,26.722909825796,2023-06-01
CHANGE OUT 2.5 TON 16 SEER 10 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.857172007173,26.484281873878,2023-06-01
New Construction of Duplex,Closed-CO Issued,2,ePlan,,-81.722283512925,26.605661280205,2023-06-01
POOL ENCLOSURE    (POL2023-00086),Closed-CO Issued,1,ePlan,,,,2023-06-01
Reroof Shingle Off/Shingle On (12.5sq) + Flat Roof (3sq),Closed-Withdrawn,0,ePlan,,-81.831211145099,26.474751525096,2023-06-01
NEW PLAYGROUND AND SHADE STRUCTURE,Closed-CO Issued,18,ePlan,,-81.646575961311,26.61752542971,2023-06-01
BUILDING 3/4 17760/17762 Park Village Boulevard,Closed-Voided,0,ePlan,,,,2023-06-01
Complete Re Roof using IKO shingles with KONA underlayment.,Closed-CC Issued,0,ePlan,,-81.789405942483,26.683629866107,2023-06-01
POOL ENCLOSURE    (POL2023-00383),Permit Expired,1,ePlan,,,,2023-06-01
POOL ENCLOSURE     (POL2023-00382),Closed-CO Issued,1,ePlan,,,,2023-06-01
Changing material for gate from  4 foot chain link to 4 foot picket gate,Closed-Revision Approved,2,Paper Submittal,,-81.652102620168,26.554181336843,2023-06-01
Install a 1000 gallon underground propane tank and run gas line to a generator,Closed-CC Issued,1,ePlan,,,,2023-06-01
POOL ENCLOSURE    (POL2023-00328),Closed-CO Issued,1,ePlan,,,,2023-06-01
Reroof - Tear Off Underlayment and tile. Install new underlayment and tile,Closed-CC Issued,0,ePlan,,-81.741294176377,26.585130144312,2023-06-01
SFR remodel per attached engineering plans.,Closed-Voided,0,ePlan,,-81.855304297312,26.476762650206,2023-06-01
POOL ENCLOSURE     (POL2023-00381),Closed-CO Issued,1,ePlan,,,,2023-06-01
ELECTRIC FOR RV IN RV PARK,Closed-CC Issued,0,Paper Submittal,,-81.945772648721,26.504443130447,2023-06-01
POOL ENCLOSURE     (POL2023-00392),Closed-CO Issued,1,ePlan,,,,2023-06-01
"Tear off old shingle roof and reroof with new dimensional shingles at 3709 15th St SW, Lehigh Acres, FL 33976",Closed-CC Issued,0,ePlan,,-81.695040484124,26.59845590299,2023-06-01
POOL ENCLOSURE   (POL2023-00396),Closed-CO Issued,1,ePlan,,,,2023-06-01
"DOUVILLE LORRAINE 3003 Nadine LaneLehigh Acres, FL US33971-6725",Closed-CC Issued,0,ePlan,,-81.683093006993,26.641268555734,2023-06-01
New range line in kitchen install plug molds and recess cans in living.,Closed-CC Issued,0,ePlan,,-81.896139466265,26.486539196444,2023-06-01
Single Family Residence,Closed-CO Issued,2,ePlan,,-81.638641792618,26.608048768944,2023-06-01
wire boat lift 120/240v 20a gfi protected,Closed-CC Issued,0,ePlan,,-81.832443313194,26.696346419703,2023-06-01
6 foot metal fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.665170199372,26.586483849451,2023-06-01
Install 95 Lf of 4' high aluminum open picket fence with 1 gate.,Closed-CC Issued,0,ePlan,,-81.891781489619,26.517765055153,2023-06-01
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.86384937142,26.56666885591,2023-06-01
Complete rewire due to flooding. Install new panel and breakers.,Closed-CC Issued,0,ePlan,,-81.861779829462,26.490627403215,2023-06-01
Install 173 LF of 4' high aluminum open picket fence with 1 gate,Closed-CC Issued,0,ePlan,,-81.740775207369,26.594075061197,2023-06-01
Replace existing shingle roof,Closed-CC Issued,0,ePlan,,-81.611704947726,26.598678894467,2023-06-01
12'x36' carport and 12x12 shed with composite roof,Closed-CC Issued,0,ePlan,,-81.796412457364,26.69161847568,2023-06-01
Single-Family Home,Closed-CO Issued,2,ePlan,,-81.673467124959,26.586106048923,2023-06-01
"Natural Gas to (5) Outlets- Tankless, Dryer, Cooktop, Future BBQ, Future Poolheater",Closed-CC Issued,2,ePlan,,,,2023-06-01
***CLOSED/WITHDRAWN***Rough and Set 1 toilet 1 lavatory and 2 sinks,Closed-Withdrawn,0,ePlan,,-81.784826591757,26.49091088164,2023-06-01
Replace existing windows w/impact,Closed-CC Issued,0,ePlan,,,,2023-06-01
(OTC PERMIT APPLICATION - LESS THAN 20 DEVICES)REPLACE OUTDATED 3G CELL DIALER WITH A NEW STARLINK 4G CELLULAR DIALER TO MONITOR THE EXISTING FIRELITE MS9200UDLS FACP.,Closed-CC Issued,0,ePlan,,-81.920174004576,26.535102897205,2023-06-01
Shingle re-roof,Closed-CC Issued,0,ePlan,,-81.59841839455,26.58668327096,2023-06-01
Remove & Replace Size for Size 1 Sliding Glass Door & 1 Entry Door with Impact Product,Closed-CC Issued,0,ePlan,,-81.81640136912,26.530361526568,2023-06-01
REPLACING 6 SIZE FOR SIZE WINDOWS,Closed-CC Issued,0,ePlan,,-81.894417411239,26.545020150325,2023-06-01
"Hurricane IAN Roof Replacement *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.869841159894,26.721504090178,2023-06-01
REPLACING ROOF TOP PACKAGE UNIT,Closed-CC Issued,0,ePlan,,-81.909750509514,26.545565080337,2023-06-01
Shingle Roof Replacement*Inspections Done By Private Provider â Skye Tec Engineering Services*,Closed-CC Issued,0,ePlan,,-81.907898458042,26.56189282514,2023-06-01
TEA R OFF/REPLACE SHINGLE ROOF,Closed-CC Issued,0,Paper Submittal,,-81.89818457708,26.682986911987,2023-06-01
NEW POOL ENCLOSURE ON EXISTING DECK,Closed-CO Issued,1,ePlan,,,,2023-06-01
4' white aluminum open picket fence with gates for pool enclosure,Closed-CC Issued,0,ePlan,,-81.880378359282,26.544008879908,2023-06-01
Single Family Residence,Inspections Ongoing,3,ePlan,,-81.821212747683,26.479577280545,2023-06-01
Shingle Roof Replacement *Inspections Done By Private Provider â Skye Tec Engineering Services*,Closed-CC Issued,0,ePlan,,-81.783721332945,26.654714402409,2023-06-01
UNENCLOSED STEEL CARPORT,Waiting on Applicant,0,ePlan,,,,2023-06-01
Remove shingle roof and replace with shingle,Closed-CC Issued,0,ePlan,,-81.678907352618,26.625052580882,2023-06-01
Remove existing shingles and replace with new shingles,Closed-CC Issued,0,ePlan,,-81.804610956059,26.459416469115,2023-06-01
Interior Remodel,Closed-CC Issued,0,Paper Submittal,,-81.822498171871,26.680728657292,2023-06-01
New Mobile Home,Closed-CO Issued,1,ePlan,,-81.867974497833,26.681749418894,2023-06-01
After the fact permit for 20x32 tiki hut,Permit Expired,0,ePlan,,-81.71580515582,26.719496216933,2023-06-01
INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PHOTOVOLTAIC SYSTEM *Inspections Done By Private Provider â Inspection Solutions*,Closed-CC Issued,0,ePlan,,-81.702083225686,26.623332838147,2023-06-01
4' Aluminum W/Gate (Approx. 180ft),Closed-CC Issued,0,ePlan,,,,2023-06-01
Single-Family Home,Closed-CO Issued,2,ePlan,,-81.635630330718,26.582360867969,2023-06-01
6 foot vinyl privacy fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.610973767899,26.575085936626,2023-06-01
"Installing 3 Storm Catcher Rolldown Screens MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.962641213997,26.490022939211,2023-06-01
Interior Remodel NO HVAC. *Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CC Issued,4,ePlan,,-81.998245462876,26.521644603232,2023-06-01
Reroof,Closed-Voided,0,ePlan,,-81.673396931866,26.619881074726,2023-06-01
Shed 12 X 16 ON POSTS,Closed-CO Issued,1,ePlan,,-81.642160043798,26.632439249835,2023-06-01
Former Spur Pondella; FDEP FAC ID# 36/8627590.  FDEP PRP Remediation Project.  TMP permit for the Remediation Trailer w electric,Permit Expired,0,ePlan,,-81.885497204251,26.667358881428,2023-06-01
install 114' 6' white vinyl2 walk gates,Closed-CC Issued,0,ePlan,,-81.735659952567,26.584947516755,2023-06-01
Construction of a new SFR*Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CO Issued,27,ePlan,,-81.698870209777,26.606558522158,2023-06-01
S/S REPLACEMENT OF (5) WINDOWS & (1) DOORS INSULATED/IMPACT GLASS ***R01-REVISION to correct description of job and change to non impact glass. S/S replacement 5 windows in 4 openings and 1 door all using non impact glass. Shutters COM2017-01677****,Closed-CC Issued,1,ePlan,,-81.865058070994,26.548036178133,2023-06-01
RE-ROOF SHINGLES HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.62496224672,26.621546459528,2023-06-01
Re-roof,Closed-CC Issued,0,ePlan,,-81.680061873803,26.580373439698,2023-06-01
"A/C Change out, like for like, no duct work, 2.5 Ton, 15.50 SEER2, 8 KW",Closed-CC Issued,0,ePlan,,-81.942263696908,26.511059835106,2023-06-01
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.750455797757,26.609669998565,2023-06-01
Replace bathtub with walk-in jetted tub in same footprint.,Closed-CC Issued,0,ePlan,,-81.746527592683,26.570658074785,2023-06-01
RE ROOF; Remove current roof system and replace with new underlayment and architectural shingles.,Closed-CC Issued,0,ePlan,,-81.674801566902,26.60683343301,2023-06-01
CUPOLA FRONT LEFT SIDE OF HOUSE,Closed-Withdrawn,0,ePlan,,-81.931878829314,26.529598951037,2023-06-01
Replace (1) sliding glass door size for size Impact,Closed-CC Issued,0,ePlan,,-81.892053045482,26.583685841164,2023-06-01
17 Oneida DrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950789302256,26.487723500106,2023-06-01
shingle reroof - detached shed,Closed-CC Issued,0,ePlan,,-81.874048664672,26.712447380755,2023-06-01
Adding electrical to the permit - Replace 2 gang meter can with meter main combo. Value $2400,Closed-Revision Approved,1,Paper Submittal,,-81.936756188594,26.486525835943,2023-06-01
428 Umatilla TrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.947482769574,26.492645826152,2023-06-01
TILE TO TILE REROOF AND STRAPPING/WALL CONNECTOR UPGRADE,Closed-CC Issued,0,ePlan,,-81.866859855707,26.500803075103,2023-06-01
Replaced all exteriors windows and doors with Dade County Approved Impact Windows and Doors.**R01**Change from impact aluminum single hung windows to impact aluminum horizonal sliding windows20-0828.13,Closed-CC Issued,1,ePlan,,-81.900752613425,26.665339710005,2023-06-01
"Install 6 Accordions, 2 Bahamas and lexan panels on 3 openings.",Closed-CC Issued,0,ePlan,,,,2023-06-01
4 Navaho LnDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.947190375693,26.488482612684,2023-06-01
Shingle reroof - main house,Closed-CC Issued,0,ePlan,,-81.874048664672,26.712447380755,2023-06-01
78 Kiowa DrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950138475109,26.490152669389,2023-06-01
REPLACE ENCLOSED SCREEN POOL CAGE,Closed-CC Issued,0,ePlan,,-81.947594335963,26.526800918415,2023-06-01
PLUMBING FOR GREASE TRAP ONLY,Closed-CC Issued,0,ePlan,,-81.720808123331,26.709738079738,2023-06-01
200 AMP ATS AND MODULES TO CONTROL LOADS,Closed-CC Issued,1,ePlan,,-81.956335306093,26.507582082641,2023-06-01
Remove Existing Tile Roofing / Replace with Tile Roofing / 2 Ply Underlayment System.,Closed-CC Issued,0,ePlan,,-81.909764325606,26.764377707729,2023-06-01
Vape shop Mon - Fri 9-8 Sat 10-8 Sun 11-7,Permit Expired,0,Paper Submittal,,-81.845246034567,26.491465647213,2023-06-01
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.892711031467,26.530523328831,2023-06-01
68 Kiowa DrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950133390481,26.48991005968,2023-06-01
AC CHANGEOUT 4 TON SPLIT SYSTEM LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.865857197036,26.536481262686,2023-06-01
5 Impact Doors,Closed-CC Issued,0,ePlan,,-81.919538689044,26.638973030638,2023-06-01
80 Kiowa DrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950236960738,26.493060815043,2023-06-01
Re-roof flat and mansards w/ tear off.5581 Malt Dr UNITS 1-4,Permit Issued,0,ePlan,,-81.88081325677,26.566219021181,2023-06-01
DEMOLISH MOBILE HOME AND CARPORT,Closed-CC Issued,0,Paper Submittal,,,,2023-06-01
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.866476542319,26.5620644359,2023-06-01
49 Kiowa DrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950251867798,26.489453017384,2023-06-01
new single family homeimpact windows protection,Closed-CO Issued,19,ePlan,,-81.663302696663,26.638470961644,2023-06-01
12 Impact Windows3 Impact Doors,Closed-CC Issued,0,ePlan,,-81.896175531548,26.500876049528,2023-06-01
2 Mechanical system equal change out. Both Same location/Elevation 4 Ton 15 Seer 10 KW,Closed-CC Issued,0,ePlan,,-81.751781122132,26.594416218979,2023-06-01
Supermarket Monday through Saturday 9:00am until 8:00pm,Closed-Cert of Use Issued,0,Paper Submittal,,-81.918475533613,26.652801457148,2023-06-01
BUILD A NEW APPROX. 138 SQ FT DOCK W/ 12K - RE-INSTALL OWNER LIFT,Closed-CC Issued,0,ePlan,,,,2023-06-01
adding 4' chain link to fence,Closed-Revision Approved,2,Paper Submittal,,-81.633401647665,26.540296973013,2022-06-01
Shingle + flat reroof,Closed-CC Issued,0,ePlan,,-81.889294255146,26.539230007408,2023-06-01
SHINGLE RE-ROOF,Closed-CC Issued,0,Paper Submittal,,-81.705222213009,26.592219845937,2023-06-01
Re-roof flat and mansards w/ tear off.5567 Malt Dr Units 1-4,Permit Issued,0,ePlan,,-81.880818227087,26.566357286469,2023-06-01
"(1) 500 gallon propane tank with Cathodic Protection- 1 Set of regulators (1st and 2nd Stage)- 1 Shut off valve- Gas connection to generator- 35' of 3/4"" LP Poly Line from tank to generator.",Closed-CC Issued,1,ePlan,,-81.956335306093,26.507582082641,2023-06-01
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.753717807659,26.611359871195,2023-06-01
install1.5 lennox split 5 kw 15.2 seer replacement,Closed-CC Issued,0,ePlan,,-81.866367610703,26.537426092688,2023-06-01
Remove & Replace Size for Size 7 Windows in 5 Openings & 2 Sliding Glass Doors with Non-Impact & Impact Product for Non-Impact using Shutter Permit RES2019-07605,Closed-CC Issued,0,ePlan,,-81.893312564712,26.521713330918,2023-06-01
"Remove and replace roof, from metal to metal.",Closed-CC Issued,0,ePlan,,-81.860863171013,26.478807866739,2023-06-01
Roofing Replacement,Closed-CC Issued,0,ePlan,,-81.784419299693,26.485371306969,2023-06-01
44 Kiowa DrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950121187375,26.489327796377,2023-06-01
AC REPLACEMENT LIKE FOR LIKE (PACKAGE UNIT) AT 192 CAVILLER CT,Closed-CC Issued,0,ePlan,,-81.88870982801,26.694405711184,2023-06-01
re-roof shingle to shingle 40SQS *Inspections Done By Private Provider â Inspection Solutions*,Closed-CC Issued,0,ePlan,,-81.844875771196,26.587558165092,2023-06-01
(1) 500 gallon propane tank to generator,Closed-CC Issued,0,ePlan,,,,2023-06-01
shingle reroof,Closed-CC Issued,0,ePlan,,-81.683786613991,26.592833022544,2023-06-01
TEAR OFF SHINGLE REPLACE WITH SHINGLES,Closed-CC Issued,0,ePlan,,-81.880688533715,26.57160351683,2023-06-01
Install 2 manual and 1 motorized aluminum roll downs,Closed-CC Issued,0,ePlan,,-81.914672257002,26.513499008152,2023-06-01
Construction of New Single-Family Home *Inspections Done By Private Provider â eAtlantic Engineering*,Permit Issued,2,ePlan,,-81.625559675574,26.580268767838,2023-06-01
RE- ROOF COMPLETE TEAR OFF AND INSTALL OF SHINGELS DUE TO HURRICANE IAN*Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.610700221618,26.5741058956,2023-06-01
"Install 1 wall sign. LED, to connect to existing",Closed-CC Issued,0,ePlan,,,,2023-06-01
200 AMP Automatic Transfer Switch,Closed-CC Issued,0,ePlan,,,,2023-06-01
48 Kiowa DrDemolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950123221226,26.489424840261,2023-06-01
INSTALL NEW 7K LIFT,Closed-CC Issued,0,ePlan,,,,2023-06-01
Whole House Waterline Repipe,Permit Expired,0,ePlan,,-81.942328431781,26.521754605798,2023-06-01
"Install 1 monument sign, to be illuminated, connect to existing electrical.",Closed-CC Issued,0,ePlan,,,,2023-06-01
BUILD NEW APPROX. 90 SQ FT DOCK,Closed-CC Issued,0,ePlan,,-81.897490699755,26.567307143524,2023-06-01
"Re-roof with Crown tiles, TPO on flat roof and Polyglas underlayment",Closed-CC Issued,0,ePlan,,-81.920223317478,26.549493021447,2023-06-01
change from non impact to impact,Closed-Revision Approved,3,ePlan,,-81.674684553768,26.595708655371,2023-06-01
CONCRETE SLAB,Closed-Withdrawn,0,Paper Submittal,,-81.798134263038,26.689402978559,2023-06-01
RE-BUILD 343 SQ FT - NEW PILINGS & NEW 14K LIFT - RE-FRAME/RE-DECK 236 SQ FT,Closed-CC Issued,0,ePlan,,,,2023-06-01
Install 2 manual and 1 motorized aluminum roll downs,Closed-CC Issued,0,ePlan,,-82.154855230587,26.696608421863,2023-06-01
REPLACE 2 WINDOWS AND 2 DOORS SIZE/SIZE W/ IMPACT,Closed-CC Issued,0,ePlan,,-81.898124397834,26.536987217663,2023-06-01
"Re-roof with Crown tiles, TPO on flat roof and Polyglas underlayment",Closed-CC Issued,0,ePlan,,-81.920074959869,26.549487861457,2023-06-01
Demolish home due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.950337758208,26.491252484765,2023-06-01
