"Record Number","Address","Description","Status","Related Records","Submittal Type",
"COM2022-02823","315 RICHMOND AVE N, LEHIGH ACRES FL 33936","Replace like for like ac","Closed-Voided","0","ePlan",
"MRV2022-00451","19681 SUMMERLIN RD, 190, FORT MYERS FL 33908","Remodel from flood damage Hurricane Ian","Closed-Voided","0","ePlan",
"RES2022-14778","19681 SUMMERLIN RD, 197, FORT MYERS FL 33908","repair electric - replace drywall - replace floorcovering - replace base cabinets - replace heat/ac unit - replace insulation","Closed-Voided","1","ePlan",
"MEC2022-10427","12446 KELLY SANDS WAY, FORT MYERS FL 33908","Replace split system","Permit Expired","0","ePlan",
"ROF2022-15724","4150 HANCOCK BRIDGE PKWY, 15, NORTH FORT MYERS FL 33903","Commercial roof repair - remove/replace like for like material. No structural changes Building 5 on aerial view","Closed-CC Issued","0","ePlan",
"RES2022-14777","301 VIRGINIA WAY, LEHIGH ACRES FL 33936","New single family residential home","Closed-CO Issued","2","ePlan",
"ROF2022-15723","1320 PROSPECT AVE, LEHIGH ACRES FL 33972","31-672: Ellon Walters re-roo","Closed-CC Issued","0","ePlan",
"ROF2022-15722","4603 VILLA CAPRI LN, BONITA SPRINGS FL 34134","Re-Roof Shingle Hurricane Ian DamageShingle - FL10674-R17Underlayment - FL34539.1Vent - FL10758-R8","Closed-Voided","0","ePlan",
"ROF2022-15721","19185 PINE RUN LN, FORT MYERS FL 33967","Remove and replace shingles with new","Closed-CC Issued","0","ePlan",
"OPN2022-04492","5413 THIRD AVE, FORT MYERS FL 33907","Replace windows for Building 4","Closed-CC Issued","0","ePlan",
"MEC2022-10426","20071 SANIBEL VIEW CIR, 204, FORT MYERS FL 33908","HVAC change out","Closed-Voided","0","ePlan",
"SOL2022-02398","2404 LANTANA AVE S, LEHIGH ACRES FL 33973","FULL PV SOLAR SYSTEM ROOF MOUNTED","Closed-CC Issued","1","ePlan",
"RES2022-14776","18160 CREEKSIDE VIEW DR, FORT MYERS FL 33908","Interior Remodel","Closed-CC Issued","0","ePlan",
"SOL2022-02397","336 URBANA ST, LEHIGH ACRES FL 33972","Installation of a ground-mounted solar PV system 16.65 kW","Closed-CC Issued","0","ePlan",
"ROF2022-15720","644 DUBARRY AVE S, LEHIGH ACRES FL 33974","ROOF REPLACEMENT DUE TO HURRICANE IAN","Closed-CC Issued","0","ePlan",
"RES2022-14775","337 ELLIS ST, NORTH FORT MYERS FL 33903","14x40 shed lap siding","Closed-CO Issued","0","ePlan",
"RES2022-14774","4940 PINFISH LN, SAINT JAMES CITY FL 33956","Replace damaged sheetrock and flooring.","Closed-CC Issued","0","ePlan",
"MRV2022-00450","19681 SUMMERLIN RD, 656, FORT MYERS FL 33908","Note that there has been NO structural damage from Ian, all roof, windows, walls, exterior siding, concrete remains intact and secure and does not need repaired or replaced; all plumbing remains intact and secure and is working and does not need repaired or replaced. Owner is only doing some cosmetic replacement of interior wall paneling/insulation, vinyl flooring, cabinets. Owner has an electrician who will pull electrical permit and perform any electrical needing replaced.","Closed-Voided","0","ePlan",
"COM2022-02822","6213 TIMBERWOOD CIR, 127, FORT MYERS FL 33908","Replace flooring in Living room due to flood of Hurricane Ian.  Condo is on a concrete slab.  Most flooring is undamaged ceramic tile. Replace appliances - Refrigerator, stove/oven, washer and dryer,  Replace button kitchen cabinets, and bathroom cabinets in master bath 1st floor.Drywall and electric has been restored to condo and is working fine.","Closed-Voided","0","ePlan",
"ROF2022-15719","13025 RIVER RD, FORT MYERS FL 33905","Hurricane Ian tear off shingle replace with shngle","Closed-CC Issued","0","ePlan",
"RES2022-14773","11441 CHAR ANN DR, A-D, FORT MYERS FL 33908","Repair the interior damages from Hurricane IAN","Closed-Voided","0","ePlan",
"RES2022-14772","41 EMILY LN, FORT MYERS BEACH FL 33931","Interior remodel","Permit Expired","0","ePlan",
"DEM2022-02057","11 HELEN LN, FORT MYERS BEACH FL 33931","Demolition of mobile home damaged by Hurricane Ian","Permit Expired","0","ePlan",
"ROF2022-15718","1499 CAMBRIDGE LN, FORT MYERS FL 33919","Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"OPN2022-04491","3421 GOLD FLOWER ST, ALVA FL 33920","Installing 4 Storm Catcher RD screen & Replacing 3 SXS  Impact Windows *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2022-10425","20071 SANIBEL VIEW CIR, 204, FORT MYERS FL 33908","HVAC change out","Closed-CC Issued","0","ePlan",
"DEM2022-02056","150 PALM AVE, BOCA GRANDE FL 33921","Demolition of structure","Closed-CC Issued","0","ePlan",
"ROF2022-15717","16499 WINDSOR WAY, ALVA FL 33920","ROOF REPLACEMENT DUE TO HURRICANE IAN","Closed-CC Issued","0","ePlan",
"ELE2022-05470","16380 KELLY COVE DR, FORT MYERS FL 33908","REPLACE METERCAN & PANEL FOR IRRIGATION EQUIPMENT","Closed-CC Issued","0","ePlan",
"MEC2022-10424","678 CORAL LN, NORTH FORT MYERS FL 33917","replace package unit","Closed-CC Issued","0","ePlan",
"RES2022-14771","11451 CHAR ANN DR, A-E, FORT MYERS FL 33908","Repair damages from Hurricane IAN","Closed-Voided","0","ePlan",
"OPN2022-04490","16330 EDGEMONT DR, FORT MYERS FL 33908","REPLACING INSTALL OF ELECTRIC FABRIC ROLL DOWN HURRICANE SHUTTERS **Revision - Adding opening 13**","Closed-CC Issued","1","ePlan",
"COM2022-02821","14117 HICKORY MARSH LN, FORT MYERS FL 33912","Kitchen, Master Bath, and Guest Bath Remodel","Closed-CC Issued","0","ePlan",
"RES2022-14770","249 YUMA TRAIL, FORT MYERS BEACH FL 33931","Interior Remodel- Hurricane Ian.","Closed-CO Issued","0","ePlan",
"RES2022-14769","6304 SUGAR BUSH LN, E, FORT MYERS FL 33908","Replace drywall, taping and painting along with new flooring and kitchen cabinets","Closed-Voided","1","ePlan",
"DSH2022-00771","10132 BERTRAM LN, FORT MYERS FL 33919","supplemental riprap","Closed-CC Issued","0","ePlan",
"OPN2022-04489","3406 GOLD FLOWER ST, ALVA FL 33920","Replacing 8 SXS Single Hung Impact Windows &  1 SXS Alum Impact PW *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2022-10423","9180 SOUTHMONT CV, 309, FORT MYERS FL 33908","Replacement of 1 system","Closed-CC Issued","0","ePlan",
"ELE2022-05469","13102 COASTAL LINKS CT, FORT MYERS FL 33908","Replace 600A MDP and associated breakers due to Hurricane Ian. Like for like replacement due to panel being submerged from hurricane storm surge.","Closed-CC Issued","0","ePlan",
"RES2022-14768","11421 CHAR ANN DR, A,B, FORT MYERS FL 33908","Interior remodel, setbacks existing","Closed-CC Issued","0","ePlan",
"RES2022-14767","16091 PORTO BELLO ST, BOKEELIA FL 33922","Install Site Built 8x10 ft storage shed on grass / no other Trades","Closed-CO Issued","0","ePlan",
"ROF2022-15716","1029 LOYAL AVE, LEHIGH ACRES FL 33974","Shingles to Shingles Re-roof","Closed-CC Issued","0","ePlan",
"ELE2022-05468","4805 GRIFFIN BLVD, FORT MYERS FL 33908","Electric to two boat lifts at Scanlon Dock","Closed-CC Issued","0","ePlan",
"RES2022-14766","19681 SUMMERLIN RD, 618, FORT MYERS FL 33908","Drywall ( 4' from floor), insulation, roof (FL# 15216.1, FL# 39780.1), electric, plumbing. a/c ( duct work only)","Permit Expired","0","ePlan",
"ELE2022-05467","6844 OVERLOOK DR, FORT MYERS FL 33919","Replace weather head and 200A meter enclosure due to hurricane Ian damage.","Closed-CC Issued","0","ePlan",
"ROF2022-15715","840 CHANTILLY ST E, LEHIGH ACRES FL 33974","Shingles to Shingles Re-roof","Closed-CC Issued","0","ePlan",
"DEM2022-02055","213 TUSCARORA TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"OPN2022-04488","14626 CANTABRIA DR, FORT MYERS FL 33905","Installing 12 Standard Alum RD MOT*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"DEM2022-02054","9 AZTEC CIR, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ROF2022-15714","504 MISTY LN, NORTH FORT MYERS FL 33903","REMOVE EXISTING ROOF MATERIAL, REPLACE WITH 26GA RESIDENTIAL METAL","Closed-CC Issued","0","ePlan",
"DEM2022-02053","23 ONEIDA DR, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-Withdrawn","0","ePlan",
"ROF2022-15713","2579 BRIDGEVIEW ST, MATLACHA FL 33993","reroof due to hurricane","Closed-CC Issued","0","ePlan",
"DEM2022-02052","17 ONEIDA DR, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-Withdrawn","0","ePlan",
"OPN2022-04487","1304 S BRANDYWINE CIR, 1, FORT MYERS FL 33919","REPLACE WINDOWS SIZE 4 SIZE WITH IMPACT WINDOWS.","Closed-CC Issued","0","ePlan",
"ELE2022-05466","9160 PITTSBURGH BLVD, FORT MYERS FL 33967","Replace damaged 100A meter and panel due to Hurricane Ian for irrigation equipment.","Closed-CC Issued","0","ePlan",
"DEM2022-02051","79 KIOWA DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ROF2022-15712","7481 BEAR HOLLOW CIR, FORT MYERS FL 33967","Full shingle roof replacement","Closed-CC Issued","0","ePlan",
"DEM2022-02050","8 PAWNEE LN, FORT MYERS BEACH FL 33931","Tear down existing mobile home - remove & dispose debris","Closed-CC Issued","0","ePlan",
"DEM2022-02049","424 UMATILLA TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ROF2022-15711","19220 PINE RUN LN, FORT MYERS FL 33967","replace shingle roof (re-shingle) to match existing shingles","Closed-CC Issued","0","ePlan",
"MEC2022-10422","17125 WRIGLEY CIR, FORT MYERS FL 33908","REPLACE CONDENSER ONLY","Closed-CC Issued","0","ePlan",
"DEM2022-02048","393 ZUNI TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"RES2022-14765","19681 SUMMERLIN RD, 485, FORT MYERS FL 33908","Repair water damage caused by Ian-  Drywall ( 4' up from floor), Insulation, Electric, Plumbing, A/C ( duct work only), roof replacement","Closed-CC Issued","1","ePlan",
"RES2022-14764","16920 CAROLYN LN, NORTH FORT MYERS FL 33917","Ian Damage. drywall , cabinets, flooring","Closed-Voided","0","ePlan",
"RESMSTR2022-00170",,"Replace drywall on lower floor only, 4’ from the floor only, that was damaged during hurricane Ian.","Closed-Voided","0","ePlan",
"RES2022-14763","5610 WHISPERING WILLOW WAY, FORT MYERS FL 33908","Replace Water HeaterReplace Exterior Wall InsulationReplace Drywall removed up 2 ftReplace CabinetsReplace Interior Doors&TrimPaint & Flooring","Closed-CC Issued","1","ePlan",
"DEM2022-02047","223 TUSCARORA TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"DEM2022-02046","42 AZTEC CIR, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"MEC2022-10421","10058 BROKEN WOODS CT, 4D, NORTH FORT MYERS FL 33903","replace package unit","Closed-CC Issued","0","ePlan",
"MEC2022-10420","11464 MAY ST, MATLACHA FL 33993","Replace package unit","Closed-CC Issued","0","ePlan",
"MEC2022-10419","739 OVERIVER DR, NORTH FORT MYERS FL 33903","Replace 3 split system units.","Waiting on Applicant","0","ePlan",
"DEM2022-02045","11 ONEIDA DR, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"RES2022-14762","14501 PAUL REVERE LOOP, NORTH FORT MYERS FL 33917","Replace Carport, lanai, front of the house overhang","Waiting on Applicant","0","ePlan",
"MEC2022-10418","2642 COCO PLUM DR, MATLACHA FL 33993","A/C Change Out","Closed-Voided","0","ePlan",
"SOL2022-02396","16035 ENCLAVES COVE DR, NORTH FORT MYERS FL 33917","Installation of a 10.5 KW battery","Closed-CC Issued","1","ePlan",
"COM2022-02820","13282 BROADHURST LOOP, FORT MYERS FL 33919","New Sidewalk","Waiting on Applicant","0","ePlan",
"SGN2022-00669","12330 S CLEVELAND AVE, FORT MYERS FL 33907","Mfg & install new pylon sign with EMC on existing pole.","Closed-CC Issued","0","ePlan",
"OPN2022-04486","15761 GLENISLE WAY, FORT MYERS FL 33912","REPALCING 13 WINDOWS  & 7 DOO W/ IMPACT","Closed-CC Issued","0","ePlan",
"OPN2022-04485","17567 LIBERTY SQUARE CIR, FORT MYERS FL 33967","Remove existing entry doors to Impact door and sidelite size for size","Closed-CC Issued","0","ePlan",
"MEC2022-10417","16585 LAKE CIRCLE DR, 136, FORT MYERS FL 33908","replace split system","Closed-CC Issued","0","ePlan",
"ROF2022-15710","205 DANBY RD, LEHIGH ACRES FL 33936","Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"DEM2022-02044","125 KANSA TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"OPN2022-04484","11730 PINEWOOD LAKES DR, FORT MYERS FL 33913","Install 18 impact windows size for size","Closed-CC Issued","0","ePlan",
"ROF2022-15709","429 HIDDEN COVE RD, NORTH FORT MYERS FL 33903","Reroof with Versico TPO membrane/FL16443-R23/24 SQUARES","Closed-CC Issued","0","ePlan",
"ROF2022-15708","3069 CUSSELL DR, SAINT JAMES CITY FL 33956","Re-roof shingle to shingle","Closed-CC Issued","0","ePlan",
"MEC2022-10416","12100 DOLPHIN RD, BOKEELIA FL 33922","REPLACE SPLIT SYSTEM","Permit Expired","0","ePlan",
"DEM2022-02043","583 SIOUX TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"RES2022-14761","19681 SUMMERLIN RD, 312, FORT MYERS FL 33908","Interior Remodel- Hurricane Ian.","Closed-CC Issued","0","ePlan",
"DEM2022-02042","12 AZTEC CIR, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"DEM2022-02041","529 INDIAN PKWY N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"RES2022-14760","1453 CHARLES RD, FORT MYERS FL 33919","Shed 8 X6","Waiting on Applicant","0","ePlan",
"DEM2022-02040","43 ERIE TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"OPN2022-04483","17567 LIBERTY SQUARE CIR, FORT MYERS FL 33967","Change out front double doors to impact entry door and sidelite size for size","Closed-Voided","0","ePlan",
"DEM2022-02039","80 KIOWA DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-Withdrawn","0","ePlan",
"DEM2022-02038","62 IROQUOIS DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"DEM2022-02037","19 INDIAN PKWY S, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"MEC2022-10415","12050 NOKOMIS CT, FORT MYERS FL 33905","Trane Replacement Like for Like 15 seer2 5 ton 10kw","Closed-CC Issued","0","ePlan",
"ROF2022-15707","11460 LONGWATER CHASE CT, FORT MYERS FL 33908","Tile roof Replacement","Closed-CC Issued","0","ePlan",
"DEM2022-02036","3 ONEIDA DR, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ROF2022-15706","15709 BEACHCOMBER AVE, FORT MYERS FL 33908","TEAR-OFF AND RE-ROOF FIBERGLASS SHINGLES","Closed-CC Issued","0","ePlan",
"ROF2022-15705","10 W 9TH ST, LEHIGH ACRES FL 33972","RE ROOF SHINGLE TO SHINGLE ATLAS PINNACLE PRISTINE FL16305.1-R9","Closed-CC Issued","0","ePlan",
"MRV2022-00449","19681 SUMMERLIN RD, 485, FORT MYERS FL 33908","REPLACE HURRICANE DAMAGED DRYWALL, INSULATION,DOORS,CABINETS, AC,DUCKS ROOF REPAIR","Closed-Voided","0","ePlan",
"DEM2022-02035","12 INCA LN, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-Withdrawn","0","ePlan",
"DEM2022-02034","505 RED DEER TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"OPN2022-04482","2168 TREEHAVEN CIR N, FORT MYERS FL 33907","Replacing 2 SXS Impact HR Windows *****Remove PP*****","Closed-CC Issued","1","ePlan",
"DEM2022-02033","34 KIOWA DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ROF2022-15704","5240 FAIRFIELD DR, FORT MYERS FL 33919","Shingle Re Roof and Modified Bitumen over base sheet on flat","Closed-CC Issued","0","ePlan",
"ROF2022-15703","1516 MEDFORD PL, LEHIGH ACRES FL 33936","Roof replacement Shingle to 5v 26g Metal and Modified flat roof.","Closed-CC Issued","0","ePlan",
"ROF2022-15702","14910 LAGUNA DR, FORT MYERS FL 33908","Complete Tear-off/Re-roof with Eagle tile roofing system and MTS Self Adhered Underlayment","Closed-CC Issued","0","ePlan",
"MEC2022-10414","11500 CARAVEL CIR, 4026, FORT MYERS FL 33908","REPLACE SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"ROF2022-15701","4622 BETH AVE N, LEHIGH ACRES FL 33971","REROOFING HURRICANE IAN DAMAGES","Closed-CC Issued","0","ePlan",
"DEM2022-02032","33 KIOWA DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"COM2022-02819","14601 HOPE CENTER LOOP, FORT MYERS FL 33912","construction of generator\chiller enclosure","Closed-CO Issued","0","ePlan",
"ROF2022-15700","7227 COCA SABAL LN, FORT MYERS FL 33908","Shingle Re Roof back 535sf of shingle roof and 330sf back flat deck roof.","Closed-Voided","0","ePlan",
"DEM2022-02031","193 TUSCARORA TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ROF2022-15699","6570 SAINT IVES CT, FORT MYERS FL 33966","Roof replacement Shingle to Shingle","Closed-CC Issued","0","ePlan",
"MEC2022-10413","3329 NEW SOUTH PROVINCE BLVD, 1, FORT MYERS FL 33907","Install New 2 Ton 16 Seer system, also a new 5 KW heater Like For Like.","Closed-CC Issued","0","ePlan",
"OPN2022-04481","9210 WILLOWCREST CT, FORT MYERS FL 33908","Replacing 5 SXS Single Hung Impact Windows *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"ROF2022-15698","5006 BUTTE ST, LEHIGH ACRES FL 33971","Roof replacement Shingle to Shingle","Closed-CC Issued","0","ePlan",
"MEC2022-10412","5601 HARBORAGE DR, FORT MYERS FL 33908","REPLACE 3 SPLIT SYSTEMS","Closed-CC Issued","0","ePlan",
"ROF2022-15697","3130 SCARLET OAK PL, NORTH FORT MYERS FL 33903","RE ROOFING - HURRICANE IAN DAMAGES","Closed-Voided","0","ePlan",
"PLU2022-01172","13426 PINE NEEDLE LN, FORT MYERS FL 33908","Plumbing roughing/ remodel","Closed-Voided","0","ePlan",
"DEM2022-02030","67 KIOWA DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ROF2022-15696","6638 KESTREL CIR, FORT MYERS FL 33966","Shingle Re Roof","Closed-CC Issued","0","ePlan",
"OPN2022-04480","4402 E RIVERSIDE DR, FORT MYERS FL 33905","Replacing 2 entry doors, size for size","Closed-Withdrawn","0","ePlan",
"COM2022-02818","14601 HOPE CENTER LOOP, FORT MYERS FL 33912","construction of dumpster enclosure","Closed-CC Issued","0","ePlan",
"ROF2022-15695","13361 CARIBBEAN BLVD, FORT MYERS FL 33905","Re Roof and Modified Bitumen over bay sheet on flat roof","Closed-CC Issued","0","ePlan",
"DEM2022-02029","4 PAWNEE LN, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"TMP2022-00697","13051 BELL TOWER DR, FORT MYERS FL 33907","TEMPORARY OUTDOOR DINING TO SPREAD OUT","Waiting on Applicant","0","ePlan",
"DEM2022-02028","621 SIOUX TRL, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"ELE2022-05465","846 SOUTH ST, FORT MYERS BEACH FL 33931","Replace 400 AMP 240volt service and upgrading grounding system","Closed-CC Issued","0","ePlan",
"ROF2022-15694","9010 ARBOR DR, NORTH FORT MYERS FL 33903","Replace shingles and vents to roof.","Permit Expired","0","ePlan",
"ROF2022-15693","18450 VIOLET RD, FORT MYERS FL 33967","Re-Roof Shingle Hurricane Ian Damage","Closed-CC Issued","0","ePlan",
"ROF2022-15692","25 ROMANA CT, FORT MYERS FL 33908","Reroof with Versico TPO membrane/FL16443-R23/16 SQUARES","Closed-CC Issued","0","ePlan",
"DEM2022-02027","6 KIOWA DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"SGN2022-00668","801 SW PINE ISLAND RD, CAPE CORAL FL 33991","Relocate Billboard with New Foundation","Closed-CC Issued","0","ePlan",
"SGN2022-00667","17811 TOY VAULT LN, FORT MYERS FL 33967","Billboard Rebuild - Hurricane Ian","Permit Expired","0","ePlan",
"DEM2022-02026","39 KIOWA DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"FNC2022-03314","854 GLENCOE ST E, LEHIGH ACRES FL 33974","6' coated galvanized metal fence no gate, 6' chain link fence with 1 gate","Closed-CC Issued","0","ePlan",
"MEC2022-10411","3103 10TH ST SW, LEHIGH ACRES FL 33976","replace split system","Closed-CC Issued","0","ePlan",
"DEM2022-02025","55 IROQUOIS DR N, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"MEC2022-10410","16192 BATON ROUGE CT, FORT MYERS FL 33908","replace 3 mini split systems","Closed-CC Issued","0","ePlan",
"ROF2022-15691","850 WINTEREST DR, NORTH FORT MYERS FL 33917","Reroof with Versico TPO membrane/FL16443-R23/15 SQUARES","Closed-CC Issued","0","ePlan",
"ROF2022-15690","3002 SARA AVE S, LEHIGH ACRES FL 33976","***CLOSED/WITHDRAWN***reroof shingle","Closed-Withdrawn","0","ePlan",
"DEM2022-02024","12 MOHAWK LN, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
"MEC2022-10409","842 SOUTH ST, FORT MYERS BEACH FL 33931","REPLACING 2 SPLIT AC SYSTEM","Closed-CC Issued","1","ePlan",
"ROF2022-15689","612 FRIENDLY PL, NORTH FORT MYERS FL 33917","Reroof with Versico TPO membrane/FL16443-R23/17 SQUARES","Closed-CC Issued","0","ePlan",
"DEM2022-02023","17603 BOAT CLUB DR, FORT MYERS FL 33908","Demolition of home due to massive destruction and damage from Hurricane Ian","Closed-CC Issued","0","ePlan",
"DEM2022-02022","17 IROQUOIS DR S, FORT MYERS BEACH FL 33931","Tear down existing mobile home, remove & dispose debris","Closed-CC Issued","0","ePlan",
