"Record Number","Address","Description","Status","Related Records","Submittal Type",
"MEC2022-06630","14538 BLUE BAY CIR, FORT MYERS FL 33913","Mini Split -  Brand: Gree 16 seer 5.274 KW","Permit Expired","0","ePlan",
"MEC2022-06629","14949 RANDOLPH DR, FORT MYERS FL 33905","Goodman, 3.5 Tons 14 Seer 12.30 KW","Permit Expired","0","ePlan",
"SOL2022-01917","4500 BUCKINGHAM RD, FORT MYERS FL 33905","FULL PV SYSTEM ROOF MOUNTED","Closed-CC Issued","1","ePlan",
"FIR2022-02188","7561 PARADISE TREE DR, NORTH FORT MYERS FL 33917","Gas Piping Inside Home to:TANKED W/H, DRYER & RANGE(DWOC03200)","Closed-CC Issued","2","ePlan",
"FIR2022-02187","20443 PEBBLE GLEN DR, ESTERO FL 33928","Gas Piping Inside Home to:TANKLESS W/H, DRYER, RANGE, POOL HEATER & FUTURE ODK(VV56600)","Closed-CC Issued","4","ePlan",
"RES2022-09501","2919 23RD ST SW, LEHIGH ACRES FL 33976","New Residential Single Family Home","Inspections Ongoing","2","ePlan",
"FIR2022-02186","17429 CORSINI DR, FORT MYERS FL 33913","Gas Piping Inside Home to:TANKED W/H, DRYER & RANGE(ELCD44500)","Closed-CC Issued","3","ePlan",
"FIR2022-02185","17433 CORSINI DR, FORT MYERS FL 33913","Gas Piping Inside Home to:TANKED W/H, DRYER & RANGE(ELCD44400)","Closed-CC Issued","3","ePlan",
"FIR2022-02184","20230 NAPA LOOP, ESTERO FL 33928","Gas Piping Inside Home to:TANKED W/H, DRYER & RANGE(VV55200)","Closed-CC Issued","3","ePlan",
"FIR2022-02183","7028 CHAPEL CREEK LN, NORTH FORT MYERS FL 33917","Gas piping Inside Home to:TANKED W/H, DRYER & RANGE(DWOC16000)","Closed-CC Issued","2","ePlan",
"FIR2022-02182","18239 PARKSVILLE DR, ESTERO FL 33928","Gas Piping Inside Home to:TANKED W/H, DRYER & COOKTOP(VV35900)","Closed-CC Issued","3","ePlan",
"FIR2022-02181","7048 DEL WEBB OAK CREEK BLVD, NORTH FORT MYERS FL 33917","Gas Piping Inside Home to:TANKED W/H, DRYER, COOKTOP & FUTURE ODK(DWOC11300)","Closed-CC Issued","2","ePlan",
"SOL2022-01916","2617 27TH ST SW, LEHIGH ACRES FL 33976","Roof Top Solar Panel Install 31 panels and Micro Inverters 12.40 kw","Permit Expired","0","ePlan",
"RES2022-09500","3602 29TH ST SW, LEHIGH ACRES FL 33976","New Single family residence","Closed-CO Issued","2","ePlan",
"RES2022-09499","514 PALORA AVE, LEHIGH ACRES FL 33974","New Single family residence","Closed-CO Issued","2","ePlan",
"ROF2022-07137","1798 MARILYN DR, NORTH FORT MYERS FL 33917","re roof shingle slopes (Hurricane Ian)","Closed-CC Issued","0","ePlan",
"MEC2022-06628","8016 SUMMERLIN LAKES DR, FORT MYERS FL 33907","REMOVE EXISTING 3.5 TON SPLIT SYSTEM/ INSTALL 3.5 TON SPLIT SYSTEM/ LIKE FOR LIKE","Waiting on Applicant Updates","0","ePlan",
"ROF2022-07136","121 CHARLES ST, FORT MYERS FL 33905","Metal Re-Roof","Closed-Withdrawn","0","ePlan",
"ROF2022-07135","5938 COVE ST, SAINT JAMES CITY FL 33956","TEAR OFF AND RE-ROOF METAL/ TPO FLAT ROOF","Closed-Withdrawn","0","ePlan",
"OPN2022-03513","14144 PLUM ISLAND DR, FORT MYERS FL 33919","REPLACING 10 WINDOWS W/ IMPACT SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"OPN2022-03512","9248 CROCUS CT, FORT MYERS FL 33967","REPLACING 7 WINDOWS W/ IMPACT SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"OPN2022-03511","3406 14TH ST W, LEHIGH ACRES FL 33971","REPLACING 10 WINDOWS AND 2 DOORS W/ IMPACT SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"OPN2022-03510","3901 CAPE COLE BLVD, PUNTA GORDA FL 33955","REPLACING 1 WINDOW W/ IMPACT SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"FIR2022-02180","771 JUNE PKWY, NORTH FORT MYERS FL 33903","Install (2) 120 gal AG LP","Closed-CC Issued","0","ePlan",
"FIR2022-02179","17640 KINZIE LN, ESTERO FL 33928","Install 500 gal UG LP - Hook up to 26kw Generator","Closed-CC Issued","0","ePlan",
"OPN2022-03509","3906 SABAL SPRINGS BLVD, NORTH FORT MYERS FL 33917","Replacing 4 windows w/ impact size for size","Closed-CC Issued","0","ePlan",
"OPN2022-03508","3120 37TH ST SW, LEHIGH ACRES FL 33976","replacing 3 windows w/ impact size for size","Closed-CC Issued","0","ePlan",
"ELE2022-02951","771 JUNE PKWY, NORTH FORT MYERS FL 33903","Install (1) 200 amp ATS - Hook up to 24kw Generator","Closed-CC Issued","0","ePlan",
"ELE2022-02950","17640 KINZIE LN, ESTERO FL 33928","Install 91) 200 amp ATS - Hook up to 26kw Generator","Closed-CC Issued","0","ePlan",
"OPN2022-03507","1911 MILSTEAD AVE, LEHIGH ACRES FL 33972","Replacing 1 door and 6 windows, size/size, style/style, with impact.","Closed-CC Issued","0","ePlan",
"OPN2022-03506","934 JOPONICA AVE S, LEHIGH ACRES FL 33974","REPLACING 3 WINDOWS W/ IMPACT SIZE FOR SIZE","Permit Expired","0","ePlan",
"FIR2022-02178","15880 SUMMERLIN RD, 200, FORT MYERS FL 33908","Demo one existing kitchen hood and install one new kitchen hood. equipment provided by Publix. Duct fabricated and installed by Cox.","Closed-CC Issued","5","ePlan",
"OPN2022-03505","3637 SCHOONER LN, SAINT JAMES CITY FL 33956","REPLCING 9 WINDOWS AND 1 DOOR W/ IMPACT SIZE FOR SIZE","Waiting on Applicant","0","ePlan",
"RES2022-09498","1116 ARTIC ST E, LEHIGH ACRES FL 33974","New Single Family Home*Inspections Done By Private Provider – Nova Engineering*","Closed-CO Issued","2","ePlan",
"SOL2022-01915","306 LERUTH AVE S, LEHIGH ACRES FL 33974","11.2 Kw pv Solar panel installation roof mounted","Closed-CC Issued","0","ePlan",
"OPN2022-03504","2510 66TH ST W, LEHIGH ACRES FL 33971","REPLACING 6 WINDOWS W/ IMPACT SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"COM2022-01457","12984 S CLEVELAND AVE, FORT MYERS FL 33907","Add 292 SF for additional cooler and storage space.","Closed-CO Issued","2","ePlan",
"OPN2022-03503","2319 DOVER AVE, FORT MYERS FL 33907","Installing 1 Accordion *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"RES2022-09497","858 CHIPLEY ST E, LEHIGH ACRES FL 33974","Single Family Home  *Inspections Done By Private Provider- Nova Engineering & Environmental*","Closed-CO Issued","3","ePlan",
"SOL2022-01914","170 HOMESTEAD RD S, LEHIGH ACRES FL 33936","37 kW ground-mount behind the meter PV solar facility","Closed-CC Issued","0","ePlan",
"OPN2022-03502","2179 PIGEON PLUM WAY, NORTH FORT MYERS FL 33917","Installing 6 Accordions and 2 Manual Crank Rd Screens *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"FIR2022-02177","14821 BEN C PRATT SIX MILE CYPRESS PKWY, FORT MYERS FL 33912","install new notification appliances, connect all new devices to existing circuits. monitor new duct smoke detectors, new fire pump, new sprinkler valves, early warning smoke detector systems. install new solepath dialer and remove existing dialer.","Closed-Withdrawn","8","ePlan",
"POL2022-01388","18891 CROSSWIND AVE, NORTH FORT MYERS FL 33917","14x31 inground pool and 7x7 spa with paver style deck and screen enclosure.","Closed-CC Issued","5","ePlan",
"RES2022-09496","6912 HIGHLAND PARK CIR, FORT MYERS FL 33966","REPLACE 14 WINDOWS WITH IMPACT SIZE FOR SIZE","Closed-Voided","0","ePlan",
"ROF2022-07134","2500 1ST ST SW, LEHIGH ACRES FL 33976","24 Sq Shingle Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2022-07133","9778 CATTAIL CT, FORT MYERS FL 33905","Remove and replace existing shingles","Closed-CC Issued","0","ePlan",
"SOL2022-01913","4111 9TH ST SW, LEHIGH ACRES FL 33976","FULL PV SOLAR INSTALLATION ROOF MOUTED","Closed-CC Issued","0","ePlan",
"SOL2022-01912","2115 CARRELL RD, FORT MYERS FL 33901","Installation of a roof-mounted solar PV system 17.39 kW","Closed-CC Issued","0","ePlan",
"SOL2022-01911","1176 BRIARCLIFFE ST, FORT MYERS FL 33913","Installation of a roof-mounted solar PV system 11.47 kW","Closed-CC Issued","0","ePlan",
"SOL2022-01910","2733 JANET ST, MATLACHA FL 33993","Installation of a roof-mounted solar PV system 11.47 kW","Closed-CC Issued","0","ePlan",
"ROF2022-07132","14870 CRESCENT COVE DR, FORT MYERS FL 33908","Tile Roof Replacement","Closed-CC Issued","0","ePlan",
"SOL2022-01909","1207 RICHMOND AVE N, LEHIGH ACRES FL 33972","Installation of a roof-mounted solar PV system 8.51 kW","Closed-CC Issued","0","ePlan",
"FIR2022-02176","14607 BEN C PRATT SIX MILE CYPRESS PKWY, FORT MYERS FL 33912","Wireless monitoring by cellular","Permit Expired","0","ePlan",
"FIR2022-02175","12730 NEW BRITTANY BLVD, FORT MYERS FL 33907","replace existing backflow","Closed-CC Issued","0","ePlan",
"OPN2022-03501","3780 SABAL SPRINGS BLVD, NORTH FORT MYERS FL 33917","Installing 2 doors onto the lanai, enclose non living. The existing electrical light is to remain.","Closed-Voided","0","ePlan",
"SOL2022-01908","3214 18TH ST W, LEHIGH ACRES FL 33971","Install of roof mounted solar pv system 10.36 kw","Closed-CC Issued","1","ePlan",
"MEC2022-06627","8521 CYPRESS DR S, FORT MYERS FL 33967","A/C Like for Like replacement *Inspections Done By Private Provider – Inspected.com*","Closed-CC Issued","0","ePlan",
"RESMSTR2022-00115",,"Master of new family residence construction.","Closed-Not Effective","3","ePlan",
"SOL2022-01907","18546 EVERGREEN RD, FORT MYERS FL 33967","Install 8.8KW roof mounted solar panel system","Closed-CC Issued","0","ePlan",
"SOL2022-01906","221 IDLEVIEW AVE, LEHIGH ACRES FL 33936","Install 8.40 pv solar system on the roof.*Inspections Done By Private Provider – Skytec Engineering Services*","Closed-CC Issued","0","ePlan",
"ROF2022-07131","715 HUTTO RD, NORTH FORT MYERS FL 33903","Shingle reroof","Closed-CC Issued","0","ePlan",
"MEC2022-06626","9480 MONTEVERDI WAY, FORT MYERS FL 33912","Install 9000 BTU Mini Split in bedroom for additional cooling/dehumidification","Closed-CC Issued","0","ePlan",
"ROF2022-07130","18380 PANTHER TRAIL LN, NORTH FORT MYERS FL 33917","RE-ROOF - TEAR OFF SHINGLES - REPLACE WITH METAL","Closed-CC Issued","0","ePlan",
"POL2022-01387","7100 DEL WEBB OAK CREEK BLVD, NORTH FORT MYERS FL 33917","Pool","Closed-CC Issued","4","ePlan",
"MEC2022-06625","1350 SANDTRAP DR, FORT MYERS FL 33919","Replace split system","Closed-CC Issued","0","ePlan",
"POL2022-01386","19640 PANTHER ISLAND BLVD, ESTERO FL 33928","IN GROUND POOL & SPA.","Closed-CC Issued","4","ePlan",
"ROF2022-07129","3819 1ST ST SW, LEHIGH ACRES FL 33976","Shingle Re Roof","Closed-CC Issued","0","ePlan",
"MEC2022-06624","14135 MYSTIC SEAPORT WAY, FORT MYERS FL 33919","Replace split system","Closed-CC Issued","0","ePlan",
"RES2022-09495","13573 BLUE BAY CIR, FORT MYERS FL 33913","INSTALL POOL ENCLOSURE ON EXISTING DECK. POOL PERMIT POL2022-01333","Closed-CO Issued","1","ePlan",
"MEC2022-06623","8518 CYPRESS DR S, FORT MYERS FL 33967","Goodman 3 Tons 16 Seer KW 10 straight cool replacement","Permit Expired","0","ePlan",
"MEC2022-06622","13474 MARQUETTE BLVD, FORT MYERS FL 33905","Goodman Straight cool 3 ton 14 seer 10 kw *Inspections Done By Private Provider – Inspected.com*","Closed-CC Issued","0","ePlan",
"DEM2022-00257","16342 GEMINI CT, FORT MYERS FL 33908","Demolition of mobile home and removal of all debris","Closed-CC Issued","0","ePlan",
"DEM2022-00256","16342 GEMINI CT, FORT MYERS FL 33908","Demolition of mobile home and removal of all debris","Closed-Withdrawn","0","ePlan",
"SOL2022-01905","3779 SAN CARLOS DR, SAINT JAMES CITY FL 33956","SOLAR ROOFTOP INSTALLATION plus 1 Revision","Closed-CC Issued","2","ePlan",
"RES2022-09494","8834 PIGEON KY, FORT MYERS FL 33908","Single Family Residence","Closed-CO Issued","68","ePlan",
"OPN2022-03500","1564 GRETCHEN AVE S, LEHIGH ACRES FL 33973","Installing 4 Accordions","Closed-CC Issued","0","ePlan",
"OPN2022-03499","1528 GRETCHEN AVE S, LEHIGH ACRES FL 33973","Installing 4 Accordions*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"OPN2022-03498","15103 LIGUSTRUM LN, ALVA FL 33920","Installing 7 Mot Rd Screens *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2022-06621","8110 SOUTH WOODS CIR, 14, FORT MYERS FL 33919","GOODMAN 2 TONS 14 SEER","Closed-CC Issued","0","ePlan",
"OPN2022-03497","19733 AQUA VIEW LN, FORT MYERS FL 33913","Installing 4 Mot Rd Screens *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"OPN2022-03496","6208 EMERALD PINES CIR, FORT MYERS FL 33966","Installing 2 Mot Rd Screens*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"OPN2022-03495","14751 EDEN ST, FORT MYERS FL 33908","Installing 2 Mot RD Screens*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2022-06620","17420 BUTLER RD, FORT MYERS FL 33967","Goodman 3 tons 14 seer 10.5 KW ac replacement like for like *Inspections Done By Private Provider – Inspected.com*","Closed-CC Issued","0","ePlan",
"OPN2022-03494","11660 ROSETO CT, FORT MYERS FL 33913","Installing 7 Mot Rd Screens and 1 Slide Screen *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","1","ePlan",
"PLU2022-00857","17830 DRAGONIA DR, NORTH FORT MYERS FL 33917","Replace the existing shower with a new shower pan.","Closed-CC Issued","0","ePlan",
"MEC2022-06619","17549 PLUMERA LN, NORTH FORT MYERS FL 33917","Split System Replacement","Closed-CC Issued","0","ePlan",
"RES2022-09493","13880 BLUE BAY CIR, FORT MYERS FL 33913","install screen enclosure","Closed-CO Issued","1","ePlan",
"OPN2022-03493","2286 PALM AVE, SAINT JAMES CITY FL 33956","Installing 2 Deluxe Aluminum Roll Down Manual and 1 Deluxe Aluminum Roll Down Motorized*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"SOL2022-01904","6923 WITTMAN DR, FORT MYERS FL 33919","Solar Panels Roof Mounted see revision 1 & 2","Closed-CC Issued","2","ePlan",
"RES2022-09492","2114 STEVENSON RD, NORTH FORT MYERS FL 33917","Build 10' Round tiki hut","Closed-CO Issued","1","ePlan",
"MEC2022-06618","4056 AVENIDA DEL TURA, NORTH FORT MYERS FL 33903","A/C CHANGE OUT 2.5 TON 14 SEER 10 KW COMFORTMAKER PACKAGE UNIT","Closed-CC Issued","0","ePlan",
"ELE2022-02949","4661 LAKESIDE CLUB BLVD, 11, FORT MYERS FL 33905","Add (2) 40A Breakers w/ 8 AWG wire for new tankless water heater.","Permit Expired","0","ePlan",
"RES2022-09491","11080 MORNING DEW TER, FORT MYERS FL 33913","CONSTRUCTION OF NEW SFR","Closed-CO Issued","341","ePlan",
"COM2022-01456","1302 MCGREGOR PARK CIR, FORT MYERS FL 33908","Restoration of interior of condo destroyed by fire","Permit Issued","1","ePlan",
"RES2022-09490","11075 MORNING DEW TER, FORT MYERS FL 33913","NEW SINGLE FAMILY RESIDENCE.","Closed-CO Issued","286","ePlan",
"MEC2022-06617","5338 CONCORD WAY, FORT MYERS FL 33907","Replace 2.5T Split AC System, like for like","Closed-CC Issued","0","ePlan",
"OPN2022-03492","9699 PINEAPPLE PRESERVE CT, FORT MYERS FL 33908","replacement of 4 impact windows and 1 door size4size","Closed-CC Issued","0","ePlan",
"ROF2022-07128","822 JULIO CIR, LEHIGH ACRES FL 33972","re-roof","Closed-CC Issued","0","ePlan",
"RES2022-09489","3000 VERNON AVE S, LEHIGH ACRES FL 33973","NEW CONSTRUCTION DUPLEX","Closed-CO Issued","2","ePlan",
"OPN2022-03491","2614 W CYPRESS AVE, FORT MYERS FL 33905","replacement of 11 impact windows and 1 impact door size4size","Permit Expired","0","ePlan",
"FNC2022-02853","3213 10TH ST SW, LEHIGH ACRES FL 33976","6 foot PVC privacy fence with gates","Closed-Withdrawn","0","Paper Submittal",
"COM2022-01455","4309 MARINER WAY, 405, FORT MYERS FL 33919","CABINETS & COUNTER TOPS IN LAUNDRY ROOM","Closed-CC Issued","0","ePlan",
"FIR2022-02174","11215 METRO PKWY, BLDG 3, FORT MYERS FL 33966","add to existing fire alarm due to tenant changes","Closed-CC Issued","2","ePlan",
"OPN2022-03490","13928 BLUE BAY CIR, FORT MYERS FL 33913","Installing 3 Mot Rd Screens *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"MEC2022-06616","12175 STRINGFELLOW RD, BOKEELIA FL 33922","A/C CHANGE OUT 4 TON 14 SEER 10 KW RUUD SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"ROF2022-07127","18534 PHLOX DR, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (31sq)","Closed-CC Issued","0","ePlan",
"OPN2022-03489","19219 MESIC LN, ESTERO FL 33928","Installing 1 Mot Rd Screen*Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Permit Expired","0","ePlan",
"MEC2022-06615","12650 KENWOOD LN, A, FORT MYERS FL 33907","replace cond only as A/H is newer and matches to 14 SEER","Closed-CC Issued","0","ePlan",
"ROF2022-07126","3200 E 6TH ST, LEHIGH ACRES FL 33972","shingle re-roof","Closed-Withdrawn","0","ePlan",
"OPN2022-03488","5020 SABLE KEY CIR, PUNTA GORDA FL 33955","Installing 11 Roll Down Motorized Shutters, 5 Lexan Panels, 1 Mot Rd Screen , and  1 Bahama Shutter *Inspections Done By Private Provider – Innovative Construction Inspection, Inc*","Closed-CC Issued","0","ePlan",
"ROF2022-07125","10570 ROBINSON ST, FORT MYERS FL 33908","SHINGLE TO SHINGLE RE ROOF AND  FLAT TO FLAT RE ROOF","Closed-CC Issued","0","ePlan",
"MEC2022-06614","4777 SANDPIPER DR, SAINT JAMES CITY FL 33956","replace package","Closed-CC Issued","0","ePlan",
"SOL2022-01903","2847 NANCY DR, LEHIGH ACRES FL 33971","PV SOLAR INSTALLATION","Closed-CC Issued","1","ePlan",
"COM2022-01454","16140 PARALLEL DR, FORT MYERS FL 33913","Trash Enclosure (3) gate enclosure","Permit Expired","15","ePlan",
"RES2022-09488","3503 34TH ST SW, LEHIGH ACRES FL 33976","Single family Residence","Closed-Voided","0","ePlan",
"MEC2022-06613","14399 PINE HOLLOW DR, ESTERO FL 33928","Air Conditioner Change out","Permit Expired","0","ePlan",
"MEC2022-06612","12283 STAR SHELL DR, MATLACHA ISLES FL 33991","replace same for same in attic","Closed-Withdrawn","0","ePlan",
"COM2022-01453","16140 PARALLEL DR, FORT MYERS FL 33913","Trash Enclosure with (2) gates","Closed-CC Issued","15","ePlan",
"ROF2022-07124","5746 ELIZABETH ANN WAY, FORT MYERS FL 33912","Reroof Shingle Off/Shingle On (42.4sq)","Closed-CC Issued","0","ePlan",
"PLU2022-00856","4901 PALM BEACH BLVD, FORT MYERS FL 33905","Save alotReplacement of 2"" backflow","Permit Expired","0","ePlan",
"SOL2022-01902","3019 25TH ST SW, LEHIGH ACRES FL 33976","ROOF MOUNTED SOLAR PANEL INSTALLATION","Permit Expired","0","ePlan",
"PLU2022-00855","2 CAYMAN CT, FORT MYERS FL 33908","Replace Shower Pan in Master Bath","Closed-CC Issued","0","ePlan",
"MEC2022-06611","6361 ARAGON WAY, 103, FORT MYERS FL 33966","Split system replacement in closet - like for like","Closed-Withdrawn","0","ePlan",
"RES2022-09487","364 ARLINGTON AVE, FORT MYERS FL 33905","install and anchor to ground a 8 X 10 DCA Storage Shed","Closed-CO Issued","0","ePlan",
"MEC2022-06610","4190 PRESTWICK CT, NORTH FORT MYERS FL 33903","Change out split system","Closed-CC Issued","0","ePlan",
"SOL2022-01901","2611 QUEEN DR, LEHIGH ACRES FL 33971","ROOF MOUNTED SOLAR PANEL INSTALL","Closed-CC Issued","0","ePlan",
"RES2022-04256-R02","17818 SADDLEBUNCH KY, FORT MYERS FL 33908","Flip house and change wood posts on front porch from 6x6 to 4x4.","Closed-Voided","4","ePlan",
"ROF2022-07123","117 AIRVIEW AVE, LEHIGH ACRES FL 33936","Re-Roof","Closed-CC Issued","0","ePlan",
"ROF2022-07122","12967 MEADOWOOD CT, FORT MYERS FL 33919","Shingle Reroof","Permit Expired","0","ePlan",
"MEC2022-06609","3350 NORTH KEY DR, 604, NORTH FORT MYERS FL 33903","AC CHANGEOUT","Closed-CC Issued","0","ePlan",
"ROF2022-07121","8080 ANHINGA RD, FORT MYERS FL 33967","Reroof Shingle Off/Shingle On (15sq)","Closed-CC Issued","0","ePlan",
"SOL2022-01900","3417 21ST ST SW, LEHIGH ACRES FL 33976","ROOF MOUNTED SOLAR PANEL INSTALLATION.","Closed-CC Issued","1","ePlan",
"ROF2022-07120","3540 GLOXINIA DR, NORTH FORT MYERS FL 33917","Tile reroof","Closed-CC Issued","0","ePlan",
"ROF2022-07119","12967 ELM CREEK CT, FORT MYERS FL 33919","Shingle Reroof","Permit Expired","0","ePlan",
"MEC2022-06608","14641 BALD EAGLE DR, FORT MYERS FL 33912","CHANGE OUT 4 TON 16.5 SEER 10 KW SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"MEC2022-06607","17897 DRACENA CIR, NORTH FORT MYERS FL 33917","Change existing air handler and condensing unit","Closed-CC Issued","0","ePlan",
"RES2022-09486","15945 BLUE SKIES DR, NORTH FORT MYERS FL 33917","screen room under existing roof on existing concrete","Closed-CO Issued","0","ePlan",
"RES2022-09485","418 CALVIN AVE, LEHIGH ACRES FL 33972","New single family residence","Closed-CO Issued","1","ePlan",
"MEC2022-06606","12491 VILLAGIO WAY, FORT MYERS FL 33912","CHANGE OUT 5 TON 17 SEER 10 KW SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"COM2022-01452","16251 PARALLEL DR, FORT MYERS FL 33913","Trash Enclosure","Closed-CC Issued","14","ePlan",
