Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
Shingle roof replacement from Hurrican            ian,Closed-CC Issued,0,ePlan,,-81.705825787351,26.621791430012,2023-04-01
"Size for size pool cage replacement, size for size sliding glass door and windows replacement.",Closed-Voided,0,ePlan,,-81.977524159355,26.507088351976,2023-04-01
"MANSARD REROOF ONLY - ShinglesTear off shingles at mansards only (4 per building)shinglesAddress: 1165 Palm Ave, North Fort MyersBuilding 3 - Units 3A, 3B, 3C, 3D",Closed-CC Issued,0,ePlan,,-81.891205925032,26.665348069679,2023-04-01
Remodel damaged home from Hurricane Ian,Closed-Voided,0,ePlan,,-81.947646290336,26.461285752735,2023-04-01
Size for size window and door replacement.,Closed-Withdrawn,0,ePlan,,-81.949847373063,26.52802713731,2023-04-01
TILE TO TILE REROOF,Closed-CC Issued,0,ePlan,,,,2023-04-01
tile to tile reroof,Closed-CC Issued,0,ePlan,,-81.889268244274,26.494489860635,2023-04-01
1. breakers in the new backup load panel needs to be shown on plans.2. rapid disconnect switch needs to be shown on plans.3 plans needs to show six black and red wires coming out the IQ loader controller 1 going toeach breaker.4. IQ load controller 2 need to show empty.,Closed-Revision Approved,3,ePlan,,-81.891733538454,26.722272905637,2022-04-01
replace non-impact rated windows and doors with impact rated energy saving Pella windows,Closed-Withdrawn,0,ePlan,,-82.160659758111,26.705783605933,2023-04-01
Install solar pool heat tie into existing auto control,Closed-CC Issued,0,ePlan,,-81.667370504852,26.650239413373,2023-04-01
Add shingle re-roof,Closed-Revision Approved,1,ePlan,,-81.940273043342,26.458856833673,2023-04-01
REPLACE AC SYSTEM,Closed-CC Issued,0,ePlan,,-81.598697688019,26.632565036776,2023-04-01
Squares: 33Pitch: 5/12Stories: 1Shingles/Material: Tamko Titan XT,Closed-CC Issued,0,ePlan,,-81.681254476606,26.650685750867,2023-04-01
add ac,Closed-Revision Approved,1,ePlan,,-82.077422173261,26.63753349061,2022-04-01
Will not demo existing dock the 560 sq ft dock will remain,Closed-Revision Approved,1,ePlan,,-81.95538872262,26.479231293296,2022-04-01
Add a boat lift and dock to the West seawall on the property.,Permit Expired,1,ePlan,,-81.915215944388,26.562789854306,2023-04-01
adjusted a couple of the elevation marks on the site plan,Closed-Revision Approved,4,ePlan,,-81.897667004604,26.504579870043,2022-04-01
Change from non impact windows and shutters to impact windows,Closed-Revision Approved,3,ePlan,,-81.816396732117,26.465086826189,2022-04-01
Adding 9 single hung vinyl windows FL239.2,Closed-Revision Approved,1,ePlan,,,,2023-04-01
Changing opening #3 to a storm catcher RD screen FL11291.1,Closed-Revision Approved,1,ePlan,,-81.915233898056,26.521150136358,2023-04-01
Install Underground LP Tank and LIne to Generator,Closed-CC Issued,0,ePlan,,-81.937469803457,26.52615671666,2023-04-01
Install Generator and QTY 2 - Transfer switches,Closed-CC Issued,0,ePlan,,-81.937469803457,26.52615671666,2023-04-01
Revision: Tear off old shingle roof and re-roof with new dimensional shingles to Tear off old flat roof and re-roof with new flat roof 22-0706.09 10/11/2027,Closed-Revision Approved,1,ePlan,,-81.645297831807,26.589930220584,2023-04-01
Replace LP Riser and surface mounted piping to generator,Closed-CC Issued,0,ePlan,,-81.846145418855,26.467340180288,2023-04-01
Replace Existing Generator,Closed-CC Issued,0,ePlan,,-81.846145418855,26.467340180288,2023-04-01
New residential pool,Waiting on Applicant,0,ePlan,,-81.738339315513,26.634397424281,2023-04-01
Remove and Install Shingle Roof.,Closed-CC Issued,0,ePlan,,-81.587193409276,26.621986865329,2023-04-01
Remove and install Shingle Roof,Closed-CC Issued,0,ePlan,,-81.620883340866,26.552697056223,2023-04-01
6' coated galvanized metal fence with 2 gates,Closed-CC Issued,0,ePlan,,-81.687697744816,26.631222603089,2023-04-01
Revision - Non impact windows and shutters to Impact Glass,Closed-Revision Approved,3,ePlan,,-81.810182412989,26.471401462134,2022-04-01
"Revised floor plan - corrected floor openings are 9, 10, 11, 12 to have electric roll down shutters",Closed-Revision Approved,1,ePlan,,-81.8976583827,26.508227499679,2023-04-01
"REROOF, 22 SQS",Permit Expired,0,ePlan,,-81.918359039584,26.662532214297,2023-04-01
"Cut flooded drywall and replace with new drywall , replace flooded electrical",Payment Required,0,ePlan,,-81.834592046537,26.698469963068,2023-04-01
"Remove shingle system to decking, renail, install new shingle system to code",Closed-CC Issued,0,ePlan,,-81.628423763651,26.644130405354,2023-04-01
4X Electric Roll-Downs,Closed-CC Issued,0,ePlan,,-81.620639338808,26.618221685049,2023-04-01
"Shingle reroof,Tear off existing roof,1165 Palm Ave, North Fort MyersBuild 8 - Units 8A, 8B, 8C, 8D",Closed-CC Issued,0,ePlan,,-81.891205925032,26.665348069679,2023-04-01
"Shingle reroofTear off , install shinglesAddress: 1165 Palm Ave, North Fort Myers, FLBuilding 7 - Units 7A, 7B, 7C, 7D",Closed-CC Issued,0,ePlan,,-81.891205925032,26.665348069679,2023-04-01
Roof Replacement,Closed-CC Issued,0,ePlan,,-81.918028257475,26.696789256815,2023-04-01
CONSTRUCTION PLANS AND TRUSS LAYOUT REVISED TO 1196 MODEL CHANGING GARAGE LENGTH TO 62-7,Closed-Revision Approved,3,ePlan,,-81.752038806529,26.607209732878,2022-04-01
CONSTRUCTION PLANS AND TRUSS LAYOUT REVISED TO 1196 MODEL CHANGING GARAGE LENGTH TO 62-7,Closed-Revision Approved,3,ePlan,,-81.714146102588,26.590237635471,2022-04-01
TRUSS LAYOUT REVISED TO 1196 MODEL CHANGING GARAGE LENGTH TO 62-7,Closed-Revision Approved,3,ePlan,,-81.751959594157,26.608452358894,2022-04-01
TRUSS LAYOUT REVISED TO 1196 MODEL CHANGING GARAGE LENGTH TO 62-7,Closed-Revision Approved,3,ePlan,,-81.751310233117,26.607886541328,2022-04-01
Change of Electrical Engineer - Unit Panels were changed from 3 phase to single phase - The feeders and busway were changed from Copper to Aluminum The Magnolia modes had the 175 AMP breakers changed to 200 Amps. This unit type will have copper feeders.,Closed-Revision Approved,9,ePlan,,-81.949237662138,26.51181816623,2021-04-01
15 sq shingle reroof,Closed-CC Issued,0,ePlan,,-81.912502067812,26.655658776631,2023-04-01
SHINGLE REROOF & 4 SQ OF MOD BIT ON FLAT ROOF OVER DRIVEWAY,Closed-CC Issued,0,ePlan,,-81.912514752484,26.655655152439,2023-04-01
Remodel/repair due to Hurricane Ian,Closed-Withdrawn,0,ePlan,,-81.950987557773,26.461318881567,2023-04-01
Remodel/repair due to Hurricane Ian,Closed-Withdrawn,0,ePlan,,-81.948654451936,26.462357062112,2023-04-01
Interior remodel/repairs due to Hurricane Ian.,Closed-Withdrawn,0,ePlan,,-81.948657945399,26.462622565857,2023-04-01
Remove current structure and build stilt single family home: keep existing block walls intact. Adding square footage & second story.,Closed-CO Issued,2,ePlan,,-81.857308799556,26.47879556418,2023-04-01
New Single Family Residence,Closed-CO Issued,1,ePlan,,-81.747499747674,26.632168428397,2023-04-01
New Single Family Residence,Closed-CO Issued,3,ePlan,,-81.747291020648,26.632168428392,2023-04-01
Change opening 1 & 3 to (2) 2LS instead of SH Fl11411.2,Closed-Revision Approved,1,ePlan,,-81.911376400493,26.546985039235,2022-04-01
Remove PP,Closed-Revision Approved,1,ePlan,,,,2022-04-01
Revised site plan,Closed-Revision Approved,1,ePlan,,,,2022-04-01
Need revision - Revision NON impact windows and shutters to Impact Glass Windows,Closed-Revision Approved,3,ePlan,,-81.8098292355,26.467278433568,2022-04-01
revision new options,Closed-Revision Approved,3,ePlan,,,,2022-04-01
"Outlet change in kitchen, shower option changed, adding lights in great room.",Closed-Voided,3,ePlan,,,,2022-04-01
revision to remove old options and add new options,Closed-Revision Approved,3,ePlan,,,,2022-04-01
Hurricane Damage:  Re-roof Asphalt Shingleshomeowner: Alfred Solvang,Closed-CC Issued,0,ePlan,,-81.937369954698,26.744222437918,2023-04-01
4' picket fence with gates,Closed-CC Issued,0,ePlan,,-81.623204602899,26.569766108156,2023-04-01
5 Impact Windows2 Impact Doors,Closed-CC Issued,0,ePlan,,-81.857904886994,26.553356437383,2023-04-01
Park 40' 5th Wheel RV on our lot; connect electric and water utilities and sewer drain line to RV,Closed-Withdrawn,0,ePlan,,,,2023-04-01
"Hurricane Iantotal sq 3,096Pitched 2,781Flat 3155/12Re-Roof Shingle",Closed-CC Issued,0,ePlan,,-81.700303445779,26.615132326531,2023-04-01
New Construction,Closed-CO Issued,40,ePlan,,-81.66535552567,26.591683683901,2023-04-01
Single Family Residence,Closed-CO Issued,22,ePlan,,-81.712190903801,26.612267982656,2023-04-01
REPLACE SIZE FOR SIZE 14 WINDOWS & 1 SLIDING GLASS DOOR & INSTALL 1 ELECTRIC ROLL SHUTTER,Closed-CC Issued,0,ePlan,,-81.845027273089,26.472390100355,2023-04-01
Single Family Residence,Closed-CO Issued,22,ePlan,,-81.711766464884,26.612303189562,2023-04-01
ROOF REPLACEMENT,Permit Expired,0,ePlan,,-81.727354586509,26.634444941479,2023-04-01
REPLACE 2 GANG METER BANK|GROUNDING SYSTEM|UNDERGROUD DOWN PIPE,Closed-CC Issued,0,ePlan,,,,2023-04-01
Installation of new parking bollards to ensure building & customer safety.,Closed-CC Issued,0,ePlan,,,,2023-04-01
"R&R existing roof system with GAF Weather Watch Ice & Water Leak Barrier & Timberline HDZ Shingles, 130 MPH wind rated.",Closed-CC Issued,0,ePlan,,-81.896081891843,26.72538140875,2023-04-01
"Installing 11 Accordion Shutters & 2 Storm Catcher Easy Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.904102194794,26.561715233105,2023-04-01
A/C CHANGE OUT DUCT SYSTEM CHANGE OUT,Waiting on Applicant,0,ePlan,,-81.889414628959,26.499854320852,2023-04-01
Remove hurricane damage shingles and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install shingles to manufacturers specifications,Closed-CC Issued,1,ePlan,,-81.913355731765,26.732682749278,2023-04-01
AC REPLACEMENT LIKE FOR LIKE (SPLIT SYSTEM),Closed-CC Issued,0,ePlan,,-81.747848358902,26.569646093644,2023-04-01
New SFR Construction,Closed-CO Issued,2,ePlan,,-81.674448791852,26.583849847309,2023-04-01
build new pool cage,Closed-CC Issued,0,ePlan,,,,2023-04-01
Remove hurricane damage tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications. *R01 - Change underlayment from FL#11602-R15 to FL#14317-R15*,Closed-CC Issued,1,ePlan,,-81.89334958032,26.768502848433,2023-04-01
screen enclosure with existing footer,Closed-CO Issued,1,ePlan,,,,2023-04-01
10x8 shed,Payment Required,0,ePlan,,-81.805264601266,26.684238733977,2023-04-01
Reroof shingle to Shingle + flat roof,Closed-CC Issued,0,ePlan,,-81.888477847283,26.534592864428,2023-04-01
"Installing 6 Standard Alum RD & 4 SCRD (various) MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2023-04-01
Remove hurricane damage tile and underlayment.  Re-nail decking to code.  Install self adhered underlayment and flashing.  Install tile to manufacturers specifications.,Closed-CC Issued,1,ePlan,,,,2023-04-01
Reroof shingle to shingle,Closed-CC Issued,0,ePlan,,-81.649756008631,26.623100039154,2023-04-01
"Inground Pool, Paver Deck with fence",Permit Expired,0,ePlan,,-81.670325813223,26.665278286526,2023-04-01
Shell building 4 - Penzance,Permit Issued,14,ePlan,,,,2023-04-01
Interior remodel,Closed-CC Issued,0,ePlan,,-81.950786083769,26.487581886501,2023-04-01
shingle and flat reroof,Closed-CC Issued,0,ePlan,,-81.914540402951,26.643109296603,2023-04-01
Supply and Install 1x200A AT'S for a 26kw Generac air cooled generator.,Closed-CC Issued,0,ePlan,,-81.76172245951,26.756753177392,2023-04-01
single family new construction residence,Closed-CO Issued,3,ePlan,,-81.582337846947,26.530695338042,2023-04-01
Replace 200A panel (like for like),Closed-CC Issued,0,ePlan,,-81.811486900433,26.530255944517,2023-04-01
"REMOVE/REPLACE SIZE/SIZE 1 SLGD, AND INSTALL 1 HURRICANE SHIELD. FL # 20834.3 14110.1",Closed-CC Issued,0,ePlan,,-81.919423751821,26.635438165828,2023-04-01
GENERATOR INSTALLATION,Closed-Voided,0,ePlan,,-81.810219786024,26.468759000348,2023-04-01
Supply and Install 1x200A AT'S or a 22kw Generac Air Cooled Generator,Closed-CC Issued,0,ePlan,,-81.891447012541,26.519343290734,2023-04-01
Roof repair/re-roof due to hurrican damage 11 squares of metal panels and ice and water shield,Closed-Withdrawn,0,ePlan,,-81.907355430799,26.701788307421,2023-04-01
Shell Building 3 - Penzance,Permit Issued,14,ePlan,,,,2023-04-01
Replace 200A panel (like for like) repair circuit for stove,Closed-CC Issued,0,ePlan,,-81.8852763592,26.689600537481,2023-04-01
SINGLE FAMILY RESIDENCE TEAR OFF WITH SHINGLE RE ROOF INSTALLATION.,Closed-CC Issued,0,ePlan,,-81.913514845956,26.727626744118,2023-04-01
12' x 17' CARPORT & 4' X 27' GABLED OPEN PATIO W / ALUMINUM ROOF PANS,Closed-CO Issued,0,ePlan,,-81.910812122156,26.702636269306,2023-04-01
INTERIOR REMODEL-CABINETS & COUNTER TOPS IN OFFICE.,Closed-CC Issued,0,ePlan,,-81.953953941303,26.462248218577,2023-04-01
Remove of existing hurricane Ian damage pan roof & replace with same size and heightelite panel roof in place.,Closed-Voided,0,ePlan,,-81.861421410262,26.686634860125,2023-04-01
A/C changeout split system 5 ton 10 kw 16 seer,Permit Expired,0,ePlan,,-81.825324078365,26.519419855742,2023-04-01
Shell Building 2 - Penzance,Permit Issued,14,ePlan,,,,2023-04-01
DEMO OF MOBILE HOME,Closed-CC Issued,0,Paper Submittal,,-81.978375842295,26.498008385219,2023-04-01
Interior Remodel,Permit Expired,0,Paper Submittal,,-81.954598596282,26.475360904892,2023-04-01
Replacement of Air Handler only,Closed-Withdrawn,0,ePlan,,-81.744504358777,26.706129087915,2023-04-01
INSTALL 2 TON 5 K 13.4 SEER PKG REPLACEMENT,Closed-CC Issued,0,ePlan,,,,2023-04-01
Deck extension,Closed-CC Issued,0,ePlan,,,,2023-04-01
Replace existing ac unit with new ac unit,Closed-CC Issued,0,ePlan,,-81.904150762926,26.761262453594,2023-04-01
Shell Building 1 - Penzance,Permit Issued,14,ePlan,,-81.828187613769,26.570538854133,2023-04-01
REPLACE UPTO 3FT OF DRYWALL PER FEMA INSTRUCTIONREPLACE POCKET DOORREPLACE INSULATION IN GARAGE AND MASONRYREPLACE BASEBOARDS,Closed-CC Issued,0,ePlan,,-81.917389065564,26.507802963181,2023-04-01
Below ground pool,Waiting on Applicant,0,Paper Submittal,,-81.616845129328,26.63991100054,2023-04-01
Install new carport,Waiting on Applicant,0,ePlan,,,,2023-04-01
REPLACE 7 WINDOWS AND 1 SGD WITH IMPACT,Closed-CC Issued,0,ePlan,,-81.734079018821,26.622731233499,2023-04-01
AC change out,Closed-CC Issued,0,ePlan,,-81.858936473923,26.57163295365,2023-04-01
RV placement for temporary housing due to hurricane Ian,Permit Issued,0,Paper Submittal,,-82.149313591814,26.699400829648,2023-04-01
Reroof. Tear off existing & replace with new shingles.  R01 - **Revision - Adding the Flat Roof**,Closed-CC Issued,1,ePlan,,-81.867303953699,26.686810874903,2023-04-01
A/C changeout 2 units1st Unit split system 4 ton 10 kw 17 seer like for like2nd Unit split system 3 ton 10 kw 17 seer like for like,Permit Expired,0,ePlan,,-81.856678761823,26.689368534767,2023-04-01
Construction of a new Single Family Residence *Inspections Done By Private Provider  eAtlantic Engineering*,Closed-CO Issued,2,ePlan,,-81.693027581894,26.661959187986,2023-04-01
REPAIR MAST,Closed-CC Issued,0,Paper Submittal,,,,2023-04-01
Install 13.32kw Photovoltaic system,Closed-CC Issued,0,ePlan,,-81.849627589827,26.484514965675,2023-04-01
"Remove existing roof & underlayment, install new underlayment and install 1"" standing seam roof system",Closed-CC Issued,0,ePlan,,-81.890038215909,26.580296140783,2023-04-01
REROOF SHINGLES OFF SHINGLES ON,Closed-CC Issued,0,ePlan,,-81.72354433481,26.628669837316,2023-04-01
Re-roof,Closed-CC Issued,0,Paper Submittal,,-81.698121454512,26.618976366703,2023-04-01
Foundation Only Permit for Building #1 (North Building) *Plan Review & Inspections Done By Private Provider â Universal Engineering*,Closed-Administrative,5,ePlan,,-81.813366224402,26.507062260542,2023-04-01
Replacement Pool Enclosure,Closed-CO Issued,0,ePlan,,-81.727059691957,26.477096470766,2023-04-01
BURY 500G TANK AND PIPE TO POOL HEATER,Closed-CC Issued,0,ePlan,,-81.845033518374,26.579896161076,2023-04-01
Demolition of structures at ROE108103-936 Lazy Ln due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.890065070736,26.699930108428,2023-04-01
POOL ENCLOSURE,Closed-CO Issued,1,ePlan,,,,2023-04-01
Tear off garage roof and replace with shingles,Closed-CC Issued,0,ePlan,,-81.792747474654,26.714857410024,2023-04-01
Demolition of structures at ROE109324-215 Lamplighter Ln due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.857302152708,26.694245936157,2023-04-01
"Remove rolled roofing from 1756 SF roof and install new rolled roofing like existing. Due to the slope of the roof, rolled roofing is the only option.",Closed-CC Issued,0,ePlan,,-82.071271684731,26.627476562426,2023-04-01
"Remove and replace layer of shingle roof on 1 pool houses. *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.891647236286,26.531637239453,2023-04-01
"REMODEL MASTER BATHROOM, GUEST BATHROOM, KITCHEN AND ADDING LIGHTING IN CEILINGS AND REPLACING INTERIOR DOOR",Closed-CC Issued,0,Paper Submittal,,-81.659611789388,26.556115942603,2023-04-01
Pool Enclosure,Closed-CO Issued,1,ePlan,,,,2023-04-01
"Drywall, Insulation, Cabinets, Breaker box, Outlets, bathrooms and Interior doors",Closed-CC Issued,0,Paper Submittal,,-81.898209311445,26.569480895687,2023-04-01
INSTALL 1 ABOVE GROUND TANK AND LIKE TO EXISTING GENERATOR,Closed-CC Issued,0,Paper Submittal,,-81.599044806326,26.605521840201,2023-04-01
RE-ROOF SHINGLE HURRICANE IAN DAMAGE,Closed-CC Issued,0,ePlan,,-81.880806612144,26.569881931863,2023-04-01
6' CHAINLINK FENCE.,Closed-CC Issued,1,ePlan,,-81.891979200462,26.679877419912,2023-04-01
41 N to R on Carefree-continue on Eleanor-continue on Golda,Closed-CC Issued,0,ePlan,,-81.900652701859,26.728826243634,2023-04-01
Remove existing shingle roof and install new metal roof,Closed-CC Issued,0,ePlan,,-81.917862226454,26.648026428392,2023-04-01
REPLACE 2 WINDOWS LIKE FOR LIKE WITH IMPACT,Closed-Withdrawn,0,ePlan,,-81.855370564777,26.482655405738,2023-04-01
"REPLACE EXISTING BACKFLOW PREVENTTER , LIKE FOR LIKE",Closed-CC Issued,0,ePlan,,-81.849419400087,26.569312446321,2023-04-01
4' Chain link with gates; 6' chain link with no gates,Closed-CC Issued,0,Paper Submittal,,-81.582168296113,26.5629830775,2023-04-01
"TPO Roof Over *Inspections Done By Private Provider â ECS Florida, LLC*",Waiting on Applicant,0,ePlan,,-81.90279224909,26.693414023328,2023-04-01
Re-Roof SFR with Asphalt Shingles,Permit Expired,0,ePlan,,,,2023-04-01
reroof with asphalt shingle,Closed-CC Issued,0,ePlan,,-81.718334059005,26.607523133467,2023-04-01
replacement of 1 Pkg unit,Closed-CC Issued,0,ePlan,,-82.1486303773,26.696244098329,2023-04-01
ROOF REPLACEMENT SHINGLE TO SHINGLE,Closed-CC Issued,0,ePlan,,-81.623580964127,26.610439590475,2023-04-01
"REPLACE 2 TON SPLIT SYSTEM, SAME FOR SAME",Closed-CC Issued,0,ePlan,,-81.884814490643,26.542630944957,2023-04-01
construction of new detached garage structure,Closed-CO Issued,0,ePlan,,-81.671064668118,26.604963593192,2023-04-01
"remove and replace roof, concrete tile to metal",Closed-CC Issued,0,ePlan,,-81.962568489316,26.520554875137,2023-04-01
Pool enclosure replacement,Closed-CC Issued,0,ePlan,,-81.986329788538,26.509653002943,2023-04-01
Replacing 8 window openings like for like with impact.,Closed-CC Issued,0,ePlan,,-81.716746358428,26.704332818409,2023-04-01
Demolition of SFR due to Hurricane Ian,Closed-CC Issued,0,ePlan,,,,2023-04-01
REPLACE 2 TON SPLIT SYSTEM SAME FOR SAME,Closed-CC Issued,0,ePlan,,-81.884814490643,26.542630944957,2023-04-01
Interior Remodel,Waiting on Applicant,0,ePlan,,-81.86074529058,26.485683822348,2023-04-01
HURRICANE IAN - INTERIOR REMODEL AND A/C.,Closed-CC Issued,0,Paper Submittal,,-81.945823273943,26.461343375983,2023-04-01
RV on the property during demo and rebuilding of hurricane damaged home.  Temp electric pole.,Permit Issued,0,ePlan,,-81.856105535423,26.477324486247,2023-04-01
Installing 14 helical piers to stabilize existing foundation.,Closed-CC Issued,0,ePlan,,-81.910242075812,26.664989690158,2023-04-01
Replace 1 door and 4 sgd like for like with impact.,Closed-Withdrawn,0,ePlan,,-81.925635070154,26.533358733407,2023-04-01
REBUILD 12' X 24' CARPORT SECTION W /  ALUMINUM ROOF PANS .,Closed-CC Issued,0,ePlan,,-81.902619808034,26.704171431507,2023-04-01
5ft aluminum picket fence with gates,Closed-CC Issued,0,ePlan,,-81.896332109121,26.580127214299,2023-04-01
"4' VINYL PICKET FENCE, 4' CHAIN LINK FENCE WITH GATES TO POOL CODE",Closed-CC Issued,0,ePlan,,,,2023-04-01
Full shingle re-roof. Remove existing Shingle. inspect and renail decking. Install new underlayment and shingle.,Closed-CC Issued,0,ePlan,,-81.625355567929,26.595499084002,2023-04-01
Reroof with Versico TPO membrane/FL16443-R23/ 15 SQUARES,Closed-CC Issued,0,ePlan,,-81.857291919298,26.517813606259,2023-04-01
Pool Enclosure,Closed-Withdrawn,0,ePlan,,-81.741125918135,26.69520766094,2023-04-01
"REPLACE 2 TON SPLIT SYSTEM, SAME FOR SAME",Closed-CC Issued,0,ePlan,,-81.884814490643,26.542630944957,2023-04-01
Replace two existing split systems.,Permit Expired,0,ePlan,,-81.801986554767,26.481680178391,2023-04-01
Install natural gas piping to a new generator.,Closed-CC Issued,0,ePlan,,-81.891447012541,26.519343290734,2023-04-01
Commercial Metal Building Roof Repair,Waiting on Applicant,0,ePlan,,,,2023-04-01
Remove and Replace Roof,Closed-CC Issued,0,ePlan,,,,2023-04-01
TEARING DOWN AND HAULING AWAY ENTIRE HURRICANE IAN DAMAGED MOBILE HOME,Closed-CC Issued,0,ePlan,,-81.940502382541,26.485613283956,2023-04-01
REBUILD HURRICANE IAN DAMAGED DOCK. BUILDING A 280 sq.ft DOCK W/ LIFT,Closed-CC Issued,0,ePlan,,-82.064528574433,26.636209128547,2023-04-01
Tile Re-roof,Closed-CC Issued,0,ePlan,,-81.89572957103,26.494501907677,2023-04-01
Handprint wallpaper Monday- Friday 7:00am-3:00pm,Closed-Cert of Use Issued,0,Paper Submittal,,-81.852836883148,26.561862249365,2023-04-01
AC CHANGEOUT SPLIT SYSTEM LIKE FOR LIKE 2 TON 14 SEER 5KW,Waiting on Applicant,0,ePlan,,-81.891205925032,26.665348069679,2023-04-01
Install a 500 gallon underground propane tank and run gas line to a generator,Closed-CC Issued,0,ePlan,,-81.857144821024,26.549287594058,2023-04-01
Replace existing 2.5 ton split system like for like.,Closed-CC Issued,0,ePlan,,,,2023-04-01
"Revision - Removed Electrical, Plumbing, and HVAC. Only doing Minor Drywall Repairs, Windows and Doors Size for Size, and Re-Roof",Closed-Revision Approved,1,ePlan,,-81.894207906523,26.689734826127,2021-04-01
SHINGLE TEAR OFF & REROOF**8140 COUNTRY RD./BLDG. 3**,Closed-CC Issued,0,ePlan,,-81.890292727933,26.521935560836,2023-04-01
REVISED TO INCLUDE AN A/C CHANGE OUT FOR AN ADDITIONAL $5600,Closed-Revision Approved,1,ePlan,,-81.849164062378,26.686673153514,2022-04-01
A/C changeout Split system 4 ton 10 kw 17 seer like for like,Permit Expired,0,ePlan,,-81.781907045837,26.713155354757,2023-04-01
INSTALL 3 TON 10 KW 14 SEER PKG REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.91011308477,26.691245762662,2023-04-01
Interior Remodel *Inspections Done By Private Provider- Universal Engineering*,Closed-CC Issued,0,ePlan,,,,2023-04-01
replace 2 like for like with (2) 2.5 T split systems with 5 KW,Closed-CC Issued,0,ePlan,,-81.899737018664,26.487873002287,2023-04-01
Adding a wireless radio to monitor an existing FACP,Closed-Withdrawn,0,ePlan,,-81.882914731114,26.561604272927,2023-04-01
Shingle Re Roof,Closed-CC Issued,0,ePlan,,-81.697849564539,26.678799824507,2023-04-01
TEARING DOWN AND HAULING AWAY HURRICANE IAN DAMAGED MOBILE HOME,Permit Expired,0,ePlan,,-81.941315533588,26.501774176659,2023-04-01
Re-roof,Closed-CC Issued,0,Paper Submittal,,-81.643216703319,26.578617559612,2023-04-01
Replace 8 pans on carport on 60ft of gutter to existing carport,Waiting on Applicant,0,Paper Submittal,,-81.915160270976,26.699641415558,2023-04-01
Reroof with Versico TPO membrane/FL16443-R23/ 32 SQUARES,Closed-CC Issued,0,ePlan,,-81.893578396762,26.70673580598,2023-04-01
REPLACE 4 TON A/C SPLIT SYSTEM SEER16 KW10,Closed-CC Issued,0,ePlan,,-81.619279753784,26.606071556399,2023-04-01
Pool enclosure deck done by pool contractor,Closed-CO Issued,1,ePlan,,-81.697381359872,26.628838362188,2023-04-01
Reroof due to hurricane Ian,Closed-Withdrawn,0,Paper Submittal,,-81.575951146728,26.625659382301,2023-04-01
REPLACE 2.5 TON A/C SPLIT SYSTEM SEER16 KW7.5,Closed-CC Issued,0,ePlan,,-81.842985469234,26.549500032116,2023-04-01
