Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
6 foot metal fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.705177428181,26.594998436644,2022-11-01
Single Family Residential New Contstruction,Permit Expired,85,ePlan,,-81.653912745373,26.668488682752,2022-11-01
Re-roof,Closed-CC Issued,0,ePlan,,-81.938092762268,26.513510363477,2022-11-01
Tile Reroof,Closed-CC Issued,0,ePlan,,,,2022-11-01
Single Family Residential New Construction,Permit Issued,84,ePlan,,-81.679209526857,26.662290165926,2022-11-01
Re-roof due to hurricane damage,Closed-CC Issued,0,ePlan,,-81.861694732854,26.495107999008,2022-11-01
"Tear down existing mobile home, remove & dispose debris",Closed-CC Issued,0,ePlan,,-81.949697105134,26.485629639728,2022-11-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.945568142137,26.502610897579,2022-11-01
Single Family Residential new Construction,Permit Expired,83,ePlan,,,,2022-11-01
"Custom concrete pool with 2 nicheless LED lights, beach bubbler with LED light, (4) 2"" returns, 2"" wall fitting overflow, 2""skimmer",Closed-Voided,0,ePlan,,-81.809367945899,26.662620202564,2022-11-01
Reroof Shingle,Closed-Voided,0,ePlan,,-81.891779695167,26.539952783022,2022-11-01
Roof replacement shingle to shingle,Closed-CC Issued,0,ePlan,,-81.676581602421,26.64256583279,2022-11-01
Single Family Residential New Construction,Permit Expired,84,ePlan,,-81.576990984531,26.581050024037,2022-11-01
"WALLS HAVE BEEN ADDED, DOOR HAS BEEN ADDED THAT ARE NOT ON THE PLANS, MISSI",Closed-Revision Approved,3,Paper Submittal,,-81.676160683689,26.618196283471,2022-11-01
Single Family Residential New Construction,Permit Expired,84,ePlan,,-81.577175332543,26.581048186685,2022-11-01
Interior renovation of an existing space*Plan Review & Inspections Done By Private Provider â Universal Engineering*,Closed-CC Issued,3,ePlan,,,,2022-11-01
Installation of a photovoltaic system,Closed-CC Issued,0,ePlan,,-81.588832681314,26.633354873122,2022-11-01
SHINGLE RE ROOF,Closed-CC Issued,0,ePlan,,-81.915389579171,26.545711838835,2022-11-01
Single Family Residential New Construction,Permit Issued,84,ePlan,,,,2022-11-01
Reroof Shingle,Closed-Voided,0,ePlan,,-81.899690767182,26.551298019846,2022-11-01
Roof replacement shingle to shingle and modified flat roof,Closed-CC Issued,0,ePlan,,-81.63290093993,26.605395295656,2022-11-01
"Remove existing roof covering to bare decking, haul away and dispose debris.Install one layer underlayment, Install shingles.",Closed-CC Issued,0,ePlan,,-81.664040277459,26.606745841388,2022-11-01
"DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, ELECTRIC, MECHANICAL, WINDOWS",Permit Expired,0,Paper Submittal,,-81.969794872415,26.495207874715,2022-11-01
Single Family Residential New Contruction,Permit Expired,84,ePlan,,-81.620875206247,26.551985856316,2022-11-01
Tear off reroof shingle,Closed-CC Issued,0,ePlan,,,,2022-11-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.946187993512,26.503167675187,2022-11-01
Hurricane damage. this is just size for size replacement of front door,Permit Expired,0,ePlan,,,,2022-11-01
Single Family Residential,Closed-CO Issued,84,ePlan,,,,2022-11-01
Single Family Residential New Contruction,Permit Issued,84,ePlan,,-81.574592966193,26.53781242953,2022-11-01
Reroof Shingle,Closed-Voided,0,ePlan,,-81.815741423702,26.550154865471,2022-11-01
Install 200AMP ATS and modules to control generator load.,Closed-CC Issued,0,ePlan,,-81.829768480004,26.532920703737,2022-11-01
Re-roof (Tear-off shingle to shingle).  Tear-off two (2) of the three (3) flat roofs (North flat roof to remain as is) to modified.,Closed-Voided,0,ePlan,,-82.073189420275,26.630547252324,2022-11-01
Replace A/C,Closed-CC Issued,0,ePlan,,-81.950190810506,26.499007878053,2022-11-01
Single Family Residential New Constrution,Permit Issued,83,ePlan,,,,2022-11-01
Re-roof,Closed-CC Issued,0,ePlan,,-81.901991884942,26.568835985205,2022-11-01
4 foot chainlink with gate,Permit Expired,0,Paper Submittal,,-81.577293089684,26.579358077278,2022-11-01
RE-ROOF,Closed-CC Issued,0,ePlan,,-81.656284713369,26.601869544342,2022-11-01
demolish and haul away the entire hurricane ian damaged mobile home,Closed-Withdrawn,0,ePlan,,-81.938848641565,26.483566165121,2022-11-01
detached garage,Closed-CO Issued,0,Paper Submittal,,-81.731499537537,26.636401415979,2022-11-01
Re-roof- remove metal and replace with 5V new metal roof system,Closed-Voided,0,ePlan,,-81.89745773356,26.582398444178,2022-11-01
Install underground 500gal LP tank with line to new generator,Closed-CC Issued,0,ePlan,,-81.829768480004,26.532920703737,2022-11-01
"A/C Split System Change Out, 4 Ton, 16 Seer, 10kw",Closed-CC Issued,0,ePlan,,-81.884693340092,26.526623374972,2022-11-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.906427189424,26.486437677468,2022-11-01
SINGLE PLY ROOFING OVER METAL DECK,Waiting on Applicant,0,ePlan,,-81.860410589805,26.678545544307,2022-11-01
LIKE FOR LIKE AC CHANGE-OUT/ REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.861624606683,26.480864868658,2022-11-01
"Tear down existing mobile home, remove & dispose debris",Closed-CC Issued,0,ePlan,,-81.949480620448,26.485746728879,2022-11-01
re roof,Closed-CC Issued,0,ePlan,,,,2022-11-01
reroof shingles,Closed-CC Issued,0,Paper Submittal,,-81.842296651492,26.58748126492,2022-11-01
"Interior non structural. Drywall, Insulation, flooring, paint, carpentry, plumbing electrical*Plan Review & Inspections Done By Private Provider â Universal Engineering*",Closed-CC Issued,0,ePlan,,-81.952132324276,26.463306520452,2022-11-01
"Inspected electrical for FPL power reconnect. There is a Four-Gang Meter Center all Single Phase, 100amp Service",Closed-CC Issued,0,ePlan,,-81.952360518221,26.461983897439,2022-11-01
"Replacing 11 SXS Single Hung Impact Windows *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.745721535146,26.59578889784,2022-11-01
"Tear down existing mobile home, remove & dispose debris",Closed-CC Issued,0,ePlan,,-81.949751637309,26.485629012923,2022-11-01
re-roof,Closed-Withdrawn,0,ePlan,,-82.146815576009,26.667317586737,2022-11-01
Re roof,Closed-CC Issued,0,ePlan,,-81.825865108263,26.529741904092,2022-11-01
Remove and Replace Roof,Closed-CC Issued,0,ePlan,,-81.940195215409,26.482262633527,2022-11-01
REMOVE EXISTING ROOF AND REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.791613973345,26.458356541256,2022-11-01
RE-ROOF,Closed-CC Issued,0,ePlan,,-81.697363822035,26.624292564939,2022-11-01
"Tear down existing mobile home, remove & dispose debris",Closed-CC Issued,0,ePlan,,-81.947967764424,26.485650877926,2022-11-01
A/C Replacement.,Closed-CC Issued,0,ePlan,,-81.818562756126,26.56087992672,2022-11-01
REMOVE EXISTING ROOF AND REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.810355572473,26.489741462378,2022-11-01
1600 sf shingle reroof,Closed-CC Issued,0,ePlan,,-81.914238157504,26.703023029787,2022-11-01
Re roof shingle to shingle,Closed-Voided,0,ePlan,,-81.719903690294,26.601373252525,2022-11-01
Remove damaged home and all debris from Hurricane Ian,Closed-Withdrawn,0,ePlan,,-81.937292347708,26.504148645943,2022-11-01
"DRYWALL, INSULATION, INTERIOR DOORS, CABINETS, ELECTRIC, MECHANICAL",Closed-Withdrawn,0,Paper Submittal,,-81.965318559695,26.498147447283,2022-11-01
re-roof,Permit Expired,0,ePlan,,,,2022-11-01
Re-roof due to hurricane damage,Closed-CC Issued,0,ePlan,,-82.115430847419,26.636435433767,2022-11-01
meter replacement due to hurricane,Permit Expired,0,Paper Submittal,,,,2022-11-01
"Install 1 wall sign, LED to connect to existing electric",Closed-CC Issued,0,ePlan,,-81.885339575348,26.661946722956,2022-11-01
"Tear down existing mobile home, remove & dispose debris",Closed-CC Issued,0,ePlan,,-81.946394823492,26.485212121657,2022-11-01
SHINGLE RE ROOF,Closed-CC Issued,0,ePlan,,-81.954761555689,26.476778825719,2022-11-01
"18080 SAN CARLOS BLVD ASSOC. 5 BLDG. 7 : REMOVE & REPLACE PARALLEL SECONDARIES FOR A 120/240V METER, ADD TO GROUNDING",Closed-CC Issued,0,ePlan,,-81.951289577114,26.477284620806,2022-11-01
TEAR OFF & RE-ROOF,Closed-CC Issued,0,ePlan,,-81.737103757774,26.629086212202,2022-11-01
Temporary Permit for a Storage Container requireded during reconstruction from Ian,Permit Expired,0,Paper Submittal,,-81.921746113961,26.635309322142,2022-11-01
REPLACEMENT SHED 10 X 12,Closed-CO Issued,0,Paper Submittal,,-81.869635963223,26.562944670626,2022-11-01
REMOVE EXISTING ROOF ADN REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.814803352009,26.476236709632,2022-11-01
"Adding a family room, dining room, lanai, and storage room",Waiting on Applicant,0,ePlan,,-81.685024529749,26.595324398909,2022-11-01
Re-roof due to hurricane damage,Closed-CC Issued,0,ePlan,,-82.115686902912,26.636337317909,2022-11-01
AC REPLACMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.830577816797,26.577712607472,2022-11-01
"Tear down existing mobile home, remove & dispose debris",Closed-CC Issued,0,ePlan,,-81.94628845821,26.485212790619,2022-11-01
Roof replacement from tiles to 24g SS metal,Closed-CC Issued,0,ePlan,,,,2022-11-01
"Replace outdoor condenser only - like for like - 3.5T, 14S",Closed-Withdrawn,0,ePlan,,,,2022-11-01
Air conditioning change out / like for like / 15 Seer 10 KW 3 Ton,Permit Expired,0,ePlan,,-81.74841287061,26.597024832574,2022-11-01
"SURFACE MOUNT WITHIN 10' OF 3/4"" GALVANIZED PIPE FROM EXISTING N.G. METER TO GENERATOR.",Permit Expired,0,ePlan,,,,2022-11-01
TPO ROOF-OVER MOBILE HOME,Closed-CC Issued,0,ePlan,,-81.871974174229,26.69540482421,2022-11-01
"Complete demolition of existing residence, permit express",Closed-CC Issued,0,ePlan,,,,2022-11-01
Add plumbing to replace pipes,Closed-Revision Approved,3,Paper Submittal,,,,2022-11-01
RE ROOF,Closed-CC Issued,0,ePlan,,-81.724638708618,26.619463796829,2022-11-01
LIKE FOR LIKE AC CHANGEOUT/ REPLACEMENT,Closed-Withdrawn,0,ePlan,,-81.895679902908,26.577708553321,2022-11-01
Furnishing and installing an FACP and an LTE Communicator.,Closed-CC Issued,0,ePlan,,-81.860047084167,26.551000363782,2022-11-01
Re Roof.,Closed-CC Issued,0,ePlan,,-81.900329593124,26.567934788185,2022-11-01
Change out 200 amp panel and update ground system,Closed-CC Issued,0,ePlan,,-82.072060103355,26.630963989023,2022-11-01
Re Roof,Closed-CC Issued,0,ePlan,,-81.80679992108,26.559445982552,2022-11-01
A/C Replacement.,Closed-CC Issued,0,ePlan,,-81.626595149561,26.632187621938,2022-11-01
"Remove existing roof covering, nail deck to current code, install new underlayment to current code, install new asphalt shingles",Closed-CC Issued,0,ePlan,,-81.691868820128,26.580168122761,2022-11-01
Re-roof due to hurricane damage,Closed-CC Issued,0,ePlan,,-82.115936473199,26.636328844459,2022-11-01
Repair of damage from Hurricane Ian.-Remove/Replace Roof-Remove/Replace windows/sliders-Remove replace front door-Remove/Replace drywall up to 2' in bottom floor,Closed-CC Issued,0,ePlan,,-82.076453866401,26.637221114597,2022-11-01
Re roof utilizing 60 mil GAF TPO membrane using induction methodology. 247 squares 24708ft2,Closed-CC Issued,0,ePlan,,-81.883928704279,26.558076814634,2022-11-01
Roof tear off and install asphalt shingles,Closed-CC Issued,0,ePlan,,-81.85555134804,26.51786530863,2022-11-01
New SFR,Closed-CO Issued,2,ePlan,,,,2022-11-01
REMOVE AND REPLACE SHINGLE ROOF,Closed-CC Issued,0,Paper Submittal,,-81.665916323191,26.612064840111,2022-11-01
re roof (hurricane repair),Closed-CC Issued,0,ePlan,,-81.924335518525,26.701135415401,2022-11-01
REPLACE 2 AC SYSTEMS LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,,,2022-11-01
Shingle roof replacement 28 SQ pitch 5/12,Closed-CC Issued,0,ePlan,,-81.846090880939,26.549762228818,2022-11-01
INSTALLING A 18KW GENERATOR W/1-200 AMP ATS ON HURRICANE PAD,Closed-CC Issued,0,ePlan,,,,2022-11-01
TPO ROOF-OVER MOBILE HOME FL12772.1 13SQ AT SITE ADDRESS 3456 CELESTIAL LN N FT MYERS FL 33903 (TAMIAMI VILLAGE),Closed-CC Issued,0,ePlan,,-81.902185880524,26.703620705003,2022-11-01
Shingle Re-Roof Tear Off-FL 18355-R6,Permit Expired,0,ePlan,,-81.636316679098,26.607411840587,2022-11-01
Install new 200A/2P Main Circuit Breaker and Manual Transfer switch with 50A portable cord for connection to portable generator.,Closed-CC Issued,0,ePlan,,-81.827011226107,26.521036817558,2022-11-01
Replace 200 amp bent service riser,Closed-CC Issued,0,ePlan,,-81.622167296981,26.615102114166,2022-11-01
RE ROOF; Remove current roof system and replace 12 SQ new underlayment and architectural shingles. 7 SQ flat replace with new base and cap.,Closed-CC Issued,0,ePlan,,-81.636949231713,26.605295051341,2022-11-01
REROOF MAIN DWELLING WITH ASPHALT SHINGLE,Closed-Voided,0,ePlan,,-81.916092473834,26.547874221718,2022-11-01
"Tear down existing mobile home, remove & dispose debris",Closed-CC Issued,0,ePlan,,-81.946701675952,26.485789393659,2022-11-01
Re-roof due to hurricane damage at property address: 5201 Blue Crab Circle Bookelia FL 33922,Closed-CC Issued,0,ePlan,,-82.11643993597,26.636450352259,2022-11-01
Shingle Reroof,Closed-CC Issued,0,ePlan,,-81.912606781183,26.751074730255,2022-11-01
Air conditioning change out / like for like / 16 Seer 8 KW 2.5 Ton,Payment Required,0,ePlan,,-81.949888980811,26.510747560856,2022-11-01
Remove damaged home and debris due to hurricane ian,Closed-Withdrawn,0,ePlan,,-81.937389227138,26.504147336764,2022-11-01
Furnishing and installing an FACP and an LTE Communicator.,Closed-CC Issued,0,ePlan,,-81.860357943117,26.551066220872,2022-11-01
add 5 kw homegrid battery,Closed-Revision Approved,1,ePlan,,-81.687137753484,26.597008539709,2022-11-01
"Drywall, Insulation, cabinets, interior doors,",Permit Issued,0,Paper Submittal,,-81.860398051487,26.479931253738,2022-11-01
12x24 reinforced plywood shed,Closed-CO Issued,0,Paper Submittal,,-81.575522429531,26.607493696848,2022-11-01
Construction of New Single-Family Home,Permit Expired,2,ePlan,,-81.572771464692,26.568234548096,2022-11-01
REBUILD HURRICANE DAMAGED DOCK AND LIFT IN SAME FOOTPRINT AND LOCATION,Closed-CC Issued,0,ePlan,,-82.15379341358,26.704051420001,2022-11-01
6 foot PVC with gates,Closed-CC Issued,0,Paper Submittal,,-81.600374361086,26.579440889569,2022-11-01
A/C system change out like for like,Closed-CC Issued,0,ePlan,,-81.970607448768,26.491896037651,2022-11-01
"Replacing hurricane damaged windows & sliders with impact, size for size",Closed-CC Issued,0,ePlan,,,,2022-11-01
SHINGLE RE-ROOF,Closed-CC Issued,0,ePlan,,-81.911360855197,26.646227845224,2022-11-01
"INSULATION, MECHANICAL, EXTERIOR DOORS,",Closed-CC Issued,1,Paper Submittal,,-81.953620160757,26.513140040532,2022-11-01
REPLACE TWO 16K BOAT LIFTS DAMAGED IN HURRICANE IAN,Closed-CC Issued,0,ePlan,,,,2022-11-01
ROOF REPLACEMENT,Permit Expired,0,ePlan,,-81.828134306607,26.482933075786,2022-11-01
revised trusses,Closed-Revision Approved,6,ePlan,,,,2022-11-01
Re Roof- Hurricane Ian Damage.,Closed-CC Issued,0,ePlan,,-81.832160745781,26.449518775705,2022-11-01
INSTALL FOUR (4) ROLL-DOWN STORM SCREENS W. MOTORS,Closed-CC Issued,0,ePlan,,,,2022-11-01
Replaced bent riser,Closed-CC Issued,0,ePlan,,-81.820047331008,26.490412979261,2022-11-01
revision  to trusses,Closed-Revision Approved,6,ePlan,,,,2022-11-01
Installation of roof mounted photovoltaic system *Private Provider & Inspections Done By Private Provider â Inspected.com*,Closed-Withdrawn,0,ePlan,,-81.619324880282,26.567931041427,2022-11-01
Temporary Housing Permit to place RV during reconstruction due to Ian.,Permit Issued,0,Paper Submittal,,,,2022-11-01
LIKE FOR LIKE AC CHANGEOUT/ REPLACEMENT,Closed-CC Issued,0,ePlan,,-81.897456121628,26.504582573667,2022-11-01
"remove existing roof and flat roof remove all rotten wood install new vents and or off ridge vents, pipe flashings install self-adhering base sheet to flat roof and 5v metal roofing",Closed-CC Issued,0,ePlan,,-81.872924167745,26.671092412138,2022-11-01
FREE STANDING UTILITY POLE BY SIDEWALK.Replace 200 amp 3 phase meter with new,Closed-CC Issued,0,ePlan,,-81.878649864028,26.560621642792,2022-11-01
"Remove and replace four(4) existing lift piles and replace with new 10"" lift piles in the same location. Install a new IM M Platinum 10,000# lift",Closed-CC Issued,0,ePlan,,-81.857995207216,26.681775879786,2022-11-01
Re-roof due to damage caused by Hurricane IAN,Closed-Withdrawn,0,ePlan,,-81.858887170003,26.480895846361,2022-11-01
Shingle Re Roof,Closed-CC Issued,0,ePlan,,-81.90434942892,26.525236636563,2022-11-01
Re Roof,Closed-CC Issued,0,ePlan,,-81.824143584197,26.531963177245,2022-11-01
"Roof, drywall, insulation, cabinets and flooring",Permit Expired,0,Paper Submittal,,-81.928423927851,26.51325782788,2022-11-01
"Pool enclosure replacement, no change in footprint",Closed-CO Issued,0,ePlan,,-81.909169413605,26.501952471841,2022-11-01
"Tear down existing mobile home, remove and dispose debris.",Closed-CC Issued,0,ePlan,,-81.948401309873,26.491372942297,2022-11-01
demolish and haul away the entire hurricane ian damaged mobile home,Closed-CC Issued,0,ePlan,,-81.840270925116,26.477711437035,2022-11-01
