Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
"Ac change out, like for like.",Permit Expired,0,ePlan,,-81.640200958288,26.590263001397,2023-01-01
re-roof tile to tile,Closed-CC Issued,0,ePlan,,,,2023-01-01
New in-ground swimming pool,Closed-CC Issued,1,ePlan,,-81.74061046038,26.685497902547,2023-01-01
Replace 3 doors size for size with impact,Closed-CC Issued,0,ePlan,,-81.89493802628,26.488289309541,2023-01-01
Single Family Residene,Closed-CO Issued,3,ePlan,,-81.607832081922,26.575109860097,2023-01-01
HVAC change out,Closed-CC Issued,0,ePlan,,-81.734416175949,26.611839860759,2023-01-01
Replace existing EMC and sign cabinets using existing electric.,Closed-CC Issued,0,ePlan,,-81.902740538477,26.556465981513,2023-01-01
HVAC change out,Closed-CC Issued,0,ePlan,,-81.734296081935,26.611951812805,2023-01-01
Remove and Replace Shingle Roof,Closed-Withdrawn,0,ePlan,,-81.945761532234,26.518224813714,2023-01-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.840334181885,26.472283975915,2023-01-01
On an emergency basis we replaced the existing Fire Alarm Control Panel with a âLike for Likeâ Fire Alarm Control Panel and installed an LTE Communicator to monitor the existing Fire Alarm System.,Closed-CC Issued,0,ePlan,,-81.825175592762,26.494754006708,2023-01-01
"Electrical Repair- Replace 2"" Riser, Weather head, Wire, and Misc. Materials",Closed-CC Issued,0,ePlan,,-81.809450028231,26.46716054796,2023-01-01
LIKE FOR LIKE REPLACEMENT 5 TON 13 SEER SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.607450925724,26.548721700953,2023-01-01
Install metal roof system over existing shingles. **REVISION-Changing NOA to 21-0629.10***,Closed-CC Issued,1,ePlan,,,,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,,,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.907039041973,26.697500751357,2023-01-01
MOBILE HOME DUCT CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.861603269689,26.679697419254,2023-01-01
"Re-roof, tear-off - Metal",Permit Expired,0,ePlan,,-81.893298278856,26.705418483879,2023-01-01
REROOF SHINGLE FOR SHINGLE,Closed-CC Issued,0,ePlan,,-81.732154294202,26.628983200586,2023-01-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.837501772742,26.471324587069,2023-01-01
like for like replacement 2.5 ton 16 seer split system,Closed-CC Issued,0,ePlan,,-81.816604621422,26.5308128054,2023-01-01
Replace existing 125 amp service for a trailer home.,Closed-CC Issued,0,ePlan,,-81.872026898046,26.71399236307,2023-01-01
HVAC SAME SIZE CHANGEOUT- 2.5 TON/ 17 SEER/ SC,Closed-CC Issued,0,ePlan,,-81.844711000839,26.567787641035,2023-01-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.918371110982,26.532417704288,2023-01-01
Shingle Re-roof*Inspections Done By Private Provider â Beryl Project Engineering*,Closed-CC Issued,0,ePlan,,-81.809650167816,26.560509018723,2023-01-01
"Replace 3.5T Split AC System, like for like",Closed-CC Issued,0,ePlan,,-81.844552175563,26.515255601315,2023-01-01
"Extend Service, 200/200 as main panel with existing as sub panel- Line Tap and whip",Closed-Withdrawn,0,ePlan,,-81.6581438907,26.542511738235,2023-01-01
demolish and haul away the entire hurricane ian damaged mobile home,Permit Expired,0,ePlan,,-81.939025189835,26.482240426452,2023-01-01
Rebuild interior of home after water damage from Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.89802966918,26.578286243186,2023-01-01
"Reroof, tear-off - Metal - facia repair",Closed-CC Issued,0,ePlan,,,,2023-01-01
FROM IMPACT TO NON-IMPACT,Closed-Revision Approved,3,ePlan,,-81.603808942832,26.562824713191,2021-01-01
Set replacement manufactured home on engineered,Closed-CO Issued,1,ePlan,,,,2023-01-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.837501772742,26.471324587069,2023-01-01
Reroof   Tile to Tile  6/12  42sq,Closed-CC Issued,0,ePlan,,,,2023-01-01
"Installing 3 Storm Catcher Rolldown Screens MOT*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2023-01-01
install and anchor to ground a 10 X 12 DCA Storage Shed,Closed-CO Issued,0,ePlan,,-81.790678971454,26.679834292403,2023-01-01
"REROOF, REMOVE AND REPLACE METAL",Closed-CC Issued,0,ePlan,,-82.071092547451,26.631310405005,2023-01-01
DUCT CHANGE OUT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.803883255868,26.684001825458,2023-01-01
"reroof, remove and replace metal roof",Closed-Withdrawn,0,ePlan,,-82.071399295786,26.631162875629,2023-01-01
reroof shingle,Closed-CC Issued,0,ePlan,,-81.679295922848,26.648641871233,2023-01-01
Reroof  Shingle to Shingle   5/12  26sq,Closed-CC Issued,0,ePlan,,-81.793889347957,26.460558177523,2023-01-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,,,2023-01-01
"Replace Entry Door, size for size, fiberglass non-impact",Closed-CC Issued,0,ePlan,,-81.89396444365,26.486360721875,2023-01-01
Inground Pool,Closed-CC Issued,1,Paper Submittal,,-81.837372562328,26.591356200852,2023-01-01
Install a new mobile home,Closed-CO Issued,1,ePlan,,-81.861332605634,26.678567069716,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.91762342766,26.751015663202,2023-01-01
demolish and haul away the entire hurricane ian damaged mobile home,Closed-CC Issued,0,ePlan,,-81.942134157347,26.501765012181,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.739577688617,26.712543186898,2023-01-01
5' Combination wood/wire fence with gates,Closed-CC Issued,0,ePlan,,-81.76546923819,26.691389966864,2023-01-01
Replace condemned meter box for electrical to house,Closed-CC Issued,0,Paper Submittal,,-81.93711664,26.486607320829,2023-01-01
HVAC SAME SIZE CHANGEOUT- 3 TON/ 17 SEER/ SC,Closed-CC Issued,0,ePlan,,-81.954676720628,26.494641740043,2023-01-01
HURRICANE IAN - INTERIOR REMODEL,Closed-CC Issued,0,Paper Submittal,,-81.940136000491,26.482195777968,2023-01-01
Install an RV hook-up to a newly installed replacement electrial panel,Waiting on Applicant,0,ePlan,,-81.946807917486,26.463134202642,2023-01-01
adding outdoor kitchen,Closed-Revision Approved,3,Paper Submittal,,-81.587811483989,26.659004930235,2022-01-01
Remove existing shingles and replace,Closed-CC Issued,0,ePlan,,-81.703971103386,26.618910931637,2023-01-01
"We will remove the old asphalt shingles down to the deck, replace all rotted wood, re-nail roof deck, apply peel and stick ice and water shield to entire deck surface and install GAF fiberglass shingles and all matching accessories",Closed-CC Issued,0,ePlan,,-81.899423183729,26.526636866651,2023-01-01
AC REPLACEMENT LIKE FOR LIKE,Closed-CC Issued,0,ePlan,,-81.904874593159,26.6551093342,2023-01-01
Lot 6A service replacement due to storm,Waiting on Applicant,0,ePlan,,-81.827304292947,26.4593970854,2023-01-01
"Remove and replace roofing materials; re-nail plywood, install underlayment, install 5V Crimp metal.",Closed-CC Issued,0,ePlan,,,,2023-01-01
REPLACE 12 WINDOWS AND 2 DOORS WITH IMPACT,Permit Expired,0,ePlan,,,,2023-01-01
Lot 5A service replacement due to storm,Waiting on Applicant,0,ePlan,,-81.827304292947,26.4593970854,2023-01-01
A concrete retaining wall on SW end of property,Closed-CC Issued,0,Paper Submittal,,-81.808335270077,26.550369551625,2023-01-01
Remove condenser and Air handler due to salt water damage replace with new equipment,Closed-CC Issued,0,ePlan,,-81.931546404453,26.498393164712,2023-01-01
ac relocation,Closed-Revision Approved,3,ePlan,,,,2022-01-01
"Interior drywall - interior trim , interior painting, replace  carpet -  replace tile kitchen bathrooms.  Replace kitchen cabinets, replace bathroom cabinets.",Closed-Withdrawn,0,ePlan,,-81.860839754671,26.484769542896,2023-01-01
Re roof - Shingle to Shingle,Closed-Voided,0,ePlan,,-81.909669561435,26.657786724236,2023-01-01
"Cosmetic Damage fur to hurricane ian, update bathrooms to code",Closed-Withdrawn,0,ePlan,,,,2023-01-01
install screen enclosure,Closed-CO Issued,1,ePlan,,,,2023-01-01
REROOF MOBILE HOME AND ADDITION WITH SINGLE PLY MEMBRANE.IB SYSTEMSFL23802.11813sf,Closed-CC Issued,0,ePlan,,-81.913657657568,26.703286414622,2023-01-01
sheetrock install,Closed-Voided,0,ePlan,,-81.951377589135,26.501319146355,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.860966260602,26.562104652621,2023-01-01
6 foot pvc privacy fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.809138271789,26.48573889154,2023-01-01
"INSULATION, DRYWALL, INTERIOR DOORS, CABINETS, ELECTRIC, PLUMBING, WINDOWS",Permit Expired,0,Paper Submittal,,-81.927128586069,26.512524986428,2023-01-01
"Cosmetic damage due to hurricane ian, bring bathrooms to code",Closed-Withdrawn,0,ePlan,,,,2023-01-01
"RE-ROOF SHINGLES, HURRICANE IAN DAMAGE",Closed-CC Issued,0,ePlan,,-81.900752613425,26.665339710005,2023-01-01
Tear off and reroof with shingles.,Closed-CC Issued,0,ePlan,,-81.606860039397,26.551841074024,2023-01-01
Re-Duct of 7 each Supply Registers only. Air Ahandler is Vertical in closet with common return.,Closed-CC Issued,0,ePlan,,-81.903548381438,26.566802927186,2023-01-01
Re-roof - single ply,Closed-CC Issued,0,ePlan,,-81.918822545571,26.74050140554,2023-01-01
REMOVE EXISTING SHINGLES AND REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.960011353846,26.513615727424,2023-01-01
"T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH POLYGLASS MTS (FL5259.2), INSTALL GULF COAST GULF LOK METAL ROOF PANELS (FL33818.2). 16 SQ, 6/12, 3 STORY.",Permit Expired,0,ePlan,,,,2023-01-01
Cosmetic repairs due to Hurricane Ian. Bring bathrooms to code,Permit Expired,0,ePlan,,-81.943103299162,26.489523182096,2023-01-01
Re-roof - shingle to metal,Closed-CC Issued,0,ePlan,,-81.672650106633,26.595799009391,2023-01-01
6' metal fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.675657317881,26.592114667399,2023-01-01
Replacing Existing A/C Systems Like for Like the air handlers are vertical and the condensers on the roof Replacing (2) 2 1/2 ton systems,Closed-CC Issued,0,ePlan,,,,2023-01-01
"T/O  SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH POLYGLASS MTS (FL5259.2), INSTALL GULF COAST GULF LOK METAL ROOF PANELS (FL33818.2). 16 SQ, 6/12, 3 STORY.",Closed-CC Issued,0,ePlan,,,,2023-01-01
Re-Roof; Remove the Existing Shingle Roof; Install New Shingle Roof,Closed-CC Issued,0,ePlan,,-81.843112433602,26.557446127899,2023-01-01
"Cosmetic repairs due to hurricane ian, bring restrooms to code",Closed-CC Issued,0,ePlan,,-81.943103299162,26.489523182096,2023-01-01
Remove existing roof and install new shingle roof,Closed-CC Issued,0,ePlan,,-81.878202010127,26.725404446792,2023-01-01
4' high aluminum open picket fence with gates.,Closed-CC Issued,0,ePlan,,,,2023-01-01
SHINGLE REROOF,Closed-CC Issued,0,ePlan,,-81.703855089786,26.586828847243,2023-01-01
"Re-roof, tear-off - Metal*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-82.075511329048,26.636734000429,2023-01-01
Tile to Metal RE-ROOF,Closed-CC Issued,0,ePlan,,-81.923045311962,26.54745943782,2023-01-01
Remodel,Closed-CC Issued,0,Paper Submittal,,-81.793129524034,26.693607630518,2023-01-01
"ADD ROOF TO PERMIT - JOB VALUE $7,000 - FL15824.1 - FL39087.1",Closed-Revision Approved,1,Paper Submittal,,-81.940399152876,26.458225431678,2022-01-01
Install 9.855kW Solar PV Roof System,Closed-CC Issued,1,ePlan,,-81.756039090043,26.599688124634,2023-01-01
Re-roof - single ply,Closed-Withdrawn,0,ePlan,,-81.93157549482,26.741213697597,2023-01-01
"Re-roof, Tear-off - Metal",Closed-CC Issued,1,ePlan,,-81.897485809255,26.729210033508,2023-01-01
Remove and replace window(s) and door(s),Closed-CC Issued,0,ePlan,,,,2023-01-01
New Mobile Home-Tie Down.,Closed-CO Issued,1,ePlan,,-81.868075247637,26.681749418896,2023-01-01
"Retrofit change out. 3.5 Ton Tempstar split system, 16 Seer, 10 kw heat. Take out old system and put new system back in existing place. Like for Like system.",Closed-CC Issued,0,ePlan,,-81.827764275581,26.450761026038,2023-01-01
REROOF - SHINGLE  HURRICANE DAMAGE,Closed-Voided,0,ePlan,,-81.720332741676,26.605940723941,2023-01-01
Re-Roof Shingle to Shingle,Closed-CC Issued,0,ePlan,,-82.114548977467,26.635462680129,2023-01-01
Tear off existing roof down to deckingInstall underlayment and shingles to code,Closed-CC Issued,0,ePlan,,-81.906296848707,26.699484363426,2023-01-01
TEAR OFF AND RE ROOF FIBERGLASS SHINGLE,Closed-CC Issued,0,ePlan,,-81.63590092327,26.579798227661,2023-01-01
Re-roof single ply,Closed-CC Issued,0,ePlan,,-81.86757266099,26.677732282245,2023-01-01
TEAR OFF/REPLACE SHINGLE ROOF,Closed-CC Issued,0,Paper Submittal,,-81.655614880134,26.580204758634,2023-01-01
A/C CHANGE OUT 2.5 TON 15.2 SEER 8 KW RUUD SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.889584842206,26.525734458048,2023-01-01
18kW PV Roof Mounted Solar System - 45 panels and 2 inverters.,Closed-CC Issued,0,ePlan,,-81.801177158615,26.477692467958,2023-01-01
"Cosmetic repairs due to hurricane ian, bring restrooms to code",Closed-Withdrawn,0,ePlan,,,,2023-01-01
Hurricane Ian Damage - Demo,Closed-Withdrawn,0,Paper Submittal,,-81.944918670104,26.502220158778,2023-01-01
replace service mast like for likeinstall new meter main comboreplace grounding system like for like.,Closed-Withdrawn,0,ePlan,,-81.797694510353,26.477734028218,2023-01-01
Metal Re-Roof,Closed-CC Issued,0,ePlan,,,,2023-01-01
6' aluminum fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.723535363713,26.703667195788,2023-01-01
POOL,Closed-CC Issued,1,ePlan,,-81.826148783737,26.514009273779,2023-01-01
Re-roof - Single ply,Closed-CC Issued,0,ePlan,,-81.908897389336,26.689928282955,2023-01-01
INSTALLATION OF 3 ELECTRIC ROLL DOWNS AND 1 ACCORDION SHUTTER,Closed-CC Issued,0,ePlan,,,,2023-01-01
Pool enclosure replacement due to hurricane damage,Closed-CO Issued,0,ePlan,,,,2023-01-01
Replacement,Closed-CC Issued,0,ePlan,,-81.579069362188,26.5203614523,2023-01-01
"Construct pool, paver deck",Closed-CC Issued,6,ePlan,,,,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.90574000905,26.699987813236,2023-01-01
ACTUAL ADDRESS ID 19246 MARIPOSA CT.REROOF MOBILE HOME WITH SINGLE PLY MEMBRANE.IB SYSTEMSFL23802.11075sf,Closed-CC Issued,0,ePlan,,-81.91331347286,26.745218237294,2023-01-01
Hurricane Ian Damage - Re-model,Closed-CC Issued,0,Paper Submittal,,-81.947587777664,26.508519083323,2023-01-01
Roof Replacement34 Sq Count,Closed-CC Issued,0,ePlan,,-81.810420843532,26.484937466369,2023-01-01
6' wood fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.789665397156,26.679729957978,2023-01-01
"Cosmetic repairs caused by hurricane Ian, bring bathrooms to code.",Closed-Withdrawn,0,ePlan,,,,2023-01-01
REPLACE 4 WINDOWS WITH IMPACT**R01** Replace 4 windows 1 door,Closed-CC Issued,1,ePlan,,-81.924388484725,26.54941829275,2023-01-01
Shingle Re-Roof,Closed-Withdrawn,0,ePlan,,-81.708996926447,26.624256961084,2023-01-01
New Two Family Attached Lot 31 & 32,Permit Expired,109,ePlan,,,,2023-01-01
Lot 2A service replacement due to storm,Waiting on Applicant,0,ePlan,,-81.827304292947,26.4593970854,2023-01-01
"Change out like for like split system HVAC 14 Seer, 2.0 Ton, 5 K/w",Closed-CC Issued,0,ePlan,,-81.589953968067,26.607330484843,2023-01-01
REMOVE SALT WATER CONDENSER AND REPLACE WITH NEW,Closed-CC Issued,0,ePlan,,-81.931538014943,26.497826405638,2023-01-01
"Construct and Install Replacement Pool Screen Enclosure, same footprint",Closed-CO Issued,0,ePlan,,-81.827270698781,26.53563069813,2023-01-01
provide and install 2 electric hurricane 55m aluminum roll shutter,Closed-CC Issued,0,ePlan,,-81.95494655712,26.523913004349,2023-01-01
120 VOLT 20 AMP CIRCUIT FOR PORTABLE SPA,Closed-CC Issued,0,ePlan,,-81.905724922122,26.654074973006,2023-01-01
REMOVE AND REPLACE THE SHINGLE ROOF SYSTEM AND THE FLAT ROOF SYSTEM.,Closed-CC Issued,0,ePlan,,-81.811359738933,26.479726997295,2023-01-01
"drywall , paint base board",Closed-Voided,0,ePlan,,,,2023-01-01
Truck Dock Monument Sign,Closed-Withdrawn,11,ePlan,,,,2023-01-01
"4 ft drywall, cabinets, new vanity",Ready-Documents Required,0,ePlan,,-81.915306961979,26.548904119941,2023-01-01
"T/O MODIFIED ROOF, RE-NAIL DECK TO CODE, INSTALL GAF EVERGUARD TPO MEMBRANE (FL5293.1). 4 SQ, 1/12, 1 STORY,",Closed-CC Issued,0,ePlan,,,,2023-01-01
Bldg 2 Entrance Monument Sign,Closed-CC Issued,11,ePlan,,,,2023-01-01
Remove salt water damage condenser and replace with new,Closed-CC Issued,0,ePlan,,-81.931538014943,26.497826405638,2023-01-01
"HURRICANE IAN: REMOVE EXISTING SHINGLES DOWN TO SHEATHING & INSTALL A NEW SHINGLE ROOF. ALSO, ON FLAT ROOF REMOVE EXISTING ROLLED MODIFIED DOWN TO SHEATHING & INSTALL A NEW FLAT ROOF.",Closed-CC Issued,0,ePlan,,-81.895482927358,26.589385103421,2023-01-01
Complete 5v metal roof,Closed-Voided,0,ePlan,,-81.863265155832,26.677235185645,2023-01-01
Bldg 1 Entrance Monument Sign,Closed-CC Issued,11,ePlan,,,,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.905060270769,26.699657654058,2023-01-01
New Single Family Home,Closed-CO Issued,3,ePlan,,-81.644822839179,26.583511620646,2023-01-01
"Repair cosmetic damage from storm, bring restrooms up to code",Closed-Withdrawn,0,ePlan,,,,2023-01-01
INSTALLING ELECTRIC TO SHED AND TIKI HUT,Closed-CC Issued,0,Paper Submittal,,,,2023-01-01
Replace AC system (like for like) and duct system,Closed-CC Issued,0,ePlan,,-81.895362083021,26.503606840168,2023-01-01
CONSTRUCTION OF NEW SINGLE FAMILY RESIDENCE - TWIN VILLAS - LOT 29 & 30,Permit Expired,109,ePlan,,,,2023-01-01
Hurricane IanReplace pool screen enclosure on existing pool deck,Closed-CO Issued,0,ePlan,,-81.828032314534,26.533252583273,2023-01-01
Remove salt water damage condenser and replace with new,Closed-CC Issued,0,ePlan,,-81.931790926332,26.500504603972,2023-01-01
Remove Existing Tile Roofing / Replace with Tile Roofing. 2 Ply underlayment system.,Closed-CC Issued,0,ePlan,,-81.908244858387,26.761264912674,2023-01-01
HURRICANE IAN - RE-ROOF - TEAR OFF - REPLACE WITH SHINGLES,Closed-CC Issued,0,Paper Submittal,,-81.735053414621,26.580475654517,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.903534635265,26.699936785935,2023-01-01
Screen Enclosure,Closed-CO Issued,1,ePlan,,-81.905373154553,26.490243419956,2023-01-01
Re-roof due to hurricane damage. Remove and install 69 sq Owens Corning Shingles and High Temp IWS.Building #5,Closed-CC Issued,0,ePlan,,,,2023-01-01
Remove salt water damage condenser and replace with new,Closed-CC Issued,0,ePlan,,,,2023-01-01
Adding a wireless radio to monitor an existing FACP,Closed-CC Issued,0,ePlan,,-81.996614534353,26.517250109559,2023-01-01
Hurricane Ian Damage - Re-model - 29 Primero Ln.,Ready-Documents Required,0,Paper Submittal,,-81.958994678029,26.493511970704,2023-01-01
New windows & SGD,Closed-CC Issued,0,ePlan,,-81.906422266635,26.545270956375,2023-01-01
LIKE FOR LIKE REPLACEMENT OF AIR CONDITIONING EQUIPMENT,Closed-CC Issued,0,ePlan,,-81.873001100198,26.66966330347,2023-01-01
Re-roof due to hurricane damage. Remove and install 41 sq Owens Corning Shingles and High Temp IWS.Building #4,Closed-CC Issued,0,ePlan,,,,2023-01-01
INSTALL 9 MANUAL ACCORDION SHUTTERS & 2 CLEAR PANELS,Closed-CC Issued,0,ePlan,,-81.892952935098,26.49442381284,2023-01-01
"Re-roof, tear-off - Shingle",Closed-CC Issued,0,ePlan,,-81.902644428447,26.700561823644,2023-01-01
"Shingle reroof. Tear off existing roof, and new shingle installation.",Closed-CC Issued,0,ePlan,,-81.668231451189,26.641089083292,2023-01-01
Screen Enclosure,Closed-CO Issued,1,ePlan,,,,2023-01-01
roof replacement,Closed-CC Issued,0,ePlan,,-81.899557263277,26.573298651243,2023-01-01
Adding a wireless radio to monitor an existing FACP,Closed-CC Issued,0,ePlan,,-81.997143332279,26.518442838378,2023-01-01
Shingle Re-roof,Closed-CC Issued,0,ePlan,,-81.719187865882,26.703072774629,2023-01-01
Re-roof due to hurricane damage. Remove and install 41 sq Owens Corning Shingles and High Temp IWS.Building #3,Closed-CC Issued,0,ePlan,,,,2023-01-01
Roofing Company,Closed-Cert of Use Issued,0,,,-81.852561737326,26.582826932882,2023-01-01
Remove salt water damage condenser and replace with new,Closed-CC Issued,0,ePlan,,,,2023-01-01
"LIKE FOR LIKE AC CHANGEOUT/ REPLACEMENTSPLIT SYSTEM5 TON, 14.4 SEER, 10 KW",Closed-CC Issued,0,ePlan,,,,2023-01-01
HVAC Change Out Split System 4Ton PKG Unit & Duct Work,Closed-CC Issued,0,ePlan,,-81.865512886651,26.676244243844,2023-01-01
Hurricane IanRe-Roof ShingleFlat 1677 Sq Ft,Closed-CC Issued,0,ePlan,,-81.645792842091,26.598589646432,2023-01-01
Hurricane IanReplace pool screen enclosure on existing pool deck,Closed-CO Issued,0,ePlan,,-81.912756198901,26.562521381912,2023-01-01
Remove salt water damage condenser and replace with new,Closed-CC Issued,0,ePlan,,-81.931554793962,26.498959923786,2023-01-01
REROOF HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.697407372905,26.630787265157,2023-01-01
Pool Enclosure,Closed-CO Issued,1,ePlan,,,,2023-01-01
WINDOW SIZE CHANGE,Closed-Revision Approved,3,ePlan,,-81.667290924593,26.575953614382,2021-01-01
Shingle to Shimgle reroof Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.868650931127,26.68146150488,2023-01-01
Re-roof due to hurricane damage. Remove and install 133 sq Owens Corning Shingles and Hight Temp IWS.Building #2,Closed-CC Issued,0,ePlan,,,,2023-01-01
REROOF SHINGLE TO SHINGLE,Closed-CC Issued,0,ePlan,,-81.915583371416,26.699528615586,2023-01-01
Remove salt water damage condenser and replace with new,Closed-CC Issued,0,ePlan,,-81.931554793962,26.498959923786,2023-01-01
Excysting roof removal and new asphalt shingle installation. The new shingle will be GAF HD dimensional,Closed-CC Issued,0,ePlan,,-81.681259741894,26.593836814943,2023-01-01
R01: Window size has changed,Closed-Revision Approved,3,ePlan,,-81.665442022987,26.594454387601,2021-01-01
provide and install 2 HV accordion shutters,Closed-CC Issued,0,ePlan,,-81.893478535215,26.764020316924,2023-01-01
"Natural Gas to (5) Outlets- Dryer, Range, Fireplace, Pool heater, BBQ",Closed-CC Issued,4,ePlan,,,,2023-01-01
Pool enclosure Hurricane replacement,Closed-CO Issued,0,ePlan,,-81.906936643657,26.530702369664,2023-01-01
Remove and Replace Roof,Closed-CC Issued,0,ePlan,,-81.820030767819,26.679356453388,2023-01-01
REROOF HURRICANE DAMAGE,Closed-CC Issued,0,ePlan,,-81.915189559799,26.699641415559,2023-01-01
Residential Reroof- Remove and replace roof,Closed-CC Issued,0,ePlan,,-81.722456244365,26.592102666316,2023-01-01
Remove salt water damage condenser and replace with new,Closed-Withdrawn,0,ePlan,,,,2023-01-01
