132,4491 HARBOR BEND DR,UPPER CAPTIVA  NA,FL,
133,3612 75TH ST W,LEHIGH ACR FL,ES,33971
134,15551 SHELL POINT BLVD,FORT MYE FL,RS,33908
135,6565 EAGLE ST,FORT MYE FL,RS,33966
136,1831 LANDALE LOOP,LEHIGH ACR FL,ES,33972
137,11651 MARINO CT,602,RS,33908
138,4105 HIDDEN ACRES CIR N,NORTH FORT MYE FL,RS,33903
139,1523 HUNTDALE ST E,LEHIGH ACR FL,ES,33936
140,18041 LAUREL VALLEY RD,FORT MYE FL,RS,33967
141,507 ASPEN AVE S,LEHIGH ACR FL,ES,33974
142,17530 COCONUT PALM CT,NORTH FORT MYE FL,RS,33917
143,181 HOBNAIL DR,NORTH FORT MYE FL,RS,33903
144,3550 COLONIAL BLVD,FORT MYE FL,RS,33966
145,9411 CYPRESS LAKE DR,FORT MYE FL,RS,33919
146,9411 CYPRESS LAKE DR,FORT MYE FL,RS,33919
147,904 SONRISA DR,FORT MYE FL,RS,33908
148,11011 VIA TUSCANY LN,302,ES,33913
149,12798 KEDLESTON CIR,FORT MYE FL,RS,33912
150,431 PARK AVE,BOCA GRAN FL,DE,33921
151,14199 MONTAUK LN,FORT MYE FL,RS,33919
152,9227 CALLE ARRAGON AVE,102,RS,33908
153,11271 CANAL GRANDE DR,FORT MYE FL,RS,33913
154,2910 41ST ST SW,LEHIGH ACR FL,ES,33976
155,12620 FAIRWAY COVE CT,FORT MYE FL,RS,33905
156,7401 CONSTITUTION CIR,B6,RS,33967
157,159 VERMONT AVE,FORT MYE FL,RS,33905
158,18701 WILDBLUE BLVD - BLDG 2,FORT MYE FL,RS,33913
159,11530 COMPASS POINT DR,FORT MYE FL,RS,33908
160,119 MAPLE AVE S,LEHIGH ACR FL,ES,33936
161,15300 S MALLARD LN,FORT MYE FL,RS,33913
162,12491 EAGLE RD,CAPE COR FL,AL,33909
163,815 CALVIN AVE,LEHIGH ACR FL,ES,33972
164,2731 OLIVE ST,SAINT JAMES CI FL,TY,33956
165,4201 PINE TREE BLVD,SAINT JAMES CI FL,TY,33956
166,1326 FARMDALE ST,LEHIGH ACR FL,ES,33936
167,1915 W LAKEVIEW BLVD,2,RS,33903
168,13120 LINTON RD,FORT MYE FL,RS,33908
169,119 MAPLE AVE S,LEHIGH ACR FL,ES,33936
170,4325 S GULF CIR,NORTH FORT MYE FL,RS,33903
171,20568 LONG POND RD,NORTH FORT MYE FL,RS,33917
172,1606 HAZEL AVE S,LEHIGH ACR FL,ES,33976
173,11001 VIA TUSCANY LN,302,ES,33913
174,16549 WELLINGTON LAKES CIR,FORT MYE FL,RS,33908
175,441 BROADMOOR ST,LEHIGH ACR FL,ES,33974
176,217 HIN AVE,LEHIGH ACR FL,ES,33936
177,12200 HAMMOCK CREEK WAY,FORT MYE FL,RS,33905
178,11500 CARAVEL CIR,4021,RS,33908
179,148 RIDGEMONT DR,LEHIGH ACR FL,ES,33972
180,2108 FLOYD AVE S,LEHIGH ACR FL,ES,33976
181,200 DAMFICARE ST,BOCA GRAN FL,DE,33921
182,1008 ANGUS AVE,LEHIGH ACR FL,ES,33974
183,5530 LONGLEAF DR,NORTH FORT MYE FL,RS,33917
184,752 ALMELIA ST E,LEHIGH ACR FL,ES,33974
185,936 RIDGEWAY DR,NORTH FORT MYE FL,RS,33903
186,750 ALMELIA ST E,LEHIGH ACR FL,ES,33974
187,13440 HAMPTON PARK CT,FORT MYE FL,RS,33913
188,4517 26TH ST SW,LEHIGH ACR FL,ES,33973
189,3109 5TH ST SW,LEHIGH ACR FL,ES,33976
190,19400 CROMWELL CT,206,RS,33912
191,4707 BRIXTON CT,LEHIGH ACR FL,ES,33973
192,7499 CARES AWAY PARK CIR,BOKEEL FL,IA,33922
193,217 MANATEE ST,FORT MYE FL,RS,33913
194,11781 CANAL GRANDE DR,FORT MYE FL,RS,33913
195,7059 ARMADILLO WAY,FORT MYE FL,RS,33967
196,18220 WILDBLUE BLVD,FORT MYE FL,RS,33913
197,12493 BRANTLEY COMMONS CT,FORT MYE FL,RS,33907
198,692 MANHATTAN ST E,LEHIGH ACR FL,ES,33974
199,9981 SOUTH HEALTHPARK DR,FORT MYE FL,RS,33908
200,692 MANHATTAN ST E,LEHIGH ACR FL,ES,33974
201,10284 PORTO ROMANO DR,MIROMAR LAK FL,ES,33913
202,8832 CYPRESS PRESERVE PL,FORT MYE FL,RS,33912
203,10701 RUSSELL RD,BOKEEL FL,IA,33922
204,435 ROBLE LN,FORT MYE FL,RS,33908
205,9290 TRIANA TER,243,RS,33912
206,14064 WINDING CEDAR WAY,FORT MYE FL,RS,33913
207,15345 CHRISTINE WAY,FORT MYE FL,RS,33908
208,14072 WINDING CEDAR WAY,FORT MYE FL,RS,33913
209,822 CHAMPION AVE,LEHIGH ACR FL,ES,33971
210,14081 BARKWOOD ST,FORT MYE FL,RS,33905
211,13576 BLUE BAY CIR,FORT MYE FL,RS,33913
212,14072 GROSSE POINTE LN,FORT MYE FL,RS,33919
213,20104 NAPA LOOP,ESTE FL,RO,33928
214,6681 SOUTHWELL DR,FORT MYE FL,RS,33966
215,18315 PARKSVILLE DR,ESTE FL,RO,33928
216,13029 FIT ST,FORT MYE FL,RS,33905
217,2724 EIGHTH AVE,SAINT JAMES CI FL,TY,33956
218,122 GIBSON ST,FORT MYE FL,RS,33905
219,14233 BLUE BAY CIR,FORT MYE FL,RS,33913
220,164 RIDGEMONT DR,LEHIGH ACR FL,ES,33972
221,20013 LAKE VISTA CIR N,LEHIGH ACR FL,ES,33936
222,13536 BLUE BAY CIR,FORT MYE FL,RS,33913
223,6900 DANIELS PKWY,5,RS,33912
224,745 BEACH VIEW DR,BOCA GRAN FL,DE,33921
225,3450 CEDAR HAMMOCK VIEW CT,FORT MYE FL,RS,33905
226,17910 PEPPARD DR,FORT MYERS BEA FL,CH,33931
227,547 GREENBRIAR BLVD,LEHIGH ACR FL,ES,33972
228,15350 KILBIRNIE DR,FORT MYE FL,RS,33912
229,6211 CASTLEWOOD CIR,FORT MYE FL,RS,33905
230,13540 BLUE BAY CIR,FORT MYE FL,RS,33913
231,12650 WORLD PLAZA LN,72,RS,33907
232,15030 ARBOR LAKES DR W,106,RS,33917
233,17547 ROCKEFELLER CIR,FORT MYE FL,RS,33967
234,9911 BEACON COVE CT,FORT MYE FL,RS,33919
235,15565 BRIARCLIFF LN,FORT MYE FL,RS,33912
236,19199 SURENO CT,NORTH FORT MYE FL,RS,33903
237,5017 BENTON ST,LEHIGH ACR FL,ES,33971
238,5600 BRIARCLIFF RD,FORT MYE FL,RS,33912
239,5060 MELALUCA DR,FORT MYE FL,RS,33905
240,10200 PINE LAKES BLVD,NORTH FORT MYE FL,RS,33903
241,2754 DAVIS BLVD,FORT MYE FL,RS,33905
242,8921 CROWN COLONY BLVD,FORT MYE FL,RS,33908
243,938 GRAYSTONE AVE,LEHIGH ACR FL,ES,33974
244,15160 ROYAL WINDSOR LN,1301,RS,33919
245,8070 GLEN ABBEY CIR,FORT MYE FL,RS,33912
246,19180 ETHEL DR,NORTH FORT MYE FL,RS,33917
247,12573 ASTOR PL,FORT MYE FL,RS,33913
248,12050 SABAL DUNES LN,FORT MYE FL,RS,33913
249,12206 FIT ST,FORT MYE FL,RS,33905
250,12041 SABAL LAKES LN,FORT MYE FL,RS,33913
251,14001 METRO PKWY,FORT MYE FL,RS,33912
252,11600 GLADIOLUS DR,FORT MYE FL,RS,33908
253,16221 ROSEMALLOW LN,AL FL,VA,33920
254,4103 12TH ST SW,LEHIGH ACR FL,ES,33976
255,14001 METRO PKWY,FORT MYE FL,RS,33912
256,2269 SUMMERSWEET DR,AL FL,VA,33920
257,1032 BUTLER ST E,LEHIGH ACR FL,ES,33974
258,15250 S TAMIAMI TRL,FORT MYE FL,RS,33908
259,3381 CYPRESS MAH DR,FORT MYE FL,RS,33905
260,3014 BALTAR CT,FORT MYE FL,RS,33905
261,2148 BERKLEY WAY,LEHIGH ACR FL,ES,33973
262,713 LEROY AVE,LEHIGH ACR FL,ES,33972
263,750 JAGUAR BLVD,LEHIGH ACR FL,ES,33974
264,18197 WILDBLUE BLVD,FORT MYE FL,RS,33913
265,18197 WILDBLUE BLVD,FORT MYE FL,RS,33913
266,13020 SHORESIDE CT,FORT MYE FL,RS,33913
267,9004 FLAMINGO CIR,NORTH FORT MYE FL,RS,33903
268,9131 CENTERLINKS COMMERCE DR,FORT MYE FL,RS,33912
269,2507 8TH ST SW,LEHIGH ACR FL,ES,33976
270,3309 ROYAL CANADIAN TRCE,3,RS,33907
271,813 LEROY AVE,LEHIGH ACR FL,ES,33972
272,16312 WILLOW STREAM LN,NORTH FORT MYE FL,RS,33917
273,1104 E 7TH ST,LEHIGH ACR FL,ES,33972
274,13775 MARQUIS RD,BOKEEL FL,IA,33922
275,3220 YORK RD,SAINT JAMES CI FL,TY,33956
276,3220 YORK RD,SAINT JAMES CI FL,TY,33956
277,13987 REFLECTION LAKES DR,FORT MYE FL,RS,33907
278,6016 TIERRA  ENTRADA,NORTH FORT MYE FL,RS,33903
279,9015 COLBY DR,2020,RS,33919
280,5526 BANNING ST,LEHIGH ACR FL,ES,33971
281,11790 LAKESHIRE CT,FORT MYE FL,RS,33913
282,16833 WINDCREST DR,FORT MYE FL,RS,33908
283,80 ORTONA ST,LEHIGH ACR FL,ES,33936
284,16031 ENCLAVES COVE DR,NORTH FORT MYE FL,RS,33917
285,15768 BEACHCOMBER AVE,FORT MYE FL,RS,33908
286,2701 E 15TH ST,LEHIGH ACR FL,ES,33972
287,8638 NOTTINGHAM POINTE WAY,FORT MYE FL,RS,33912
288,8644 ELEUTHERA CT,FORT MYE FL,RS,33907
289,4014 2ND ST SW,LEHIGH ACR FL,ES,33976
290,14138 HILTON HEAD DR,FORT MYE FL,RS,33919
291,13983 REFLECTION LAKES DR,FORT MYE FL,RS,33907
292,4331 S CANAL CIR,NORTH FORT MYE FL,RS,33903
293,6889 MARBROOK CT,FORT MYE FL,RS,33919
294,14631 ORANGE RIVER RD,FORT MYE FL,RS,33905
295,603 L HOMMEDIEU ST,LEHIGH ACR FL,ES,33936
296,5313 30TH ST SW,LEHIGH ACR FL,ES,33973
297,13500 SHERRILL POINT CT,FORT MYE FL,RS,33908
298,3901 13TH ST SW,LEHIGH ACR FL,ES,33976
299,12810 KELLY GREENS BLVD,FORT MYE FL,RS,33908
300,1931 RICHLAND AVE,LEHIGH ACR FL,ES,33972
301,16200 SAN CARLOS BLVD,150,RS,33908
302,3816 14TH ST SW,LEHIGH ACR FL,ES,33976
303,12256 STAR SHELL DR,MATLACHA ISL FL,ES,33991
304,314 MCARTHUR BLVD,LEHIGH ACR FL,ES,33974
305,20095 KINGMONT DR,ESTE FL,RO,33928
306,16082 ROSEMALLOW LN,AL FL,VA,33920
307,806 HIBISCUS AVE,LEHIGH ACR FL,ES,33972
308,18483 EASTSHORE DR,FORT MYE FL,RS,33967
309,16025 SHOEBUTTON CT,NORTH FORT MYE FL,RS,33917
310,394 GRENIER DR,NORTH FORT MYE FL,RS,33903
311,11141 CANAL GRANDE DR,FORT MYE FL,RS,33913
312,10890 FIREBUSH CIR,NORTH FORT MYE FL,RS,33917
313,4201 3RD ST SW,LEHIGH ACR FL,ES,33976
314,3331 BANYON HOLLOW LOOP,NORTH FORT MYE FL,RS,33903
315,10836 FIREBUSH CIR,NORTH FORT MYE FL,RS,33917
316,5616 SIXTH AVE,FORT MYE FL,RS,33907
317,5220 CENTENNIAL BLVD,LEHIGH ACR FL,ES,33971
318,19652 UTOPIA LN,ESTE FL,RO,33928
319,5447 JUDITH RD,BOKEEL FL,IA,33922
320,6900 DANIELS PKWY,5,RS,33912
321,15 APAE TRL,FORT MYERS BEA FL,CH,33931
322,13951 LOCKHART LN,BOKEEL FL,IA,33922
323,16701 CAVE COVE,BUILDING 4,RS,33913
324,8324 BEACON BLVD,FORT MYE FL,RS,33907
325,341 PALM AVE,BOCA GRAN FL,DE,33921
326,335 JOURFERIE RD,LEHIGH ACR FL,ES,33974
327,3513 SUNSHINE BLVD N,LEHIGH ACR FL,ES,33971
328,1010 CLEVELAND AVE,LEHIGH ACR FL,ES,33972
329,14353 MINDELLO DR,FORT MYE FL,RS,33905
330,8285 BAHAMAS RD,FORT MYE FL,RS,33967
331,735 FLEMING AVE S,LEHIGH ACR FL,ES,33974
332,146 EAST NORTH SHORE AVE,NORTH FORT MYE FL,RS,33917
333,16711 CAVE COVE,BUILDING 3,RS,33913
334,520 MAGNOLIA AVE,LEHIGH ACR FL,ES,33972
335,19028 TANGERINE RD,FORT MYE FL,RS,33967
336,12181 KELLY SANDS WAY,FORT MYE FL,RS,33908
337,237 RUE LABONNE RD,FORT MYE FL,RS,33913
338,12821 COMMERCE LAKES DR,4,RS,33913
339,3411 13TH ST W,LEHIGH ACR FL,ES,33971
340,4103 6TH ST SW,LEHIGH ACR FL,ES,33976
341,16700 CAVE COVE,BUILDING 2,RS,33913
342,11780 ARIANA DR,FORT MYE FL,RS,33908
343,16710 CAVE COVE,BUILDING 1,RS,33913
344,295 BLUE SPRING TER,NORTH FORT MYE FL,RS,33903
345,835 SENTINELA BLVD,LEHIGH ACR FL,ES,33974
346,13041 SEASIDE HARBOUR DR,NORTH FORT MYE FL,RS,33903
347,1169 CHEROKEE AVE,LEHIGH ACR FL,ES,33936
348,10070 BROKEN WOODS CT,NORTH FORT MYE FL,RS,33903
349,4284 PINE ISLAND RD NW,MATLAC FL,HA,33993
350,802 WILLIAMS AVE,LEHIGH ACR FL,ES,33972
351,20865 WHEELOCK DR,NORTH FORT MYE FL,RS,33917
352,1918 TRUMAN AVE,LEHIGH ACR FL,ES,33972
353,17790 WELLSWOOD RD,NORTH FORT MYE FL,RS,33917
354,5521 MONTILLA DR,FORT MYE FL,RS,33919
355,5630 PINE ISLAND RD NW,BOKEEL FL,IA,33922
356,2292 CARNABY CT,LEHIGH ACR FL,ES,33973
357,1580 PINE VALLEY DR,203,RS,33907
358,8612 BRITTANIA DR,FORT MYE FL,RS,33912
359,3211 VACATION LN,SAINT JAMES CI FL,TY,33956
360,17891 ACACIA DR,NORTH FORT MYE FL,RS,33917
361,10641 VIA MILANO DR,1701,ES,33913
362,1703 LEROY AVE,LEHIGH ACR FL,ES,33972
363,1445 SCENIC ST,LEHIGH ACR FL,ES,33936
364,12857 PASTURES WAY,FORT MYE FL,RS,33913
365,5318 SERENITY CV,BOKEEL FL,IA,33922
366,3260 SHADY BEND WAY,FORT MYE FL,RS,33905
367,11425 SHADY BLOSSOM DR,FORT MYE FL,RS,33913
368,12381 COCONUT CREEK CT,FORT MYE FL,RS,33908
369,4716 WALWORTH CT,LEHIGH ACR FL,ES,33973
370,500 W OREGON RD,LEHIGH ACR FL,ES,33936
371,14329 DEVINGTON WAY,FORT MYE FL,RS,33912
372,1722 MARINA TER,NORTH FORT MYE FL,RS,33903
373,14033 PINE LODGE LN,FORT MYE FL,RS,33913
374,7269 LAKE DR,FORT MYE FL,RS,33908
375,3106 55TH ST W,LEHIGH ACR FL,ES,33971
376,14561 NEW HAMPTON PL,FORT MYE FL,RS,33912
377,16251 SLATER RD,10,RS,33917
378,1109 WELLAND ST E,LEHIGH ACR FL,ES,33974
379,11928 COUNTRY DAY CIR,FORT MYE FL,RS,33913
380,1991 CORONA DEL SIRE DR,NORTH FORT MYE FL,RS,33917
381,5747 ELIZABETH ANN WAY,FORT MYE FL,RS,33912
382,6627 PLANTATION PRESERVE CIR N,FORT MYE FL,RS,33966
383,1650 PALO DURO BLVD,NORTH FORT MYE FL,RS,33917
384,1528 ISLAMORA BLVD,PUNTA GOR FL,DA,33955
385,19271 AQUA SHORE DR,FORT MYE FL,RS,33913
386,9980 UNIVEITY PLAZA DR,FORT MYE FL,RS,33913
387,9282 PALM ISLAND CIR,NORTH FORT MYE FL,RS,33903
388,515 MONTCLAIR AVE S,LEHIGH ACR FL,ES,33974
389,20679 DENNISPORT LN,NORTH FORT MYE FL,RS,33917
390,2431 PALO DURO BLVD,NORTH FORT MYE FL,RS,33917
391,2770 TARA LAKES CIR,NORTH FORT MYE FL,RS,33903
392,2336 HARVARD AVE,FORT MYE FL,RS,33907
393,1228 FOYTH DR,NORTH FORT MYE FL,RS,33903
394,14591 SHERBROOK PL,202,RS,33912
395,6208 WHISKEY CREEK DR,FORT MYE FL,RS,33919
396,3901 HIDDEN ACRES CIR S,NORTH FORT MYE FL,RS,33903
397,1392 PINE AVE,NORTH FORT MYE FL,RS,33917
398,8660 BRITTANIA DR,FORT MYE FL,RS,33912
399,6208 WHISKEY CREEK DR,FORT MYE FL,RS,33919
400,3410 SEA HOLLY LN,SAINT JAMES CI FL,TY,33956
401,15597 FIDDLESTICKS BLVD,FORT MYE FL,RS,33912
402,259 LAS PALMAS BLVD,NORTH FORT MYE FL,RS,33903
403,16520 OAKVIEW CIR,AL FL,VA,33920
404,3051 KING TARPON DR,PUNTA GOR FL,DA,33955
405,3628 SAN CARLOS DR,SAINT JAMES CI FL,TY,33956
406,1904 MCGREGOR PARK CIR,FORT MYE FL,RS,33908
407,2905 6TH ST W,LEHIGH ACR FL,ES,33971
408,18050 S TAMIAMI TRL,164,RS,33908
409,14360 SECRET GARDEN CV,FORT MYE FL,RS,33913
410,1004 ALFREDA AVE,LEHIGH ACR FL,ES,33971
411,14350 SECRET GARDEN CV,FORT MYE FL,RS,33913
412,14340 SECRET GARDEN CV,FORT MYE FL,RS,33913
413,12028 MATLACHA BLVD,MATLACHA ISL FL,ES,33991
414,14330 SECRET GARDEN CV,FORT MYE FL,RS,33913
415,15376 OLD PINE CT,FORT MYE FL,RS,33912
416,14900 WISE WAY,FORT MYE FL,RS,33905
417,17741 PEPPARD DR,FORT MYERS BEA FL,CH,33931
418,20145 HARTFORD BLVD,ESTE FL,RO,33928
419,3460 NORTH KEY DR,203,RS,33903
420,20093 NAPA LOOP,ESTE FL,RO,33928
421,14505 PAUL REVERE LOOP,NORTH FORT MYE FL,RS,33917
422,17721 PEPPARD DR,FORT MYERS BEA FL,CH,33931
423,3129 RIVER GROVE CIR,FORT MYE FL,RS,33905
424,205 FRED AVE N,LEHIGH ACR FL,ES,33971
425,14523 PAUL REVERE LOOP,NORTH FORT MYE FL,RS,33917
426,15460 HUNTINGTON CT,FORT MYE FL,RS,33912
427,2634 MACON CIR,NORTH FORT MYE FL,RS,33903
428,14751 HOLE IN ONE CIR,201,RS,33919
429,872 NORTH TOWN AND RIVER DR,FORT MYE FL,RS,33919
430,11610 CARAVEL CIR,202,RS,33908
431,1806 LAS LOMAS CT,NORTH FORT MYE FL,RS,33903
432,1573 OAK DR,FORT MYE FL,RS,33907
433,16655 LAKE CIRCLE DR,813,RS,33908
434,754 BAHAMA AVE S,LEHIGH ACR FL,ES,33974
435,672 KINGSBURY ST E,LEHIGH ACR FL,ES,33974
436,16121 LEE RD,107,RS,33912
437,3792 SAN CARLOS DR,SAINT JAMES CI FL,TY,33956
438,11692 MAHOGANY RUN,FORT MYE FL,RS,33913
439,1490 BROWN RD,NORTH FORT MYE FL,RS,33903
440,3711 40TH ST SW,LEHIGH ACR FL,ES,33976
441,8792 CASCADE PRICE CIR,NORTH FORT MYE FL,RS,33917
442,3216 36TH ST W,LEHIGH ACR FL,ES,33971
443,13720 N CLEVELAND AVE,NORTH FORT MYE FL,RS,33903
444,20685 CORKSCREW SHORES BLVD,ESTE FL,RO,33928
445,11521 PADINA DR,FORT MYE FL,RS,33908
446,6803 MAGNOLIA LN,FORT MYE FL,RS,33966
447,3410 41ST ST SW,LEHIGH ACR FL,ES,33976
448,2911 42ND ST SW,LEHIGH ACR FL,ES,33976
449,3204 70TH ST W,LEHIGH ACR FL,ES,33971
450,2707 8TH ST W,LEHIGH ACR FL,ES,33971
451,8805 CASCADE PRICE CIR,NORTH FORT MYE FL,RS,33917
452,2808 30TH ST SW,LEHIGH ACR FL,ES,33976
