Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
re roof shingle slopes (Hurricane Ian),Closed-CC Issued,0,ePlan,,-81.880727595977,26.687245398266,2022-09-01
REMOVE EXISTING 3.5 TON SPLIT SYSTEM/ INSTALL 3.5 TON SPLIT SYSTEM/ LIKE FOR LIKE,Waiting on Applicant Updates,0,ePlan,,-81.886042978126,26.542925961576,2022-09-01
Metal Re-Roof,Closed-Withdrawn,0,ePlan,,-81.806261959594,26.687134316453,2022-09-01
TEAR OFF AND RE-ROOF METAL/ TPO FLAT ROOF,Closed-Withdrawn,0,ePlan,,,,2022-09-01
REPLACING 10 WINDOWS W/ IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.91433709028,26.533421138343,2022-09-01
REPLACING 7 WINDOWS W/ IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.797703746501,26.477576713469,2022-09-01
REPLACING 10 WINDOWS AND 2 DOORS W/ IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.684857258155,26.626084794345,2022-09-01
REPLACING 1 WINDOW W/ IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,,,2022-09-01
Install (2) 120 gal AG LP,Closed-CC Issued,0,ePlan,,-81.910075022913,26.665925334041,2022-09-01
Install 500 gal UG LP - Hook up to 26kw Generator,Closed-CC Issued,0,ePlan,,,,2022-09-01
Replacing 4 windows w/ impact size for size,Closed-CC Issued,0,ePlan,,-81.902215334676,26.722767782923,2022-09-01
replacing 3 windows w/ impact size for size,Closed-CC Issued,0,ePlan,,-81.67872555295,26.579500439884,2022-09-01
Install (1) 200 amp ATS - Hook up to 24kw Generator,Closed-CC Issued,0,ePlan,,-81.910075022913,26.665925334041,2022-09-01
Install 91) 200 amp ATS - Hook up to 26kw Generator,Closed-CC Issued,0,ePlan,,,,2022-09-01
"Replacing 1 door and 6 windows, size/size, style/style, with impact.",Closed-CC Issued,0,ePlan,,-81.632456083207,26.676615248241,2022-09-01
REPLACING 3 WINDOWS W/ IMPACT SIZE FOR SIZE,Permit Expired,0,ePlan,,-81.596900564258,26.53729917899,2022-09-01
Demo one existing kitchen hood and install one new kitchen hood. equipment provided by Publix. Duct fabricated and installed by Cox.,Closed-CC Issued,5,ePlan,,-81.907388987343,26.506612702965,2022-09-01
REPLCING 9 WINDOWS AND 1 DOOR W/ IMPACT SIZE FOR SIZE,Waiting on Applicant,0,ePlan,,,,2022-09-01
New Single Family Home*Inspections Done By Private Provider â Nova Engineering*,Closed-CO Issued,2,ePlan,,,,2022-09-01
11.2 Kw pv Solar panel installation roof mounted,Closed-CC Issued,0,ePlan,,,,2022-09-01
REPLACING 6 WINDOWS W/ IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.664033546877,26.677638772652,2022-09-01
Add 292 SF for additional cooler and storage space.,Closed-CO Issued,2,ePlan,,-81.871831104779,26.552349989159,2022-09-01
"Installing 1 Accordion *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.862761440923,26.560504491375,2022-09-01
Single Family Home  *Inspections Done By Private Provider- Nova Engineering & Environmental*,Closed-CO Issued,3,ePlan,,-81.59855615609,26.573370679022,2022-09-01
37 kW ground-mount behind the meter PV solar facility,Closed-CC Issued,0,ePlan,,-81.628286903227,26.587390112314,2022-09-01
"Installing 6 Accordions and 2 Manual Crank Rd Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2022-09-01
"install new notification appliances, connect all new devices to existing circuits. monitor new duct smoke detectors, new fire pump, new sprinkler valves, early warning smoke detector systems. install new solepath dialer and remove existing dialer.",Closed-Withdrawn,8,ePlan,,,,2022-09-01
14x31 inground pool and 7x7 spa with paver style deck and screen enclosure.,Closed-CC Issued,5,ePlan,,-81.900312088244,26.738553861153,2022-09-01
REPLACE 14 WINDOWS WITH IMPACT SIZE FOR SIZE,Closed-Voided,0,ePlan,,-81.839132010575,26.558742715237,2022-09-01
24 Sq Shingle Re-Roof,Closed-CC Issued,0,ePlan,,-81.66282995376,26.612188431407,2022-09-01
Remove and replace existing shingles,Closed-CC Issued,0,ePlan,,-81.796158275798,26.665112531318,2022-09-01
FULL PV SOLAR INSTALLATION ROOF MOUTED,Closed-CC Issued,0,ePlan,,-81.705506006395,26.604558024912,2022-09-01
Installation of a roof-mounted solar PV system 17.39 kW,Closed-CC Issued,0,ePlan,,-81.869704295207,26.611749211181,2022-09-01
Installation of a roof-mounted solar PV system 11.47 kW,Closed-CC Issued,0,ePlan,,-81.574541758499,26.520286895573,2022-09-01
Installation of a roof-mounted solar PV system 11.47 kW,Closed-CC Issued,0,ePlan,,-82.075170941559,26.637100225908,2022-09-01
Tile Roof Replacement,Closed-CC Issued,0,ePlan,,-81.941533306394,26.524785499411,2022-09-01
Installation of a roof-mounted solar PV system 8.51 kW,Closed-CC Issued,0,ePlan,,-81.625689993299,26.643966049172,2022-09-01
Wireless monitoring by cellular,Permit Expired,0,ePlan,,-81.856448808218,26.527976405517,2022-09-01
replace existing backflow,Closed-CC Issued,0,ePlan,,-81.880869686036,26.557878428443,2022-09-01
"Installing 2 doors onto the lanai, enclose non living. The existing electrical light is to remain.",Closed-Voided,0,ePlan,,-81.901125148111,26.725381408867,2022-09-01
Install of roof mounted solar pv system 10.36 kw,Closed-CC Issued,1,ePlan,,-81.681053307463,26.629866194815,2022-09-01
A/C Like for Like replacement *Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.805734245518,26.475519054903,2022-09-01
Master of new family residence construction.,Closed-Not Effective,3,ePlan,,,,2022-09-01
Install 8.8KW roof mounted solar panel system,Closed-CC Issued,0,ePlan,,-81.826800927442,26.465777177992,2022-09-01
Install 8.40 pv solar system on the roof.*Inspections Done By Private Provider â Skytec Engineering Services*,Closed-CC Issued,0,ePlan,,-81.616869968694,26.595198398107,2022-09-01
Shingle reroof,Closed-CC Issued,0,ePlan,,-81.915997303397,26.696323881422,2022-09-01
Install 9000 BTU Mini Split in bedroom for additional cooling/dehumidification,Closed-CC Issued,0,ePlan,,-81.797716923042,26.552058334559,2022-09-01
RE-ROOF - TEAR OFF SHINGLES - REPLACE WITH METAL,Closed-CC Issued,0,ePlan,,-81.831618164431,26.731127305268,2022-09-01
Pool,Closed-CC Issued,4,ePlan,,,,2022-09-01
Replace split system,Closed-CC Issued,0,ePlan,,-81.906462243254,26.53877507921,2022-09-01
IN GROUND POOL & SPA.,Closed-CC Issued,4,ePlan,,,,2022-09-01
Shingle Re Roof,Closed-CC Issued,0,ePlan,,-81.700448944557,26.611827467394,2022-09-01
Replace split system,Closed-CC Issued,0,ePlan,,-81.918984582092,26.534861335423,2022-09-01
INSTALL POOL ENCLOSURE ON EXISTING DECK. POOL PERMIT POL2022-01333,Closed-CO Issued,1,ePlan,,,,2022-09-01
Goodman 3 Tons 16 Seer KW 10 straight cool replacement,Permit Expired,0,ePlan,,-81.805559155579,26.475349952399,2022-09-01
Goodman Straight cool 3 ton 14 seer 10 kw *Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.735735338061,26.714233190781,2022-09-01
Demolition of mobile home and removal of all debris,Closed-CC Issued,0,ePlan,,-81.960575989463,26.504579873276,2022-09-01
Demolition of mobile home and removal of all debris,Closed-Withdrawn,0,ePlan,,-81.960575989463,26.504579873276,2022-09-01
SOLAR ROOFTOP INSTALLATION plus 1 Revision,Closed-CC Issued,2,ePlan,,,,2022-09-01
Single Family Residence,Closed-CO Issued,68,ePlan,,,,2022-09-01
Installing 4 Accordions,Closed-CC Issued,0,ePlan,,-81.713428559055,26.593619294288,2022-09-01
"Installing 4 Accordions*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.713668283261,26.596185754328,2022-09-01
"Installing 7 Mot Rd Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2022-09-01
GOODMAN 2 TONS 14 SEER,Closed-CC Issued,0,ePlan,,-81.888730471891,26.524835020954,2022-09-01
"Installing 4 Mot Rd Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.747098277555,26.450315422947,2022-09-01
"Installing 2 Mot Rd Screens*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.846816475429,26.558064857653,2022-09-01
"Installing 2 Mot RD Screens*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.994934277788,26.514998927982,2022-09-01
Goodman 3 tons 14 seer 10.5 KW ac replacement like for like *Inspections Done By Private Provider â Inspected.com*,Closed-CC Issued,0,ePlan,,-81.812215531957,26.482765577614,2022-09-01
"Installing 7 Mot Rd Screens and 1 Slide Screen *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,1,ePlan,,,,2022-09-01
Replace the existing shower with a new shower pan.,Closed-CC Issued,0,ePlan,,-81.894636348509,26.723365976679,2022-09-01
Split System Replacement,Closed-CC Issued,0,ePlan,,-81.894007330773,26.720685102111,2022-09-01
install screen enclosure,Closed-CO Issued,1,ePlan,,-81.725509282116,26.461395369928,2022-09-01
"Installing 2 Deluxe Aluminum Roll Down Manual and 1 Deluxe Aluminum Roll Down Motorized*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2022-09-01
Solar Panels Roof Mounted see revision 1 & 2,Closed-CC Issued,2,ePlan,,-81.917605793054,26.541766037588,2022-09-01
Build 10' Round tiki hut,Closed-CO Issued,1,ePlan,,-81.846295807167,26.694305688953,2022-09-01
A/C CHANGE OUT 2.5 TON 14 SEER 10 KW COMFORTMAKER PACKAGE UNIT,Closed-CC Issued,0,ePlan,,-81.919812471829,26.733685951394,2022-09-01
Add (2) 40A Breakers w/ 8 AWG wire for new tankless water heater.,Permit Expired,0,ePlan,,-81.795546777735,26.679035614362,2022-09-01
CONSTRUCTION OF NEW SFR,Closed-CO Issued,341,ePlan,,,,2022-09-01
Restoration of interior of condo destroyed by fire,Permit Issued,1,ePlan,,-81.931996850483,26.524046284041,2022-09-01
NEW SINGLE FAMILY RESIDENCE.,Closed-CO Issued,286,ePlan,,,,2022-09-01
"Replace 2.5T Split AC System, like for like",Closed-CC Issued,0,ePlan,,-81.863907468465,26.547756614897,2022-09-01
replacement of 4 impact windows and 1 door size4size,Closed-CC Issued,0,ePlan,,-81.916443105511,26.517249957609,2022-09-01
re-roof,Closed-CC Issued,0,ePlan,,-81.611739765836,26.629901780643,2022-09-01
NEW CONSTRUCTION DUPLEX,Closed-CO Issued,2,ePlan,,-81.741178960727,26.597784380925,2022-09-01
replacement of 11 impact windows and 1 impact door size4size,Permit Expired,0,ePlan,,-81.742940287912,26.70870573961,2022-09-01
6 foot PVC privacy fence with gates,Closed-Withdrawn,0,Paper Submittal,,-81.6832795228,26.604072842493,2022-09-01
CABINETS & COUNTER TOPS IN LAUNDRY ROOM,Closed-CC Issued,0,ePlan,,-81.915274678279,26.545281748488,2022-09-01
add to existing fire alarm due to tenant changes,Closed-CC Issued,2,ePlan,,-81.85314702822,26.58244296046,2022-09-01
"Installing 3 Mot Rd Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.725260773814,26.462428147404,2022-09-01
A/C CHANGE OUT 4 TON 14 SEER 10 KW RUUD SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-82.125165043982,26.638115300095,2022-09-01
Reroof Shingle Off/Shingle On (31sq),Closed-CC Issued,0,ePlan,,-81.820255812869,26.468725207475,2022-09-01
"Installing 1 Mot Rd Screen*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Permit Expired,0,ePlan,,,,2022-09-01
replace cond only as A/H is newer and matches to 14 SEER,Closed-CC Issued,0,ePlan,,-81.875084833035,26.555790671603,2022-09-01
shingle re-roof,Closed-Withdrawn,0,ePlan,,-81.58576035138,26.621668240382,2022-09-01
"Installing 11 Roll Down Motorized Shutters, 5 Lexan Panels, 1 Mot Rd Screen , and  1 Bahama Shutter *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2022-09-01
SHINGLE TO SHINGLE RE ROOF AND  FLAT TO FLAT RE ROOF,Closed-CC Issued,0,ePlan,,-81.929266009734,26.517531984523,2022-09-01
replace package,Closed-CC Issued,0,ePlan,,,,2022-09-01
PV SOLAR INSTALLATION,Closed-CC Issued,1,ePlan,,-81.681885046987,26.639340136359,2022-09-01
Trash Enclosure (3) gate enclosure,Permit Expired,15,ePlan,,,,2022-09-01
Single family Residence,Closed-Voided,0,ePlan,,-81.687959766398,26.581968406,2022-09-01
Air Conditioner Change out,Permit Expired,0,ePlan,,,,2022-09-01
replace same for same in attic,Closed-Withdrawn,0,ePlan,,-82.052098597381,26.640948066045,2022-09-01
Trash Enclosure with (2) gates,Closed-CC Issued,15,ePlan,,,,2022-09-01
Reroof Shingle Off/Shingle On (42.4sq),Closed-CC Issued,0,ePlan,,-81.857698070546,26.513981048766,2022-09-01
"Save alotReplacement of 2"" backflow",Permit Expired,0,ePlan,,-81.805683804791,26.680304151382,2022-09-01
ROOF MOUNTED SOLAR PANEL INSTALLATION,Permit Expired,0,ePlan,,-81.67590999593,26.59032953027,2022-09-01
Replace Shower Pan in Master Bath,Closed-CC Issued,0,ePlan,,-81.867903091855,26.523449611159,2022-09-01
Split system replacement in closet - like for like,Closed-Withdrawn,0,ePlan,,-81.849271350069,26.551204450808,2022-09-01
install and anchor to ground a 8 X 10 DCA Storage Shed,Closed-CO Issued,0,ePlan,,-81.823758093427,26.67567989257,2022-09-01
Change out split system,Closed-CC Issued,0,ePlan,,-81.919226122593,26.636336277713,2022-09-01
ROOF MOUNTED SOLAR PANEL INSTALL,Closed-CC Issued,0,ePlan,,-81.682668731469,26.637985861265,2022-09-01
Flip house and change wood posts on front porch from 6x6 to 4x4.,Closed-Voided,4,ePlan,,,,2022-09-01
Re-Roof,Closed-CC Issued,0,ePlan,,-81.629052142887,26.597610071561,2022-09-01
Shingle Reroof,Permit Expired,0,ePlan,,-81.901048749297,26.553851487964,2022-09-01
AC CHANGEOUT,Closed-CC Issued,0,ePlan,,-81.888248415022,26.658688113249,2022-09-01
Reroof Shingle Off/Shingle On (15sq),Closed-CC Issued,0,ePlan,,-81.817405203234,26.465400037595,2022-09-01
ROOF MOUNTED SOLAR PANEL INSTALLATION.,Closed-CC Issued,1,ePlan,,-81.685099024746,26.593548356512,2022-09-01
Tile reroof,Closed-CC Issued,0,ePlan,,-81.897077798786,26.725266817404,2022-09-01
Shingle Reroof,Permit Expired,0,ePlan,,-81.902729814486,26.553823283604,2022-09-01
CHANGE OUT 4 TON 16.5 SEER 10 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.82300732433,26.530250978991,2022-09-01
Change existing air handler and condensing unit,Closed-CC Issued,0,ePlan,,-81.898745304314,26.721574747159,2022-09-01
screen room under existing roof on existing concrete,Closed-CO Issued,0,ePlan,,-81.866340729476,26.696079810107,2022-09-01
New single family residence,Closed-CO Issued,1,ePlan,,-81.626323725622,26.614949778454,2022-09-01
CHANGE OUT 5 TON 17 SEER 10 KW SPLIT SYSTEM,Closed-CC Issued,0,ePlan,,-81.799991277884,26.564815647357,2022-09-01
Trash Enclosure,Closed-CC Issued,14,ePlan,,,,2022-09-01
Tear off shingle roof and add metal roof,Closed-CC Issued,0,Paper Submittal,,-81.72898240686,26.628648640322,2022-09-01
REPLACE HVAC PKG UNIT - ROOFTOP,Closed-CC Issued,0,ePlan,,-81.905391238988,26.551375176295,2022-09-01
"Replace 2T Split AC System, like for like",Closed-CC Issued,0,ePlan,,-81.811982856453,26.531718866753,2022-09-01
install a new fire sprinkler system,Closed-CC Issued,3,ePlan,,,,2022-09-01
HVAC Change Out Split System,Closed-CC Issued,0,ePlan,,-81.656848909579,26.607189661476,2022-09-01
ADDING ADDITIONAL BUILDING TO BE DEMOLISHED SHOW ON SITE PLAN,Closed-Revision Approved,1,ePlan,,,,2022-09-01
Trash Enclosure  (3) gate enclosure,Closed-CC Issued,13,ePlan,,,,2022-09-01
Construction of new In ground pool/spa*Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CC Issued,4,ePlan,,,,2022-09-01
"Administrative Office - M-F, 9AM-5PM",Closed-Cert of Use Issued,0,Paper Submittal,,-81.736049793419,26.616818661407,2022-09-01
"New Pool, Paver Deck",Closed-CC Issued,4,ePlan,,,,2022-09-01
Reroof Shingle Off/Shingle On (22.1sq),Closed-CC Issued,0,ePlan,,-81.936751083532,26.48617664905,2022-09-01
A/C CHANGEOUT,Closed-CC Issued,0,ePlan,,-81.889977166708,26.57946487468,2022-09-01
Removing #4 window from application,Closed-Revision Approved,1,ePlan,,-81.889488786139,26.501092275073,2022-09-01
Replace 2.5 Tons Split System- Unit 215,Closed-CC Issued,0,ePlan,,-81.721649909475,26.610087965001,2022-09-01
install screen enclosure,Closed-CO Issued,1,ePlan,,,,2022-09-01
updated t mobile tenant panel to existing ground sign,Closed-Withdrawn,0,ePlan,,-81.938556778759,26.517070708451,2022-09-01
New SFR,Closed-CO Issued,588,ePlan,,,,2022-09-01
"Replace 4T Split AC System, like for like",Closed-CC Issued,0,ePlan,,-81.904659602157,26.538403400087,2022-09-01
"Replacing 3 size for size windows*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,,,2022-09-01
Shingle Re-Roof 24.3sq,Closed-CC Issued,0,ePlan,,-81.818981585298,26.484288494206,2022-09-01
"Replacing 2 size for size sliding glass doors*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.906159342197,26.513575300153,2022-09-01
Full House Hot/Cold Water Repipe.,Closed-CC Issued,0,ePlan,,-81.912305225652,26.700138823972,2022-09-01
"After the fact window installment, door enclosure and wall ac unit enclosure - VIO2022-05968",Permit Expired,1,ePlan,,-81.913594620984,26.665350688982,2022-09-01
6 foot metal fence with gates,Closed-CC Issued,0,Paper Submittal,,-81.686774450054,26.618263430449,2022-09-01
4' high chain link fence w/ gates,Closed-CC Issued,0,ePlan,,,,2022-09-01
Install Solar Domestic Hot Water system,Closed-CC Issued,0,ePlan,,-81.881812275811,26.537466362686,2022-09-01
Trash Enclosure  (4) gate enclosure,Permit Expired,14,ePlan,,,,2022-09-01
Install DUAL 200AMP ATS and modules to control generator load,Closed-CO Issued,0,ePlan,,-81.864678987481,26.505785336536,2022-09-01
"REMOVE AND REPLACE AN ADDITIONAL 5 TON SPLIT SYSTEM,10KW, 14 SEER.",Closed-Revision Approved,1,ePlan,,-81.878690389678,26.559373711192,2022-09-01
Replace 5 ton 16 seer split system,Permit Expired,0,ePlan,,-81.824194726808,26.735560890863,2022-09-01
"change from left hand garage to right hand,  change wood posts on front porch from 6x6 to 4x4.",Closed-Revision Approved,4,ePlan,,,,2022-09-01
Installation of a 250-gallon underground LP tank and 60' gas pipe which will go to an outdoor kitchen.,Closed-CC Issued,2,ePlan,,-82.127573261948,26.642796702661,2022-09-01
Tie in existing UG LP tank with line to new generator,Closed-CC Issued,0,ePlan,,-81.864678987481,26.505785336536,2022-09-01
Replace 2.5 ton 16 seer split system,Closed-CC Issued,0,ePlan,,-81.723013335789,26.624608874485,2022-09-01
Hook up existing gas system to new natural gas meter.,Closed-Withdrawn,0,ePlan,,-81.731976993548,26.669122061553,2022-09-01
After the fact: Partially enclose screen room for Hobby Room - VIO2022-04248,Closed-CC Issued,1,Paper Submittal,,-81.74803222152,26.623656208109,2022-09-01
CHANGED ENGINEERING PLANS,Closed-Revision Approved,1,ePlan,,,,2022-09-01
Change the Roofing from a metal roof to a Owens Corning Asphalt Roof Shingle. FL# 10674-R17,Closed-Revision Approved,5,ePlan,,-81.714283929983,26.644012221736,2021-09-01
4' high chain link fence w/ gate,Closed-CC Issued,0,ePlan,,-81.644073040066,26.609435539284,2022-09-01
Deferred manufactured truss drawings and engineering.,Closed-Deferral Approved,7,ePlan,,-82.048650730208,26.640048768704,2021-09-01
4ft WOOD/WIRE per DCD approved drawing with gates,Closed-Withdrawn,0,ePlan,,-81.705547420118,26.675737903958,2022-09-01
Panel upsized from 4/0 to 600 KCMIL,Closed-Voided,0,ePlan,,-81.909096625912,26.545575888316,2022-09-01
New single family home *Inspections Done By Private Provider â Universal Engineering*	R02 Add dormer,Inspections Ongoing,4,ePlan,,-81.953845963654,26.460676272221,2022-09-01
A/C system change out like for like,Closed-CC Issued,0,ePlan,,-81.901162913132,26.494456305408,2022-09-01
"Applebees at Merchants Crossing Car Show pursuant to DCI2018-00011 Car show  October 3, 2022 - November 2, 2022 Mondays only from 4:00PM until 7:00PM",Closed-TMP,0,Paper Submittal,,,,2022-09-01
SCOPE OF WORK CONSISTS OF THE CONSTRUCTION OF A NEW BATHHOUSE FOR THE PIONEER VILLAGE,Waiting on Applicant,1,ePlan,,-81.827903078851,26.711352819243,2022-09-01
"4FT VINYL OPEN PICKET FENCE, 6FT VINYL PRIVACY FENCE WITH GATES",Closed-CC Issued,0,ePlan,,-81.668119353899,26.571403258389,2022-09-01
12611 PLUMOSAALUMINUM CARPORT,Closed-Withdrawn,0,ePlan,,-81.967130439328,26.500223768862,2022-09-01
A/C CHANGE OUT AND DUCT WORK,Closed-CC Issued,0,ePlan,,-81.825764299376,26.551321727194,2022-09-01
