"Record Number","Address","Description","Status","Related Records","Submittal Type",
"OPN2022-02820","3280 SANCTUARY POINTE, FORT MYERS FL 33905","INSTALL (2) ALUMINUM ELECTRIC ROLL DOWNS (FL22558-R6), (2) HURRICANE-RATED FABRIC ELECTRIC ROLL DOWNS (FL16380-R3) AND (1) MANUALLY ATTACHED FABRIC SHUTTER (FL14110-R5)","Closed-CC Issued","0","ePlan",
"OPN2022-02819","13701 MAGNOLIA ISLE DR, FORT MYERS FL 33905","INSTALL (2) HURRICANE-RATED FABRIC ELECTRIC ROLL DOWN SHUTTERS (FL16380-R3)","Permit Expired","0","ePlan",
"OPN2022-02818","12019 MAHOGANY ISLE LN, FORT MYERS FL 33913","INSTALL (3) HURRICANE-RATED FABRIC ELECTRIC ROLL DOWN SHUTTERS (FL16380-R3)","Closed-CC Issued","0","ePlan",
"FNC2022-02293","1500 Monroe Street, Fort Myers FL 33901","Test - Fence Easement Disclosure","Closed-Voided","0","Paper Submittal",
"FNC2022-02292","1500 Monroe Street, Fort Myers FL 33901","Test Record - Easement Disclosure","Closed-Voided","0","ePlan",
"OPN2022-02817","8370 CYPRESS DR S, FORT MYERS FL 33967","CHANGE OUT 4 IMPACT WINDOWS. SIZE FOR SIZE.","Closed-CC Issued","0","ePlan",
"RES2022-07574","3300 52ND ST W, LEHIGH ACRES FL 33971","shed 10x8","Closed-CO Issued","0","ePlan",
"RES2022-07573","818 CLARK AVE, LEHIGH ACRES FL 33972","garage 20x25 lap siding","Closed-CO Issued","0","ePlan",
"RES2022-07572","18160 BLUE EYE LOOP, FORT MYERS FL 33913","pool enclosure","Closed-CO Issued","5","ePlan",
"OPN2022-02816","5583 SUNRISE DR, FORT MYERS FL 33919","REPLACE SIZE FOR SIZE 1 (ONE) DOOR","Permit Expired","0","ePlan",
"ROF2022-05874","3750 SABAL SPRINGS BLVD, NORTH FORT MYERS FL 33917","Tear off and install new shingles roof","Closed-CC Issued","0","ePlan",
"MEC2022-05147","13435 THIRD ST, FORT MYERS FL 33905","Replace 3 Tons Split System","Closed-CC Issued","0","ePlan",
"RES2022-07571","1123 PROSPECT AVE, LEHIGH ACRES FL 33972","12x32 Shed w/ Lap Siding","Closed-CO Issued","0","ePlan",
"MRV2022-00155","7520 HART DR, NORTH FORT MYERS FL 33917","Install new mobile home","Permit Expired","1","ePlan",
"COM2022-01153","10571 VIA MILANO DR, 1203, MIROMAR LAKES FL 33913","Master bath remodel","Closed-CC Issued","0","ePlan",
"RES2022-07570","438 RAJAH ST, LEHIGH ACRES FL 33974","Lanai Enclosure","Waiting on Applicant","0","ePlan",
"MEC2022-05146","12691 KELLY SANDS WAY, FORT MYERS FL 33908","REPLACE AC SYSTEM","Closed-CC Issued","0","ePlan",
"SOL2022-01427","860 CLOW ST E, LEHIGH ACRES FL 33974","23.20 Kw Pv Solar panel roof mounted","Closed-CC Issued","0","ePlan",
"PLU2022-00696","7700 PINELAND RD, BOKEELIA FL 33922","Remove acrylic shower and install acrylic tub in its footprint utilizing existing drain and supply. No tile or drywall.","Closed-Withdrawn","0","ePlan",
"ROF2022-05873","15390 THORNTON RD, FORT MYERS FL 33908","re-roof","Closed-CC Issued","0","ePlan",
"SOL2022-01426","8012 SAN CARLOS BLVD, FORT MYERS FL 33967","Installation of 31 PV solar panels on existing roof.","Closed-CC Issued","2","ePlan",
"COM2022-01152","0 AIRPORT HAUL RD, FORT MYERS FL 33913","New Commercial Building for Warehouse-Shell Building Only","Closed-Withdrawn","5","ePlan",
"PLU2022-00695","11982 PRINCESS GRACE CT, CAPE CORAL FL 33991","Repipe interior potable water system with cpvc","Closed-CC Issued","0","ePlan",
"DEM2022-00207","4106 VIA ARAGON, NORTH FORT MYERS FL 33903","Remove one slash pine tree from S/W corner of lot","Closed-Voided","0","ePlan",
"COM2022-01151","0 AIRPORT HAUL RD, FORT MYERS FL 33913","New Commercial Building for Warehouses-Shell Building Only","Closed-Withdrawn","5","ePlan",
"SOL2022-01425","3831 18TH ST W, LEHIGH ACRES FL 33971","11.60 Kw Pv Solar panel roof mounted","Closed-CC Issued","0","ePlan",
"SOL2022-01424","15757 BEACHCOMBER AVE, FORT MYERS FL 33908","Installation of PV solar panels on existing roof with batteries installed","Closed-CC Issued","1","ePlan",
"RES2022-07569","1040 HUNTER ST E, LEHIGH ACRES FL 33974","SFR*Inspections Done By Private Provider – Nova Engineering*","Closed-CO Issued","2","ePlan",
"POL2022-01114","619 FIFTH AVE, LEHIGH ACRES FL 33972","INGROUND POOL","Closed-CC Issued","0","Paper Submittal",
"POL2022-01113","10511 VIA PARMA WAY, MIROMAR LAKES FL 33913","22159 Miiler -Lyons Housing Residential pool with spa, paver deck and fence by others","Closed-CC Issued","0","ePlan",
"MEC2022-05145","2608 ELVA PL, LEHIGH ACRES FL 33971","replace AC","Closed-CC Issued","0","ePlan",
"ROF2022-05872","3723 LIBERTY SQ, FORT MYERS FL 33908","ASPHALT SHINGLE RE-ROOF","Closed-CC Issued","0","ePlan",
"OPN2022-02815","15060 HAWKS SHADOW DR, FORT MYERS FL 33905","INSTALL IMPACT WINDOWS AND DOOR SIZE FOR SIZE","Closed-CC Issued","0","Paper Submittal",
"ELE2022-02340","16757 BOCILLA PALMS DR, BOKEELIA FL 33922","Replace PVC conduit and wire feed from main panel to sub panel, like for like","Closed-CC Issued","0","ePlan",
"ROF2022-05871","1563 WHISKEY CREEK DR, FORT MYERS FL 33919","Reroof Shingle Off/On (57.3) + Flat Roof (3.7) Duplex","Closed-CC Issued","0","ePlan",
"ELE2022-02339","19701 N TAMIAMI TRAIL, NORTH FORT MYERS FL 33903","LIKE FOR LIKE - replace 200 amp overhead service and indoor 200 amp 30 space panel for the lift station at Sunseeker RV Resort.","Closed-CC Issued","0","ePlan",
"OPN2022-02814","4100 STEAMBOAT BND E, 301, FORT MYERS FL 33919","replacement of windows size for size","Permit Expired","0","ePlan",
"ROF2022-05870","1559 WHISKEY CREEK DR, FORT MYERS FL 33919","Reroof Shingle Off/On (57.3) + Flat Roof(3.7) Duplex","Closed-CC Issued","0","ePlan",
"ROF2022-05869","19314 PINE GLEN DR, FORT MYERS FL 33967","TEAR OFF AND RE-ROOF SHINGLES","Closed-CC Issued","0","ePlan",
"SGN2022-00382","15878 SUMMERLIN RD, FORT MYERS FL 33908","Remove existing set of channel letters on building front and replace with new rebranding set of channel letters","Closed-CC Issued","0","ePlan",
"ROF2022-05868","17381 FUCHSIA RD, FORT MYERS FL 33967","SHINGLE RE-ROOF","Closed-CC Issued","0","ePlan",
"SOL2022-01423","2019 SHADOW WOOD RANCH TRL, NORTH FORT MYERS FL 33917","Install of roof mounted solar pv system","Permit Expired","0","ePlan",
"FIR2022-01650","9241 PARK ROYAL DR, FORT MYERS FL 33908","Renovate existing wet pipe fire sprinkler system for 2nd floor interior renovation.","Closed-CC Issued","4","ePlan",
"ROF2022-05867","1106 ADELINE AVE, LEHIGH ACRES FL 33971","Re-RoofTear off existing roof to deck and cover with new shingle","Closed-CC Issued","0","ePlan",
"MEC2022-05144","12441 MCGREGOR PALMS DR, FORT MYERS FL 33908","INSTALL4 TON 10 KW 16 SEER SPLIT REPLACEMENT","Closed-CC Issued","0","ePlan",
"FNC2022-02291","863 SEA URCHIN CIR, FORT MYERS FL 33913","6 FOOT CHAINLINK FENCE WITH GATES","Closed-CC Issued","0","Paper Submittal",
"ELE2022-02338","19029 WILDBLUE BLVD, FORT MYERS FL 33913","INSTALLING (2) 200AMP ATS","Closed-CC Issued","0","ePlan",
"SOL2022-01422","17405 LEE RD, FORT MYERS FL 33967","Installation of photovoltaic solar panels on rooftop","Closed-CC Issued","0","ePlan",
"ELE2022-02337","1042 EL RIO AVE, FORT MYERS FL 33919","Replace 200A panel,  add surge protection. Upgrade grounding.","Closed-CC Issued","1","ePlan",
"MEC2022-05143","0 PINE LAKES COUNTRY CLUB V HDR, NORTH FORT MYERS FL NA","Air conditioning change out / like for like / 15 seer 5 kw 3 ton","Waiting on Applicant","0","ePlan",
"MEC2022-05142","1801 BRANTLEY RD, 1508, FORT MYERS FL 33907","AC CHANGE OUT SAME ELEVATION SAME LOCATION #1508","Closed-CC Issued","0","ePlan",
"OPN2022-02813","14807 RIVERVIEW CT, FORT MYERS FL 33905","REPLACE EXISTING 2 SLIDING GLASS DOOR SIZE FOR SIZE","Closed-Withdrawn","0","ePlan",
"RES2022-07568","462 WESTDALE AVE, LEHIGH ACRES FL 33972","10"" X 24"" SLAB FOR LANAI EXTENSION","Closed-CC Issued","1","ePlan",
"RES2022-07567","2809 4TH ST W, LEHIGH ACRES FL 33971","LAP SIDED SHED 12' x 24'","Closed-CO Issued","0","ePlan",
"OPN2022-02812","1840 PINE WOOD CT, FORT MYERS FL 33905","REPLACE EXSITING 2-doors.2-SGD,14-windows SIZE FOR SIZE","Closed-CC Issued","0","ePlan",
"MEC2022-05141","8690 WESLEYAN DR, 02-24, FORT MYERS FL 33919","AC CHANGE OUT SAME ELEVATION SAME LOCATION","Closed-CC Issued","0","ePlan",
"SGN2022-00381","6719 WINKLER RD, FORT MYERS FL 33919","Winkler Commons Monument Sign: installing new non-lit monument sign within property lines","Closed-CC Issued","2","ePlan",
"FIR2022-01649","19753 THE PLACE BLVD, ESTERO FL 33928","Install 1000 gal UG LP Tank - Hook up to 22kw Generator","Closed-Withdrawn","0","ePlan",
"FNC2022-02290","17623 KINZIE LN, ESTERO FL 33928","INSTALL 121LF OF 4' HIGH ALUMINUM PICKET FENCE WITH 1 GATE","Closed-CC Issued","0","ePlan",
"ELE2022-02336","19753 THE PLACE BLVD, ESTERO FL 33928","Install (1) 200 amp ATS - Hook up to 22kw Generator","Closed-Withdrawn","0","ePlan",
"MEC2022-05140","359 GLENRIDGE DR, LEHIGH ACRES FL 33974","LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"MEC2022-05139","14283 REFLECTION LAKES DR, FORT MYERS FL 33907","A/C CHANGEOUT - LIKE FOR LIKE EQUIPMENT","Closed-CC Issued","0","ePlan",
"MEC2022-05138","1942 GOLFSIDE VILLAGE LN, LEHIGH ACRES FL 33936","C/O SPLIT SYSTEM","Permit Expired","0","ePlan",
"FIR2022-01648","1202 LA FAUNCE WAY, FORT MYERS FL 33919","Install underground 500gal LP tank with line to generator, and two lines for future use fireplaces to be installed by others.","Closed-Withdrawn","0","ePlan",
"MEC2022-05137","2608 41ST ST W, LEHIGH ACRES FL 33971","C/O SPLIT SYSTEM","Closed-CC Issued","0","ePlan",
"ROF2022-05866","2331 IVY AVE, FORT MYERS FL 33907","Remove existing shingles and replace with shingles including flat roof","Closed-CC Issued","0","ePlan",
"ELE2022-02335","1202 LA FAUNCE WAY, FORT MYERS FL 33919","Install dual 200amp ats and modules to control generator load","Closed-Withdrawn","0","ePlan",
"OPN2022-02811","241 BROOKSIDE ST, LEHIGH ACRES FL 33936","replace size for size 10 windows","Closed-CC Issued","0","ePlan",
"OPN2022-02810","8577 BRITTANIA DR, FORT MYERS FL 33912","Install 8 motorized aluminum roll down hurricane shutters","Closed-CC Issued","0","ePlan",
"RES2022-07566","13305 WHISPERING OAKS DR, FORT MYERS FL 33905","New Pool Enclosure","Closed-CO Issued","4","ePlan",
"MEC2022-05136","16130 VIA SOLERA CIR, 106, FORT MYERS FL 33908","Remove and replace existing A/C system with same","Closed-CC Issued","0","ePlan",
"FNC2022-02289","2205 ROBERT AVE, ALVA FL 33920","6 FOOT WOOD PRIVACY FENCE WITH GATES","Closed-CC Issued","0","Paper Submittal",
"ROF2022-05865","349 FAIRFAX DR, FORT MYERS FL 33905","REROOF METAL***VIO2022-04737***","Closed-CC Issued","0","ePlan",
"ELE2022-02334","6618 JOANNA CIR, FORT MYERS FL 33919","Power to boat lift","Permit Expired","0","ePlan",
"MEC2022-05135","12121 CRYSTAL CONDO RD, C, FORT MYERS FL 33966","REPLACING  SPLIT AC SYSTEM","Closed-CC Issued","0","ePlan",
"FIR2022-01647","10091 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"ROF2022-05864","9091 PITTSBURGH BLVD, FORT MYERS FL 33967","Shingle reroof","Closed-CC Issued","0","ePlan",
"MEC2022-05134","5862 GINSBERG CT, NORTH FORT MYERS FL 33903","A/C change out, like for like, 2.5 Ton 16 Seer Ameristar with 10kw heat.","Closed-CC Issued","0","ePlan",
"FIR2022-01646","10090 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"ROF2022-05863","1555 WHISKEY CREEK DR, FORT MYERS FL 33919","Reroof Shingle Off/On (55.7sq)+Flat Roof (3.7sq) Duplex","Closed-CC Issued","0","ePlan",
"MEC2022-05133","8681 WESLEYAN DR, 06-18, FORT MYERS FL 33919","AC CHANGE OUT SAME LOCATION SAME ELEVATION","Closed-CC Issued","0","ePlan",
"FIR2022-01645","10081 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"ROF2022-05862","2409 MANSFIELD AVE S, LEHIGH ACRES FL 33973","Tear off old shingle roof and reroof with 5-V Metal - Mill Finish","Closed-CC Issued","0","ePlan",
"FIR2022-01644","10080 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"COM2022-01150","1500 POPHAM DR UNITS A16 & A17, FORT MYERS FL 33919","Tornado Damage roof repair.","Closed-CC Issued","0","ePlan",
"POL2022-01112","3003 5TH ST SW, LEHIGH ACRES FL 33976","inground pool, paver deck","Permit Expired","1","ePlan",
"COM2022-01149","12640 S CLEVELAND AVE, 201, FORT MYERS FL 33907","Remodel","Closed-CO Issued","0","ePlan",
"MEC2022-05132","11870 BRAMBLE COVE DR, FORT MYERS FL 33905","LIKE FOR LIKE","Closed-CC Issued","0","ePlan",
"FIR2022-01643","10070 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"SGN2022-00380","17240 SOUTH TAMIAMI TRAIL, 4, FORT MYERS FL 33908","Totally Bare BLDG Sign: installing new channel letter sign onto facade of building. Sign to be on a raceway, using existing electric","Closed-CC Issued","0","ePlan",
"OCC2022-00464","8260 COLLEGE PKWY, 101, FORT MYERS FL 33919","Technology provider for businesses Mon - Fri 9am-5pm","Closed-Cert of Use Issued","0","Paper Submittal",
"FIR2022-01642","10061 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"FIR2022-01641","10060 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator","Closed-CC Issued","0","ePlan",
"MEC2022-05131","15675 MCGREGOR BLVD, 11, FORT MYERS FL 33908","AC CHANGE OUT MESSIANIC SYNAGOGUE UNIT #11","Closed-CC Issued","0","ePlan",
"ROF2022-05861","1551 WHISKEY CREEK DR, FORT MYERS FL 33919","Reroof Shingle Off/On (55.7) + Flat Roof (3.7sq) Duplex","Closed-CC Issued","0","ePlan",
"PLU2022-00694","13311 STRINGFELLOW RD, BOKEELIA FL 33922","AGRICULTURAL BUILDING ROUGHIN DOMESTIC HOT AND COLD WATER, DRAINAGE PIPING FOR UTLITY SINK,WATER CLOSET, LAV SINK, SHOWER, AND WATER HEATER.","Closed-Withdrawn","0","ePlan",
"COM2022-01148","1112 JOEL BLVD, LEHIGH ACRES FL 33936","Installation of Dish antennas and associated telecommunication equipment at existing cell tower","Closed-CC Issued","0","ePlan",
"ELE2022-02333","2319 GORHAM AVE, FORT MYERS FL 33907","Remove and replace existing main electrical panel with like 40 circuit panel.","Closed-CC Issued","0","ePlan",
"FNC2022-02288","3409 25TH ST W, LEHIGH ACRES FL 33971","6 foot vinyl privacy fence with gates","Closed-CC Issued","0","Paper Submittal",
"MEC2022-05130","12871 BAY TIMBER CT, FORT MYERS FL 33913","Replace old system with a new 4 ton 14 seer split system","Closed-CC Issued","0","ePlan",
"TMP2022-00217","15183 CAPTIVA DR, CAPTIVA FL 33924","Outdoor music venue for Island Hopper Songwriter Fest September 15, 2022 through September 18, 2022 from 9:00am until 12:00am.","Permit Expired","0","Paper Submittal",
"RES2021-03873-R02","441 LEE AVE, BOCA GRANDE FL 33921","****VOID*******R02- PLEASE FIND CHANGES TO RETAINING WALL AND PRIVACY WALL ON PAGES 1 AND 2***","Closed-Voided","5","Paper Submittal",
"MEC2022-05129","6479 COCOS DR, FORT MYERS FL 33908","Replace old system with a new 4 ton 16 seer split system","Closed-CC Issued","0","ePlan",
"FIR2022-01640","10050 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"OPN2022-02809","9460 OLD HICKORY CIR, FORT MYERS FL 33912","Install 1 motorized roll shutter, 2 motorized roll screens, 1 impact single hung window size/size, and 8 manual roll shutters","Closed-CC Issued","0","ePlan",
"FIR2022-01639","10041 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator","Closed-CC Issued","0","ePlan",
"FIR2022-01638","10031 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator","Closed-CC Issued","0","ePlan",
"FIR2022-01637","17219 HIDDEN ESTATES CIR, FORT MYERS FL 33908","Hook up existing natural gas system with 5' line to new generator","Closed-CC Issued","0","ePlan",
"FIR2022-01636","552 WHISPERING WIND BND, LEHIGH ACRES FL 33974","BURY 500 GALLO LP TANK & RUN LINE TO GENERATOR","Closed-CC Issued","0","ePlan",
"OPN2022-02808","3537 SABAL SPRINGS BLVD, NORTH FORT MYERS FL 33917","Install 10 accordions, 2 motorized and 1 manual aluminum roll down shutter","Closed-CC Issued","0","ePlan",
"POL2022-01111","11359 SHADY BLOSSOM DR, FORT MYERS FL 33913","Construction of pool, sandset paver deck","Closed-CC Issued","3","ePlan",
"FIR2022-01635","10021 LAKE COVE DR, FORT MYERS FL 33908","Replace outdated 3g cellular communicator with new 4g cellular communicator.","Closed-CC Issued","0","ePlan",
"ELE2022-02332","17219 HIDDEN ESTATES CIR, FORT MYERS FL 33908","Install 200AMP ATS and modules to control generator load.","Closed-CC Issued","0","ePlan",
"ROF2022-05860","1543 WHISKEY CREEK DR, FORT MYERS FL 33919","Reroof Shingle Off/On (55.7sq)+Flat Roof (3.7sq) Duplex","Closed-CC Issued","0","ePlan",
"MEC2022-05128","14541 LEGENDS BLVD N, 201, FORT MYERS FL 33912","replace like for like 2.5 ton 14.5 seer split system","Closed-CC Issued","0","ePlan",
"FIR2022-01634","3265 APPLE BLOSSOM DR, ALVA FL 33920","BURY 500 GALLON LP TANK & RUN LINE TO GENERATOR","Closed-CC Issued","0","ePlan",
"RES2021-11596-R01","808 COFFIELD AVE, LEHIGH ACRES FL 33974","R01- REVISED TO IMPACT","Closed-Revision Approved","3","ePlan",
"SOL2022-01421","4640 BAINCREST CT, LEHIGH ACRES FL 33973","SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES","Closed-CC Issued","0","ePlan",
"FNC2022-02287","1732 WHISKEY CREEK DR, FORT MYERS FL 33919","4' ALUMINUM PICKET FENCE WITH 2 GATES","Closed-CC Issued","0","ePlan",
"ELE2022-02331","11114 HARBOUR ESTATES CIR, FORT MYERS FL 33908","Correct issues from previous installation of DUAL 200amp ats for new generator","Closed-Withdrawn","0","ePlan",
"FIR2022-01633","3011 BATEMAN RD, ALVA FL 33920","Run gas line from existing LP tank to pool features and interior appliances","Permit Expired","8","ePlan",
"RES2021-11625-R01","810 COFFIELD AVE, LEHIGH ACRES FL 33974","R01- REVISED TO ALL IMPACT WINDOWS","Closed-Revision Approved","3","ePlan",
"RES2022-07565","7700 PINELAND RD, BOKEELIA FL 33922","Re-roof existing home, alternative address is 13600 Waterfront Drive.  Ms. Carey bought this property July 6, 2022.  Auto populated owner info is not correct.  Owner says auto population of historic is not correct.","Closed-Voided","0","ePlan",
"OPN2022-02807","7241 BERGAMO WAY, 101, FORT MYERS FL 33966","Installing 7 ManualCrank Rd Screens FL11291.1 AND 1 Mot Rd Screen FL11291.1","Closed-Voided","0","ePlan",
"FIR2022-01632","18670 OLD BAYSHORE RD, NORTH FORT MYERS FL 33917","BURY 500 GALLON LP TANK & RUN LINE TO GENERATOR","Closed-CC Issued","0","ePlan",
"RES2022-05925-R01","14528 BLUE BAY CIR, FORT MYERS FL 33913","CHANGE TO NUMBER OF OPENINGS","Waiting on Applicant","2","ePlan",
"FIR2022-01631","3321 STABILE RD, SAINT JAMES CITY FL 33956","BURY 500 GALLON LP AND RUN LINE TO GENERATOR","Closed-Withdrawn","0","ePlan",
"OPN2022-02806","17483 VIA NAVONA WAY, MIROMAR LAKES FL 33913","Installing 1 Mot Rd Screen ***INSPECTIONS DONE BY PRIVATE PROVIDER-INNOVATIVE CONSTRUCTION INSPECTION, INC***","Closed-CC Issued","0","ePlan",
"FNC2022-02286","12840 S CLEVELAND AVE, FORT MYERS FL 33907","6 FOOT CHAINLINK FENCE WITH GATES","Closed-CC Issued","1","ePlan",
"RES2022-07564","6012 PERTHSHIRE LN, FORT MYERS FL 33908","Replace pool cage over existing concrete same footprint.","Closed-Withdrawn","0","ePlan",
"MEC2022-05127","12673 FAIRWAY COVE CT, FORT MYERS FL 33905","Change out like for like","Closed-CC Issued","0","ePlan",
"FNC2022-02285","4828 E RIVERSIDE DR, FORT MYERS FL 33905","6' WOOD FENCE WITH NO GATES","Closed-CC Issued","1","Paper Submittal",
"DSH2022-00505","12341 SHOREVIEW DR, MATLACHA FL 33993","Modify existing dock per drawing, repair frame as needed, re-deck and add boat lift.","Closed-CC Issued","0","ePlan",
"ROF2022-05859","5586 TRELLIS LN, FORT MYERS FL 33919","Shingle Re-Roof and Flat Deck Replacement","Closed-CC Issued","0","ePlan",
"RES2022-07563","13441 HERITAGE PRESERVE DR, FORT MYERS FL 33905","INSTALL SCREEN ENCLOSURE ON EXISTING DECK.","Closed-CO Issued","3","ePlan",
"OPN2022-02805","6807 PLANTATION MANOR LOOP, FORT MYERS FL 33966","REPLACING 16 SIZE FOR SIZE IMPACT WINDOWS AND 4 SLIDING GLASS DOORS","Closed-CC Issued","0","ePlan",
"OCC2022-00463","15050 ELDERBERRY LN, V, FORT MYERS FL 33907","VIRTUAL OFFICE FOR ADMINISTRATIVE PURPOSES","Closed-Cert of Use Issued","0","Paper Submittal",
"ROF2022-05858","5204 5TH ST W, LEHIGH ACRES FL 33971","SHINGLES 20-0701.02 UNDERLAYMENT 19-1203.01","Closed-CC Issued","0","Paper Submittal",
"OPN2022-02804","3050 TRAWLER LN, SAINT JAMES CITY FL 33956","Installing 2 Mot Rd Screens ***INSPECTIONS DONE BY PRIVATE PROVIDER-INNOVATIVE CONSTRUCTION INSPECTION, INC***","Closed-CC Issued","0","ePlan",
"ROF2022-05857","8845 BRACKEN WAY, FORT MYERS FL 33908","reroof4/12Fl#30310Fl#6785","Closed-CC Issued","0","ePlan",
