home,dqcp176g,dqcnc7hq,dqcnc29k,dqcngqhc,dqcnbbdq,dqcncsjm,dqcnbchm,dqcng43b,dqcnfpuz,dqcp473c,dqchf7jt,dqcncu6f,dqcncvkb,dqcnfk5z,dqcp1rx0,dqcp1yv9,dqcnctbb,dqcne6ct,dqcngjkj,dqcner94,dqcnf6cg,dqcncf4c,dqcnf6cj,dqcncfq5,dqcne4gy,dqcng06w,dqcnf3uz,dqcnc6tb,dqcnc7bc,dqcp1z6r,dqcncdq7,dqcp1ys8,dqcp4kgx,dqcnc78q,dqcnf794,dqcncwc5,dqcnc0y3,dqcp1rzr,dqcncf6c,dqcnfffs,dqcng4te,dqcnc0gn,dqcnfqc3,dqcncx6x,dqcne1qu,dqcn9xvx,dqcp1wg8,dqcp1gxv,dqcn9r0y,dqcnenmf,dqcnc2sv,dqcncgsj,dqcncfjz,dqcp4k9b,dqcncv9e,dqcncvy0,dqcng23k,dqcncf69,dqcng0x3,dqcnc9vh,dqcncvhv,dqcng0rh,dqcnf1g2,dqcp4hth,dqcnf559,dqcp1wk6,dqcng5m8,dqcnc3fk,dqcnfkw0,dqcp1yek,dqcnc1m6,dqcnfkys,dqcp1wbz,dqcnc6ht,dqcnc8ft,dqcngqwq,dqcp1xyv,dqcnfmdf,dqcnfs2t,dqcnfpuy,dqcnfmyp,dqcnc778,dqcp1gmx,dqcp4jxf,dqcn7m99,dqcp1gsz,dqcnc77d,dqcncum1,dqcncuc6,dqcp4j1c,dqcncfne,dqcnfq3v,dqcncu74,dqcnf69x,dqcp1ym5,dqcnc5jg,dqcnep20,dqcnfnyk,dqcnczy0,dqcnft40
dqcnf3uz,0.018390060801449754,0.2867008386989969,0.32801988922836856,0.09464904167639734,0.05155466423121467,0.1543084401881147,0.04240215234673825,0.500346320352678,0.0835540468950376,0.18908682318156583,1.3643394309278532e-27,0.6880288387338706,0.007450414604773266,0.11285774728714028,0.00044134236929127416,0.02080293004793143,0.33311024930604444,0.05343086579589686,0.5056742980979244,0.12692405956093722,0.3229076794140352,0.2635770470708822,0.2445992254611291,0.48603957997282854,0.27546989559070073,0.29156583408053816,1.0,0.3387905186659704,0.2258485816184076,0.007048227667101901,0.21198214390591652,0.04096534492342269,0.02882423084311834,0.16146216247874776,0.6671633354477083,0.009387740848598418,0.37566959099607444,0.0076584366407999056,0.3135599612392971,0.04308126363415552,0.622520518650698,0.35179150413386295,0.0910171816439628,0.18576002369296987,0.14110013058157203,0.4366956783467178,0.04923652859115931,0.030438434217795036,0.17281750626926534,0.46213126099581725,0.47112155558906627,0.4504901530152445,0.2423928013477142,0.045835987118263755,0.007024864017637173,0.005941374541307255,0.5393302845076943,0.31566947502026593,0.062470517233945574,0.2818192401430797,0.011396775134343399,0.1494876962279191,0.5921227489350556,0.15142512241230408,0.20255275720663052,0.06185693165523605,0.008237789057924556,0.4877128700649929,0.15335818612390756,0.0007769193020597028,0.007049095744071333,0.16395419521979515,0.0409468357503646,0.3901124575644336,0.1503876140610827,0.056566918215491736,0.011766790845383417,0.7550257820630838,0.9026168466779472,0.11557858121114437,0.5483236191146228,0.35846937317344274,0.06347739871249118,0.004598058903289201,0.015067515146278293,0.056259175157204015,0.22823533732033932,0.6773942186672984,0.686238229612601,0.09446404560575886,0.46313213270979,0.19492458924637707,0.6585623069934752,0.3125834809336632,0.039487045278400294,0.16757894064616144,0.19743207664909482,0.4449487408920695,0.026125531835296204,0.11119216215801646
dqcnc6tb,0.08434213816980606,0.3557062064231797,0.4263157665682377,0.05422150584040535,0.5272015999149989,0.6424117189320988,0.43000652582313736,0.10001599325960325,0.2612641279611349,0.1645382405061908,2.9326935413928344e-28,0.4816292958641296,0.02551867582218099,0.2232321389041696,0.0025832024659969486,0.01655118269408269,0.8018457422921793,0.022879337852840333,0.08700735075527188,0.06569257645469023,0.5544034996037579,0.39059947220706975,0.47120362195140736,0.6771821510695293,0.04467556111865746,0.16813156325600373,0.3387905186659704,1.0,0.3345006897609001,0.025864625154181503,0.4509504519308824,0.0367475524337761,0.07043350884463587,0.29549317748840875,0.30255427872165747,0.035181948676730676,0.4486888247554249,0.03627056323389356,0.3881030248842747,0.015362421025995205,0.08967490364217356,0.6032226493779008,0.190779067361399,0.1892562801224105,0.03838398149466775,0.7183094488133613,0.05616879468590361,0.09270322985366967,0.27195828259596866,0.06583131578421828,0.48338870707758264,0.8600231481337911,0.41689610071093264,0.09667747812064845,0.024228649163746025,0.023665360884327708,0.06355608020178506,0.4002765977040739,0.04307410436491042,0.44038305471869876,0.03480587196286778,0.08424010188751453,0.6653768603114917,0.10359487906795815,0.46697617870509084,0.06301671615505862,0.00678308441146145,0.7048364145034965,0.2610437595430938,0.0006739112465873587,0.043720877147207494,0.2716408198777603,0.03813834411261841,0.964459539900447,0.6292748360289416,0.02608815302679491,0.048846942252023004,0.42816278812388464,0.2780685585685068,0.2507134069620513,0.4436578005309888,0.39614060813866664,0.21148148057943195,0.005030692634316357,0.006287506792789464,0.19842186528906705,0.3152192775249443,0.5372510148229441,0.6255085912828848,0.13907703078406816,0.6831169603245054,0.37797006743620415,0.5466938165240619,0.49436391466396734,0.03301686060307934,0.8701358244998754,0.08408502222309494,0.5188511286185836,0.09678968106362242,0.187090615656909
dqcnc7bc,0.18623489486698314,0.984970248366696,0.8105672660784516,0.006041951650566153,0.23936607175149507,0.16511742750101183,0.20618197610297878,0.1387500438872097,0.10828540920225271,0.14453858688360338,8.909717824408884e-30,0.6351214591606252,0.012877301089700808,0.12532198879946063,0.0023183072718816608,0.10973002298502668,0.2458934061541412,0.003173094551568032,0.10482207220541533,0.027135468687728925,0.1357330104872078,0.2370641612427579,0.16408428212388187,0.32925460319678607,0.018585220612529773,0.03987516553671818,0.2258485816184076,0.3345006897609001,1.0,0.016066471806316648,0.4992491692827207,0.13227103060585357,0.03218525754153603,0.9585385475755616,0.5162183633805364,0.005952718686873535,0.2476657719259754,0.046971244815465434,0.24365582583756867,0.0055280886287210375,0.08836976076512712,0.4473798471925006,0.027691731364410565,0.10753059848512109,0.005183783760437874,0.5033237742618629,0.04128464036687526,0.032799779721691104,0.5958102925369089,0.03601071723877315,0.6768680481994355,0.22449996388344082,0.13272757080931188,0.03106630802812198,0.01669806332916584,0.008377747559150335,0.056492585718439854,0.22772641664857535,0.011377066800516356,0.19119907563264257,0.012514641291030578,0.03425057797542127,0.12750082983885863,0.13066325593174413,0.23025938791039952,0.053404525893165335,0.0011578214133422715,0.4517177424423621,0.11961846688987028,0.0060219109309209455,0.0060912429880822135,0.14665495865972855,0.03843350642974427,0.4576999059572243,0.19254728879505992,0.0027089023522496136,0.028070532295671073,0.21030916439340755,0.1870725622548326,0.2030322132135649,0.17089126711484415,0.927131539877648,0.048547339316671705,0.0017042906461420576,0.0009837863377031154,0.04870245609693538,0.9867338849695572,0.634829779011433,0.45158690326463446,0.07114800569988915,0.2915408688506641,0.04302075652700059,0.6592145748243625,0.11162873894334394,0.1382024072276868,0.1652113066166227,0.03339613114576568,0.1910000513758658,0.12562528228551745,0.10299790173849552
dqcp1z6r,0.3396259300052926,0.013501846219603382,0.004776180238560227,0.03362668855967826,0.00872133417124246,0.10622444909449598,0.019420518141250575,0.005480393782550683,0.17503722160429092,0.23388488601523422,1.5348451995639188e-40,0.02506209624255296,0.08870605753045659,0.08220273869831356,0.4311817833693892,0.10819015363200489,0.06563927325811628,0.0003397467494416251,0.014357864316112905,0.00239075861739599,0.033912457026387746,0.04825701661489625,0.03634878297483899,0.046114671136903936,0.00018137287243964788,0.005399720802277074,0.007048227667101901,0.025864625154181503,0.016066471806316648,1.0,0.04284224451248845,0.1753968102530836,0.3573712829524625,0.016461705105996087,0.01813082987158151,0.08668137155800908,0.00255460169926819,0.4042020826527773,0.04614342866037633,0.012133858807784805,0.004409165699842058,0.004760552232801721,0.1970650954462771,0.08715349543833563,4.589766053645868e-05,0.008820786574286142,0.11959636579854688,0.7531161240641865,0.004430660494647317,0.001047275111034151,0.004672871373876177,0.04205364599989665,0.05447602729725164,0.5950660220330609,0.09452785254346253,0.10217214106240584,0.0013209789184480214,0.04600102520444999,0.009126064293000304,0.03553183491482179,0.0921229285609432,0.004026375041843266,0.012751929426076343,0.18713052707710975,0.03919180938710971,0.11435256815114861,0.014788175581642584,0.00905481439139108,0.09627670713817633,0.08101297252507786,0.01091951630908985,0.060278263315677164,0.07522254547878848,0.02080036241008234,0.029375903425736705,0.037045026411794024,0.47927418409348443,0.04147265825264726,0.015923669212643377,0.16409420420389567,0.07003999318079626,0.012594491543143701,0.30606458506306056,0.21798971048385976,6.291808175026706e-06,0.32810964556965166,0.013916831371054659,0.032411281631263764,0.03507571468368683,0.31888173977175693,0.04296894670436212,0.06973571742419139,0.031819234233615885,0.05293415046232966,0.15325087392180867,0.024057843886717348,0.006330633817818513,0.1056947320814122,0.1671871083947884,0.05229315130800834
dqcncdq7,0.23891719757169225,0.5183414910630718,0.45885253925906716,0.04566609475832198,0.393048361567297,0.5409739541400373,0.5108160634797991,0.20179629608863622,0.3057410381734616,0.14664722538446437,3.432453242371267e-28,0.400041069572792,0.13262082990147198,0.5779729040098651,0.010866596460123834,0.043095274901005814,0.27127924829744954,0.043031633622720514,0.12703452216738276,0.14532157179361782,0.41042772129321425,0.6635092032837634,0.5103470349947381,0.706093621235412,0.05863279046114559,0.1734823194374988,0.21198214390591652,0.4509504519308824,0.4992491692827207,0.04284224451248845,1.0,0.05804016155997163,0.07594109355127517,0.552407172629531,0.44183131777521645,0.03900792458949725,0.12488866410057274,0.04240607086061801,0.5824207848809427,0.04147119195992001,0.1178592295912761,0.2521366153029516,0.16470488127234156,0.11634865172710543,0.02315215602071577,0.6552810174904858,0.016349351491979816,0.12356703641219806,0.588426706692188,0.09116821961231157,0.3788647402924426,0.3839982640216863,0.4945257339212509,0.09124175836738513,0.14377406188466868,0.10249500153127994,0.08636680848098385,0.5527292647239339,0.14222223480586157,0.4480676224701383,0.12137447449970616,0.17196368491783945,0.22454156610463405,0.08056620786656606,0.627098898969452,0.02026838563386542,0.028133043425588915,0.29382523101146196,0.5408704218179509,0.009539480418223152,0.048643280604502265,0.44821032385352044,0.011103860653184888,0.5046042419420106,0.6623284823431915,0.025618343947209243,0.033824901179358394,0.22755437535706854,0.16790892542188804,0.4100219315025593,0.2807732919955143,0.43491441434741773,0.09032966742104075,0.007565525712573607,0.012157037206720574,0.09000597236199946,0.5380196700107702,0.49170482611828126,0.33333236360080337,0.07262569834101902,0.6841677295356929,0.1245280035221909,0.4831871612505356,0.45426641014168817,0.05850609562254696,0.24661008834236975,0.2164791905889351,0.28412876617622507,0.40178527098889205,0.3684804389456919
dqcp1ys8,0.3280501066564299,0.1162130716582522,0.03870311270925603,0.009726363879148305,0.008856687706093028,0.03774383973391069,0.009300579931158163,0.042132765084333806,0.12233194965954437,0.5445168512845826,1.2989971924481296e-39,0.16054667216417184,0.004804793482627506,0.04608912223088415,0.019283050730323655,0.8956600233437896,0.08728481070897998,0.0001107436340566492,0.09825989115144251,0.004152349002728069,0.03196419229014053,0.028793553789117757,0.03776831313647132,0.04852733717493712,0.0005476051352804839,0.007372896987478801,0.04096534492342269,0.0367475524337761,0.13227103060585357,0.1753968102530836,0.05804016155997163,1.0,0.227343330485846,0.12020003666508501,0.13726789938131806,0.003170021828598881,0.01276190643014302,0.45070085746726285,0.032260573902072084,0.0019177535524654377,0.033769887432376654,0.021980293394649113,0.02513367893485305,0.06922147660051414,0.0001029406983718801,0.02684399350512071,0.310214913547516,0.1166043033487585,0.01707644213150995,0.003404587098006137,0.03622611780072733,0.05113075958860866,0.019119036754141405,0.1854946826215427,0.006374744855000178,0.0038844722273287573,0.011223731137300347,0.03017813674618117,0.0023806815775498473,0.01986820275831207,0.004645964737842855,0.0065918745319935735,0.018512680981720445,0.6845950122744954,0.04763224172959489,0.3493773629974458,0.0005989086488628267,0.036185579049896006,0.051723601850813136,0.04338351304926547,0.0003890380958013584,0.07196807269233582,0.2877777792416319,0.04269402888345647,0.013677392199752754,0.005680035300895272,0.3298934184046682,0.12384060630835646,0.08394104999977382,0.21843154146907534,0.12496885759960773,0.11152185670538375,0.1586652806818748,0.014108461899632227,5.560137978428943e-06,0.16933409958193998,0.11813432468712648,0.16757768595136238,0.13556633953365682,0.4165893805917263,0.040240287529737684,0.03545113185985892,0.16791881355633995,0.025257766130692152,0.9931718640344933,0.01911794732532982,0.0038049814419283123,0.159184512236569,0.10455931515414098,0.05681364269751952
dqcp4kgx,0.25911795691110256,0.029914155702858557,0.011770138391435776,0.13564991326398876,0.022754383113173144,0.17055704832371987,0.025347444187526283,0.03896407729698979,0.6526627238348442,0.5397214250694451,4.832542196595766e-38,0.06267704086308035,0.01903609492079038,0.22967024552480786,0.030431764180936002,0.14350496558379133,0.13789826740489275,0.0014647201103183622,0.07845217454405427,0.03344179762776559,0.18203793018001713,0.04171784722744031,0.20296786700362496,0.08510388461092491,0.0010622074848565788,0.055820927338161,0.02882423084311834,0.07043350884463587,0.03218525754153603,0.3573712829524625,0.07594109355127517,0.227343330485846,1.0,0.03532916252734296,0.0683661180140731,0.010309048911284688,0.004903831322879908,0.47287131647214997,0.036892807119638375,0.003892811313372942,0.029939164421414394,0.009377403797785523,0.1786666264811574,0.03150855988527126,0.0007483197696142268,0.0339630098413842,0.10622769290913128,0.4012751931135807,0.00639405871146244,0.004791974758593758,0.01158992085100604,0.13978365361216674,0.050679217084264074,0.7365055173782842,0.01824514793274817,0.022269751848851917,0.011405405693139145,0.03645033211759954,0.027763462546700736,0.025485011657775496,0.018619797540264216,0.05048236433809862,0.05178552807827147,0.31385447659724947,0.1979505627262493,0.10549151207897656,0.008111945158874216,0.0194403152823877,0.2640353364742694,0.006017219465500285,0.0016600987271518314,0.3358531979880712,0.05764666605925197,0.05451547332440047,0.058179294276454074,0.06678500261339428,0.6413506764851279,0.1340544309328077,0.05775401765867345,0.5772584007986118,0.267392201532456,0.025678077459836225,0.643508941806291,0.021538504416673338,8.912877785622627e-05,0.6752078195019219,0.03117254503454932,0.09026980407169705,0.0826858394409722,0.551639201266983,0.08297024215731852,0.26696914849258374,0.08419627117482124,0.13408185942703052,0.2026864465923417,0.054873040723745506,0.015029200850856773,0.3252935386292219,0.29061268610217805,0.3253428516841375
dqcnc78q,0.22798947398969074,0.9249098647763148,0.7221581949529798,0.005316729889114929,0.27559424234259244,0.16850390972502416,0.24371393496791469,0.12441634848929797,0.12622927629542355,0.1252616355704619,8.526730442620654e-30,0.5049654039290424,0.015116140997969102,0.15355847023604396,0.0025823807440891696,0.108157687783932,0.1963470640921343,0.003015371977435385,0.08497940669064481,0.031159262409113903,0.13481497607361306,0.22012726622863768,0.17934979881954233,0.29810286210291015,0.014284188133009494,0.038750149671869655,0.16146216247874776,0.29549317748840875,0.9585385475755616,0.016461705105996087,0.552407172629531,0.12020003666508501,0.03532916252734296,1.0,0.4523257973608183,0.00489606680809064,0.16271642320956856,0.051805923154566676,0.21284374317364116,0.004239234867730325,0.069210252682857,0.33709844536346023,0.024918801399110117,0.07090851838424016,0.004130029781243484,0.48037191059379253,0.02676976658943889,0.032406681178086906,0.5929353561645451,0.027058226186478972,0.5485735025403056,0.19258350793356985,0.11936299391160472,0.029837281405574106,0.01984268976214021,0.009785065410919487,0.04406526990417051,0.19629593642485282,0.012778025780571592,0.15775109260113887,0.013258802091988037,0.03882668157781011,0.09727187010669756,0.10229527116432154,0.2655002583101314,0.034767334404779346,0.0011918559559431377,0.3381713335793714,0.13725121032144885,0.00629740912865154,0.0053972507368619275,0.1719901517694407,0.023655194803234005,0.40123233695050836,0.2067370725271402,0.0021996951983334744,0.028056285620253887,0.15630769163604755,0.13088660576018044,0.23613010674649496,0.14262980796439073,0.8009978655037056,0.04443092717700059,0.001255913200571289,0.0010344577254567063,0.04540988421438047,0.9728876147281335,0.5325941517646218,0.342091054128213,0.05857918946209089,0.2656176496255894,0.03644547322509447,0.549071939337433,0.10595330878068224,0.12720802869460635,0.14253921960838067,0.03169577435464846,0.15979508776887857,0.17674789774962382,0.1274387011767695
dqcnf794,0.08875974575638142,0.5938398668621244,0.4838121856697203,0.06331073457525778,0.08472421249784191,0.18322496115828843,0.07634302799780479,0.6752163434107166,0.17754007570285024,0.3115217346343162,4.1962698608351825e-29,0.81135596604331,0.015380815220498544,0.2479960614054514,0.001551128046774086,0.10198535197544989,0.26723429312352476,0.02809348350949041,0.6008616304356719,0.1735399086536444,0.3281013563965777,0.3056685484550854,0.34263702862731554,0.5020077906973205,0.13225593963214707,0.24460263375760716,0.6671633354477083,0.30255427872165747,0.5162183633805364,0.01813082987158151,0.44183131777521645,0.13726789938131806,0.0683661180140731,0.4523257973608183,1.0,0.006943329824642608,0.19649607367662722,0.030246166479675964,0.32620918971885077,0.027978222137834845,0.5696377633348592,0.27397544260870166,0.07508196693612625,0.12980560486930282,0.04744916990819077,0.5179858753701273,0.049273273649284466,0.05095415454955334,0.3177114964256093,0.2663318856865703,0.5130724481668362,0.3602068414897762,0.21428740999934462,0.07171450660403447,0.01676917983593832,0.011046069473591165,0.42814590160189914,0.30935162502030406,0.0737326359235358,0.22820300182864328,0.016886220637396414,0.20541142053156697,0.3046990719053217,0.24051537650471583,0.3600340033666571,0.06407695782814574,0.007905355716463891,0.36876905412953515,0.2769836577586661,0.004737821714981978,0.004591801309406375,0.3321566551118269,0.04110767043881397,0.37847914050919546,0.18362571095324712,0.031996068324726325,0.02865825495858037,0.5805466782390915,0.6376309475751033,0.30269429457083113,0.506068792444094,0.5910389206312711,0.07812661583841726,0.00436459430909249,0.00810776368521519,0.07447949533652755,0.5491347906579142,0.8611314802054408,0.615660755527156,0.1277179310549482,0.4596188444349028,0.12857010467235924,0.8330027572814364,0.2794832095639964,0.14168987932908553,0.1229270354146486,0.17717195085683743,0.42713466975571923,0.11956438547187624,0.2543676500565041
dqcncwc5,0.02058971846616655,0.006029931569365914,0.005753773828616085,0.022774060384417462,0.011305541790608614,0.13080711173510784,0.04063119099990568,0.0020987659734823206,0.018258531160943343,0.015569367952944762,8.401288298249318e-33,0.013783212109168639,0.34292904405649705,0.033188472942024844,0.12886885149218316,0.0011508495322991369,0.0491348751465534,0.006837563239205132,0.003198258128351837,0.0013777673170869786,0.0232428993039947,0.18160490039438495,0.016905701095078732,0.08626408127289158,0.00220397543794623,0.005183450988092074,0.009387740848598418,0.035181948676730676,0.005952718686873535,0.08668137155800908,0.03900792458949725,0.003170021828598881,0.010309048911284688,0.00489606680809064,0.006943329824642608,1.0,0.010879640269327041,0.005354266083186541,0.18831415553125117,0.19491496236137948,0.002365351683988289,0.012772557843190546,0.3227776372944651,0.2232843584896532,0.000544216739307077,0.012851702095733886,0.010123078612708633,0.221899783389248,0.011421238683462122,0.004894294604964958,0.007620999288927062,0.040725981993406844,0.25902893242225145,0.06610042121939697,0.301612105227798,0.39411335141669546,0.0012588984970549452,0.20245336263496427,0.022141297518844874,0.23381530715646243,0.5417532939770854,0.0020098355986230216,0.02789578709213554,0.010683332284735763,0.014585128149067051,0.010068014859132588,0.11280202059336368,0.018385668116497653,0.04477591671924204,0.012626411434195172,0.5624235594688305,0.01091271524206273,0.006365308818063846,0.02818725474348895,0.07223222266058853,0.053757532395164884,0.010159783006328032,0.022539905901111632,0.011194212587254108,0.013488056714454959,0.026446690010295953,0.0074059904107408,0.03335717302475348,0.31962237564044144,0.00018445589337987174,0.031458556872417776,0.005113476048934507,0.015757936727780565,0.02462715682367958,0.021150009209962822,0.08802577717620967,0.03805294833575885,0.015975302003469912,0.0896403376755138,0.002617163759721607,0.0414409407505076,0.031737820875550035,0.03564024997007229,0.016662620947955162,0.0075169243551339755
dqcnc0y3,0.010920287930071092,0.28232886659560874,0.4541951768605232,0.006819270864635408,0.12665484880408012,0.11842636286215807,0.08984625994701598,0.04873858075322948,0.021887201865647254,0.045138001835618446,4.771017067706402e-27,0.44419074341765924,0.0030151581923709174,0.022099459932320535,0.00023289343277723968,0.005144994923864071,0.38986852091072005,0.005881675707252415,0.045553966171075586,0.008434676116461655,0.10392919552365389,0.16933069575445994,0.06940704932731327,0.2814004082829403,0.04429907535402802,0.03327328247316989,0.37566959099607444,0.4486888247554249,0.2476657719259754,0.00255460169926819,0.12488866410057274,0.01276190643014302,0.004903831322879908,0.16271642320956856,0.19649607367662722,0.010879640269327041,1.0,0.003793968060563152,0.21377732415220319,0.008226371468902663,0.06172826262244143,0.8864965088573326,0.031355718341505835,0.21886115946869042,0.023053938941363622,0.3661944222555438,0.04224082335731407,0.010967546046370569,0.2219304191493943,0.05963717433365619,0.6442318414593238,0.31537504370823966,0.1517188436752682,0.01054234522821054,0.003094468299845671,0.0023456943423594253,0.049447403171053055,0.22400123929349008,0.004730531844641949,0.28571345624686273,0.005457919359825524,0.010780573725406788,0.37841518531965296,0.04632571410934413,0.06635638776532841,0.050872667628144755,0.0007210065950557587,0.8709917850580176,0.029710992295538717,0.00019249229134718073,0.01610934897601111,0.02922328498980244,0.040483314296645624,0.5350303307657525,0.1355110482048522,0.004123124423021302,0.00513973544527653,0.27218672180843156,0.2677701317652366,0.0279082205825432,0.15052842370194874,0.4114188187638612,0.02958444215564001,0.00152129929570915,0.0017501365805894123,0.026099695276581857,0.21526575778085186,0.37510718317711006,0.5337522575297519,0.03500844204148988,0.26672798875034565,0.07367459972285496,0.4022062557270919,0.10901910763673209,0.011676342311690317,0.3485402133766467,0.02542058370388899,0.17014637733657836,0.006527923329457375,0.015693147174917585
dqcp1rzr,0.5159871434406692,0.03664202614189354,0.011518650702278548,0.00859604489254344,0.018825127739532873,0.06759802976903934,0.020634535361581875,0.006614451252345885,0.24324515037954852,0.3321816575762638,2.711392408834881e-41,0.04321863316088311,0.007912873473296639,0.056559115039634136,0.05430665143909678,0.3428719583410389,0.08385581941280502,4.562698733017151e-05,0.015665776417859746,0.0021162716500900923,0.03420731566965602,0.0169400952427562,0.043067694604596925,0.02975199561107138,6.517957339656651e-05,0.004020346866795393,0.0076584366407999056,0.03627056323389356,0.046971244815465434,0.4042020826527773,0.04240607086061801,0.45070085746726285,0.47287131647214997,0.051805923154566676,0.030246166479675964,0.005354266083186541,0.003793968060563152,1.0,0.015853216846971135,0.000558408476429255,0.0043158285428830595,0.00858727931237572,0.039572890356381944,0.02819987567251871,2.3970229084385053e-05,0.01444665879563299,0.17947081737581755,0.23411188687505305,0.005735414973421281,0.0004012718316750188,0.009446829450128837,0.04660676166452142,0.01513227488499417,0.3280025782246437,0.009635528846578595,0.008121569840120203,0.0011873385006863223,0.015295669347481708,0.0017066822901170577,0.011310602218769004,0.007053424411766874,0.0036178305603957466,0.011103593316639425,0.2963381326055068,0.05609980939454536,0.17725662186871455,0.0005717144985827294,0.014501589684021902,0.05896712122964139,0.0166323692030764,0.0007309726703360715,0.08013061241552519,0.12399666809348854,0.03249688618430445,0.02042879794661123,0.004275396351626558,0.8206903327158146,0.043959690255066616,0.016693762447772625,0.2760480441277105,0.07126937166999205,0.03141364595225104,0.3480509992005825,0.012575853455941938,1.8386738995131577e-06,0.38786343292903525,0.04051454919952607,0.05437936370551863,0.0505308346481879,0.41561731664370416,0.02660969234235365,0.05290258629248829,0.05467630380351278,0.024847651465785853,0.41146551207314325,0.030987122421248018,0.0013066910915633552,0.11623403174248045,0.18670108534542068,0.06930236730421899
dqcncf6c,0.08999550123923916,0.27345020357998157,0.2945396588014852,0.07942353847696224,0.15312712548468413,0.4824321725936358,0.2649538513490419,0.15594793424410688,0.1285190482051622,0.12023616253772196,6.773268776932202e-28,0.37997589028395906,0.22103762067163377,0.30136284801428365,0.017661463492653583,0.01765594438268182,0.3076933151380101,0.08734284349209116,0.13014407254806418,0.07261393082993478,0.2942594715467289,0.9759789920431113,0.2689140908390044,0.8078031005156895,0.1208024015216705,0.1432233234801206,0.3135599612392971,0.3881030248842747,0.24365582583756867,0.04614342866037633,0.5824207848809427,0.032260573902072084,0.036892807119638375,0.21284374317364116,0.32620918971885077,0.18831415553125117,0.21377732415220319,0.015853216846971135,1.0,0.2448157360737842,0.13829701910654424,0.2848914833626896,0.3352434477199671,0.4076657298622375,0.03645530933885492,0.42404381305286487,0.027403749563087543,0.16427943225020536,0.39733076738313067,0.1899988125611182,0.3300973720598277,0.38447926731690457,0.8799403108076205,0.09492547261710989,0.21896914443095136,0.18302737040101236,0.1060006276153211,0.9970346524390223,0.1641864441497891,0.9317563426964486,0.2790796417847761,0.08833958926673491,0.3297467145956828,0.08020217433725141,0.26792684141057865,0.03301681596184578,0.08833954938817189,0.3513023735521404,0.3476300620354645,0.01339606398579571,0.19614131266001816,0.1851411232026492,0.020172216456407394,0.4191725347283581,0.5050808979554539,0.07988405721241135,0.018947470227021625,0.3125460781611939,0.26302528343891074,0.15659992738732675,0.29724047276056187,0.2924104854264759,0.07597807586625654,0.045692157045795316,0.013204424072630375,0.07114283873624046,0.2443886773542077,0.4149890173849179,0.3917790230460629,0.07188412155809747,0.7871694673676842,0.15056826373765853,0.41195334607450884,0.5322772538401994,0.030788425526964498,0.240167307428763,0.3599729157858847,0.2934850592009617,0.12172361725342443,0.13305793951250708
dqcnfffs,0.004133729474529399,0.007188763566919962,0.007396261812458087,0.07708142117349075,0.002046027264517161,0.04650467782584407,0.007586014905737518,0.03154161716872619,0.00908271146322051,0.013831097091814817,5.871901908116078e-29,0.0231340052829631,0.1903077587884465,0.04693206484966498,0.011298149972451401,0.0009126587618638634,0.016522214525874376,0.10916676148813403,0.034940518809632906,0.0159962749831859,0.02902493912841588,0.22238966332003884,0.021998899607735354,0.10767989230160337,0.06575003365134675,0.033487003850276705,0.04308126363415552,0.015362421025995205,0.0055280886287210375,0.012133858807784805,0.04147119195992001,0.0019177535524654377,0.003892811313372942,0.004239234867730325,0.027978222137834845,0.19491496236137948,0.008226371468902663,0.000558408476429255,0.2448157360737842,1.0,0.03958711362892557,0.00800454733400579,0.17955361981556772,0.11668442169929716,0.011706511948127165,0.017277918473511854,0.0022062494292541925,0.05485069981714564,0.016821710292777195,0.11763445797252257,0.010960249008355311,0.027776274087286917,0.25476016392651646,0.02350774916141844,0.15951382488115917,0.1760686769705457,0.03377746076994911,0.2491620668618512,0.15976401656450095,0.2074936816898547,0.28359364109346175,0.018747945678643137,0.03552709066257209,0.008569252194148435,0.01615343509797314,0.0026391591288054774,0.4241163396060719,0.013408637096483567,0.06556478273924077,0.010129637832283067,0.11211266525268143,0.01661822698224045,0.0015034717699095384,0.015130786015588158,0.03792961555341463,0.18885083551332973,0.0010957448961964136,0.0429845748663297,0.04450244386446298,0.010088291560708423,0.04183887398713193,0.008458878412270882,0.006430874292415733,0.1261178436496115,0.0062830188853444675,0.005712320829870689,0.005822295287692058,0.02609611077976467,0.026322843280569722,0.0073888785976039114,0.10745042949415057,0.02145810782576892,0.024272382235387583,0.11366251964307586,0.0017909302984183905,0.008057876663686524,0.30266307012642013,0.03204578464744257,0.009442349237960343,0.012708070624579793
