household_id,community,building_value,income,damage_level,population_scaled,age,race,household_id,latitude,longitude
dqcp1yv9,dqcp1y,0.8129143433364988,0.6931270549260373,0.0,0.5714285714285714,0.2799659603043926,0.0,47,39.236555099487305,-77.25912094116211
dqcnctbb,dqcnct,0.8658440179951067,0.6048823540946546,0.0,0.14285714285714285,0.6534891308460016,0.0,18,39.18694496154785,-77.27663040161133
dqcne6ct,dqcne6,0.4540458783355991,0.6339923689912553,0.0,0.5714285714285714,0.5658880592075305,1.0,25,39.12737846374512,-77.19869613647461
dqcngjkj,dqcngj,0.6189296358775447,0.5701651205806106,0.0,0.42857142857142855,0.186103545276126,1.0,39,39.18505668640137,-77.20624923706055
dqcner94,dqcner,0.8567199019851212,0.3265602739026051,0.0,0.7142857142857143,0.691753402837906,0.0,27,39.15295600891113,-77.19938278198242
dqcnf6cg,dqcnf6,0.5152976820979681,0.3438792284558464,0.5,0.2857142857142857,0.7984062623293336,0.5,29,39.17098045349121,-77.2422981262207
dqcncf4c,dqcncf,0.5531878068864946,0.07297164641804452,0.75,0.8571428571428571,0.26999681163203504,0.0,14,39.16651725769043,-77.26289749145508
dqcnf6cj,dqcnf6,0.6431657151205858,0.24484198237343716,0.25,0.2857142857142857,0.8018215077169958,0.0,30,39.17132377624512,-77.24332809448242
dqcncfq5,dqcncf,0.611553477128623,0.0,0.75,0.8571428571428571,0.21410475814853785,0.0,16,39.16823387145996,-77.2584342956543
dqcne4gy,dqcne4,0.49230852020141597,0.018856958439884247,0.0,0.7142857142857143,0.5806594219534449,0.0,24,39.12755012512207,-77.20659255981445
dqcng06w,dqcng0,0.4801015383112911,0.0,0.0,0.14285714285714285,0.4220698957969005,0.0,36,39.15776252746582,-77.20830917358398
dqcnf3uz,dqcnf3,0.600504587518565,0.1837510454296784,0.0,0.5714285714285714,0.7996567280014313,1.0,28,39.16617393493652,-77.23817825317383
dqcnc6tb,dqcnc6,0.7250384385535541,0.16367438852366017,0.0,0.42857142857142855,0.5761866054464967,0.5,9,39.16909217834473,-77.2807502746582
dqcnc7bc,dqcnc7,0.43378950394112364,1.0,0.5,0.14285714285714285,0.17520946225966955,0.0,11,39.176130294799805,-77.28761672973633
dqcp1z6r,dqcp1z,0.7025905508968525,0.0,0.0,0.2857142857142857,0.2676176427167688,0.5,48,39.24033164978027,-77.26358413696289
dqcncdq7,dqcncd,0.32902851033907665,0.1547970368675439,0.0,0.42857142857142855,0.5607149549663615,1.0,13,39.16823387145996,-77.26907730102539
dqcp1ys8,dqcp1y,0.8711630899724502,0.7276631775639566,0.0,0.7142857142857143,0.22536825138180833,0.0,46,39.23501014709473,-77.26049423217773
dqcp4kgx,dqcp4k,0.44849744519869855,0.8123041732793977,0.0,0.2857142857142857,0.8666242240979677,0.0,50,39.22659873962402,-77.23989486694336
dqcnc78q,dqcnc7,0.42655814783689394,0.8641027346476571,0.75,0.14285714285714285,0.2500069327661536,0.0,10,39.175615310668945,-77.28830337524414
dqcnf794,dqcnf7,0.49558566083705635,0.13834335810339785,0.5,0.5714285714285714,0.34514893398144253,1.0,31,39.17492866516113,-77.24332809448242
dqcncwc5,dqcncw,0.9049728983489232,0.07152073923849009,0.0,0.7142857142857143,0.5615349057346691,0.25,21,39.19295310974121,-77.27628707885742
dqcnc0y3,dqcnc0,0.652751848756754,0.03543301579798468,1.0,0.8571428571428571,0.18911512109063544,0.0,7,39.159650802612305,-77.29104995727539
dqcp1rzr,dqcp1r,0.8377963208552567,0.5542577749900055,1.0,0.2857142857142857,0.7092626801569536,0.25,44,39.24307823181152,-77.27869033813477
dqcncf6c,dqcncf,0.598708978440877,0.03326580435890315,0.5,0.42857142857142855,0.1988335339318734,1.0,15,39.167890548706055,-77.26289749145508
dqcnfffs,dqcnff,0.3381685899679071,0.0,0.0,0.2857142857142857,0.47493954613586126,0.0,32,39.171152114868164,-77.21929550170898
dqcng4te,dqcng4,0.4346017118480167,0.42333465792264524,0.0,0.8571428571428571,0.8100508311231144,1.0,38,39.169607162475586,-77.20418930053711
dqcnc0gn,dqcnc0,0.5697122964518231,0.0,0.0,1.0,0.28683341646825494,0.0,6,39.16050910949707,-77.29551315307617
dqcnfqc3,dqcnfq,0.5794101778788131,0.023673612139320337,0.5,0.5714285714285714,0.7605163699779105,0.0,35,39.192609786987305,-77.24298477172852
dqcncx6x,dqcncx,0.3227953408927204,0.3057586215358215,0.5,0.7142857142857143,0.2597458937631791,1.0,22,39.19638633728027,-77.27422714233398
dqcne1qu,dqcne1,1.0,0.16261442750952843,0.0,1.0,0.4923362416891061,0.5,23,39.118967056274414,-77.20247268676758
dqcn9xvx,dqcn9x,0.3748462507561739,0.17869951071938275,0.75,0.7142857142857143,0.19844054589045496,0.0,3,39.15518760681152,-77.27010726928711
dqcp1wg8,dqcp1w,0.795924433063874,0.10849129903535934,0.0,0.8571428571428571,0.6077542944189398,1.0,45,39.23638343811035,-77.27285385131836
dqcp1gxv,dqcp1g,0.295861710938964,0.15153421544189416,0.5,1.0,0.6067749266251028,1.0,42,39.21938896179199,-77.25603103637695
dqcn9r0y,dqcn9r,0.863263660758637,0.0,0.5,0.8571428571428571,0.22218476068769144,0.25,2,39.150896072387695,-77.28761672973633
dqcnenmf,dqcnen,0.617814110468108,0.07826127316301845,0.0,0.5714285714285714,0.32531391219307326,0.0,26,39.14608955383301,-77.2038459777832
