household_id,community,building_value,income,damage_level,population_scaled,age,race
dqcp1ys8,dqcp1y,0.48941904921577456,0.6478949854010027,0.0,0.7142857142857143,0.767334786264365,0.0
dqcp4kgx,dqcp4k,0.5738051734375735,0.3175599812886934,0.0,0.8571428571428571,0.8249847867082832,0.0
dqcnc78q,dqcnc7,0.612798708068305,0.37234986441415935,0.5,0.7142857142857143,0.21652026775369557,0.0
dqcnf794,dqcnf7,0.2145094853687205,0.0,0.0,0.2857142857142857,0.14115064622856163,0.5
dqcncwc5,dqcncw,0.7256845989155656,0.5551560475127274,0.5,0.5714285714285714,0.17232498230870094,1.0
dqcnc0y3,dqcnc0,0.5559068324528114,0.43543474624533873,0.25,0.14285714285714285,0.539569083451932,0.0
dqcp1rzr,dqcp1r,0.6820558233892989,0.08292072122340552,0.25,0.14285714285714285,0.4529911698511517,1.0
dqcncf6c,dqcncf,0.702200101394551,0.7454091913837597,0.75,0.14285714285714285,0.752255934496139,0.0
dqcnfffs,dqcnff,0.6182977604592876,0.07386668937151222,0.0,0.5714285714285714,0.7135038461533839,0.0
dqcng4te,dqcng4,0.4711639130094548,0.911042037797347,1.0,0.2857142857142857,0.9075335528503908,0.0
dqcnc0gn,dqcnc0,0.5124801395286545,0.461609467600877,0.5,0.7142857142857143,0.6081406813585687,0.25
dqcnfqc3,dqcnfq,0.5042973593726261,0.06346506567116031,0.0,0.5714285714285714,0.22363051066594986,0.5
dqcncx6x,dqcncx,0.24305404635769823,0.26547857826639787,0.5,0.2857142857142857,0.4825704773819493,0.0
dqcne1qu,dqcne1,0.704887489136166,0.1639032157813582,0.0,0.14285714285714285,0.4452219174678434,1.0
dqcn9xvx,dqcn9x,0.515384879878257,0.0,0.0,0.8571428571428571,0.4453831819457748,0.0
dqcp1wg8,dqcp1w,0.6613942684151697,0.10213807601357403,0.0,0.42857142857142855,0.2284552034707421,0.0
dqcp1gxv,dqcp1g,0.4455806752823061,0.24417466089708947,0.0,0.2857142857142857,0.6904950526828073,0.0
dqcn9r0y,dqcn9r,0.49043321144030805,0.7445000967853032,0.5,0.5714285714285714,0.20324693521802054,0.0
dqcnenmf,dqcnen,0.6941805389235414,0.12159631101352905,0.0,0.7142857142857143,0.5613664866762071,0.0
