home,time,repair_state,vacancy_state,sales_state
dqcng5m8,0,1,0,0
dqcngjkj,0,0,0,1
dqcngqhc,0,0,0,0
dqcngqwq,0,0,0,0
dqcp176g,0,0,0,0
dqcp1gmx,0,0,0,0
dqcp1gsz,0,1,0,1
dqcp1gxv,0,1,0,0
dqcp1rx0,0,0,0,0
dqcp1rzr,0,1,1,0
dqcp1wbz,0,0,0,0
dqcp1wg8,0,0,0,0
dqcp1wk6,0,0,0,0
dqcp1xyv,0,1,0,0
dqcp1yek,0,0,0,0
dqcp1ym5,0,0,0,1
dqcp1ys8,0,1,0,0
dqcp1yv9,0,0,0,0
dqcp1z6r,0,0,0,0
dqcp473c,0,0,0,0
dqcp4hth,0,0,0,0
dqcp4j1c,0,0,0,0
dqcp4jxf,0,0,0,0
dqcp4k9b,0,1,0,0
dqcp4kgx,0,0,0,0
dqchf7jt,1,1,1,0
dqcn7m99,1,0,0,0
dqcn9r0y,1,0,0,0
dqcn9xvx,1,1,0,0
dqcnbbdq,1,0,0,0
dqcnbchm,1,0,0,0
dqcnc0gn,1,0,0,0
dqcnc0y3,1,0,0,0
dqcnc1m6,1,1,1,0
dqcnc29k,1,0,1,0
dqcnc2sv,1,1,0,0
dqcnc3fk,1,0,0,0
dqcnc5jg,1,1,1,0
dqcnc6ht,1,0,0,0
dqcnc6tb,1,1,0,0
dqcnc778,1,1,0,0
dqcnc77d,1,0,0,0
dqcnc78q,1,0,0,0
dqcnc7bc,1,0,0,0
dqcnc7hq,1,1,0,1
dqcnc8ft,1,0,0,1
dqcnc9vh,1,0,0,0
dqcncdq7,1,1,0,0
dqcncf4c,1,1,0,0
dqcncf69,1,0,1,0
dqcncf6c,1,0,0,0
dqcncfjz,1,0,1,0
dqcncfne,1,0,0,0
dqcncfq5,1,0,0,0
dqcncgsj,1,0,0,0
dqcncsjm,1,0,0,0
dqcnctbb,1,0,0,0
dqcncu6f,1,0,0,0
dqcncu74,1,0,0,1
dqcncuc6,1,0,0,0
dqcncum1,1,0,0,0
dqcncv9e,1,1,1,0
dqcncvhv,1,0,0,1
dqcncvkb,1,0,1,0
dqcncvy0,1,0,0,0
dqcncwc5,1,0,1,0
dqcncx6x,1,0,0,0
dqcnczy0,1,0,0,0
dqcne1qu,1,0,0,0
dqcne4gy,1,0,0,0
dqcne6ct,1,0,0,0
dqcnenmf,1,0,1,1
dqcnep20,1,0,0,0
dqcner94,1,0,0,1
dqcnf1g2,1,0,0,0
dqcnf3uz,1,1,0,1
dqcnf559,1,0,0,0
dqcnf69x,1,1,1,0
dqcnf6cg,1,0,0,0
dqcnf6cj,1,0,0,0
dqcnf794,1,0,0,0
dqcnfffs,1,0,0,0
dqcnfk5z,1,1,0,0
dqcnfkw0,1,0,1,0
dqcnfkys,1,0,0,0
dqcnfmdf,1,0,0,0
dqcnfmyp,1,0,0,0
dqcnfnyk,1,0,0,0
dqcnfpuy,1,1,0,0
dqcnfpuz,1,1,0,0
dqcnfq3v,1,1,1,1
dqcnfqc3,1,1,0,0
dqcnfs2t,1,1,1,0
dqcnft40,1,0,0,0
dqcng06w,1,0,0,0
dqcng0rh,1,0,0,0
dqcng0x3,1,0,0,0
dqcng23k,1,0,0,0
dqcng43b,1,1,0,0
dqcng4te,1,0,0,1
dqcng5m8,1,1,0,0
dqcngjkj,1,0,0,1
dqcngqhc,1,0,0,0
dqcngqwq,1,0,0,0
dqcp176g,1,0,0,0
dqcp1gmx,1,0,0,0
dqcp1gsz,1,1,0,1
dqcp1gxv,1,1,0,0
dqcp1rx0,1,0,0,0
dqcp1rzr,1,1,1,0
dqcp1wbz,1,0,0,0
dqcp1wg8,1,0,0,0
dqcp1wk6,1,0,0,0
dqcp1xyv,1,1,0,0
dqcp1yek,1,0,0,0
dqcp1ym5,1,0,0,1
dqcp1ys8,1,1,0,0
dqcp1yv9,1,0,0,0
dqcp1z6r,1,0,0,0
dqcp473c,1,0,0,0
dqcp4hth,1,0,0,0
dqcp4j1c,1,0,0,0
dqcp4jxf,1,0,0,0
dqcp4k9b,1,1,0,0
dqcp4kgx,1,0,0,0
dqchf7jt,2,1,1,0
dqcn7m99,2,0,0,0
dqcn9r0y,2,0,0,0
dqcn9xvx,2,1,0,0
dqcnbbdq,2,0,0,0
dqcnbchm,2,0,1,0
dqcnc0gn,2,0,0,0
dqcnc0y3,2,0,0,0
dqcnc1m6,2,1,1,0
dqcnc29k,2,0,1,0
dqcnc2sv,2,1,0,0
dqcnc3fk,2,0,0,0
dqcnc5jg,2,1,1,0
dqcnc6ht,2,0,0,0
dqcnc6tb,2,1,0,0
dqcnc778,2,1,0,0
dqcnc77d,2,0,0,0
dqcnc78q,2,0,0,0
dqcnc7bc,2,0,0,0
dqcnc7hq,2,1,0,1
dqcnc8ft,2,0,0,1
dqcnc9vh,2,0,0,0
dqcncdq7,2,1,0,0
dqcncf4c,2,1,0,0
dqcncf69,2,0,1,0
dqcncf6c,2,0,0,0
dqcncfjz,2,0,1,0
dqcncfne,2,0,0,0
dqcncfq5,2,0,0,0
dqcncgsj,2,0,0,0
dqcncsjm,2,0,0,0
dqcnctbb,2,0,0,0
dqcncu6f,2,0,0,0
dqcncu74,2,0,0,1
dqcncuc6,2,0,0,0
dqcncum1,2,0,0,0
dqcncv9e,2,1,1,0
dqcncvhv,2,0,0,1
dqcncvkb,2,0,1,0
dqcncvy0,2,0,0,0
dqcncwc5,2,0,1,0
dqcncx6x,2,0,0,0
dqcnczy0,2,0,0,0
dqcne1qu,2,0,0,0
dqcne4gy,2,0,0,0
dqcne6ct,2,0,0,0
dqcnenmf,2,0,1,1
dqcnep20,2,0,0,0
dqcner94,2,0,0,1
dqcnf1g2,2,0,0,0
dqcnf3uz,2,1,0,1
dqcnf559,2,0,0,0
dqcnf69x,2,1,1,0
dqcnf6cg,2,0,0,0
dqcnf6cj,2,0,0,0
dqcnf794,2,0,0,0
dqcnfffs,2,0,0,0
dqcnfk5z,2,1,0,0
dqcnfkw0,2,0,1,0
dqcnfkys,2,0,0,0
dqcnfmdf,2,0,0,0
dqcnfmyp,2,0,0,0
dqcnfnyk,2,0,0,0
dqcnfpuy,2,1,0,0
dqcnfpuz,2,1,0,0
dqcnfq3v,2,1,1,1
dqcnfqc3,2,1,0,0
dqcnfs2t,2,1,1,0
dqcnft40,2,0,0,0
dqcng06w,2,0,0,1
dqcng0rh,2,0,0,0
dqcng0x3,2,0,0,0
dqcng23k,2,0,1,0
dqcng43b,2,1,0,0
dqcng4te,2,0,0,1
dqcng5m8,2,1,0,0
dqcngjkj,2,0,0,1
dqcngqhc,2,0,0,0
dqcngqwq,2,0,0,0
dqcp176g,2,0,0,0
dqcp1gmx,2,0,0,0
dqcp1gsz,2,1,0,1
dqcp1gxv,2,1,0,0
dqcp1rx0,2,0,0,0
dqcp1rzr,2,1,1,0
dqcp1wbz,2,0,1,1
dqcp1wg8,2,0,0,0
dqcp1wk6,2,0,0,0
dqcp1xyv,2,1,0,0
dqcp1yek,2,0,0,0
dqcp1ym5,2,0,0,1
dqcp1ys8,2,1,0,0
dqcp1yv9,2,0,1,0
dqcp1z6r,2,0,0,0
dqcp473c,2,0,0,0
dqcp4hth,2,0,0,0
dqcp4j1c,2,0,0,0
dqcp4jxf,2,0,0,0
dqcp4k9b,2,1,0,0
dqcp4kgx,2,0,0,0
dqchf7jt,3,1,1,0
dqcn7m99,3,0,0,0
dqcn9r0y,3,0,0,0
dqcn9xvx,3,1,0,0
dqcnbbdq,3,0,0,0
dqcnbchm,3,0,1,0
dqcnc0gn,3,0,0,0
dqcnc0y3,3,0,0,0
dqcnc1m6,3,1,1,0
dqcnc29k,3,0,1,0
dqcnc2sv,3,1,0,0
dqcnc3fk,3,0,0,0
dqcnc5jg,3,1,1,0
dqcnc6ht,3,0,0,0
dqcnc6tb,3,1,0,0
dqcnc778,3,1,0,0
dqcnc77d,3,0,0,0
dqcnc78q,3,1,0,0
dqcnc7bc,3,0,0,0
dqcnc7hq,3,1,0,1
dqcnc8ft,3,0,0,1
dqcnc9vh,3,0,0,1
dqcncdq7,3,1,0,0
dqcncf4c,3,1,0,0
dqcncf69,3,0,1,0
dqcncf6c,3,0,0,0
dqcncfjz,3,0,1,0
dqcncfne,3,0,0,0
dqcncfq5,3,0,0,0
dqcncgsj,3,1,0,0
dqcncsjm,3,0,0,0
dqcnctbb,3,0,0,0
dqcncu6f,3,0,0,0
dqcncu74,3,0,0,1
dqcncuc6,3,0,0,0
dqcncum1,3,0,0,0
dqcncv9e,3,1,1,0
dqcncvhv,3,0,0,1
dqcncvkb,3,0,1,0
dqcncvy0,3,0,0,0
dqcncwc5,3,0,1,0
dqcncx6x,3,0,0,0
dqcnczy0,3,0,0,0
dqcne1qu,3,0,0,0
dqcne4gy,3,0,0,0
dqcne6ct,3,0,0,0
dqcnenmf,3,0,1,1
dqcnep20,3,0,0,0
dqcner94,3,0,0,1
dqcnf1g2,3,0,0,0
dqcnf3uz,3,1,0,1
dqcnf559,3,0,0,0
dqcnf69x,3,1,1,0
dqcnf6cg,3,0,0,0
dqcnf6cj,3,0,0,1
dqcnf794,3,0,0,0
dqcnfffs,3,0,1,0
dqcnfk5z,3,1,0,0
dqcnfkw0,3,0,1,0
dqcnfkys,3,0,0,0
dqcnfmdf,3,0,0,0
dqcnfmyp,3,0,0,1
dqcnfnyk,3,0,0,0
dqcnfpuy,3,1,0,0
dqcnfpuz,3,1,0,0
dqcnfq3v,3,1,1,1
dqcnfqc3,3,1,0,0
dqcnfs2t,3,1,1,0
dqcnft40,3,0,0,1
dqcng06w,3,0,0,1
dqcng0rh,3,0,0,0
dqcng0x3,3,0,0,0
dqcng23k,3,0,1,0
dqcng43b,3,1,0,0
dqcng4te,3,0,0,1
dqcng5m8,3,1,0,0
dqcngjkj,3,0,0,1
dqcngqhc,3,0,0,0
dqcngqwq,3,0,1,1
dqcp176g,3,0,0,0
dqcp1gmx,3,0,0,0
dqcp1gsz,3,1,0,1
dqcp1gxv,3,1,0,0
dqcp1rx0,3,0,0,0
dqcp1rzr,3,1,1,0
dqcp1wbz,3,0,1,1
dqcp1wg8,3,0,0,0
dqcp1wk6,3,0,0,0
dqcp1xyv,3,1,0,0
dqcp1yek,3,0,0,0
dqcp1ym5,3,0,0,1
dqcp1ys8,3,1,0,0
dqcp1yv9,3,0,1,0
dqcp1z6r,3,0,0,0
dqcp473c,3,0,0,0
dqcp4hth,3,0,0,0
dqcp4j1c,3,0,0,0
dqcp4jxf,3,0,0,0
dqcp4k9b,3,1,0,0
dqcp4kgx,3,0,0,0
dqchf7jt,4,1,1,0
dqcn7m99,4,0,0,0
dqcn9r0y,4,0,0,0
dqcn9xvx,4,1,0,0
dqcnbbdq,4,0,0,0
dqcnbchm,4,0,1,0
dqcnc0gn,4,0,0,0
dqcnc0y3,4,0,0,0
dqcnc1m6,4,1,1,0
dqcnc29k,4,0,1,0
dqcnc2sv,4,1,0,0
dqcnc3fk,4,0,0,0
dqcnc5jg,4,1,1,0
dqcnc6ht,4,0,0,0
dqcnc6tb,4,1,0,0
dqcnc778,4,1,0,0
dqcnc77d,4,0,0,0
dqcnc78q,4,1,0,0
dqcnc7bc,4,0,0,0
dqcnc7hq,4,1,0,1
dqcnc8ft,4,0,0,1
dqcnc9vh,4,0,0,1
dqcncdq7,4,1,0,0
dqcncf4c,4,1,0,0
dqcncf69,4,0,1,0
dqcncf6c,4,0,0,0
dqcncfjz,4,0,1,0
dqcncfne,4,0,0,0
dqcncfq5,4,0,0,0
dqcncgsj,4,1,0,0
dqcncsjm,4,0,0,0
dqcnctbb,4,0,0,0
dqcncu6f,4,0,0,0
dqcncu74,4,0,0,1
dqcncuc6,4,0,0,0
dqcncum1,4,0,0,0
dqcncv9e,4,1,1,0
dqcncvhv,4,0,0,1
dqcncvkb,4,0,1,0
dqcncvy0,4,0,0,0
dqcncwc5,4,0,1,0
dqcncx6x,4,0,0,0
dqcnczy0,4,0,0,1
dqcne1qu,4,0,0,0
dqcne4gy,4,0,0,0
dqcne6ct,4,0,0,0
dqcnenmf,4,0,1,1
dqcnep20,4,0,0,0
dqcner94,4,0,0,1
dqcnf1g2,4,0,0,0
dqcnf3uz,4,1,0,1
dqcnf559,4,0,0,0
dqcnf69x,4,1,1,0
dqcnf6cg,4,0,0,0
dqcnf6cj,4,0,0,1
dqcnf794,4,0,0,0
dqcnfffs,4,0,1,0
dqcnfk5z,4,1,0,0
dqcnfkw0,4,0,1,0
dqcnfkys,4,0,0,0
dqcnfmdf,4,0,0,0
dqcnfmyp,4,0,0,1
dqcnfnyk,4,0,1,0
dqcnfpuy,4,1,0,0
dqcnfpuz,4,1,0,0
dqcnfq3v,4,1,1,1
dqcnfqc3,4,1,0,0
dqcnfs2t,4,1,1,0
dqcnft40,4,0,0,1
dqcng06w,4,0,0,1
dqcng0rh,4,0,0,0
dqcng0x3,4,0,0,0
dqcng23k,4,0,1,0
dqcng43b,4,1,0,0
dqcng4te,4,0,0,1
dqcng5m8,4,1,0,0
dqcngjkj,4,0,0,1
dqcngqhc,4,0,0,0
dqcngqwq,4,0,1,1
dqcp176g,4,0,0,0
dqcp1gmx,4,0,0,0
dqcp1gsz,4,1,0,1
dqcp1gxv,4,1,0,0
dqcp1rx0,4,0,0,0
dqcp1rzr,4,1,1,0
dqcp1wbz,4,0,1,1
dqcp1wg8,4,0,0,0
dqcp1wk6,4,0,0,0
dqcp1xyv,4,1,0,0
dqcp1yek,4,0,0,0
dqcp1ym5,4,0,0,1
dqcp1ys8,4,1,0,0
dqcp1yv9,4,0,1,0
dqcp1z6r,4,0,0,1
dqcp473c,4,0,0,0
dqcp4hth,4,0,0,0
dqcp4j1c,4,0,0,0
dqcp4jxf,4,0,0,0
dqcp4k9b,4,1,0,0
dqcp4kgx,4,0,0,0
dqchf7jt,5,1,1,0
dqcn7m99,5,0,0,0
dqcn9r0y,5,0,0,0
dqcn9xvx,5,1,0,0
dqcnbbdq,5,0,0,0
dqcnbchm,5,0,1,0
dqcnc0gn,5,0,0,0
dqcnc0y3,5,0,0,0
dqcnc1m6,5,1,1,0
dqcnc29k,5,0,1,0
dqcnc2sv,5,1,0,0
dqcnc3fk,5,0,0,0
dqcnc5jg,5,1,1,0
dqcnc6ht,5,0,1,0
dqcnc6tb,5,1,0,0
dqcnc778,5,1,0,0
dqcnc77d,5,0,0,1
dqcnc78q,5,1,0,0
dqcnc7bc,5,0,0,0
dqcnc7hq,5,1,0,1
dqcnc8ft,5,0,0,1
dqcnc9vh,5,0,0,1
dqcncdq7,5,1,0,0
dqcncf4c,5,1,0,0
dqcncf69,5,0,1,0
dqcncf6c,5,0,0,0
dqcncfjz,5,0,1,0
dqcncfne,5,0,0,0
dqcncfq5,5,0,0,0
dqcncgsj,5,1,0,0
dqcncsjm,5,0,0,0
dqcnctbb,5,0,1,0
dqcncu6f,5,0,0,0
dqcncu74,5,0,0,1
dqcncuc6,5,0,0,0
dqcncum1,5,0,0,0
dqcncv9e,5,1,1,0
dqcncvhv,5,0,0,1
dqcncvkb,5,0,1,0
dqcncvy0,5,0,0,0
dqcncwc5,5,0,1,0
dqcncx6x,5,0,0,1
dqcnczy0,5,0,0,1
dqcne1qu,5,0,0,0
dqcne4gy,5,0,0,0
dqcne6ct,5,0,0,0
dqcnenmf,5,0,1,1
dqcnep20,5,0,0,0
dqcner94,5,0,0,1
dqcnf1g2,5,0,0,0
dqcnf3uz,5,1,0,1
dqcnf559,5,0,0,0
dqcnf69x,5,1,1,0
dqcnf6cg,5,0,0,0
dqcnf6cj,5,0,0,1
dqcnf794,5,0,0,0
dqcnfffs,5,0,1,0
dqcnfk5z,5,1,0,0
dqcnfkw0,5,0,1,0
dqcnfkys,5,0,0,0
dqcnfmdf,5,0,0,0
dqcnfmyp,5,0,0,1
dqcnfnyk,5,0,1,0
dqcnfpuy,5,1,0,0
dqcnfpuz,5,1,0,0
dqcnfq3v,5,1,1,1
dqcnfqc3,5,1,0,0
dqcnfs2t,5,1,1,0
dqcnft40,5,0,0,1
dqcng06w,5,0,0,1
dqcng0rh,5,0,0,0
dqcng0x3,5,0,0,0
dqcng23k,5,0,1,0
dqcng43b,5,1,0,0
dqcng4te,5,0,0,1
dqcng5m8,5,1,0,0
dqcngjkj,5,0,0,1
dqcngqhc,5,0,0,0
dqcngqwq,5,0,1,1
dqcp176g,5,0,0,0
dqcp1gmx,5,1,0,0
dqcp1gsz,5,1,0,1
dqcp1gxv,5,1,0,0
dqcp1rx0,5,0,0,0
dqcp1rzr,5,1,1,0
dqcp1wbz,5,0,1,1
dqcp1wg8,5,0,0,0
dqcp1wk6,5,0,0,0
dqcp1xyv,5,1,0,0
dqcp1yek,5,0,0,0
dqcp1ym5,5,0,0,1
dqcp1ys8,5,1,0,0
dqcp1yv9,5,0,1,0
dqcp1z6r,5,0,0,1
dqcp473c,5,0,0,0
dqcp4hth,5,0,0,0
dqcp4j1c,5,0,0,1
dqcp4jxf,5,0,0,0
dqcp4k9b,5,1,0,0
dqcp4kgx,5,0,0,0
dqchf7jt,6,1,1,0
dqcn7m99,6,0,0,1
dqcn9r0y,6,0,0,0
dqcn9xvx,6,1,0,0
dqcnbbdq,6,0,0,0
dqcnbchm,6,0,1,0
dqcnc0gn,6,0,0,0
dqcnc0y3,6,0,0,0
dqcnc1m6,6,1,1,0
dqcnc29k,6,0,1,0
dqcnc2sv,6,1,0,0
dqcnc3fk,6,0,1,0
dqcnc5jg,6,1,1,0
dqcnc6ht,6,0,1,0
dqcnc6tb,6,1,0,0
dqcnc778,6,1,0,0
dqcnc77d,6,0,0,1
dqcnc78q,6,1,0,0
dqcnc7bc,6,0,0,0
dqcnc7hq,6,1,0,1
dqcnc8ft,6,0,0,1
dqcnc9vh,6,0,0,1
dqcncdq7,6,1,0,0
dqcncf4c,6,1,0,0
dqcncf69,6,0,1,0
dqcncf6c,6,0,0,0
dqcncfjz,6,0,1,0
dqcncfne,6,0,0,0
dqcncfq5,6,0,0,1
dqcncgsj,6,1,0,0
dqcncsjm,6,0,0,0
dqcnctbb,6,0,1,0
dqcncu6f,6,0,0,0
dqcncu74,6,0,0,1
dqcncuc6,6,0,0,0
dqcncum1,6,0,0,1
dqcncv9e,6,1,1,0
dqcncvhv,6,0,0,1
dqcncvkb,6,0,1,0
dqcncvy0,6,0,0,0
dqcncwc5,6,0,1,0
dqcncx6x,6,0,0,1
dqcnczy0,6,0,0,1
dqcne1qu,6,0,0,0
dqcne4gy,6,0,0,0
dqcne6ct,6,0,0,1
dqcnenmf,6,0,1,1
dqcnep20,6,0,0,0
dqcner94,6,0,0,1
dqcnf1g2,6,0,0,0
dqcnf3uz,6,1,0,1
dqcnf559,6,0,0,0
dqcnf69x,6,1,1,0
dqcnf6cg,6,0,0,0
dqcnf6cj,6,0,0,1
dqcnf794,6,0,0,0
dqcnfffs,6,0,1,0
dqcnfk5z,6,1,0,0
dqcnfkw0,6,0,1,0
dqcnfkys,6,0,0,0
dqcnfmdf,6,0,0,0
dqcnfmyp,6,0,0,1
dqcnfnyk,6,0,1,0
dqcnfpuy,6,1,0,0
dqcnfpuz,6,1,0,0
dqcnfq3v,6,1,1,1
dqcnfqc3,6,1,0,0
dqcnfs2t,6,1,1,0
dqcnft40,6,0,0,1
dqcng06w,6,0,0,1
dqcng0rh,6,0,0,0
dqcng0x3,6,0,0,0
dqcng23k,6,0,1,0
dqcng43b,6,1,0,0
dqcng4te,6,0,0,1
dqcng5m8,6,1,0,0
dqcngjkj,6,0,0,1
dqcngqhc,6,0,0,0
dqcngqwq,6,0,1,1
dqcp176g,6,0,0,0
dqcp1gmx,6,1,0,0
dqcp1gsz,6,1,0,1
dqcp1gxv,6,1,0,0
dqcp1rx0,6,0,1,1
dqcp1rzr,6,1,1,0
dqcp1wbz,6,0,1,1
dqcp1wg8,6,0,0,0
dqcp1wk6,6,0,0,0
dqcp1xyv,6,1,0,0
dqcp1yek,6,1,0,0
dqcp1ym5,6,0,0,1
dqcp1ys8,6,1,0,0
dqcp1yv9,6,0,1,0
dqcp1z6r,6,0,0,1
dqcp473c,6,0,0,0
dqcp4hth,6,0,0,0
dqcp4j1c,6,0,0,1
dqcp4jxf,6,0,0,0
dqcp4k9b,6,1,0,0
dqcp4kgx,6,0,0,0
dqchf7jt,7,1,1,0
dqcn7m99,7,0,0,1
dqcn9r0y,7,0,0,1
dqcn9xvx,7,1,0,0
dqcnbbdq,7,1,1,0
dqcnbchm,7,0,1,0
dqcnc0gn,7,0,0,0
dqcnc0y3,7,0,0,0
dqcnc1m6,7,1,1,0
dqcnc29k,7,0,1,0
dqcnc2sv,7,1,0,0
dqcnc3fk,7,0,1,0
dqcnc5jg,7,1,1,0
dqcnc6ht,7,0,1,0
dqcnc6tb,7,1,0,0
dqcnc778,7,1,0,0
dqcnc77d,7,0,0,1
dqcnc78q,7,1,0,0
dqcnc7bc,7,0,0,0
dqcnc7hq,7,1,0,1
dqcnc8ft,7,0,0,1
dqcnc9vh,7,0,0,1
dqcncdq7,7,1,0,0
dqcncf4c,7,1,0,0
dqcncf69,7,0,1,0
dqcncf6c,7,0,0,0
dqcncfjz,7,0,1,0
dqcncfne,7,0,0,0
dqcncfq5,7,0,0,1
dqcncgsj,7,1,0,0
dqcncsjm,7,0,0,0
dqcnctbb,7,0,1,0
dqcncu6f,7,0,0,0
dqcncu74,7,0,0,1
dqcncuc6,7,0,0,0
dqcncum1,7,0,0,1
dqcncv9e,7,1,1,0
dqcncvhv,7,0,0,1
dqcncvkb,7,0,1,0
dqcncvy0,7,0,0,0
dqcncwc5,7,0,1,0
dqcncx6x,7,0,0,1
dqcnczy0,7,0,0,1
dqcne1qu,7,0,0,0
dqcne4gy,7,0,0,0
dqcne6ct,7,0,0,1
dqcnenmf,7,0,1,1
dqcnep20,7,0,0,0
dqcner94,7,0,0,1
dqcnf1g2,7,0,0,0
dqcnf3uz,7,1,0,1
dqcnf559,7,0,0,0
dqcnf69x,7,1,1,0
dqcnf6cg,7,0,0,0
dqcnf6cj,7,0,0,1
dqcnf794,7,0,0,0
dqcnfffs,7,0,1,0
dqcnfk5z,7,1,0,0
dqcnfkw0,7,0,1,0
dqcnfkys,7,0,0,0
dqcnfmdf,7,0,0,0
dqcnfmyp,7,0,0,1
dqcnfnyk,7,0,1,0
dqcnfpuy,7,1,0,0
dqcnfpuz,7,1,0,0
dqcnfq3v,7,1,1,1
dqcnfqc3,7,1,0,0
dqcnfs2t,7,1,1,0
dqcnft40,7,0,0,1
dqcng06w,7,0,0,1
dqcng0rh,7,0,0,0
dqcng0x3,7,0,0,0
dqcng23k,7,0,1,0
dqcng43b,7,1,0,0
dqcng4te,7,0,0,1
dqcng5m8,7,1,0,0
dqcngjkj,7,0,0,1
dqcngqhc,7,0,0,0
dqcngqwq,7,0,1,1
dqcp176g,7,0,0,0
dqcp1gmx,7,1,0,0
dqcp1gsz,7,1,0,1
dqcp1gxv,7,1,0,0
dqcp1rx0,7,0,1,1
dqcp1rzr,7,1,1,0
dqcp1wbz,7,0,1,1
dqcp1wg8,7,0,0,0
dqcp1wk6,7,0,0,0
dqcp1xyv,7,1,0,0
dqcp1yek,7,1,0,0
dqcp1ym5,7,0,0,1
dqcp1ys8,7,1,0,0
dqcp1yv9,7,0,1,0
dqcp1z6r,7,0,0,1
dqcp473c,7,0,0,0
dqcp4hth,7,0,0,0
dqcp4j1c,7,0,0,1
dqcp4jxf,7,0,0,0
dqcp4k9b,7,1,0,0
dqcp4kgx,7,0,0,0
dqchf7jt,8,1,1,0
dqcn7m99,8,0,0,1
dqcn9r0y,8,0,0,1
dqcn9xvx,8,1,0,0
dqcnbbdq,8,1,1,0
dqcnbchm,8,0,1,0
dqcnc0gn,8,0,0,0
dqcnc0y3,8,0,0,0
dqcnc1m6,8,1,1,0
dqcnc29k,8,0,1,0
dqcnc2sv,8,1,0,0
dqcnc3fk,8,0,1,0
dqcnc5jg,8,1,1,0
dqcnc6ht,8,0,1,0
dqcnc6tb,8,1,0,0
dqcnc778,8,1,0,0
dqcnc77d,8,0,0,1
dqcnc78q,8,1,0,0
dqcnc7bc,8,0,0,0
dqcnc7hq,8,1,0,1
dqcnc8ft,8,0,0,1
dqcnc9vh,8,0,0,1
dqcncdq7,8,1,0,0
dqcncf4c,8,1,0,0
dqcncf69,8,0,1,0
dqcncf6c,8,0,0,0
dqcncfjz,8,0,1,0
dqcncfne,8,0,0,0
dqcncfq5,8,0,0,1
dqcncgsj,8,1,0,0
dqcncsjm,8,0,1,0
dqcnctbb,8,0,1,0
dqcncu6f,8,0,0,0
dqcncu74,8,0,0,1
dqcncuc6,8,0,0,0
dqcncum1,8,0,0,1
dqcncv9e,8,1,1,0
dqcncvhv,8,0,0,1
dqcncvkb,8,0,1,0
dqcncvy0,8,0,0,0
dqcncwc5,8,0,1,0
dqcncx6x,8,0,0,1
dqcnczy0,8,0,0,1
dqcne1qu,8,0,1,0
dqcne4gy,8,0,0,0
dqcne6ct,8,0,0,1
dqcnenmf,8,0,1,1
dqcnep20,8,0,0,0
dqcner94,8,0,0,1
dqcnf1g2,8,0,0,0
dqcnf3uz,8,1,0,1
dqcnf559,8,0,0,0
dqcnf69x,8,1,1,0
dqcnf6cg,8,0,0,0
dqcnf6cj,8,0,0,1
dqcnf794,8,0,0,0
dqcnfffs,8,0,1,0
