household_id,community,latitude,longitude
dqcncc0x,dqcncc,39.16205406188965,-77.26598739624023
dqcncv53,dqcncv,39.18299674987793,-77.26221084594727
dqcp4hjy,dqcp4h,39.222307205200195,-77.2477912902832
dqcngnjv,dqcngn,39.18917655944824,-77.2038459777832
dqcng0g7,dqcng0,39.15999412536621,-77.20727920532227
dqcp1fce,dqcp1f,39.21492576599121,-77.26461410522461
dqcng78b,dqcng7,39.17458534240723,-77.19972610473633
dqcn7pg9,dqcn7p,39.110212326049805,-77.20693588256836
dqcnc48z,dqcnc4,39.1702938079834,-77.29860305786133
dqcnfmnq,dqcnfm,39.183855056762695,-77.23611831665039
dqcncxsz,dqcncx,39.1977596282959,-77.27113723754883
dqcn71f0,dqcn71,39.07708168029785,-77.2089958190918
dqcncc0t,dqcncc,39.16171073913574,-77.26598739624023
dqcnbchx,dqcnbc,39.16205406188965,-77.30443954467773
dqcp1w9k,dqcp1w,39.23569679260254,-77.27594375610352
dqcp38qj,dqcp38,39.24548149108887,-77.2694206237793
dqcndtxt,dqcndt,39.14248466491699,-77.22341537475586
dqcngjgx,dqcngj,39.18814659118652,-77.20693588256836
dqcp1wft,dqcp1w,39.23724174499512,-77.27422714233398
dqcncf22,dqcncf,39.1677188873291,-77.26633071899414
dqcnc6ex,dqcnc6,39.1702938079834,-77.28384017944336
dqcncx46,dqcncx,39.19415473937988,-77.27457046508789
dqcnbbzc,dqcnbb,39.159650802612305,-77.29997634887695
dqcncjbv,dqcncj,39.18780326843262,-77.29860305786133
dqcnct6t,dqcnct,39.18505668640137,-77.27422714233398
dqcng74n,dqcng7,39.172868728637695,-77.1980094909668
dqcp428v,dqcp42,39.20290946960449,-77.24367141723633
dqcncfu4,dqcncf,39.17080879211426,-77.26118087768555
dqcng0qg,dqcng0,39.15724754333496,-77.20247268676758
dqcncf58,dqcncf,39.16634559631348,-77.26186752319336
dqcp4qdb,dqcp4q,39.23501014709473,-77.24092483520508
dqcncu6h,dqcncu,39.179391860961914,-77.2639274597168
dqcnf9bj,dqcnf9,39.16583061218262,-77.23371505737305
dqcnc16p,dqcnc1,39.16342735290527,-77.2968864440918
