time_step,dimension,dimension_name,household_i,household_j,p_ji_value
1,1,repair,31,5,0.0
1,0,vacant,170,5,0.0
1,0,vacant,175,5,0.0
1,0,vacant,181,5,0.0
1,0,vacant,125,5,0.0
1,0,vacant,113,5,0.0
1,0,vacant,110,5,0.0
1,0,vacant,69,5,0.0
1,0,vacant,32,5,0.0
1,0,vacant,141,5,0.0
1,0,vacant,172,5,0.0
1,0,vacant,191,5,0.0
1,0,vacant,4,5,0.0
1,0,vacant,147,5,0.0
1,0,vacant,31,5,0.0
1,2,sell,170,5,0.0
1,2,sell,175,5,0.0
1,2,sell,181,5,0.0
1,2,sell,125,5,0.0
1,2,sell,113,5,0.0
1,2,sell,110,5,0.0
1,2,sell,69,5,0.0
1,2,sell,32,5,0.0
1,2,sell,141,5,0.0
1,2,sell,172,5,0.0
1,2,sell,191,5,0.0
1,2,sell,4,5,0.13063836851564745
1,2,sell,147,5,0.0
1,2,sell,31,5,0.0
1,1,repair,22,6,0.0
1,1,repair,132,6,0.0
1,1,repair,169,6,0.0
1,1,repair,66,6,0.0
1,1,repair,147,6,0.0
1,1,repair,176,6,0.0
1,1,repair,200,6,0.0
1,0,vacant,22,6,0.0
1,0,vacant,132,6,0.0
1,0,vacant,169,6,0.0
1,0,vacant,66,6,0.0
1,0,vacant,147,6,0.0
1,0,vacant,176,6,0.0
1,0,vacant,200,6,0.0
1,2,sell,22,6,0.0
1,2,sell,132,6,0.0
1,2,sell,169,6,0.0
1,2,sell,66,6,0.0
1,2,sell,147,6,0.0
1,2,sell,176,6,0.0
1,2,sell,200,6,0.0
1,1,repair,166,7,0.0
1,1,repair,125,7,0.0
1,1,repair,137,7,0.0
1,1,repair,157,7,0.0
1,1,repair,81,7,0.0
1,1,repair,73,7,0.0
1,1,repair,52,7,0.0
1,1,repair,99,7,0.0
1,0,vacant,166,7,0.0
1,0,vacant,125,7,0.0
1,0,vacant,137,7,0.0
1,0,vacant,157,7,0.0
1,0,vacant,81,7,0.0
1,0,vacant,73,7,0.0
1,0,vacant,52,7,0.0
1,0,vacant,99,7,0.0
1,2,sell,166,7,0.0
1,2,sell,125,7,0.0
1,2,sell,137,7,0.0
1,2,sell,157,7,0.0
1,2,sell,81,7,0.10439878519921969
1,2,sell,73,7,0.0
1,2,sell,52,7,0.0
1,2,sell,99,7,0.0
1,1,repair,132,8,0.0
1,1,repair,63,8,0.0
1,1,repair,111,8,0.0
1,1,repair,196,8,0.0
1,1,repair,55,8,0.04358580884121795
1,1,repair,66,8,0.0
1,1,repair,200,8,0.0
1,1,repair,90,8,0.0
1,1,repair,168,8,0.0
1,1,repair,99,8,0.0
1,0,vacant,132,8,0.0
1,0,vacant,63,8,0.0
1,0,vacant,111,8,0.0
1,0,vacant,196,8,0.0
1,0,vacant,55,8,0.0
1,0,vacant,66,8,0.0
1,0,vacant,200,8,0.0
1,0,vacant,90,8,0.0
1,0,vacant,168,8,0.0
1,0,vacant,99,8,0.0
1,2,sell,132,8,0.0
1,2,sell,63,8,0.0
1,2,sell,111,8,0.0
1,2,sell,196,8,0.0
1,2,sell,55,8,0.0
1,2,sell,66,8,0.0
1,2,sell,200,8,0.0
1,2,sell,90,8,0.0
1,2,sell,168,8,0.0
1,2,sell,99,8,0.0
1,1,repair,96,9,0.0
1,1,repair,143,9,0.0
1,1,repair,32,9,0.0
1,1,repair,127,9,0.0
1,1,repair,92,9,0.0
1,1,repair,73,9,0.0
1,1,repair,23,9,0.0
1,1,repair,114,9,0.0
1,1,repair,89,9,0.0
1,0,vacant,96,9,0.0
1,0,vacant,143,9,0.0
1,0,vacant,32,9,0.0
1,0,vacant,127,9,0.0
1,0,vacant,92,9,0.0
1,0,vacant,73,9,0.0
1,0,vacant,23,9,0.0
1,0,vacant,114,9,0.0
1,0,vacant,89,9,0.0
1,2,sell,96,9,0.0
1,2,sell,143,9,0.0
1,2,sell,32,9,0.0
1,2,sell,127,9,0.0
1,2,sell,92,9,0.0
1,2,sell,73,9,0.0
1,2,sell,23,9,0.0
1,2,sell,114,9,0.0
1,2,sell,89,9,0.0
1,1,repair,99,10,0.0
1,1,repair,166,10,0.0
1,1,repair,133,10,0.0
1,1,repair,142,10,0.0
1,0,vacant,99,10,0.0
1,0,vacant,166,10,0.0
1,0,vacant,133,10,0.0
1,0,vacant,142,10,0.0
1,2,sell,99,10,0.0
1,2,sell,166,10,0.0
1,2,sell,133,10,0.0
1,2,sell,142,10,0.0
1,1,repair,21,11,0.0
1,1,repair,27,11,0.0
1,1,repair,102,11,0.0
1,1,repair,137,11,0.0
1,1,repair,58,11,0.0
1,1,repair,12,11,0.0
1,1,repair,118,11,0.0
1,0,vacant,21,11,0.0
1,0,vacant,27,11,0.0
1,0,vacant,102,11,0.0
1,0,vacant,137,11,0.0
1,0,vacant,58,11,0.0
1,0,vacant,12,11,0.0
1,0,vacant,118,11,0.0
1,2,sell,21,11,0.0
1,2,sell,27,11,0.0
1,2,sell,102,11,0.0
1,2,sell,137,11,0.0
1,2,sell,58,11,0.0
1,2,sell,12,11,0.0
1,2,sell,118,11,0.0
1,1,repair,75,12,0.2356623849123608
1,1,repair,37,12,0.0
1,1,repair,81,12,0.0
1,1,repair,88,12,0.0
1,1,repair,11,12,0.0
1,1,repair,118,12,0.0
1,1,repair,26,12,0.0
1,1,repair,21,12,0.0
1,1,repair,102,12,0.0
1,0,vacant,75,12,0.0
1,0,vacant,37,12,0.0
1,0,vacant,81,12,0.0
1,0,vacant,88,12,0.0
1,0,vacant,11,12,0.0
1,0,vacant,118,12,0.0
1,0,vacant,26,12,0.0
1,0,vacant,21,12,0.0
1,0,vacant,102,12,0.0
1,2,sell,75,12,0.0
1,2,sell,37,12,0.0
1,2,sell,81,12,0.09553420656373679
1,2,sell,88,12,0.0
1,2,sell,11,12,0.0
1,2,sell,118,12,0.0
1,2,sell,26,12,0.0
1,2,sell,21,12,0.0
1,2,sell,102,12,0.0
1,1,repair,141,13,0.0
1,1,repair,191,13,0.0
1,1,repair,117,13,0.0
1,1,repair,186,13,0.0
1,0,vacant,141,13,0.0
1,0,vacant,191,13,0.0
1,0,vacant,117,13,0.0
1,0,vacant,186,13,0.0
1,2,sell,141,13,0.0
1,2,sell,191,13,0.0
1,2,sell,117,13,0.0
1,2,sell,186,13,0.0
1,1,repair,177,14,0.0
1,1,repair,121,14,0.0
1,1,repair,57,14,0.0
1,1,repair,132,14,0.0
1,1,repair,123,14,0.0
1,1,repair,184,14,0.0
1,1,repair,197,14,0.0
1,0,vacant,177,14,0.05150197219654271
1,0,vacant,121,14,0.0
1,0,vacant,57,14,0.0
1,0,vacant,132,14,0.0
1,0,vacant,123,14,0.0
1,0,vacant,184,14,0.0
1,0,vacant,197,14,0.0
1,2,sell,177,14,0.0
1,2,sell,121,14,0.0
1,2,sell,57,14,0.0
1,2,sell,132,14,0.0
1,2,sell,123,14,0.0
1,2,sell,184,14,0.0
1,2,sell,197,14,0.0
1,1,repair,159,15,0.0
1,1,repair,173,15,0.0
1,1,repair,151,15,0.0
1,1,repair,138,15,0.0
1,1,repair,185,15,0.0
1,1,repair,196,15,0.0
1,1,repair,142,15,0.06596273404826669
1,1,repair,176,15,0.0
1,0,vacant,159,15,0.0
1,0,vacant,173,15,0.0
1,0,vacant,151,15,0.0
1,0,vacant,138,15,0.0
1,0,vacant,185,15,0.0
1,0,vacant,196,15,0.0
1,0,vacant,142,15,0.0
1,0,vacant,176,15,0.0
1,2,sell,159,15,0.0
1,2,sell,173,15,0.0
1,2,sell,151,15,0.0
1,2,sell,138,15,0.0
1,2,sell,185,15,0.0
1,2,sell,196,15,0.0
1,2,sell,142,15,0.0
1,2,sell,176,15,0.0
1,1,repair,151,16,0.0
1,1,repair,160,16,0.0
1,1,repair,185,16,0.0
1,1,repair,176,16,0.0
1,1,repair,124,16,0.0
1,1,repair,173,16,0.0
1,1,repair,122,16,0.0
1,1,repair,159,16,0.0
1,1,repair,44,16,0.0
1,0,vacant,151,16,0.0
1,0,vacant,160,16,0.0
1,0,vacant,185,16,0.0
1,0,vacant,176,16,0.0
1,0,vacant,124,16,0.0
1,0,vacant,173,16,0.0
1,0,vacant,122,16,0.0
1,0,vacant,159,16,0.0
1,0,vacant,44,16,0.0
1,2,sell,151,16,0.0
1,2,sell,160,16,0.0
1,2,sell,185,16,0.0
1,2,sell,176,16,0.0
1,2,sell,124,16,0.0
1,2,sell,173,16,0.0
1,2,sell,122,16,0.0
1,2,sell,159,16,0.0
1,2,sell,44,16,0.0
1,1,repair,70,17,0.0
1,1,repair,153,17,0.0
1,0,vacant,70,17,0.0
1,0,vacant,153,17,0.0
1,2,sell,70,17,0.0
1,2,sell,153,17,0.0
1,1,repair,50,18,0.0
1,1,repair,191,18,0.0
1,1,repair,59,18,0.0
1,1,repair,42,18,0.0
1,1,repair,70,18,0.0
1,1,repair,80,18,0.0
1,1,repair,105,18,0.0
1,1,repair,63,18,0.0
1,0,vacant,50,18,0.0
1,0,vacant,191,18,0.0
1,0,vacant,59,18,0.0
1,0,vacant,42,18,0.0
1,0,vacant,70,18,0.0
1,0,vacant,80,18,0.0
1,0,vacant,105,18,0.0
1,0,vacant,63,18,0.0
1,2,sell,50,18,0.0
1,2,sell,191,18,0.0
1,2,sell,59,18,0.0
1,2,sell,42,18,0.0
1,2,sell,70,18,0.0
1,2,sell,80,18,0.0
1,2,sell,105,18,0.0
1,2,sell,63,18,0.0
1,1,repair,119,19,0.0
1,1,repair,161,19,0.0
1,1,repair,102,19,0.0
1,1,repair,137,19,0.0
1,1,repair,107,19,0.0
1,1,repair,113,19,0.0
1,1,repair,80,19,0.0
1,1,repair,63,19,0.0
1,0,vacant,119,19,0.0
1,0,vacant,161,19,0.0
1,0,vacant,102,19,0.0
1,0,vacant,137,19,0.0
1,0,vacant,107,19,0.0
1,0,vacant,113,19,0.0
1,0,vacant,80,19,0.0
1,0,vacant,63,19,0.0
1,2,sell,119,19,0.0
1,2,sell,161,19,0.0
1,2,sell,102,19,0.0
1,2,sell,137,19,0.0
1,2,sell,107,19,0.0
1,2,sell,113,19,0.0
1,2,sell,80,19,0.0
1,2,sell,63,19,0.0
1,1,repair,142,20,0.25
1,1,repair,181,20,0.0
1,1,repair,147,20,0.0
1,1,repair,112,20,0.0
1,1,repair,143,20,0.0
1,1,repair,122,20,0.0
1,0,vacant,142,20,0.0
1,0,vacant,181,20,0.0
1,0,vacant,147,20,0.0
1,0,vacant,112,20,0.0
1,0,vacant,143,20,0.0
1,0,vacant,122,20,0.0
1,2,sell,142,20,0.0
1,2,sell,181,20,0.0
1,2,sell,147,20,0.0
1,2,sell,112,20,0.0
1,2,sell,143,20,0.0
1,2,sell,122,20,0.0
1,1,repair,11,21,0.0
1,1,repair,88,21,0.0
1,1,repair,75,21,0.07971529477918217
1,1,repair,192,21,0.0
1,1,repair,27,21,0.0
1,1,repair,150,21,0.0
1,1,repair,58,21,0.0
1,1,repair,81,21,0.0
1,1,repair,25,21,0.0
1,1,repair,12,21,0.0
1,1,repair,118,21,0.0
1,0,vacant,11,21,0.0
1,0,vacant,88,21,0.0
1,0,vacant,75,21,0.0
1,0,vacant,192,21,0.0
1,0,vacant,27,21,0.0
1,0,vacant,150,21,0.11254275132892777
1,0,vacant,58,21,0.0
1,0,vacant,81,21,0.0
1,0,vacant,25,21,0.0
1,0,vacant,12,21,0.0
1,0,vacant,118,21,0.0
1,2,sell,11,21,0.0
1,2,sell,88,21,0.0
1,2,sell,75,21,0.0
1,2,sell,192,21,0.0
1,2,sell,27,21,0.0
1,2,sell,150,21,0.0
1,2,sell,58,21,0.0
1,2,sell,81,21,0.0907409413445822
1,2,sell,25,21,0.0
1,2,sell,12,21,0.0
1,2,sell,118,21,0.0
1,1,repair,157,22,0.0
1,1,repair,6,22,0.0
1,1,repair,24,22,0.0
1,1,repair,181,22,0.0
1,1,repair,31,22,0.0
1,1,repair,152,22,0.0
1,1,repair,46,22,0.0
1,1,repair,87,22,0.0
1,1,repair,151,22,0.0
1,1,repair,43,22,0.11120996479002739
1,1,repair,200,22,0.0
1,1,repair,155,22,0.0
1,1,repair,193,22,0.0
1,1,repair,107,22,0.0
1,1,repair,120,22,0.0
1,1,repair,147,22,0.0
1,0,vacant,157,22,0.0
1,0,vacant,6,22,0.0
1,0,vacant,24,22,0.0
1,0,vacant,181,22,0.0
1,0,vacant,31,22,0.0
1,0,vacant,152,22,0.0
1,0,vacant,46,22,0.0
1,0,vacant,87,22,0.0
1,0,vacant,151,22,0.0
1,0,vacant,43,22,0.0
1,0,vacant,200,22,0.0
1,0,vacant,155,22,0.0
1,0,vacant,193,22,0.0
1,0,vacant,107,22,0.0
1,0,vacant,120,22,0.0
1,0,vacant,147,22,0.0
1,2,sell,157,22,0.0
1,2,sell,6,22,0.0
1,2,sell,24,22,0.0
1,2,sell,181,22,0.0
1,2,sell,31,22,0.0
1,2,sell,152,22,0.0
1,2,sell,46,22,0.0
1,2,sell,87,22,0.0
1,2,sell,151,22,0.0
1,2,sell,43,22,0.0
1,2,sell,200,22,0.0
1,2,sell,155,22,0.0
1,2,sell,193,22,0.0
1,2,sell,107,22,0.0
1,2,sell,120,22,0.0
1,2,sell,147,22,0.0
1,1,repair,89,23,0.0
1,1,repair,133,23,0.0
1,1,repair,96,23,0.0
1,1,repair,158,23,0.0
1,1,repair,121,23,0.0
1,1,repair,197,23,0.0
1,1,repair,119,23,0.0
1,1,repair,127,23,0.0
1,1,repair,132,23,0.0
1,1,repair,114,23,0.0
1,1,repair,32,23,0.0
1,1,repair,160,23,0.0
1,1,repair,9,23,0.0
1,1,repair,143,23,0.0
1,1,repair,43,23,0.1241483945108266
1,0,vacant,89,23,0.0
1,0,vacant,133,23,0.0
1,0,vacant,96,23,0.0
1,0,vacant,158,23,0.0
1,0,vacant,121,23,0.0
1,0,vacant,197,23,0.0
1,0,vacant,119,23,0.0
1,0,vacant,127,23,0.0
1,0,vacant,132,23,0.0
1,0,vacant,114,23,0.0
1,0,vacant,32,23,0.0
1,0,vacant,160,23,0.0
1,0,vacant,9,23,0.0
1,0,vacant,143,23,0.0
1,0,vacant,43,23,0.0
1,2,sell,89,23,0.0
1,2,sell,133,23,0.0
1,2,sell,96,23,0.0
1,2,sell,158,23,0.0
1,2,sell,121,23,0.0
1,2,sell,197,23,0.0
1,2,sell,119,23,0.0
1,2,sell,127,23,0.0
1,2,sell,132,23,0.0
1,2,sell,114,23,0.0
1,2,sell,32,23,0.0
1,2,sell,160,23,0.0
1,2,sell,9,23,0.0
1,2,sell,143,23,0.0
1,2,sell,43,23,0.0
1,1,repair,31,24,0.0
1,1,repair,50,24,0.0
1,1,repair,22,24,0.0
1,1,repair,43,24,0.07068491825422853
1,1,repair,39,24,0.0
1,1,repair,161,24,0.0
1,1,repair,186,24,0.0
1,1,repair,94,24,0.0
1,1,repair,120,24,0.0
1,1,repair,112,24,0.0
1,0,vacant,31,24,0.0
1,0,vacant,50,24,0.0
1,0,vacant,22,24,0.0
1,0,vacant,43,24,0.0
1,0,vacant,39,24,0.0
1,0,vacant,161,24,0.0
1,0,vacant,186,24,0.0
1,0,vacant,94,24,0.0
1,0,vacant,120,24,0.0
1,0,vacant,112,24,0.0
1,2,sell,31,24,0.0
1,2,sell,50,24,0.0
1,2,sell,22,24,0.0
1,2,sell,43,24,0.0
1,2,sell,39,24,0.0
1,2,sell,161,24,0.0
1,2,sell,186,24,0.0
1,2,sell,94,24,0.0
1,2,sell,120,24,0.0
1,2,sell,112,24,0.0
1,1,repair,117,25,0.0
1,1,repair,65,25,0.0
1,1,repair,141,25,0.0
1,1,repair,158,25,0.0
1,1,repair,127,25,0.0
1,1,repair,136,25,0.0
1,1,repair,1,25,0.0
1,1,repair,64,25,0.0
1,1,repair,60,25,0.0
1,1,repair,91,25,0.0
1,1,repair,21,25,0.0
1,0,vacant,117,25,0.0
1,0,vacant,65,25,0.0
1,0,vacant,141,25,0.0
1,0,vacant,158,25,0.0
1,0,vacant,127,25,0.0
1,0,vacant,136,25,0.0
1,0,vacant,1,25,0.0
1,0,vacant,64,25,0.0
1,0,vacant,60,25,0.0
1,0,vacant,91,25,0.0
1,0,vacant,21,25,0.0
1,2,sell,117,25,0.0
1,2,sell,65,25,0.0
1,2,sell,141,25,0.0
1,2,sell,158,25,0.0
1,2,sell,127,25,0.0
1,2,sell,136,25,0.0
1,2,sell,1,25,0.0
1,2,sell,64,25,0.0
1,2,sell,60,25,0.0
1,2,sell,91,25,0.0
1,2,sell,21,25,0.0
1,1,repair,127,26,0.0
1,1,repair,58,26,0.0
1,1,repair,138,26,0.0
1,1,repair,143,26,0.0
1,1,repair,88,26,0.0
1,1,repair,171,26,0.0
1,1,repair,109,26,0.0
1,1,repair,102,26,0.0
1,1,repair,199,26,0.0
1,1,repair,119,26,0.0
1,1,repair,139,26,0.0
1,1,repair,158,26,0.0
1,1,repair,117,26,0.0
1,1,repair,121,26,0.0
1,1,repair,12,26,0.0
1,1,repair,57,26,0.0
1,1,repair,163,26,0.0
1,1,repair,96,26,0.0
1,1,repair,160,26,0.0
1,0,vacant,127,26,0.0
1,0,vacant,58,26,0.0
1,0,vacant,138,26,0.0
1,0,vacant,143,26,0.0
1,0,vacant,88,26,0.0
1,0,vacant,171,26,0.0
1,0,vacant,109,26,0.0
1,0,vacant,102,26,0.0
1,0,vacant,199,26,0.0
1,0,vacant,119,26,0.0
1,0,vacant,139,26,0.0
1,0,vacant,158,26,0.0
1,0,vacant,117,26,0.0
1,0,vacant,121,26,0.0
1,0,vacant,12,26,0.0
1,0,vacant,57,26,0.0
1,0,vacant,163,26,0.0
1,0,vacant,96,26,0.0
1,0,vacant,160,26,0.0
1,2,sell,127,26,0.0
1,2,sell,58,26,0.0
1,2,sell,138,26,0.0
1,2,sell,143,26,0.0
1,2,sell,88,26,0.0
1,2,sell,171,26,0.0
1,2,sell,109,26,0.0
1,2,sell,102,26,0.0
1,2,sell,199,26,0.0
1,2,sell,119,26,0.0
1,2,sell,139,26,0.0
1,2,sell,158,26,0.0
1,2,sell,117,26,0.0
1,2,sell,121,26,0.0
1,2,sell,12,26,0.0
1,2,sell,57,26,0.0
1,2,sell,163,26,0.0
1,2,sell,96,26,0.0
1,2,sell,160,26,0.0
1,1,repair,11,27,0.0
1,1,repair,81,27,0.0
1,1,repair,113,27,0.0
1,1,repair,102,27,0.0
1,1,repair,118,27,0.0
1,1,repair,58,27,0.0
1,1,repair,99,27,0.0
1,1,repair,192,27,0.0
1,1,repair,21,27,0.0
1,1,repair,166,27,0.0
1,0,vacant,11,27,0.0
1,0,vacant,81,27,0.0
1,0,vacant,113,27,0.0
1,0,vacant,102,27,0.0
1,0,vacant,118,27,0.0
1,0,vacant,58,27,0.0
1,0,vacant,99,27,0.0
1,0,vacant,192,27,0.0
1,0,vacant,21,27,0.0
1,0,vacant,166,27,0.0
1,2,sell,11,27,0.0
1,2,sell,81,27,0.09889412578034217
1,2,sell,113,27,0.0
1,2,sell,102,27,0.0
1,2,sell,118,27,0.0
1,2,sell,58,27,0.0
1,2,sell,99,27,0.0
1,2,sell,192,27,0.0
1,2,sell,21,27,0.0
1,2,sell,166,27,0.0
1,1,repair,197,28,0.0
1,0,vacant,197,28,0.0
1,2,sell,197,28,0.0
1,1,repair,94,30,0.0
1,1,repair,137,30,0.0
1,1,repair,135,30,0.0
1,1,repair,116,30,0.0
1,1,repair,61,30,0.0
1,1,repair,148,30,0.0
1,0,vacant,94,30,0.0
1,0,vacant,137,30,0.0
1,0,vacant,135,30,0.0
1,0,vacant,116,30,0.0
1,0,vacant,61,30,0.0
1,0,vacant,148,30,0.0
1,2,sell,94,30,0.0
1,2,sell,137,30,0.0
1,2,sell,135,30,0.0
1,2,sell,116,30,0.0
1,2,sell,61,30,0.0
1,2,sell,148,30,0.0
1,1,repair,24,31,0.0
1,1,repair,157,31,0.0
1,1,repair,43,31,0.21574452937061775
1,1,repair,54,31,0.0
1,1,repair,181,31,0.0
1,1,repair,22,31,0.0
1,1,repair,112,31,0.0
1,1,repair,191,31,0.0
1,1,repair,156,31,0.0
1,1,repair,4,31,0.0
1,1,repair,39,31,0.0
1,1,repair,36,31,0.0
1,1,repair,170,31,0.0
1,1,repair,116,31,0.0
1,1,repair,5,31,0.0
1,1,repair,147,31,0.0
1,1,repair,78,31,0.0
1,0,vacant,24,31,0.0
1,0,vacant,157,31,0.0
1,0,vacant,43,31,0.0
1,0,vacant,54,31,0.0
1,0,vacant,181,31,0.0
1,0,vacant,22,31,0.0
1,0,vacant,112,31,0.0
1,0,vacant,191,31,0.0
1,0,vacant,156,31,0.0
1,0,vacant,4,31,0.0
1,0,vacant,39,31,0.0
1,0,vacant,36,31,0.0
1,0,vacant,170,31,0.0
1,0,vacant,116,31,0.0
1,0,vacant,5,31,0.0
1,0,vacant,147,31,0.0
1,0,vacant,78,31,0.0
1,2,sell,24,31,0.0
1,2,sell,157,31,0.0
1,2,sell,43,31,0.0
1,2,sell,54,31,0.0
1,2,sell,181,31,0.0
1,2,sell,22,31,0.0
1,2,sell,112,31,0.0
1,2,sell,191,31,0.0
1,2,sell,156,31,0.0
1,2,sell,4,31,0.1234178595352522
1,2,sell,39,31,0.0
1,2,sell,36,31,0.0
1,2,sell,170,31,0.0
1,2,sell,116,31,0.0
1,2,sell,5,31,0.0
1,2,sell,147,31,0.0
1,2,sell,78,31,0.0
1,1,repair,9,32,0.0
1,1,repair,116,32,0.0
1,1,repair,92,32,0.0
1,1,repair,5,32,0.0
1,1,repair,106,32,0.0
1,1,repair,181,32,0.0
1,1,repair,23,32,0.0
1,1,repair,48,32,0.0
1,1,repair,114,32,0.0
1,0,vacant,9,32,0.0
1,0,vacant,116,32,0.0
1,0,vacant,92,32,0.0
1,0,vacant,5,32,0.0
1,0,vacant,106,32,0.0
1,0,vacant,181,32,0.0
1,0,vacant,23,32,0.0
1,0,vacant,48,32,0.0
1,0,vacant,114,32,0.0
1,2,sell,9,32,0.0
1,2,sell,116,32,0.0
1,2,sell,92,32,0.0
1,2,sell,5,32,0.0
1,2,sell,106,32,0.0
1,2,sell,181,32,0.0
1,2,sell,23,32,0.0
1,2,sell,48,32,0.0
1,2,sell,114,32,0.0
1,1,repair,171,33,0.0
1,1,repair,63,33,0.0
1,1,repair,140,33,0.0
1,0,vacant,171,33,0.0
1,0,vacant,63,33,0.0
1,0,vacant,140,33,0.0
1,2,sell,171,33,0.0
1,2,sell,63,33,0.0
1,2,sell,140,33,0.0
1,1,repair,82,34,0.0
1,1,repair,121,34,0.0
1,1,repair,57,34,0.0
1,1,repair,196,34,0.0
1,1,repair,123,34,0.0
1,0,vacant,82,34,0.0
1,0,vacant,121,34,0.0
1,0,vacant,57,34,0.0
1,0,vacant,196,34,0.0
1,0,vacant,123,34,0.0
1,2,sell,82,34,0.0
1,2,sell,121,34,0.0
1,2,sell,57,34,0.0
1,2,sell,196,34,0.0
1,2,sell,123,34,0.0
1,1,repair,166,35,0.0
1,1,repair,133,35,0.0
1,1,repair,107,35,0.0
1,0,vacant,166,35,0.0
1,0,vacant,133,35,0.0
1,0,vacant,107,35,0.0
1,2,sell,166,35,0.0
1,2,sell,133,35,0.0
1,2,sell,107,35,0.0
1,1,repair,191,36,0.0
1,1,repair,169,36,0.0
1,1,repair,31,36,0.0
1,0,vacant,191,36,0.0
1,0,vacant,169,36,0.0
1,0,vacant,31,36,0.0
1,2,sell,191,36,0.0
1,2,sell,169,36,0.0
1,2,sell,31,36,0.0
1,1,repair,12,37,0.0
1,0,vacant,12,37,0.0
1,2,sell,12,37,0.0
1,1,repair,70,38,0.0
1,1,repair,72,38,0.0
1,1,repair,2,38,0.0
1,1,repair,169,38,0.0
1,1,repair,61,38,0.0
1,1,repair,183,38,0.043985135663955906
1,1,repair,74,38,0.051682945141823915
1,1,repair,176,38,0.0
1,1,repair,171,38,0.0
1,0,vacant,70,38,0.0
1,0,vacant,72,38,0.0
1,0,vacant,2,38,0.0
1,0,vacant,169,38,0.0
1,0,vacant,61,38,0.0
1,0,vacant,183,38,0.0
1,0,vacant,74,38,0.0
1,0,vacant,176,38,0.0
1,0,vacant,171,38,0.0
1,2,sell,70,38,0.0
1,2,sell,72,38,0.0
1,2,sell,2,38,0.0
1,2,sell,169,38,0.0
1,2,sell,61,38,0.0
1,2,sell,183,38,0.0
1,2,sell,74,38,0.0
1,2,sell,176,38,0.0
1,2,sell,171,38,0.0
1,1,repair,120,39,0.0
1,1,repair,109,39,0.0
1,1,repair,24,39,0.0
1,1,repair,185,39,0.0
1,1,repair,74,39,0.13221080908086108
1,1,repair,157,39,0.0
1,1,repair,197,39,0.0
1,1,repair,81,39,0.0
1,1,repair,31,39,0.0
1,1,repair,43,39,0.12838090733450852
1,1,repair,184,39,0.0
1,1,repair,186,39,0.0
1,1,repair,176,39,0.0
1,1,repair,132,39,0.0
1,1,repair,169,39,0.0
