household_id_1,household_id_2,link_type,timestep,source,period
7,31,2,0,inferred,train
7,32,2,0,observed,train
7,33,0,0,inferred,train
7,34,2,0,inferred,train
7,35,0,0,inferred,train
7,36,2,0,observed,train
7,37,0,0,inferred,train
7,38,0,0,inferred,train
7,39,2,0,observed,train
7,40,0,0,inferred,train
7,41,2,0,inferred,train
7,42,0,0,inferred,train
7,43,2,0,observed,train
7,44,0,0,inferred,train
7,45,0,0,inferred,train
7,46,0,0,inferred,train
7,47,0,0,inferred,train
7,48,2,0,observed,train
7,49,0,0,inferred,train
7,50,0,0,inferred,train
8,9,2,0,inferred,train
8,10,1,0,inferred,train
8,11,1,0,inferred,train
8,12,1,0,observed,train
8,13,2,0,inferred,train
8,14,2,0,inferred,train
8,15,2,0,inferred,train
8,16,2,0,inferred,train
8,17,0,0,inferred,train
8,18,2,0,inferred,train
8,19,0,0,inferred,train
8,20,2,0,inferred,train
8,21,0,0,inferred,train
8,22,2,0,inferred,train
8,23,2,0,observed,train
8,24,2,0,inferred,train
8,25,2,0,inferred,train
8,26,0,0,inferred,train
8,27,0,0,inferred,train
8,28,2,0,inferred,train
8,29,2,0,inferred,train
8,30,2,0,inferred,train
8,31,2,0,inferred,train
8,32,2,0,observed,train
8,33,0,0,inferred,train
8,34,2,0,inferred,train
8,35,0,0,inferred,train
8,36,2,0,inferred,train
8,37,2,0,inferred,train
8,38,2,0,inferred,train
8,39,0,0,inferred,train
8,40,2,0,inferred,train
8,41,2,0,inferred,train
8,42,0,0,inferred,train
8,43,2,0,observed,train
8,44,2,0,inferred,train
8,45,2,0,observed,train
8,46,0,0,inferred,train
8,47,0,0,inferred,train
8,48,0,0,inferred,train
8,49,2,0,inferred,train
8,50,0,0,inferred,train
9,10,0,0,inferred,train
9,11,0,0,inferred,train
9,12,0,0,inferred,train
9,13,2,0,inferred,train
9,14,2,0,inferred,train
9,15,2,0,inferred,train
9,16,2,0,inferred,train
9,17,0,0,inferred,train
9,18,0,0,inferred,train
9,19,0,0,inferred,train
9,20,2,0,observed,train
9,21,0,0,inferred,train
9,22,0,0,inferred,train
9,23,2,0,observed,train
9,24,2,0,observed,train
9,25,0,0,inferred,train
9,26,2,0,observed,train
9,27,0,0,inferred,train
9,28,2,0,inferred,train
9,29,0,0,inferred,train
9,30,0,0,inferred,train
9,31,0,0,inferred,train
9,32,0,0,inferred,train
9,33,0,0,inferred,train
9,34,2,0,inferred,train
9,35,0,0,inferred,train
9,36,0,0,inferred,train
9,37,0,0,inferred,train
9,38,2,0,observed,train
9,39,2,0,inferred,train
9,40,0,0,inferred,train
9,41,0,0,inferred,train
9,42,0,0,inferred,train
9,43,2,0,observed,train
9,44,0,0,inferred,train
9,45,2,0,observed,train
9,46,0,0,inferred,train
9,47,0,0,inferred,train
9,48,0,0,inferred,train
9,49,0,0,inferred,train
9,50,0,0,inferred,train
10,11,0,0,inferred,train
10,12,0,0,inferred,train
10,13,0,0,inferred,train
10,14,0,0,inferred,train
10,15,0,0,inferred,train
10,16,0,0,inferred,train
10,17,2,0,inferred,train
10,18,0,0,inferred,train
10,19,1,0,observed,train
10,20,0,0,inferred,train
10,21,0,0,inferred,train
10,22,0,0,inferred,train
10,23,0,0,inferred,train
10,24,2,0,observed,train
10,25,0,0,inferred,train
10,26,0,0,inferred,train
10,27,0,0,inferred,train
10,28,0,0,inferred,train
10,29,1,0,inferred,train
10,30,0,0,inferred,train
10,31,0,0,inferred,train
10,32,0,0,inferred,train
10,33,0,0,inferred,train
10,34,2,0,observed,train
10,35,0,0,inferred,train
10,36,0,0,inferred,train
10,37,0,0,inferred,train
10,38,0,0,inferred,train
10,39,0,0,inferred,train
10,40,0,0,inferred,train
10,41,0,0,inferred,train
10,42,0,0,inferred,train
10,43,0,0,inferred,train
10,44,0,0,inferred,train
10,45,0,0,inferred,train
10,46,0,0,inferred,train
10,47,0,0,inferred,train
10,48,2,0,observed,train
10,49,0,0,inferred,train
10,50,2,0,observed,train
11,12,0,0,inferred,train
11,13,0,0,inferred,train
11,14,0,0,inferred,train
11,15,0,0,inferred,train
11,16,0,0,inferred,train
11,17,2,0,inferred,train
11,18,0,0,inferred,train
11,19,2,0,observed,train
11,20,2,0,observed,train
11,21,0,0,inferred,train
11,22,0,0,inferred,train
11,23,0,0,inferred,train
11,24,0,0,inferred,train
11,25,0,0,inferred,train
11,26,0,0,inferred,train
11,27,0,0,inferred,train
11,28,0,0,inferred,train
11,29,1,0,inferred,train
11,30,0,0,inferred,train
11,31,0,0,inferred,train
11,32,0,0,inferred,train
11,33,2,0,observed,train
11,34,2,0,observed,train
11,35,0,0,inferred,train
11,36,0,0,inferred,train
11,37,0,0,inferred,train
11,38,0,0,inferred,train
11,39,0,0,inferred,train
11,40,0,0,inferred,train
11,41,2,0,observed,train
11,42,0,0,inferred,train
11,43,0,0,inferred,train
11,44,0,0,inferred,train
11,45,0,0,inferred,train
11,46,0,0,inferred,train
11,47,2,0,observed,train
11,48,0,0,inferred,train
11,49,0,0,inferred,train
11,50,0,0,inferred,train
12,13,0,0,inferred,train
12,14,0,0,inferred,train
12,15,0,0,inferred,train
12,16,0,0,inferred,train
12,17,2,0,inferred,train
12,18,0,0,inferred,train
12,19,1,0,inferred,train
12,20,2,0,observed,train
12,21,0,0,inferred,train
12,22,0,0,inferred,train
12,23,0,0,inferred,train
12,24,2,0,observed,train
12,25,0,0,inferred,train
12,26,0,0,inferred,train
12,27,0,0,inferred,train
12,28,0,0,inferred,train
12,29,1,0,inferred,train
12,30,0,0,inferred,train
12,31,0,0,inferred,train
12,32,0,0,inferred,train
12,33,0,0,inferred,train
12,34,2,0,observed,train
12,35,0,0,inferred,train
12,36,2,0,observed,train
12,37,0,0,inferred,train
12,38,0,0,inferred,train
12,39,0,0,inferred,train
12,40,0,0,inferred,train
12,41,2,0,observed,train
12,42,0,0,inferred,train
12,43,0,0,inferred,train
12,44,2,0,observed,train
12,45,0,0,inferred,train
12,46,0,0,inferred,train
12,47,0,0,inferred,train
12,48,0,0,inferred,train
12,49,2,0,observed,train
12,50,0,0,inferred,train
13,14,0,0,inferred,train
13,15,0,0,inferred,train
13,16,0,0,inferred,train
13,17,0,0,inferred,train
13,18,0,0,inferred,train
13,19,2,0,inferred,train
13,20,0,0,inferred,train
13,21,0,0,inferred,train
13,22,0,0,inferred,train
13,23,0,0,inferred,train
13,24,0,0,inferred,train
13,25,2,0,inferred,train
13,26,2,0,inferred,train
13,27,0,0,inferred,train
13,28,2,0,inferred,train
13,29,0,0,inferred,train
13,30,0,0,inferred,train
13,31,2,0,inferred,train
13,32,0,0,inferred,train
13,33,0,0,inferred,train
13,34,2,0,inferred,train
13,35,0,0,inferred,train
13,36,2,0,observed,train
13,37,2,0,inferred,train
13,38,2,0,observed,train
13,39,0,0,inferred,train
13,40,2,0,inferred,train
13,41,0,0,inferred,train
13,42,0,0,inferred,train
13,43,0,0,inferred,train
13,44,0,0,inferred,train
13,45,2,0,inferred,train
13,46,0,0,inferred,train
13,47,0,0,inferred,train
13,48,0,0,inferred,train
13,49,0,0,inferred,train
13,50,2,0,inferred,train
14,15,1,0,inferred,train
14,16,2,0,observed,train
14,17,0,0,inferred,train
14,18,0,0,inferred,train
14,19,2,0,inferred,train
14,20,0,0,inferred,train
14,21,0,0,inferred,train
14,22,0,0,inferred,train
14,23,2,0,observed,train
14,24,0,0,inferred,train
14,25,0,0,inferred,train
14,26,0,0,inferred,train
14,27,0,0,inferred,train
14,28,2,0,inferred,train
14,29,0,0,inferred,train
14,30,0,0,inferred,train
14,31,2,0,inferred,train
14,32,0,0,inferred,train
14,33,0,0,inferred,train
14,34,2,0,inferred,train
14,35,0,0,inferred,train
14,36,0,0,inferred,train
14,37,2,0,observed,train
14,38,0,0,inferred,train
14,39,0,0,inferred,train
14,40,2,0,inferred,train
14,41,2,0,observed,train
14,42,2,0,observed,train
14,43,2,0,observed,train
14,44,2,0,observed,train
14,45,0,0,inferred,train
14,46,0,0,inferred,train
14,47,0,0,inferred,train
14,48,0,0,inferred,train
14,49,0,0,inferred,train
14,50,0,0,inferred,train
15,16,0,0,inferred,train
15,17,0,0,inferred,train
15,18,0,0,inferred,train
15,19,2,0,inferred,train
15,20,0,0,inferred,train
15,21,2,0,observed,train
15,22,0,0,inferred,train
15,23,0,0,inferred,train
15,24,0,0,inferred,train
15,25,2,0,observed,train
15,26,0,0,inferred,train
15,27,0,0,inferred,train
15,28,2,0,inferred,train
15,29,0,0,inferred,train
15,30,0,0,inferred,train
15,31,2,0,observed,train
15,32,0,0,inferred,train
15,33,0,0,inferred,train
15,34,2,0,inferred,train
15,35,0,0,inferred,train
15,36,0,0,inferred,train
15,37,2,0,inferred,train
15,38,2,0,observed,train
15,39,0,0,inferred,train
15,40,2,0,inferred,train
15,41,0,0,inferred,train
15,42,0,0,inferred,train
15,43,0,0,inferred,train
15,44,0,0,inferred,train
15,45,2,0,observed,train
15,46,0,0,inferred,train
15,47,0,0,inferred,train
15,48,2,0,observed,train
15,49,0,0,inferred,train
15,50,0,0,inferred,train
16,17,0,0,inferred,train
16,18,0,0,inferred,train
16,19,2,0,observed,train
16,20,0,0,inferred,train
16,21,0,0,inferred,train
16,22,0,0,inferred,train
16,23,2,0,observed,train
16,24,2,0,inferred,train
16,25,0,0,inferred,train
16,26,0,0,inferred,train
16,27,0,0,inferred,train
16,28,2,0,inferred,train
16,29,0,0,inferred,train
16,30,1,0,inferred,train
16,31,2,0,inferred,train
16,32,0,0,inferred,train
16,33,0,0,inferred,train
16,34,2,0,observed,train
16,35,0,0,inferred,train
16,36,0,0,inferred,train
16,37,0,0,inferred,train
16,38,2,0,observed,train
16,39,0,0,inferred,train
16,40,2,0,inferred,train
16,41,0,0,inferred,train
16,42,0,0,inferred,train
16,43,0,0,inferred,train
16,44,0,0,inferred,train
16,45,2,0,observed,train
16,46,0,0,inferred,train
16,47,0,0,inferred,train
16,48,0,0,inferred,train
16,49,0,0,inferred,train
16,50,2,0,inferred,train
17,18,0,0,inferred,train
17,19,2,0,inferred,train
17,20,1,0,observed,train
17,21,0,0,inferred,train
17,22,0,0,inferred,train
17,23,0,0,inferred,train
17,24,2,0,observed,train
17,25,2,0,inferred,train
17,26,0,0,inferred,train
17,27,0,0,inferred,train
17,28,0,0,inferred,train
17,29,0,0,inferred,train
17,30,0,0,inferred,train
17,31,0,0,inferred,train
17,32,0,0,inferred,train
17,33,0,0,inferred,train
17,34,2,0,inferred,train
17,35,0,0,inferred,train
17,36,0,0,inferred,train
17,37,0,0,inferred,train
17,38,0,0,inferred,train
17,39,0,0,inferred,train
17,40,2,0,observed,train
17,41,0,0,inferred,train
17,42,0,0,inferred,train
17,43,0,0,inferred,train
17,44,0,0,inferred,train
17,45,0,0,inferred,train
17,46,0,0,inferred,train
17,47,2,0,observed,train
17,48,0,0,inferred,train
17,49,0,0,inferred,train
17,50,2,0,observed,train
18,19,0,0,inferred,train
18,20,2,0,observed,train
18,21,0,0,inferred,train
18,22,0,0,inferred,train
18,23,0,0,inferred,train
18,24,0,0,inferred,train
18,25,0,0,inferred,train
18,26,0,0,inferred,train
18,27,0,0,inferred,train
18,28,2,0,inferred,train
18,29,0,0,inferred,train
18,30,0,0,inferred,train
18,31,0,0,inferred,train
18,32,0,0,inferred,train
18,33,0,0,inferred,train
18,34,0,0,inferred,train
18,35,0,0,inferred,train
18,36,2,0,observed,train
18,37,2,0,inferred,train
18,38,2,0,inferred,train
18,39,2,0,observed,train
18,40,0,0,inferred,train
18,41,0,0,inferred,train
18,42,0,0,inferred,train
18,43,0,0,inferred,train
18,44,0,0,inferred,train
18,45,0,0,inferred,train
18,46,0,0,inferred,train
18,47,0,0,inferred,train
18,48,0,0,inferred,train
18,49,0,0,inferred,train
18,50,2,0,inferred,train
19,20,0,0,inferred,train
19,21,0,0,inferred,train
19,22,0,0,inferred,train
19,23,2,0,observed,train
19,24,0,0,inferred,train
19,25,2,0,inferred,train
19,26,0,0,inferred,train
19,27,2,0,observed,train
19,28,2,0,observed,train
19,29,0,0,inferred,train
19,30,0,0,inferred,train
19,31,2,0,inferred,train
19,32,2,0,inferred,train
19,33,0,0,inferred,train
19,34,0,0,inferred,train
19,35,0,0,inferred,train
19,36,0,0,inferred,train
19,37,2,0,inferred,train
19,38,2,0,inferred,train
19,39,0,0,inferred,train
19,40,2,0,inferred,train
19,41,0,0,inferred,train
19,42,0,0,inferred,train
19,43,0,0,inferred,train
19,44,0,0,inferred,train
19,45,0,0,inferred,train
19,46,0,0,inferred,train
19,47,0,0,inferred,train
19,48,0,0,inferred,train
19,49,0,0,inferred,train
19,50,2,0,inferred,train
20,21,0,0,inferred,train
20,22,0,0,inferred,train
20,23,0,0,inferred,train
20,24,0,0,inferred,train
20,25,2,0,observed,train
20,26,0,0,inferred,train
20,27,0,0,inferred,train
20,28,0,0,inferred,train
20,29,0,0,inferred,train
20,30,0,0,inferred,train
20,31,0,0,inferred,train
20,32,0,0,inferred,train
20,33,0,0,inferred,train
20,34,0,0,inferred,train
20,35,0,0,inferred,train
20,36,0,0,inferred,train
20,37,2,0,observed,train
20,38,0,0,inferred,train
20,39,2,0,inferred,train
20,40,0,0,inferred,train
20,41,2,0,observed,train
20,42,0,0,inferred,train
20,43,0,0,inferred,train
20,44,2,0,observed,train
20,45,0,0,inferred,train
20,46,0,0,inferred,train
20,47,2,0,observed,train
20,48,0,0,inferred,train
20,49,0,0,inferred,train
20,50,2,0,observed,train
21,22,0,0,inferred,train
21,23,0,0,inferred,train
21,24,0,0,inferred,train
21,25,0,0,inferred,train
21,26,0,0,inferred,train
21,27,0,0,inferred,train
21,28,2,0,inferred,train
21,29,2,0,observed,train
21,30,0,0,inferred,train
21,31,2,0,observed,train
21,32,0,0,inferred,train
21,33,0,0,inferred,train
21,34,0,0,inferred,train
21,35,0,0,inferred,train
21,36,0,0,inferred,train
21,37,0,0,inferred,train
21,38,0,0,inferred,train
21,39,2,0,observed,train
21,40,0,0,inferred,train
21,41,0,0,inferred,train
21,42,0,0,inferred,train
21,43,2,0,observed,train
21,44,0,0,inferred,train
21,45,0,0,inferred,train
21,46,0,0,inferred,train
21,47,0,0,inferred,train
21,48,0,0,inferred,train
21,49,0,0,inferred,train
21,50,0,0,inferred,train
22,23,0,0,inferred,train
22,24,0,0,inferred,train
22,25,0,0,inferred,train
22,26,0,0,inferred,train
22,27,0,0,inferred,train
22,28,0,0,inferred,train
22,29,0,0,inferred,train
22,30,0,0,inferred,train
22,31,0,0,inferred,train
22,32,0,0,inferred,train
22,33,0,0,inferred,train
22,34,0,0,inferred,train
22,35,0,0,inferred,train
22,36,0,0,inferred,train
22,37,2,0,observed,train
22,38,0,0,inferred,train
22,39,0,0,inferred,train
22,40,0,0,inferred,train
22,41,0,0,inferred,train
22,42,0,0,inferred,train
22,43,0,0,inferred,train
22,44,0,0,inferred,train
22,45,0,0,inferred,train
22,46,0,0,inferred,train
22,47,0,0,inferred,train
22,48,2,0,observed,train
22,49,2,0,observed,train
22,50,0,0,inferred,train
23,24,0,0,inferred,train
23,25,2,0,observed,train
23,26,0,0,inferred,train
23,27,0,0,inferred,train
23,28,2,0,observed,train
23,29,0,0,inferred,train
23,30,0,0,inferred,train
23,31,0,0,inferred,train
23,32,0,0,inferred,train
23,33,0,0,inferred,train
23,34,0,0,inferred,train
23,35,0,0,inferred,train
23,36,2,0,inferred,train
23,37,0,0,inferred,train
23,38,0,0,inferred,train
23,39,0,0,inferred,train
23,40,2,0,observed,train
23,41,0,0,inferred,train
23,42,0,0,inferred,train
23,43,2,0,observed,train
23,44,2,0,observed,train
23,45,0,0,inferred,train
23,46,0,0,inferred,train
23,47,0,0,inferred,train
23,48,2,0,observed,train
23,49,0,0,inferred,train
23,50,0,0,inferred,train
24,25,2,0,observed,train
24,26,2,0,inferred,train
24,27,0,0,inferred,train
24,28,2,0,inferred,train
24,29,2,0,observed,train
24,30,0,0,inferred,train
24,31,0,0,inferred,train
24,32,0,0,inferred,train
24,33,0,0,inferred,train
24,34,0,0,inferred,train
24,35,0,0,inferred,train
24,36,0,0,inferred,train
24,37,0,0,inferred,train
24,38,0,0,inferred,train
24,39,2,0,observed,train
24,40,0,0,inferred,train
24,41,0,0,inferred,train
24,42,0,0,inferred,train
24,43,2,0,observed,train
24,44,2,0,observed,train
24,45,0,0,inferred,train
24,46,2,0,observed,train
24,47,2,0,observed,train
24,48,0,0,inferred,train
24,49,0,0,inferred,train
24,50,0,0,inferred,train
25,26,2,0,inferred,train
25,27,0,0,inferred,train
25,28,2,0,inferred,train
25,29,0,0,inferred,train
25,30,0,0,inferred,train
25,31,2,0,observed,train
25,32,2,0,inferred,train
25,33,0,0,inferred,train
25,34,2,0,inferred,train
25,35,0,0,inferred,train
25,36,0,0,inferred,train
25,37,2,0,inferred,train
25,38,2,0,inferred,train
25,39,0,0,inferred,train
25,40,2,0,inferred,train
25,41,2,0,observed,train
25,42,2,0,observed,train
25,43,0,0,inferred,train
25,44,0,0,inferred,train
25,45,2,0,inferred,train
25,46,0,0,inferred,train
25,47,0,0,inferred,train
25,48,0,0,inferred,train
25,49,0,0,inferred,train
25,50,2,0,inferred,train
26,27,0,0,inferred,train
26,28,2,0,inferred,train
26,29,0,0,inferred,train
26,30,0,0,inferred,train
26,31,2,0,observed,train
26,32,0,0,inferred,train
26,33,0,0,inferred,train
26,34,2,0,inferred,train
26,35,2,0,inferred,train
26,36,0,0,inferred,train
26,37,2,0,inferred,train
26,38,2,0,inferred,train
26,39,0,0,inferred,train
26,40,2,0,inferred,train
26,41,0,0,inferred,train
26,42,0,0,inferred,train
26,43,0,0,inferred,train
26,44,0,0,inferred,train
26,45,2,0,inferred,train
26,46,0,0,inferred,train
26,47,0,0,inferred,train
26,48,2,0,observed,train
26,49,0,0,inferred,train
26,50,2,0,observed,train
27,28,0,0,inferred,train
27,29,0,0,inferred,train
27,30,0,0,inferred,train
27,31,0,0,inferred,train
27,32,0,0,inferred,train
27,33,0,0,inferred,train
27,34,0,0,inferred,train
27,35,0,0,inferred,train
27,36,2,0,observed,train
27,37,0,0,inferred,train
27,38,0,0,inferred,train
27,39,0,0,inferred,train
27,40,0,0,inferred,train
27,41,0,0,inferred,train
27,42,2,0,observed,train
27,43,2,0,observed,train
27,44,0,0,inferred,train
27,45,0,0,inferred,train
27,46,0,0,inferred,train
27,47,0,0,inferred,train
27,48,0,0,inferred,train
27,49,0,0,inferred,train
27,50,0,0,inferred,train
28,29,0,0,inferred,train
28,30,0,0,inferred,train
28,31,2,0,inferred,train
28,32,0,0,inferred,train
28,33,0,0,inferred,train
28,34,2,0,inferred,train
28,35,1,0,inferred,train
28,36,0,0,inferred,train
28,37,2,0,inferred,train
28,38,2,0,inferred,train
28,39,2,0,inferred,train
28,40,2,0,inferred,train
28,41,0,0,inferred,train
28,42,0,0,inferred,train
28,43,2,0,inferred,train
28,44,2,0,inferred,train
28,45,2,0,inferred,train
28,46,0,0,inferred,train
28,47,0,0,inferred,train
28,48,0,0,inferred,train
28,49,2,0,inferred,train
28,50,2,0,inferred,train
29,30,0,0,inferred,train
29,31,0,0,inferred,train
29,32,0,0,inferred,train
29,33,0,0,inferred,train
29,34,0,0,inferred,train
29,35,0,0,inferred,train
29,36,2,0,observed,train
29,37,0,0,inferred,train
29,38,0,0,inferred,train
29,39,0,0,inferred,train
29,40,0,0,inferred,train
29,41,0,0,inferred,train
29,42,0,0,inferred,train
