household_id,building_value,income,damage_level,population_scaled,age,race,latitude,longitude,agent_type,community_0,community_1,community_2,community_3,community_5,community_6,community_7,community_8,community_9,community_10,community_11,community_12,community_13,community_14,community_15,community_16,community_17,community_18,community_19
32,0.3845119743758687,0.1069762473979301,0.0,0.8571428571428571,0.8774174241166224,1.0,38.91044546549656,-76.6213957828865,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33,0.5758407311906425,0.1143028800239333,0.0,1.0,0.5685819037301448,0.0,38.83294657415083,-76.5006840762839,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,0.6551692154776256,0.2660455835390587,0.25,0.2857142857142857,0.4980421736884786,0.0,39.09114108310815,-76.86969935731496,resistant,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35,0.6956052857052846,0.1471586863687894,0.5,0.5714285714285714,0.5451383809999345,1.0,39.07331825907431,-76.75774651922988,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36,0.566379574885624,0.4654123717432285,0.0,0.1428571428571428,0.6460398557761818,1.0,38.979099178717654,-76.80335391809507,social_follower,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
37,0.5033329505077793,0.6166896638614927,0.0,0.2857142857142857,0.3383886073047232,1.0,39.077515973447106,-76.53895100253844,isolated,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,0.3785478660561134,0.749515273646381,0.25,0.8571428571428571,0.3381234544158707,0.0,39.153181749670544,-76.51963304555795,resistant,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39,0.7890672810131826,0.0475178849748815,0.0,0.4285714285714285,0.6162541620915728,0.25,38.89176710997279,-76.5168267969413,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
40,0.6663858261433058,0.6203229592211376,0.0,1.0,0.411160470068234,0.0,38.96139817401344,-76.54811153142961,early_adopter,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41,0.5628273660637954,0.3347891025406413,0.0,0.2857142857142857,0.4582188339246391,0.0,39.10000275866437,-76.60761878305942,social_follower,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,0.5506755250214911,0.4997870142850143,0.0,0.8571428571428571,0.3497173961414849,0.0,39.06970697685189,-76.5353320751813,isolated,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,0.6586626102015337,0.0108293534773877,0.75,0.5714285714285714,0.4212907386162789,0.0,38.93970683438421,-76.58589650351375,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
44,0.8337707441228472,0.4075444692304519,0.0,0.8571428571428571,0.3304692087944533,0.0,39.03888044946443,-76.65599010317031,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
45,0.1066414101979651,0.5116540649662493,0.0,0.7142857142857143,0.3730785002319817,0.0,39.04244890023375,-76.65693052945369,early_adopter,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,0.5132600357959453,0.7850261309570986,0.5,0.4285714285714285,0.8600756458436382,0.0,38.88539622526485,-76.71543462958039,early_adopter,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
47,0.5439274195732764,0.2214585108136434,0.0,0.8571428571428571,0.8044038608392335,0.25,38.933821312083886,-76.45565310400151,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
48,0.3784128994738932,0.436509777356002,0.25,0.1428571428571428,0.829509286782293,0.25,39.0660924542929,-76.45212897904334,isolated,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,0.4216390461006791,0.4971659192831884,0.75,0.7142857142857143,0.3228029392953832,0.0,38.91023101157947,-76.707064446818,resistant,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,0.6093794680143279,0.0030950055170089,0.0,0.4285714285714285,0.5855130595912568,0.25,38.85432023300223,-76.57738942146302,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
