lon,lat,BUILDING,GISACRES,BEDROOMS,HEATEDAREA,household_id
-81.95599294302346,26.507214913174632,466949.0,0.316,3.0,,12071001912h201
-81.95599762391254,26.507489829502987,438331.0,0.316,4.0,2723.0,12071001912h39
-81.95600136399158,26.50776624832121,530819.0,0.316,3.0,3055.0,12071001912h327
-81.95600772718322,26.50804187321021,491891.0,0.316,4.0,3244.0,12071001912h427
-81.9560796839065,26.508376141780097,429525.0,0.64,4.0,2686.0,12071001912h115
-81.95664205299151,26.507898994484865,556546.0,0.558,3.0,3041.0,12071001912h1004
-81.95654901984015,26.50753617845733,632233.0,0.351,4.0,3569.0,12071001912h19
-81.95693971279435,26.50759869056884,498221.0,0.424,5.0,4436.0,12071001912h1130
-81.95755905772218,26.507212147068103,10.0,0.339,5.0,,12071001912h779
-81.95730401313816,26.50674774041345,463533.0,0.316,3.0,,12071001912h38
-81.95707223457659,26.5069366962325,546736.0,0.327,4.0,3110.0,12071001912h433
-81.95680451663144,26.507079665119992,437192.0,0.313,4.0,2716.0,12071001912h506
-81.95649081744699,26.50708277363028,451323.0,0.351,4.0,2577.0,12071001912h228
-81.95718005093839,26.506263650444566,0.0,1.75342,,,12071001922h1289
-81.95810865566303,26.506001136341297,0.0,0.21315,,,12071001912h544
-81.95842299656914,26.50654785746616,0.0,0.14529,,,12071001912h1127
-81.95887292173948,26.50624791480735,0.0,0.38806,,,12071001912h698
-81.95746109510277,26.50641316241296,0.0,3.36912,,,12071001912h80
-81.95685605079979,26.50575466104486,1056758.0,0.334,4.0,4961.0,12071001912h1057
-81.9571690188109,26.50571123869582,497442.0,0.315,4.0,3104.0,12071001912h192
-81.95747512885717,26.50571148754304,436092.0,0.316,4.0,,12071001912h198
-81.95778085143945,26.505706123954035,446060.0,0.316,4.0,2757.0,12071001912h640
-81.95809670608072,26.50570220133574,781406.0,0.336,3.0,3665.0,12071001912h973
-81.95860495808665,26.505974158017832,339077.0,0.381,3.0,3093.0,12071001922h1251
-81.9585955411567,26.505651954961703,541732.0,0.342,3.0,3121.0,12071001912h42
-81.95895682654563,26.505838525400605,491710.0,0.423,4.0,3102.0,12071001912h17
-81.95934219852788,26.50587803847513,10.0,0.602,3.0,,12071001922h1120
-81.9595636766971,26.505519732527468,334812.0,0.489,4.0,3093.0,12071001912h962
-81.95936740271851,26.505182947671297,10.0,0.555,3.0,,12071001912h526
-81.95895264646444,26.50519279833079,421392.0,0.313,4.0,2665.0,12071001912h247
-81.95864736725926,26.50520096592287,632922.0,0.316,5.0,3793.0,12071001912h946
-81.9583416853991,26.50520776822525,522171.0,0.316,4.0,3115.0,12071001912h1077
-81.95803596388896,26.50521312998452,372065.0,0.316,4.0,3179.0,12071001912h697
-81.95773024241221,26.505218490859964,10.0,0.316,5.0,3407.0,12071001912h778
-81.95742452066514,26.505223851092843,539782.0,0.316,4.0,,12071001912h1139
-81.95711322652102,26.5052228552646,608158.0,0.328,5.0,3793.0,12071001912h656
-81.9567797446365,26.50523567661667,518502.0,0.392,5.0,3134.0,12071001912h128
-81.95640497981694,26.50528423733632,427549.0,0.587,4.0,3641.0,12071001912h811
-81.95753651762858,26.506569000455567,390529.0,0.316,4.0,2544.0,12071001912h886
-81.95779153300379,26.50703342437612,494095.0,0.339,5.0,4489.0,12071001912h563
-81.96832489123315,26.51800232883556,0.0,0.10941,,,12071001923h1085
-81.95802400657871,26.506854701427404,464953.0,0.339,3.0,2879.0,12071001912h1136
-81.9582564782537,26.506675977106536,438933.0,0.339,4.0,,12071001912h210
-81.95800657500726,26.506203910954635,503518.0,0.342,5.0,4025.0,12071001912h239
-81.95776902013513,26.5063903077848,523677.0,0.316,4.0,,12071001912h680
-81.97328530119071,26.51552971861929,0.0,1.356,,,12071001923h166
-81.9688568879517,26.517741174722115,0.0,0.05145,,,12071001923h943
-81.97252034424702,26.507863690028472,313143.0,2.504,5.0,2611.0,12071001923h618
-81.97249825363983,26.506823292684736,0.0,2.646,,,12071001923h1232
-81.96875101086563,26.51054182273402,0.0,0.12365,,,12071001923h118
-81.96832094168549,26.511433585450423,0.0,1.03733,0.0,,12071001922h175
-81.97000925730342,26.509305815987155,25515.0,0.268,3.0,,12071001923h1009
-81.96986758023704,26.509234500069024,123492.0,0.172,3.0,,12071001923h675
-81.96970536973176,26.509239257775164,173564.0,0.175,3.0,,12071001923h951
-81.9695472438913,26.50924997482328,156059.0,0.167,3.0,2073.0,12071001923h1230
-81.9693947769135,26.509251527053515,191444.0,0.167,3.0,2077.0,12071001923h315
-81.9692275841908,26.5092382717078,150091.0,0.19,3.0,2046.0,12071001923h930
-81.96899989950504,26.509279848545997,154996.0,0.297,3.0,2006.0,12071001923h333
-81.96881514746812,26.50947887245544,83316.0,0.298,3.0,2008.0,12071001923h1061
-81.9688210522221,26.50967833144363,156731.0,0.164,3.0,2006.0,12071001923h247
-81.96882816607106,26.50981586927561,147712.0,0.168,3.0,2051.0,12071001923h942
-81.96882918585042,26.50995304611776,241333.0,0.167,2.0,2113.0,12071001923h868
-81.96882054059401,26.51008906382804,270675.0,0.159,3.0,2067.0,12071001923h462
-81.96882656692266,26.510221078223644,147599.0,0.161,3.0,1575.0,12071001923h864
-81.96890621303612,26.510338031735404,50948.0,0.267,3.0,2006.0,12071001923h1068
-81.96848888173851,26.508825243560963,52278.0,0.319,3.0,2051.0,12071001922h338
-81.96871942852805,26.508822598924336,139202.0,0.178,3.0,2006.0,12071001922h1199
-81.96886961779568,26.50879423494555,209205.0,0.186,3.0,2041.0,12071001922h1328
-81.96902163348794,26.508758381041552,219237.0,0.175,3.0,,12071001923h43
-81.96917450738597,26.508747184727,263626.0,0.167,3.0,2003.0,12071001922h743
-81.96932792249693,26.508747587752808,230403.0,0.163,3.0,2040.0,12071001922h398
-81.96948111937436,26.508741604570705,217268.0,0.166,3.0,2072.0,12071001923h126
-81.96963355329002,26.508736845537,239877.0,0.168,3.0,2110.0,12071001923h768
-81.96979308475872,26.508738205182464,224447.0,0.179,3.0,2031.0,12071001923h684
-81.9699604184575,26.50873580427709,233195.0,0.179,3.0,2072.0,12071001923h1173
-81.97011983656789,26.50872914368093,241111.0,0.167,3.0,2049.0,12071001923h586
-81.97027338986345,26.508732968874355,224490.0,0.17,3.0,,12071001923h1076
-81.97046712280668,26.5087846848194,124435.0,0.285,3.0,1575.0,12071001923h3
-81.97064190276063,26.508664905157165,247346.0,0.2,3.0,,12071001923h1096
-81.97076865181845,26.5085557385232,267106.0,0.162,3.0,2079.0,12071001923h778
-81.96832694663594,26.51077477402812,104544.0,0.239,3.0,,12071001922h93
-81.9682958107276,26.51061929624468,135571.0,0.162,3.0,2019.0,12071001923h339
-81.9682845151981,26.510480540600263,201350.0,0.155,3.0,2072.0,12071001923h740
-81.96828097655477,26.51034468609395,134390.0,0.151,3.0,2049.0,12071001923h300
-81.96828255395627,26.510207128373683,191618.0,0.159,3.0,2072.0,12071001923h61
-81.96827906479794,26.510067889299272,190028.0,0.155,3.0,1982.0,12071001923h972
-81.9682772513433,26.50993034020188,180207.0,0.155,3.0,,12071001922h637
-81.96827543814686,26.50979279067838,196784.0,0.155,3.0,2058.0,12071001923h725
-81.96827368744528,26.509655222667853,121954.0,0.155,3.0,2046.0,12071001922h309
-81.96827700929113,26.50951703704854,192125.0,0.159,3.0,,12071001922h920
-81.96828881633589,26.509379497531285,169253.0,0.169,3.0,2006.0,12071001922h382
-81.96827715296921,26.509243691414703,110814.0,0.162,3.0,1754.0,12071001922h1357
-81.9682475551808,26.509013505641253,135639.0,0.358,3.0,2018.0,12071001922h1112
-81.97144350789031,26.50864160837004,188285.0,0.154,3.0,2041.0,12071001923h553
-81.971342251297,26.50874567095031,264517.0,0.148,3.0,2660.0,12071001923h491
-81.97123356151674,26.50884328061769,334752.0,0.15,4.0,2949.0,12071001923h364
-81.97111822398163,26.50893477621629,183071.0,0.159,3.0,2000.0,12071001923h701
-81.97100394408015,26.50902616753876,181438.0,0.168,3.0,2009.0,12071001923h111
-81.97089463153155,26.509121924557764,219144.0,0.171,3.0,2059.0,12071001923h607
-81.97078815749742,26.50922056506992,180309.0,0.172,3.0,,12071001923h361
-81.97068183524807,26.50931941877262,175626.0,0.172,3.0,2049.0,12071001923h351
-81.97057551034762,26.50941827148312,170305.0,0.172,3.0,1998.0,12071001923h599
-81.97046918607803,26.50951712520842,191831.0,0.172,3.0,2004.0,12071001923h719
-81.97036286141206,26.509615977184232,170070.0,0.172,3.0,1982.0,12071001923h432
-81.97025653805582,26.50971483049338,172964.0,0.172,3.0,2011.0,12071001923h329
-81.97015021387395,26.509813683811004,97342.0,0.172,3.0,1744.0,12071001923h877
-81.97003119374624,26.50990024066359,126355.0,0.157,3.0,,12071001923h790
-81.96992157181533,26.50999744774096,137383.0,0.155,3.0,2072.0,12071001923h60
-81.96981508519828,26.510096159937515,197991.0,0.155,3.0,1982.0,12071001923h496
-81.96969254288801,26.510204158335007,114171.0,0.19,3.0,2032.0,12071001923h810
-81.96939475098073,26.51051050235833,137430.0,0.212,3.0,,12071001923h30
-81.96927834676066,26.5106242727864,171036.0,0.172,3.0,2045.0,12071001923h531
-81.96917201978425,26.51072312512421,157502.0,0.172,3.0,,12071001923h704
-81.9690656933099,26.51082197705157,119435.0,0.172,3.0,2075.0,12071001923h804
-81.96895936634111,26.51092082862488,172647.0,0.172,3.0,2021.0,12071001923h737
-81.96883095787653,26.51103908727905,111160.0,0.241,3.0,2356.0,12071001923h645
-81.96868722659771,26.51117902427999,458175.0,0.236,4.0,3894.0,12071001923h148
-81.96934898500115,26.509721628347982,0.0,0.95815,,,12071001923h698
-81.96976469941012,26.507877241638628,0.0,7.61095,,,12071001923h961
-81.9708397961532,26.50744869100092,164442.0,0.266,3.0,,12071001923h578
-81.97058612720915,26.507444795331587,258309.0,0.272,4.0,2545.0,12071001923h210
-81.9703389735159,26.50744928602819,145666.0,0.263,3.0,,12071001923h32
-81.9700940540676,26.50746368551445,173881.0,0.254,3.0,2273.0,12071001923h909
-81.9697895528167,26.507325733086965,140020.0,0.233,3.0,2002.0,12071001922h430
-81.96975425638873,26.50711707539113,144448.0,0.265,3.0,,12071001923h402
-81.96962231535468,26.50690877097604,189277.0,0.285,3.0,,12071001923h814
-81.96940078175345,26.50674674109172,121805.0,0.306,3.0,2354.0,12071001923h896
-81.9691462922195,26.50667839857847,134213.0,0.248,3.0,,12071001923h1150
-81.96881438776228,26.506529846788343,96826.0,0.248,3.0,,12071001923h494
-81.96878581121673,26.506332618575087,56354.0,0.243,3.0,2377.0,12071001923h685
-81.96878693377266,26.50612630698522,186443.0,0.249,4.0,2175.0,12071001923h699
-81.96877996174634,26.505926570965983,365470.0,0.228,4.0,2966.0,12071001923h438
-81.96877692945897,26.50573779024313,171887.0,0.227,4.0,2193.0,12071001923h332
-81.96906988599059,26.505578757841047,402975.0,0.224,4.0,2930.0,12071001923h1209
-81.96928272628776,26.50557747421298,10.0,0.227,3.0,,12071001922h459
-81.9694964459071,26.50557873056733,171745.0,0.232,4.0,2211.0,12071001922h48
-81.96970984514365,26.50557192262253,279865.0,0.228,3.0,2650.0,12071001922h52
-81.9699275766095,26.50556465450908,274956.0,0.234,4.0,,12071001923h68
-81.97022326169792,26.505719349601183,424654.0,0.232,5.0,3834.0,12071001923h427
-81.97023170119822,26.505937960573483,156055.0,0.287,4.0,,12071001923h471
-81.97035033913166,26.50617246943261,99639.0,0.305,3.0,1995.0,12071001923h97
-81.97056430446901,26.50635550404226,122634.0,0.306,3.0,2329.0,12071001923h801
-81.97082556716178,26.50644235343944,128131.0,0.274,3.0,2029.0,12071001923h299
-81.97116515477956,26.50639009588768,53644.0,0.298,3.0,2210.0,12071001923h602
-81.97114017434866,26.506625651736364,246760.0,0.237,3.0,2662.0,12071001923h1207
-81.97114686431715,26.506827133278072,267119.0,0.255,4.0,,12071001923h417
-81.97115235784986,26.507045994229863,178101.0,0.272,5.0,2723.0,12071001923h226
-81.97114657877418,26.50725453499286,289005.0,0.234,4.0,2723.0,12071001923h1180
-81.97125128897979,26.50796721532951,150092.0,0.29,3.0,,12071001923h1095
-81.9710293636044,26.50794244027998,199186.0,0.214,3.0,2005.0,12071001923h119
-81.97082269398108,26.507950439792648,267877.0,0.236,4.0,3067.0,12071001923h758
-81.97060972233763,26.50795287166637,143990.0,0.235,3.0,2010.0,12071001923h910
-81.97040236054339,26.50795424554859,175747.0,0.216,3.0,1999.0,12071001923h720
-81.97019642563463,26.507962185313552,230881.0,0.238,3.0,2291.0,12071001923h549
-81.96998276763186,26.507961465011068,114925.0,0.232,3.0,,12071001923h497
-81.96977549827515,26.507967098794477,173365.0,0.218,3.0,2052.0,12071001923h1014
-81.96957771027355,26.50797194329493,180906.0,0.22,3.0,2072.0,12071001922h432
-81.96937853652749,26.507970853635182,313317.0,0.215,3.0,,12071001922h429
-81.9691717853323,26.50797856320892,159655.0,0.237,4.0,2187.0,12071001923h813
-81.96895875401536,26.50798044791347,175871.0,0.234,3.0,2287.0,12071001923h641
-81.96869826584445,26.50800502663634,174794.0,0.325,4.0,2133.0,12071001923h264
-81.96831859959434,26.508038704457167,179806.0,0.58,3.0,2285.0,12071001922h118
-81.97094269000844,26.508451783642084,71907.0,0.271,3.0,2068.0,12071001923h359
-81.97114901027051,26.505486624650064,91333.0,0.252,4.0,2150.0,12071001923h489
-81.97116312605866,26.505700280376715,333747.0,0.209,4.0,2981.0,12071001923h127
-81.97120159596693,26.50596635167511,38353.0,0.298,3.0,2002.0,12071001923h638
-81.97076308829199,26.50548728267338,80466.0,0.266,3.0,1974.0,12071001923h447
-81.97076418887109,26.505706086965738,264231.0,0.21,4.0,2730.0,12071001923h889
-81.97083956262938,26.50595099378485,122600.0,0.359,3.0,,12071001923h285
-81.96922941816919,26.507208713283003,80735.0,0.319,3.0,2645.0,12071001923h1073
-81.96896075097179,26.50715376438335,152550.0,0.198,3.0,2311.0,12071001923h631
-81.96872636759343,26.50716317052608,95342.0,0.236,3.0,2079.0,12071001923h313
-81.96873021295235,26.507490553102016,101622.0,0.242,3.0,1974.0,12071001923h18
-81.9689679687772,26.507496466961555,151409.0,0.202,3.0,1982.0,12071001923h678
-81.96925943269912,26.507518695689164,134856.0,0.29,4.0,2752.0,12071001923h206
-81.96977096875533,26.50754192090082,246577.0,0.241,4.0,3410.0,12071001922h601
-81.96881568877104,26.506749156781687,157565.0,0.27,4.0,2212.0,12071001923h196
-81.96876972770268,26.505520448791607,97232.0,0.255,4.0,2163.0,12071001923h1105
-81.97023875667095,26.50549438339897,193221.0,0.265,4.0,2534.0,12071001923h1040
-81.97116978305536,26.507491303821237,47780.0,0.3,4.0,2181.0,12071001923h1042
-81.96823443495222,26.507750582603705,162936.0,0.358,3.0,,12071001922h1025
-81.96823937028712,26.507469078498268,148635.0,0.294,4.0,,12071001923h1093
-81.96825380651217,26.50711392230967,63383.0,0.264,3.0,2006.0,12071001923h129
-81.96826023356522,26.506917082946437,204182.0,0.23,3.0,2732.0,12071001923h149
-81.96825429766423,26.50673948932564,122373.0,0.227,3.0,,12071001922h482
-81.96823833264067,26.506560501332896,124246.0,0.214,4.0,2210.0,12071001923h911
-81.96823172883155,26.506374262557102,92985.0,0.227,3.0,2042.0,12071001923h892
-81.9682286418073,26.50618186419008,110657.0,0.227,3.0,,12071001922h1078
-81.96822554304293,26.505996181239336,112537.0,0.211,3.0,2074.0,12071001923h1148
-81.96822255924724,26.505817374448352,134181.0,0.211,3.0,2011.0,12071001922h1315
-81.96821951555009,26.505631666872617,145590.0,0.227,3.0,2664.0,12071001922h42
-81.96818923774258,26.505387561143568,503599.0,0.339,4.0,4409.0,12071001922h381
-81.9682421479114,26.505116159085475,12501.0,0.383,4.0,2731.0,12071001922h741
-81.96851353957965,26.50511945502964,114394.0,0.223,4.0,2339.0,12071001923h1178
-81.96872281976383,26.50510485259079,219872.0,0.21,4.0,2525.0,12071001923h916
-81.96893768739517,26.50509980311432,202579.0,0.208,3.0,2641.0,12071001923h1048
-81.96915170682864,26.50509679385205,230324.0,0.208,4.0,2754.0,12071001923h307
-81.96937719220308,26.50509362193699,120736.0,0.23,3.0,,12071001923h1007
-81.96961414384762,26.50509028848438,196680.0,0.23,4.0,2558.0,12071001923h871
-81.96983962957958,26.50508711640512,219630.0,0.208,3.0,2568.0,12071001923h777
-81.97005364936963,26.50508410570281,138632.0,0.208,3.0,2214.0,12071001923h551
-81.97026766962685,26.505081093816514,73989.0,0.208,4.0,2319.0,12071001923h1119
-81.9704816906673,26.505078082534634,136697.0,0.208,3.0,2249.0,12071001923h632
-81.97069571090113,26.50507507075627,165961.0,0.208,3.0,2641.0,12071001923h470
-81.97090972980912,26.50507205773913,247892.0,0.208,4.0,,12071001923h580
-81.97112389945838,26.50506932855159,202943.0,0.208,3.0,,12071001923h385
-81.97139163308977,26.50504952485301,126059.0,0.313,3.0,,12071001923h827
-81.9716875529807,26.505107982969143,198461.0,0.391,4.0,2982.0,12071001923h867
-81.97167676883512,26.505360529107097,198348.0,0.227,5.0,3062.0,12071001923h1101
