lon,lat,timestep,repair,sales,household_id
-81.9757956841169,26.505221613977625,2023-09,0,0,12071001923h734
-81.9757956841169,26.505221613977625,2023-09,0,0,12071001923h565
-81.9757956841169,26.505221613977625,2023-09,0,0,12071001923h670
-81.97579539726597,26.51372454044547,2022-07,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2022-08,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2022-09,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2022-10,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2022-11,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2022-12,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-01,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-02,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-03,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-04,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-05,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-06,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-07,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-08,0,0,12071001923h836
-81.97579539726597,26.51372454044547,2023-09,0,0,12071001923h836
-81.97579084607369,26.50657041451141,2022-07,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2022-07,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2022-07,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2022-07,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2022-08,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2022-08,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2022-08,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2022-08,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2022-09,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2022-09,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2022-09,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2022-09,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2022-10,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2022-10,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2022-10,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2022-10,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2022-11,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2022-11,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2022-11,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2022-11,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2022-12,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2022-12,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2022-12,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2022-12,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-01,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-01,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-01,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-01,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-02,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-02,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-02,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-02,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-03,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-03,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-03,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-03,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-04,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-04,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-04,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-04,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-05,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-05,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-05,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-05,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-06,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-06,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-06,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-06,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-07,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-07,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-07,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-07,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-08,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-08,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-08,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-08,0,0,12071001923h26
-81.97579084607369,26.50657041451141,2023-09,0,0,12071001923h175
-81.97579084607369,26.50657041451141,2023-09,0,0,12071001923h1080
-81.97579084607369,26.50657041451141,2023-09,0,0,12071001923h159
-81.97579084607369,26.50657041451141,2023-09,0,0,12071001923h26
-81.97578680024961,26.5070703856158,2022-07,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2022-07,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2022-08,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2022-08,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2022-09,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2022-09,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2022-10,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2022-10,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2022-11,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2022-11,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2022-12,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2022-12,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-01,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-01,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-02,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-02,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-03,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-03,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-04,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-04,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-05,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-05,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-06,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-06,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-07,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-07,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-08,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-08,0,0,12071001923h369
-81.97578680024961,26.5070703856158,2023-09,0,0,12071001923h513
-81.97578680024961,26.5070703856158,2023-09,0,0,12071001923h369
-81.975782669931,26.51341553100844,2022-07,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2022-08,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2022-09,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2022-10,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2022-11,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2022-12,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-01,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-02,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-03,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-04,1,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-05,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-06,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-07,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-08,0,0,12071001923h1227
-81.975782669931,26.51341553100844,2023-09,0,0,12071001923h1227
-81.97577205165639,26.506070843026144,2022-07,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2022-07,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2022-07,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2022-07,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2022-08,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2022-08,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2022-08,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2022-08,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2022-09,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2022-09,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2022-09,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2022-09,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2022-10,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2022-10,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2022-10,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2022-10,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2022-11,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2022-11,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2022-11,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2022-11,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2022-12,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2022-12,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2022-12,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2022-12,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-01,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-01,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-01,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-01,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-02,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-02,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-02,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-02,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-03,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-03,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-03,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-03,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-04,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-04,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-04,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-04,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-05,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-05,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-05,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-05,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-06,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-06,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-06,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-06,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-07,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-07,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-07,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-07,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-08,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-08,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-08,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-08,0,0,12071001923h404
-81.97577205165639,26.506070843026144,2023-09,0,0,12071001923h707
-81.97577205165639,26.506070843026144,2023-09,0,0,12071001923h622
-81.97577205165639,26.506070843026144,2023-09,0,0,12071001923h821
-81.97577205165639,26.506070843026144,2023-09,0,0,12071001923h404
-81.97576706102939,26.51316039813551,2022-07,1,0,12071001923h1130
-81.97576706102939,26.51316039813551,2022-08,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2022-09,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2022-10,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2022-11,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2022-12,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-01,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-02,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-03,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-04,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-05,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-06,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-07,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-08,0,0,12071001923h1130
-81.97576706102939,26.51316039813551,2023-09,0,0,12071001923h1130
-81.97576581206184,26.512890403519137,2022-07,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2022-08,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2022-09,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2022-10,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2022-11,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2022-12,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-01,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-02,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-03,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-04,1,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-05,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-06,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-07,1,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-08,0,0,12071001923h106
-81.97576581206184,26.512890403519137,2023-09,0,0,12071001923h106
-81.97575897562574,26.509112159000416,2022-07,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2022-08,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2022-09,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2022-10,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2022-11,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2022-12,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-01,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-02,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-03,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-04,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-05,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-06,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-07,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-08,0,0,12071001923h290
-81.97575897562574,26.509112159000416,2023-09,0,0,12071001923h290
-81.97575705055999,26.50756894606004,2022-07,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2022-07,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2022-07,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2022-07,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2022-08,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2022-08,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2022-08,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2022-08,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2022-09,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2022-09,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2022-09,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2022-09,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2022-10,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2022-10,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2022-10,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2022-10,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2022-11,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2022-11,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2022-11,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2022-11,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2022-12,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2022-12,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2022-12,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2022-12,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-01,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-01,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-01,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-01,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-02,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-02,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-02,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-02,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-03,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-03,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-03,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-03,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-04,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-04,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-04,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-04,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-05,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-05,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-05,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-05,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-06,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-06,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-06,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-06,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-07,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-07,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-07,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-07,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-08,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-08,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-08,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-08,0,0,12071001923h1004
-81.97575705055999,26.50756894606004,2023-09,0,0,12071001923h324
-81.97575705055999,26.50756894606004,2023-09,0,0,12071001923h187
-81.97575705055999,26.50756894606004,2023-09,0,0,12071001923h1033
-81.97575705055999,26.50756894606004,2023-09,0,0,12071001923h1004
-81.97574875567271,26.512596356488704,2022-07,1,0,12071001923h603
-81.97574875567271,26.512596356488704,2022-08,1,0,12071001923h603
-81.97574875567271,26.512596356488704,2022-09,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2022-10,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2022-11,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2022-12,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-01,1,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-02,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-03,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-04,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-05,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-06,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-07,1,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-08,0,0,12071001923h603
-81.97574875567271,26.512596356488704,2023-09,0,0,12071001923h603
-81.9757482538262,26.512341740282373,2022-07,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2022-08,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2022-09,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2022-10,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2022-11,1,0,12071001923h554
-81.9757482538262,26.512341740282373,2022-12,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-01,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-02,1,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-03,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-04,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-05,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-06,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-07,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-08,0,0,12071001923h554
-81.9757482538262,26.512341740282373,2023-09,0,0,12071001923h554
-81.97574198779714,26.51211731032022,2022-07,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2022-08,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2022-09,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2022-10,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2022-11,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2022-12,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-01,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-02,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-03,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-04,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-05,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-06,1,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-07,0,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-08,1,0,12071001923h276
-81.97574198779714,26.51211731032022,2023-09,0,0,12071001923h276
-81.97573432224473,26.511892596974644,2022-07,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2022-08,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2022-09,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2022-10,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2022-11,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2022-12,1,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-01,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-02,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-03,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-04,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-05,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-06,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-07,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-08,0,0,12071001923h216
-81.97573432224473,26.511892596974644,2023-09,0,0,12071001923h216
-81.97572680312086,26.50869152162578,2022-07,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2022-08,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2022-09,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2022-10,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2022-11,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2022-12,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-01,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-02,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-03,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-04,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-05,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-06,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-07,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-08,0,0,12071001923h1140
-81.97572680312086,26.50869152162578,2023-09,0,0,12071001923h1140
-81.97572125709569,26.51054632511884,2022-07,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2022-08,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2022-09,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2022-10,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2022-11,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2022-12,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-01,1,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-02,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-03,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-04,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-05,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-06,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-07,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-08,0,0,12071001923h743
-81.97572125709569,26.51054632511884,2023-09,0,0,12071001923h743
