lon,lat,first_sale_in_period
-81.87783803283554,26.569390963474895,0
-81.8778387055987,26.56925340702436,0
-81.97227953933714,26.51353130993817,0
-81.97379974936504,26.51424993754288,0
-81.97226003108665,26.51232124445063,0
-81.97345507208793,26.51346558924874,0
-81.97292146662355,26.513170400191683,0
-81.97244035084655,26.51291147971318,0
-81.97244305969842,26.513049017816098,0
-81.97244576683191,26.51318655701541,0
-81.97244847348368,26.51332409571891,0
-81.97245117524427,26.51346163503861,0
-81.97245401111846,26.51360605082831,0
-81.97245698680514,26.513757342930187,0
-81.9724598280548,26.513901758504225,0
-81.97246253475124,26.51403929724626,0
-81.9724650129216,26.51417677966701,0
-81.97245067220727,26.514312398970727,0
-81.9724230492738,26.51446698517733,0
-81.97249218654139,26.51463545018244,0
-81.97300027790678,26.5146153121473,0
-81.97313737916775,26.51443994284526,0
-81.97316625425962,26.51428951564549,0
-81.9731289721776,26.514154894723692,0
-81.97303617816888,26.5140098241144,0
-81.9730326027183,26.51386932921196,0
-81.97302979408907,26.513723536282143,0
-81.97301837698024,26.513568130660087,0
-81.97287724421714,26.51284805759509,0
-81.97304692434545,26.512833492561636,0
-81.97321507198147,26.51282999158586,0
-81.97337557704427,26.51282664946469,0
-81.97353049291416,26.512841863866257,0
-81.97368382942057,26.512977536990277,0
-81.97384959166386,26.513016230128677,0
-81.97403358192797,26.51295783686229,0
-81.97402812648333,26.512349414462665,0
-81.97385512421154,26.512292705605315,0
-81.97370152823655,26.512292948201413,0
-81.97354866690056,26.512296099404672,0
-81.9733958057385,26.512299249743187,0
-81.97323530137517,26.512302558271028,0
-81.9730671537999,26.512306023479695,0
-81.97290664939153,26.512309331519393,0
-81.97275378822148,26.51231248139087,0
-81.97260092683473,26.512315631578627,0
-81.97244064265686,26.512318009018223,0
-81.97671675139699,26.56249101752862,0
-81.9965155904234,26.56401684997019,0
-81.99619169496033,26.563926684570305,0
-81.9755734426711,26.542082091200484,0
-81.97557347763366,26.54191702150204,0
-82.0345737504816,26.575179530969027,0
-81.94135533305457,26.505437972296708,0
-81.94846158219205,26.55005788878365,0
-82.03485184727957,26.592186946614337,0
-82.0350966538893,26.59218658641538,0
-81.97666343105439,26.53979492607568,0
-81.97650709190633,26.540015038923045,0
-81.95449836373503,26.551236774736175,0
-81.94843807979767,26.550437100831612,0
-81.97097011066606,26.516234709879317,0
-81.95720861875289,26.52319992526092,0
-81.95631584207854,26.521839618358552,0
-81.93443348816722,26.56676745928507,0
-81.9345750566834,26.566587930262823,0
-81.95462728653573,26.54539730279591,0
-81.92956621062932,26.52765880929874,0
-81.92956977483615,26.527931773312048,0
-81.94335567926433,26.579985973353764,0
-81.99834836224535,26.582352863605745,0
-82.01157618639675,26.56611013740654,0
-81.89131872917699,26.55627725636311,0
-81.96738018278036,26.513878502703456,0
-81.96775661091364,26.513592199368897,0
-81.96773627871701,26.513370155403777,0
-81.96780384031096,26.51315368979659,0
-82.00909610417963,26.543498868460805,0
-81.98851778425058,26.564485493506037,0
-81.98876249874779,26.564483710043,0
-81.94481732280467,26.51673449991877,0
-82.03147922230539,26.596480462294775,0
-82.03122297989786,26.596367872875543,0
-82.01938765981414,26.546396253561927,0
-81.96049079020263,26.56099309361741,0
-82.03554747596294,26.560809666000235,0
-81.97081982697254,26.59488967886625,0
-81.9447113553338,26.50199714409696,0
-81.95497394158123,26.563238549941037,0
-81.97573026934805,26.544985823800037,0
-81.94146075547889,26.577712755881493,0
-82.03161595914682,26.58753493195011,0
-81.97992042750641,26.60223078779615,0
-82.01977509429831,26.546259182957705,0
-81.89593466185687,26.59219892196636,0
-81.89603541423244,26.591934107855263,0
-81.94302439992238,26.582055128488445,0
-81.89353009303163,26.521224776732208,0
-81.98697756760669,26.603704702234115,0
-81.98661032060622,26.60370604610885,0
-81.95512287225448,26.558385036604104,0
-81.95512278600107,26.55855010888961,0
-81.88626002324217,26.594658454833823,0
-81.88720076336072,26.59475835816553,0
-81.88634820900221,26.594465437255728,0
-81.88719711336357,26.59445712681715,0
-81.88713331008863,26.595546821863085,0
-81.88603738223803,26.594358083743124,0
-81.88610767716058,26.594357396026897,0
-81.8861715926474,26.594356770645746,0
-81.88623550763164,26.594356145235498,0
-81.88630793353879,26.594355436554572,0
-81.8860400597514,26.594579226787,0
-81.88611035452006,26.594578539079908,0
-81.88617426963368,26.59457791413341,0
-81.88623818496016,26.594577288281833,0
-81.8863106110354,26.594576579371505,0
-81.88638887022229,26.594354644152524,0
-81.88646129612793,26.5943539353979,0
-81.88652521110954,26.59435330985756,0
-81.88658912609058,26.59435268428854,0
-81.88665789191798,26.594352011326485,0
-81.88639154765758,26.594575787019465,0
-81.886463973671,26.59457507888198,0
-81.88652788902347,26.594574453123144,0
-81.88659180460071,26.594573827330905,0
-81.88666057008717,26.59457315413911,0
-81.8868875658375,26.594349762614637,0
-81.88695633115564,26.594349089510075,0
-81.88702024657678,26.59434846375354,0
-81.88708416208449,26.59434783773416,0
-81.88715658794641,26.594347128398173,0
-81.88689024030255,26.594570526779375,0
-81.8869590057526,26.594569853673946,0
-81.88702292129636,26.594569227916622,0
-81.88708683695545,26.594568602119267,0
-81.88715926289065,26.5945678927876,0
-81.88723752419111,26.594346335959763,0
-81.88730995008024,26.594345626772903,0
-81.88737386549819,26.5943450008576,0
-81.8874377810314,26.59434437490225,0
-81.88750526615758,26.594343713840008,0
-81.88724019932754,26.594567100120155,0
-81.88731262532647,26.59456639116088,0
-81.88737654092496,26.59456576523911,0
-81.88744045605009,26.594565139059743,0
-81.88750794130573,26.59456447799669,0
-81.97454064425261,26.548276241400057,0
-81.977610109749,26.537202077090953,0
-81.97753048825676,26.53764270729242,0
-81.89018802531068,26.51378561343172,0
-81.89065044111504,26.514139290839367,0
-81.93660617486731,26.59367470967373,0
-81.94904574019883,26.554946957665894,0
-82.00947230652064,26.54416840610154,0
-82.00953890571897,26.544164159909016,0
-82.00960565992008,26.544161737485016,0
-82.0095374513414,26.544164254222633,0
-82.0096756195471,26.5443607744084,0
-81.97097033190148,26.54577261201829,0
-81.97045050697365,26.545991420690083,0
-81.93712773535209,26.50988871922967,0
-81.93144401716327,26.57348179495936,0
-82.0093351212667,26.54389799339234,0
-82.00947081816227,26.543894644853815,0
-82.00962051565675,26.543889330142218,0
-82.00947643078166,26.54390134575308,0
-81.89663887804004,26.56532729611581,0
-81.96953991979647,26.548427175783,0
-81.96990585230827,26.54848965627161,0
-81.96989877153472,26.548915199400295,0
-81.99140797782341,26.581535362808893,0
-81.99122531235746,26.581756354270787,0
-81.91634212126868,26.50407770137421,0
-81.92869369416334,26.58241457615835,0
-82.00993673656336,26.544006479811895,0
-82.01000186128623,26.54402069939929,0
-82.01006703914842,26.54403273897954,0
-82.01013412506225,26.54404293272918,0
-82.01003474634892,26.54402406935347,0
-81.92051809779596,26.56149736729056,0
-81.94638361387827,26.564374337993044,0
-82.00009172984552,26.56303935939927,0
-81.99929983850349,26.563040776017512,0
-81.94829877912895,26.547095302763363,0
-81.93784922692265,26.580405669780735,0
-81.93741742811898,26.58046481666384,0
-81.96527647835825,26.55201820144831,0
-81.99077135021442,26.499206987399972,0
-81.99805947884013,26.50548211818782,0
-81.99977949033875,26.50409717470193,0
-81.98588998632498,26.55386360703092,0
-81.98590548120225,26.553563716265085,0
-81.97224834238143,26.548245893253817,0
-81.96995503509078,26.555841215331384,0
-81.97011167160953,26.556216951089592,0
-82.00986933188638,26.543816829339914,0
-82.00976735751291,26.543823643762018,0
-82.00983573655908,26.54381988640942,0
-82.00990302218794,26.543816933977485,0
-82.00997166833828,26.543814482777545,0
-82.00971207304885,26.544156210154135,0
-82.00977867223128,26.544151963849593,0
-82.00984542642024,26.544149541313313,0
-82.00978627372562,26.544140577026003,0
-81.95126884457888,26.547537891549126,0
-81.98775137792921,26.596294486535495,0
-82.01202316785557,26.57034193299132,0
-82.01202611610566,26.57056200817426,0
-81.94214152460451,26.5283321136569,2023-07-28
-81.94221497764431,26.52858368741562,2023-07-28
-81.98035858290591,26.592258935484743,0
-81.99969959797212,26.56341101507406,0
-81.99994434563082,26.56341063989171,0
-81.97627604249577,26.544489507262163,0
-82.00746082434493,26.57898555457125,0
-81.9413912968366,26.593696707934537,0
-81.94141607977292,26.592926715322264,0
-81.97553978935005,26.495355106173463,0
-81.97509620552468,26.495556566450347,0
-81.94557670572344,26.518372070466764,0
-81.94558414116108,26.5186223373636,0
-81.97135084207437,26.516769471519623,2023-01-14
-81.92771917871393,26.51688391798969,0
-81.92794814481827,26.516880404237178,0
-81.93968913963381,26.577710616865723,0
-81.97622726056825,26.56249093669196,2023-08-28
-81.97622726056825,26.56249093669196,2023-08-28
-82.02917961414605,26.59760216339545,0
-82.02960507932369,26.59742054932067,0
-82.00734332387682,26.59440072345305,0
-82.00734587794028,26.5947308521101,0
-81.88711969001574,26.603839379678988,2023-01-19
-81.9246285009775,26.545374265536463,0
-81.92433585216435,26.545491677585588,0
-81.99730349816,26.601631721052645,2023-09-25
-81.95351809468767,26.512989878188563,2023-09-22
-81.9533642872439,26.512990876948113,2023-09-22
-81.88014923780796,26.57126811444375,0
-81.88015240115871,26.571475651513257,0
-81.88015458861054,26.571647049024673,0
-82.01511995956547,26.582227342327613,2023-02-01
-82.01512454017792,26.582571130126272,2023-02-01
-81.99346897872643,26.57134248394351,0
-81.99346963239456,26.571408509390725,0
-81.99347027380836,26.571473159576136,0
-81.99347125028395,26.571571784372736,0
-81.9933575313959,26.571605296144867,0
-81.99329626669282,26.5716057869463,0
-81.99313281231889,26.571684247305825,0
-81.9931337413103,26.57172928929144,0
-81.99313467727949,26.571774675356416,0
-81.99313575865044,26.571827102943736,0
-81.99313698545154,26.571886573134073,0
-81.99313821211999,26.571946042873787,0
-81.99308410534336,26.572052593577133,0
-81.99299193562561,26.572054130512996,0
-81.99290278524377,26.571945319088844,0
-81.99290136647893,26.571876552476287,0
-81.99289994840225,26.57180778612882,0
-81.99289852985721,26.57173901886134,0
-81.9928971116346,26.57167025138755,0
-81.99289569278685,26.571601484041203,0
-81.9928942680067,26.571532387330397,0
-81.99290875990286,26.57145614593757,0
-81.99290705825062,26.571373625501774,0
-81.99290535663098,26.5712911054325,0
-81.9929036546276,26.57120858579541,0
-81.99290195282586,26.57112606534788,0
-81.9929002255723,26.571042348656473,0
-81.99288258071992,26.57096577624759,0
-81.99288116249431,26.570897008513963,0
-81.99287974399348,26.570828241489725,0
-81.99287832582485,26.57075947489285,0
-81.99287690752827,26.570690708576407,0
-81.99287548515674,26.570621748813466,0
-81.99311447092676,26.570602026665583,0
-81.99311517106756,26.570647416597787,0
-81.99311599000283,26.57070048126215,0
-81.99311692719466,26.57076122084197,0
-81.99311786458357,26.570821960356568,0
-81.99311881529304,26.570883607995977,0
-81.99331797732232,26.570960048637403,0
-81.99346396777305,26.570988165171983,0
-81.99346550373659,26.571081488487863,0
-81.9934666356129,26.571150260290512,0
-81.99312129646768,26.57118866350512,0
-81.94102988364295,26.57771992022383,0
-81.98413223956614,26.60051657808105,0
-81.98411410157604,26.60015406706652,0
-81.94748215414596,26.57853582021663,2023-04-26
-81.95238427479903,26.54614820687875,0
-81.97562336388616,26.5495288460306,0
-81.9760828136114,26.549532620810755,0
-82.02365338325318,26.58475575887424,0
-82.02364935604348,26.584977578407596,0
-82.02365784059644,26.58453481536098,0
-81.96555118819097,26.562338449875167,2023-03-01
-81.96555118819097,26.562338449875167,2023-09-26
-81.96499683507366,26.56209431681679,2023-03-01
-81.94940049770753,26.509392470021737,2023-09-18
-81.94940049770757,26.509392470021737,2023-09-12
-81.94940049770754,26.509392470021723,2023-08-31
-81.94940049770756,26.50939247002172,0
-81.94940049770753,26.50939247002171,0
-81.9494004977076,26.509392470021723,0
-81.94940049770754,26.509392470021712,0
-81.94940049770756,26.509392470021723,2023-09-11
-81.94940049770757,26.50939247002172,2023-09-18
-81.94940049770754,26.509392470021723,2023-08-30
-81.94940049770752,26.509392470021716,0
-81.94940049770757,26.509392470021726,0
-81.94940049770761,26.509392470021726,0
-81.94940049770753,26.509392470021716,2023-09-19
-81.94940049770753,26.509392470021716,2023-09-19
-81.94940049770753,26.509392470021712,0
-81.94940049770752,26.50939247002172,2023-09-18
-81.94940049770752,26.509392470021716,0
-81.94940049770753,26.509392470021737,2023-09-12
-81.94940049770757,26.509392470021737,0
-81.94940049770754,26.509392470021723,0
-81.94940049770756,26.50939247002172,0
-81.94940049770753,26.50939247002171,0
-81.9494004977076,26.509392470021723,0
-81.94940049770754,26.509392470021712,2023-09-14
-81.94940049770756,26.509392470021723,2023-09-14
-81.94940049770757,26.50939247002172,2023-09-11
-81.94940049770754,26.509392470021723,2023-09-14
-81.94940049770752,26.509392470021716,2023-09-22
-81.94940049770757,26.509392470021726,0
-81.94940049770761,26.509392470021726,0
-81.94940049770753,26.509392470021716,2023-08-31
-81.94940049770753,26.509392470021712,2023-09-13
-81.94940049770752,26.50939247002172,2023-09-22
-81.94940049770752,26.509392470021716,2023-09-07
-81.94940049770753,26.509392470021737,2023-09-11
-81.94940049770757,26.509392470021737,0
-81.94940049770754,26.509392470021723,2023-09-19
-81.94940049770756,26.50939247002172,2023-09-15
-81.94940049770753,26.50939247002171,2023-09-20
-81.94940049770752,26.509392470021716,2023-09-11
-81.94940049770753,26.509392470021737,2023-09-13
-81.94940049770757,26.509392470021737,0
-81.94940049770754,26.509392470021723,0
-81.94940049770756,26.50939247002172,2023-09-08
-81.94941447702712,26.50926539981081,0
-82.00643634608105,26.58394136107546,2023-05-23
-82.00643634608105,26.58394136107546,2023-06-16
-81.89454549602262,26.569411860802195,0
-81.98143884986963,26.550536166532513,0
-81.9814901144929,26.55017470859984,0
-81.95708762740907,26.547078185323684,2023-06-26
-81.95704386805706,26.54754302980079,2023-06-26
-81.89692914427468,26.582605984101676,2023-08-01
-81.89662229408314,26.582613822177795,0
-81.97592389797047,26.495308618780836,0
-81.88508795193498,26.5963397886987,0
-81.88494645081532,26.59520676657657,0
-81.95827711573072,26.557060768163495,0
-81.95827711573071,26.557060768163492,0
-81.9582771157307,26.557060768163485,0
-81.95827711573071,26.557060768163492,0
-81.95827711573072,26.557060768163485,0
-81.95827711573077,26.557060768163495,0
-81.95827711573071,26.55706076816349,0
-81.95827711573074,26.557060768163485,0
-81.95827711573072,26.55706076816349,0
-81.95827711573072,26.557060768163485,0
-81.95827711573072,26.55706076816349,0
-81.95827711573072,26.55706076816348,0
-81.95827711573075,26.557060768163485,0
-81.95827711573072,26.55706076816349,0
-81.9582771157307,26.557060768163492,0
-81.9582771157307,26.55706076816349,0
-81.95828301201239,26.55696634577046,0
-81.95912146824826,26.568085522833822,0
-82.00419835851665,26.59277388490148,0
-82.004443202119,26.59277259944532,0
-82.00468890052953,26.592771102976947,0
-82.00499494470603,26.592769728048808,0
-81.89719914564624,26.582609488562415,0
-81.8918814814409,26.602205239895873,0
-81.89156564464473,26.602211687269214,0
-82.03039153808861,26.551332427028004,0
-82.01010723525559,26.544166877280723,2023-09-21
-82.01008794783921,26.54423272672171,0
-82.01007308191136,26.54429148886012,2023-09-21
-82.01009367110488,26.544227827214986,0
-82.010020246589,26.544393543693943,2023-09-19
-82.00998166519945,26.544442560805884,2023-09-21
-82.00994227893804,26.54449169673046,2023-09-21
-82.00989762672414,26.544550580439637,2023-09-22
-82.00996556708557,26.54448064541386,0
-81.95849616631078,26.56776183126108,0
-82.01078716851839,26.584043149071658,0
-82.01104722160872,26.584043159203695,0
-81.94634266224197,26.577092695945566,0
-81.97506477416654,26.59904857921098,2023-02-28
-81.97506477416654,26.59904857921098,2023-06-08
-81.89031317741396,26.603820328178813,0
-81.89065732393063,26.60381156644846,0
-81.95939965700022,26.55859230774323,0
-81.95954225242708,26.55865631407405,0
-81.97276857449314,26.547564190468325,0
-81.99214940507329,26.55996637352333,2023-08-17
-81.9921469171439,26.559746293876927,2023-07-06
-81.90851965390726,26.560585301169624,0
-81.96454641846707,26.561599741956403,0
-82.0091472259629,26.56137770693005,2023-04-20
-82.00901561901871,26.56144160118498,0
-81.97160772437086,26.548035142849564,0
-81.99125297254632,26.59809237845984,2023-01-10
-81.99125297254632,26.59809237845984,2023-01-10
-81.94307336231303,26.501864532375517,0
-81.94002058229317,26.60205800372509,0
-81.94002509668833,26.601832087853897,0
-81.94003331400313,26.6016113175708,0
-81.93250922713872,26.509525854513367,2023-01-31
-81.9344618559278,26.50950335634099,2023-01-31
-81.93179938285245,26.575835157367532,0
-82.03082009898205,26.551503775412,0
-81.93731117242072,26.498683453307493,2023-05-26
-81.93632421174135,26.579484843282245,2023-01-11
-81.88053739390323,26.57412359841895,2023-04-17
-81.88053636294296,26.57398410655678,2023-04-17
-81.93728990360795,26.565565262813724,0
-81.93714945532373,26.56574548662757,0
-82.0062199687855,26.586153980862058,0
-81.9933433155766,26.59282650708795,0
-81.93513715212426,26.503816475294737,2023-02-17
-81.93498734829915,26.503818999199108,2023-02-22
-81.93491375441454,26.504287897601156,2023-02-22
-81.9350257857212,26.504285324764982,2023-02-22
-81.93513781652061,26.504282751823464,2023-02-22
-81.96449561790132,26.546162934462323,0
-81.99297085269468,26.56497063076479,2023-01-06
-81.99297085269468,26.56497063076479,2023-04-13
-81.99297206660388,26.565210158053304,2023-01-06
-81.99297206660388,26.565210158053304,2023-04-20
-82.02246063025915,26.590115419695845,0
-82.01901112189812,26.59063510911887,0
-81.94847686304807,26.55274666868413,0
-81.97737585948074,26.544987108790256,0
-82.02327090226743,26.560094054248548,2022-09-26
-82.02327090226743,26.560094054248548,2022-10-27
-82.02327585730957,26.55986839151659,2022-09-26
-81.89001522268427,26.599423654199917,0
-81.89006684537162,26.599166389523496,0
-81.99531743088562,26.593435834024127,0
-81.95597208312859,26.58578723843969,0
-81.94792858309584,26.520146867372592,2022-12-05
-81.94815576749907,26.52012823522075,2022-12-05
-81.91282678229007,26.565722130296543,0
-81.9123288280958,26.565935263880895,0
-81.91256409316937,26.56583886978595,0
-81.91143872550201,26.558166276011576,0
-81.91150508532252,26.557967822347603,0
-81.94846613785305,26.58144257600901,2022-07-14
-81.9487909121644,26.581458878814963,2022-07-14
-81.9487909121644,26.581458878814963,2023-08-15
-82.00870919252546,26.554412515139305,0
-81.90245048236761,26.557555391048652,2022-09-26
-81.90219195685495,26.55726102358183,2022-09-26
-81.90287195225395,26.55725189549864,2022-09-26
-81.90207583213244,26.557959926661084,2022-09-26
-81.97487641149392,26.585452241832694,2022-11-16
-81.97487641149388,26.585452241832694,0
-81.974877710871,26.58558418746264,2022-11-17
-81.97487771087103,26.585584187462633,2022-11-15
-81.97487728393675,26.585714221972346,2022-10-27
-81.97487728393675,26.585714221972335,2022-11-17
-81.97488123962376,26.585846406353532,2022-09-12
-81.97488123962377,26.585846406353543,2022-09-12
-81.97494378278465,26.585647273201342,0
-81.99243956140583,26.60316823752788,0
-81.97584574482576,26.600223368632538,0
-81.94478127412037,26.562906774782174,0
-81.94495335924834,26.5629087417781,0
-81.91698652688258,26.53791756944556,0
-82.02314531801599,26.59409835457579,0
-82.02314367546646,26.59382324508239,0
-81.97503979639303,26.597646989903925,2023-02-28
-81.97503254802075,26.597401357806778,0
-81.9502896158532,26.560497091030165,0
-81.97731467607981,26.58585885245449,0
-81.9465656684052,26.56103842824566,0
-81.9470237176774,26.561039652848994,0
-81.95027156825044,26.541697816950368,0
-81.95111464170802,26.54336477964076,0
-82.01907908311739,26.56306808116012,0
-82.01932382754553,26.56306912950703,0
-82.00334960588057,26.55231914328003,0
-81.88101937656599,26.57150214020487,0
-81.88102010632144,26.57164020973074,0
-82.00665339452414,26.594305920137227,0
-82.00652430561797,26.594010232079217,0
-81.93406169092168,26.539668230785654,0
-81.88386791159992,26.522387980668988,0
-81.88161065125496,26.587935318775028,0
-81.99301585303144,26.56833932154158,2022-10-21
-81.99301893741915,26.568559395609707,0
-81.99298182576793,26.56591162428953,2022-10-21
-81.99298500605316,26.56613857634497,2022-10-21
-81.99530767942818,26.569216138270303,0
-82.0293038088965,26.579594150518503,0
-82.02968178609373,26.57959361397217,0
-81.99125198063132,26.598538039527416,0
-81.99125186448445,26.59875813051177,0
-81.99125174961105,26.59897822149707,0
-81.99799593601041,26.54490324531493,0
-81.99818052730483,26.545060370497065,0
-81.9983732283351,26.54521558627104,0
-81.99233769528318,26.54540085337739,2022-07-09
-81.99249466047696,26.545217007364776,0
-81.94693629693526,26.562303175710216,0
-82.00164333557963,26.56512054989259,0
-82.00164702668849,26.56539569044028,2022-09-09
-81.93945729723661,26.569966886481165,0
-81.93976114448216,26.56996689460952,0
-82.00113859304143,26.592788636991155,0
-82.00138328592234,26.59278748937616,0
-81.95570039015071,26.51466820430181,0
-81.95569529009586,26.514510783927268,0
-82.00833575425092,26.57432815391883,0
-81.97221770428607,26.549483485978673,0
-81.94096385301894,26.563987078322935,0
-81.97307527179476,26.55398196832296,0
-81.97331313890162,26.55361994303007,0
-81.99300351368869,26.567459023609132,0
-81.99300659789877,26.567679097752663,0
-81.99300968238724,26.567899173242814,0
-81.92773225641297,26.52494248652061,0
-81.95440484136243,26.54530569406337,0
-82.0313971246102,26.563094099553645,0
-82.03113841673321,26.563092443626076,0
-82.03088602148514,26.563092797649276,0
-82.03088666484332,26.563464203303575,0
-82.03113906022301,26.5634638492463,0
-82.03139776193281,26.563461465710667,0
-82.0306412748174,26.563093141016353,0
-82.03039652786256,26.563093483791555,0
-82.03015178158667,26.56309382584884,0
-82.02984584982936,26.563094253522134,0
-82.0294787313494,26.563094765162493,0
-82.02917279820562,26.563095190522255,0
-82.0289280518866,26.563095530846635,0
-82.02862211852091,26.563095955998897,0
-82.02824109769107,26.56309780730185,0
-82.02817282749396,26.563465949706984,0
-82.02843154544654,26.563467625308977,0
-82.02868394147892,26.563467275843685,0
-82.02892868883679,26.56346693612803,0
-82.02917343657363,26.563466596440925,0
-82.02941818377663,26.563466254937623,0
-82.02966292968942,26.563465914196662,0
-82.0299076755331,26.563465573237632,0
-82.03015242278249,26.56346523150836,0
-82.03039717027706,26.563464889044045,0
-82.03064191757262,26.563464546699485,0
-81.99125313580423,26.596337102269977,0
-81.99125301941346,26.596557193414984,0
-81.99125287588755,26.59683230703772,0
-81.9974439624465,26.59280663584236,0
-81.99775002095282,26.592805133264804,0
-81.99799473271888,26.592803953286303,0
-81.95021568353658,26.603783672497965,0
-81.95047182220046,26.603786386373013,0
-82.02906936218375,26.583790749208664,0
-82.0076037917944,26.582413211201203,0
-81.99125461945431,26.588675471408685,0
-81.96047758615836,26.560563027006665,0
-82.0108998282889,26.556129721802986,0
-82.01089568578901,26.55646958057848,2022-07-27
-81.97561539778265,26.562490832852266,2023-09-26
-81.95693415137052,26.561501255521726,0
-81.96335753830436,26.49934002574637,0
-82.0029452555295,26.5416520067686,0
-81.95757351880279,26.55657648468511,0
-81.99164390938225,26.58323185406744,0
-81.97054566438501,26.55563549633727,0
-81.95267525600094,26.55283147972711,0
-81.97506473686191,26.551613318510743,0
-81.9978557002069,26.59885838729153,0
-81.99798897214494,26.599063183027223,0
-81.9623935192673,26.571116536103393,0
-81.99136754481319,26.57298933222769,0
-82.03210481331385,26.603247564539576,0
-81.97246000315923,26.504940983889085,0
-81.97246543626538,26.505283710045006,0
-81.93246901681567,26.590116704982112,0
-81.90838570239318,26.56601426295251,0
-81.89816522159101,26.58129792571643,0
-82.00323055423875,26.54062851320906,0
-81.90326793499753,26.573077693191227,0
-81.903115349511,26.57334352461569,0
-82.0171843139047,26.583353696771937,0
-81.96364707854319,26.52152469246418,0
-81.97352454937881,26.6018538891973,0
-81.88933817081961,26.60383965860135,0
-81.93528279960117,26.573429072491432,0
-82.00969814114832,26.590835538843233,0
-82.00995059447334,26.590834466683397,0
-81.95758500659576,26.55982645483519,0
-82.0179716616665,26.59798996010588,0
-81.97688774059608,26.54607884615286,0
-81.89737913171363,26.580188826144106,0
-81.89764013588557,26.580212425358948,0
-82.00717028185171,26.553392353607,0
-82.0077101474309,26.572931593515715,0
-82.00656776839439,26.580302758741695,0
-81.92501048892278,26.535962583406445,0
-81.89895476272291,26.555679786279786,0
-81.89898123663801,26.55513913533645,0
-81.89882173954346,26.555954730560263,0
-81.94684285138571,26.501162560248368,0
-81.94592235621853,26.501566649379676,0
-82.01297034953068,26.595220707323488,0
-82.01272553467275,26.595221160410368,0
-81.94765536098375,26.546987007136845,0
-81.94757171669367,26.54671012665326,0
-82.00650862841366,26.583236374120055,0
-81.99122158377844,26.584350816363656,0
-81.96412734952385,26.54616171176468,0
-81.88160686689878,26.499615912061135,0
-82.00827367897314,26.60103237710276,0
-81.97677178544086,26.588873274968876,0
-81.9560202992941,26.518435123870965,0
-81.95791667707637,26.517835018826,0
-81.95793245974791,26.518632749742956,0
-81.9577863584839,26.519236942895837,0
-81.95694414558508,26.519547336847776,0
-81.95707026155169,26.518377069664783,0
-81.95692516733762,26.517287864381014,0
-81.95894837695035,26.516789123875164,0
-81.95908290112132,26.518470620674403,0
-81.95776966307488,26.517605524202867,0
-81.95757163469261,26.51759928828009,0
-81.95738816679737,26.517601714261595,0
-81.95720469879615,26.51760414016223,0
-81.95702123092337,26.517606565442637,0
-81.95683776330557,26.51760899099467,0
-81.95665429552928,26.517611416018276,0
-81.95647082763443,26.517613840590727,0
-81.95626494717104,26.5176174148577,0
-81.95627223129927,26.517986836541965,0
