Land Value ($),Building Value ($),Longitude,Latitude
78005.0,0.0,-81.97245073,26.5143124
78005.0,0.0,-81.97242298,26.51446698
85805.0,0.0,-81.97249215,26.51463545
80233.0,0.0,-81.97300033,26.5146153
78005.0,0.0,-81.97313743,26.51443994
95834.0,0.0,-81.97316621,26.51428952
119849.0,0.0,-81.973129,26.51415488
102309.0,0.0,-81.97303617,26.51400982
102309.0,0.0,-81.9730326,26.51386933
105233.0,0.0,-81.97302979,26.51372354
105233.0,0.0,-81.97301838,26.51356813
105233.0,0.0,-81.97287724,26.51284804
102309.0,0.0,-81.97304692,26.51283349
102309.0,0.0,-81.97321507,26.51282999
102309.0,0.0,-81.97337558,26.51282665
102309.0,0.0,-81.97353058,26.51284186
112541.0,0.0,-81.97368382,26.51297751
102309.0,0.0,-81.97384959,26.51301625
133003.0,0.0,-81.9740336,26.51295786
101406.0,0.0,-81.97402814,26.51234939
80233.0,0.0,-81.97385512,26.51229269
80233.0,0.0,-81.97370153,26.51229295
80233.0,0.0,-81.97354867,26.5122961
80233.0,0.0,-81.9733958,26.51229925
83576.0,0.0,-81.9732353,26.51230256
83576.0,0.0,-81.97306715,26.51230602
80233.0,0.0,-81.97290665,26.51230933
80233.0,0.0,-81.97275379,26.51231248
80233.0,0.0,-81.97260093,26.51231563
83576.0,0.0,-81.97244064,26.51231802
134449.0,0.0,-81.97671675,26.56249102
196949.0,0.0,-81.99651559,26.56401684
218833.0,0.0,-81.99619169,26.56392669
365788.0,190390.0,-82.03457375,26.57517953
58915.0,0.0,-81.94135533,26.50543797
720694.0,0.0,-81.94846158,26.55005787
88825.0,0.0,-82.03485184,26.59218694
88825.0,250076.0,-82.03509665,26.59218657
787313.0,141247.0,-81.97666344,26.53979492
605625.0,18518.0,-81.97650709,26.54001504
687748.0,0.0,-81.95449836,26.55123678
506545.0,269379.0,-81.94843809,26.55043709
717579.0,671931.0,-81.97097011,26.51623471
18200.0,0.0,-81.9572086,26.52319991
0.0,0.0,-81.95631585,26.5218396
726750.0,0.0,-81.93443349,26.56676746
726750.0,496841.0,-81.93457506,26.56658793
411825.0,111943.0,-81.95462729,26.5453973
144543.0,0.0,-81.92956621,26.52765881
144543.0,265790.0,-81.92956977,26.52793177
449970.0,0.0,-81.94335568,26.57998597
111440.0,247311.0,-81.99834836,26.58235286
133238.0,120381.0,-82.01157619,26.56611014
1157820.0,0.0,-81.89131873,26.55627726
206397.0,0.0,-81.96738019,26.51387848
79943.0,0.0,-81.96775667,26.5135922
83575.0,0.0,-81.9677363,26.51337015
72675.0,0.0,-81.96780384,26.51315369
3400.0,0.0,-82.00909577,26.54349791
143735.0,0.0,-81.98851778,26.56448549
143735.0,0.0,-81.9887625,26.56448371
2333817.0,5292068.0,-81.94481732,26.5167345
138486.0,0.0,-82.03147922,26.5964805
296756.0,0.0,-82.03122295,26.59636791
1321030.0,484611.0,-82.01938766,26.54639626
1001300.0,671983.0,-82.03554747,26.56080967
149388.0,318543.0,-81.97081983,26.59488968
95688.0,0.0,-81.94471135,26.50199715
3434280.0,0.0,-81.95497394,26.56323855
988334.0,2012026.0,-81.97573026,26.54498584
339942.0,537886.0,-81.94146075,26.57771276
470680.0,0.0,-82.03161593,26.58753492
120356.0,177312.0,-81.97992043,26.60223079
1228595.0,552629.0,-82.01977509,26.54625918
1094889.0,380566.0,-81.89593467,26.59219892
1262769.0,0.0,-81.89603542,26.59193412
450000.0,0.0,-81.9430244,26.58205513
2325220.0,5079594.0,-81.89353009,26.52122479
96582.0,371140.0,-81.98697757,26.6037047
96575.0,287018.0,-81.98661032,26.60370605
303620.0,72590.0,-81.95512287,26.55838504
212534.0,0.0,-81.95512278,26.55855011
0.0,0.0,-81.88626002,26.59465846
0.0,0.0,-81.88720076,26.59475836
0.0,0.0,-81.88634821,26.59446544
0.0,0.0,-81.88719711,26.59445713
7925745.0,14803073.0,-81.8871333,26.59554685
6047.0,0.0,-81.88603738,26.59435808
5036.0,0.0,-81.88610768,26.5943574
5036.0,0.0,-81.88617159,26.59435677
5036.0,0.0,-81.88623551,26.59435615
6375.0,0.0,-81.88630793,26.59435544
6064.0,0.0,-81.88604006,26.59457923
5052.0,0.0,-81.88611035,26.59457854
5052.0,0.0,-81.88617427,26.59457792
5052.0,0.0,-81.88623818,26.59457729
6412.0,0.0,-81.88631061,26.59457658
6375.0,0.0,-81.88638887,26.59435465
5036.0,0.0,-81.8864613,26.59435394
5036.0,0.0,-81.88652521,26.59435331
5036.0,0.0,-81.88658913,26.59435269
5804.0,0.0,-81.88665789,26.59435201
6412.0,0.0,-81.88639155,26.59457579
5052.0,0.0,-81.88646397,26.59457508
5052.0,0.0,-81.88652789,26.59457445
5052.0,0.0,-81.8865918,26.59457383
5820.0,0.0,-81.88666057,26.59457316
5804.0,0.0,-81.88688756,26.59434976
5036.0,0.0,-81.88695633,26.59434909
5036.0,0.0,-81.88702025,26.59434846
5036.0,0.0,-81.88708416,26.59434784
6375.0,0.0,-81.88715659,26.59434713
5804.0,0.0,-81.88689024,26.59457053
5036.0,0.0,-81.886959,26.59456985
5036.0,0.0,-81.88702292,26.59456923
5036.0,0.0,-81.88708684,26.5945686
6375.0,0.0,-81.88715926,26.59456789
6375.0,0.0,-81.88723752,26.59434634
5036.0,0.0,-81.88730995,26.59434563
5036.0,0.0,-81.88737386,26.594345
5036.0,0.0,-81.88743778,26.59434438
5592.0,0.0,-81.88750527,26.59434372
6375.0,0.0,-81.8872402,26.5945671
5036.0,0.0,-81.88731262,26.59456639
5036.0,0.0,-81.88737654,26.59456577
5036.0,0.0,-81.88744045,26.59456514
5592.0,0.0,-81.88750794,26.59456448
411825.0,0.0,-81.97454064,26.54827624
1750862.0,0.0,-81.97761008,26.53720209
1483781.0,962729.0,-81.97753049,26.53764269
270836.0,10.0,-81.89018803,26.51378561
258683.0,0.0,-81.89065045,26.51413929
339958.0,75562.0,-81.93660617,26.59367471
507045.0,46328.0,-81.94904575,26.55494695
0.0,650940.0,-82.00947231,26.54416841
0.0,653976.0,-82.0095389,26.54416416
0.0,650940.0,-82.00960566,26.54416174
0.0,0.0,-82.00953745,26.54416426
0.0,0.0,-82.00967562,26.54436075
1285944.0,1047292.0,-81.97097033,26.54577261
989188.0,0.0,-81.97045051,26.54599142
1875890.0,0.0,-81.93712773,26.50988872
4591220.0,67123.0,-81.93144404,26.57348181
0.0,850109.0,-82.00933512,26.54389799
0.0,1397984.0,-82.00947082,26.54389465
0.0,1397984.0,-82.00962051,26.54388933
0.0,0.0,-82.00947643,26.54390135
329772.0,286658.0,-81.89663887,26.56532728
444771.0,0.0,-81.96953991,26.54842718
803059.0,117277.0,-81.96990585,26.54848964
535373.0,78292.0,-81.96989876,26.54891519
388904.0,436053.0,-81.99140798,26.58153536
29978950.0,112302353.0,-81.91241459,26.50357038
1090125.0,2865953.0,-81.92869369,26.58241458
0.0,596611.0,-82.00993674,26.54400648
0.0,631802.0,-82.01000186,26.5440207
0.0,631802.0,-82.01006704,26.54403274
0.0,596611.0,-82.01013412,26.54404293
0.0,0.0,-82.01003475,26.54402407
1292646.0,0.0,-81.9205181,26.56149737
193750.0,550442.0,-81.94638361,26.56437434
604785.0,389533.0,-82.00009173,26.56303936
443400.0,0.0,-81.99929983,26.56304077
411825.0,231463.0,-81.94829878,26.5470953
339958.0,113473.0,-81.93784926,26.58040561
622122.0,0.0,-81.93741742,26.58046483
411825.0,0.0,-81.96527647,26.55201821
928366.0,0.0,-81.99077135,26.49920699
22844.0,0.0,-81.99805948,26.50548212
11187.0,0.0,-81.99977949,26.50409718
609984.0,0.0,-81.98588992,26.55386357
809236.0,339412.0,-81.98590546,26.55356369
535373.0,0.0,-81.97224833,26.54824589
617738.0,91356.0,-81.96995504,26.55584121
671275.0,0.0,-81.97011167,26.55621687
0.0,0.0,-82.00986929,26.54381685
0.0,898358.0,-82.00976736,26.54382364
0.0,739265.0,-82.00983574,26.54381989
0.0,888740.0,-82.00990302,26.54381694
0.0,898358.0,-82.00997167,26.54381448
0.0,650940.0,-82.00971207,26.54415621
0.0,653976.0,-82.00977867,26.54415197
0.0,650940.0,-82.00984543,26.54414954
0.0,0.0,-82.00978628,26.54414059
411825.0,1366863.0,-81.95126884,26.54753789
90278.0,101399.0,-81.98775138,26.59629449
193800.0,0.0,-82.01202317,26.57034193
193800.0,0.0,-82.01202612,26.57056201
0.0,0.0,-81.94214153,26.52833211
420385.0,508619.0,-81.94221504,26.5285837
104166.0,191012.0,-81.98035858,26.59225894
69445.0,0.0,-81.99969959,26.56341102
69445.0,0.0,-81.99994434,26.56341064
617738.0,0.0,-81.97627604,26.54448951
367992.0,5535.0,-82.00746082,26.57898554
525000.0,0.0,-81.9413913,26.59369671
525000.0,0.0,-81.94141608,26.59292672
226857.0,574805.0,-81.97553979,26.49535511
117538.0,248259.0,-81.9750962,26.49555657
50873.0,0.0,-81.9455767,26.51837207
50873.0,0.0,-81.94558414,26.51862234
0.0,0.0,-81.97135084,26.51676947
29878.0,0.0,-81.92771918,26.51688392
29878.0,0.0,-81.92794814,26.51688041
526954.0,184454.0,-81.93968914,26.57771062
134450.0,0.0,-81.97622726,26.56249094
356108.0,65603.0,-82.02917961,26.59760218
257194.0,271324.0,-82.02960508,26.59742055
133238.0,205966.0,-82.00734334,26.59440072
88825.0,0.0,-82.00734588,26.59473085
1134540.0,361430.0,-81.88711975,26.6038394
1090690.0,963072.0,-81.9246285,26.54537419
922650.0,0.0,-81.92433589,26.54549175
69445.0,309134.0,-81.9973035,26.60163172
41990.0,0.0,-81.95351809,26.51298988
41990.0,0.0,-81.95336429,26.51299088
20995.0,0.0,-81.88014924,26.57126812
20995.0,0.0,-81.8801524,26.57147565
16150.0,0.0,-81.88015459,26.57164705
88825.0,407593.0,-82.01511996,26.58222734
88825.0,0.0,-82.01512454,26.58257113
0.0,314676.0,-81.99346898,26.57134249
0.0,314676.0,-81.99346963,26.57140851
0.0,301686.0,-81.99347027,26.57147316
0.0,638017.0,-81.99347125,26.57157179
0.0,118365.0,-81.99335753,26.5716053
0.0,120777.0,-81.99329627,26.57160579
0.0,95268.0,-81.99313281,26.57168425
0.0,95268.0,-81.99313374,26.57172929
0.0,96709.0,-81.99313468,26.57177468
0.0,126786.0,-81.99313576,26.5718271
0.0,126786.0,-81.99313698,26.57188657
0.0,126786.0,-81.99313821,26.57194604
0.0,398641.0,-81.9930841,26.57205259
0.0,398641.0,-81.99299193,26.57205413
0.0,267767.0,-81.99290278,26.57194532
0.0,267767.0,-81.99290137,26.57187655
0.0,267767.0,-81.99289995,26.57180779
0.0,267767.0,-81.99289853,26.57173902
0.0,267767.0,-81.99289711,26.57167025
0.0,267767.0,-81.99289569,26.57160149
0.0,267767.0,-81.99289427,26.57153239
0.0,397680.0,-81.99290876,26.57145615
0.0,397680.0,-81.99290706,26.57137363
0.0,397680.0,-81.99290536,26.57129111
0.0,397680.0,-81.99290365,26.57120859
0.0,397680.0,-81.99290195,26.57112607
0.0,406336.0,-81.99290022,26.57104235
0.0,267767.0,-81.99288258,26.57096578
0.0,267767.0,-81.99288116,26.57089701
0.0,267767.0,-81.99287974,26.57082824
0.0,267767.0,-81.99287832,26.57075948
0.0,267767.0,-81.99287691,26.57069071
0.0,268482.0,-81.99287548,26.57062175
0.0,116444.0,-81.99311447,26.57060203
0.0,116444.0,-81.99311517,26.57064742
0.0,160940.0,-81.99311599,26.57070048
0.0,160940.0,-81.99311693,26.57076122
0.0,160235.0,-81.99311786,26.57082196
0.0,160705.0,-81.99311881,26.57088361
0.0,206418.0,-81.99331798,26.57096005
0.0,565600.0,-81.99346397,26.57098817
0.0,330792.0,-81.9934655,26.57108149
0.0,330792.0,-81.99346663,26.57115026
0.0,0.0,-81.9931213,26.57118866
441945.0,156692.0,-81.94102988,26.57771992
111435.0,471987.0,-81.98413221,26.60051655
128522.0,0.0,-81.98411409,26.60015405
162310.0,98538.0,-81.94748216,26.57853583
411825.0,759181.0,-81.95238427,26.54614821
782468.0,2539213.0,-81.97562336,26.54952886
506545.0,923698.0,-81.97608285,26.54953256
88825.0,0.0,-82.02365338,26.58475576
88825.0,0.0,-82.02364936,26.58497758
88825.0,0.0,-82.02365784,26.58453482
877751.0,0.0,-81.96555119,26.56233846
2564211.0,0.0,-81.96499686,26.56209436
0.0,237890.0,-81.9494005,26.50939247
0.0,212938.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,199372.0,-81.9494005,26.50939247
0.0,185483.0,-81.9494005,26.50939247
0.0,439361.0,-81.9494005,26.50939247
0.0,200664.0,-81.9494005,26.50939247
0.0,209789.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,198887.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,212938.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,199372.0,-81.9494005,26.50939247
0.0,185483.0,-81.9494005,26.50939247
0.0,439361.0,-81.9494005,26.50939247
0.0,200664.0,-81.9494005,26.50939247
0.0,209789.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,198887.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,212938.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,199372.0,-81.9494005,26.50939247
0.0,216572.0,-81.9494005,26.50939247
0.0,185483.0,-81.9494005,26.50939247
0.0,182737.0,-81.9494005,26.50939247
0.0,200664.0,-81.9494005,26.50939247
0.0,209789.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,198887.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,199372.0,-81.9494005,26.50939247
0.0,209789.0,-81.9494005,26.50939247
0.0,185483.0,-81.9494005,26.50939247
0.0,182737.0,-81.9494005,26.50939247
0.0,200664.0,-81.9494005,26.50939247
0.0,209789.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,198887.0,-81.9494005,26.50939247
0.0,237890.0,-81.9494005,26.50939247
0.0,0.0,-81.94941448,26.5092654
400000.0,0.0,-82.00643635,26.58394136
209143.0,185360.0,-81.89454549,26.56941186
506545.0,37481.0,-81.98143889,26.55053611
687748.0,1085029.0,-81.98149011,26.55017469
700103.0,0.0,-81.95708762,26.54707817
617738.0,0.0,-81.95704386,26.54754299
197094.0,0.0,-81.89692914,26.58260599
226746.0,127583.0,-81.89662229,26.58261382
139260.0,0.0,-81.9759239,26.49530862
274890.0,327843.0,-81.88508795,26.59633979
1421972.0,11642302.0,-81.88494647,26.59520676
0.0,372904.0,-81.95827711,26.55706077
0.0,347387.0,-81.95827711,26.55706077
0.0,321385.0,-81.95827711,26.55706077
0.0,300875.0,-81.95827711,26.55706077
0.0,300875.0,-81.95827711,26.55706077
0.0,321385.0,-81.95827711,26.55706077
0.0,347387.0,-81.95827711,26.55706077
0.0,372904.0,-81.95827711,26.55706077
0.0,372904.0,-81.95827711,26.55706077
0.0,347387.0,-81.95827711,26.55706077
0.0,321385.0,-81.95827711,26.55706077
0.0,300875.0,-81.95827711,26.55706077
0.0,300875.0,-81.95827711,26.55706077
0.0,321385.0,-81.95827711,26.55706077
0.0,347387.0,-81.95827711,26.55706077
0.0,372904.0,-81.95827711,26.55706077
0.0,0.0,-81.95828301,26.55696634
140667.0,86691.0,-81.95912148,26.56808553
74290.0,0.0,-82.00419836,26.59277389
74290.0,0.0,-82.0044432,26.5927726
74290.0,0.0,-82.0046889,26.5927711
96577.0,0.0,-82.00499494,26.59276973
191862.0,0.0,-81.89719914,26.58260949
306446.0,0.0,-81.89188148,26.60220524
286945.0,0.0,-81.89156564,26.60221169
133238.0,362779.0,-82.03039154,26.55133243
0.0,379216.0,-82.01010723,26.54416688
0.0,349016.0,-82.01008795,26.54423273
0.0,349016.0,-82.01007308,26.54429149
0.0,0.0,-82.01009369,26.54422783
0.0,346997.0,-82.01002025,26.54439354
0.0,346997.0,-82.00998166,26.54444256
0.0,346997.0,-82.00994228,26.5444917
0.0,415150.0,-82.00989763,26.54455058
0.0,0.0,-82.00996558,26.54448067
2940472.0,7692929.0,-81.9584962,26.56776193
88825.0,0.0,-82.01078718,26.58404315
88825.0,240026.0,-82.01104726,26.58404317
284234.0,187852.0,-81.94634266,26.5770927
97226.0,193715.0,-81.97506477,26.59904859
462455.0,437412.0,-81.89031318,26.60382033
462698.0,146759.0,-81.89065732,26.60381157
370643.0,223178.0,-81.95939966,26.55859231
650684.0,13041.0,-81.95954225,26.55865631
700103.0,0.0,-81.97276857,26.54756419
411825.0,775265.0,-81.9921494,26.55996637
411825.0,563615.0,-81.99214692,26.55974629
306963.0,1525526.0,-81.90851965,26.5605853
400010.0,0.0,-81.96454643,26.56159977
0.0,209880.0,-82.00914722,26.56137771
0.0,1039920.0,-82.00901562,26.5614416
728930.0,1037285.0,-81.97160772,26.54803514
121530.0,0.0,-81.99125297,26.59809237
645480.0,278482.0,-81.94307336,26.50186453
134812.0,0.0,-81.94002058,26.60205802
128393.0,0.0,-81.9400251,26.60183209
128393.0,0.0,-81.94003331,26.60161132
150674.0,0.0,-81.93250923,26.50952586
1699536.0,257787.0,-81.93446185,26.50950336
0.0,0.0,-81.93179938,26.57583516
154554.0,444791.0,-82.0308201,26.55150378
11000000.0,0.0,-81.93731117,26.49868345
509930.0,144150.0,-81.93632421,26.57948484
16150.0,451764.0,-81.88053739,26.5741236
16150.0,0.0,-81.88053636,26.57398411
339958.0,874228.0,-81.9372899,26.56556526
339958.0,0.0,-81.93714945,26.56574549
99990.0,0.0,-82.00621997,26.58615398
250000.0,1410706.0,-81.99334331,26.59282651
0.0,604606.0,-81.93513715,26.50381648
0.0,905849.0,-81.93498735,26.503819
0.0,492010.0,-81.93491375,26.5042879
0.0,331457.0,-81.93502578,26.50428533
0.0,492010.0,-81.93513782,26.50428275
1285962.0,942245.0,-81.96449562,26.54616294
69445.0,422308.0,-81.99297087,26.56497063
69445.0,422308.0,-81.99297207,26.56521016
410989.0,0.0,-82.02246063,26.59011542
4881551.0,7633606.0,-82.01901112,26.59063511
444771.0,1128666.0,-81.94847686,26.55274667
411825.0,122490.0,-81.97737586,26.54498711
88825.0,0.0,-82.0232709,26.56009406
88825.0,0.0,-82.02327586,26.55986838
325947.0,0.0,-81.89001522,26.59942366
362164.0,3365.0,-81.89006684,26.59916639
118858.0,314343.0,-81.99531743,26.59343584
474666.0,0.0,-81.95597208,26.58578723
179507.0,0.0,-81.94792858,26.52014687
169841.0,0.0,-81.94815577,26.52012824
8.0,0.0,-81.91282678,26.56572213
8.0,0.0,-81.91232883,26.56593527
11.0,0.0,-81.91256409,26.56583887
134045.0,0.0,-81.91143872,26.55816628
134045.0,22037.0,-81.91150508,26.55796782
534371.0,41846.0,-81.94846614,26.58144258
284240.0,0.0,-81.94879091,26.58145888
133236.0,424636.0,-82.00870919,26.55441252
0.0,0.0,-81.90245048,26.55755539
465568.0,0.0,-81.90219196,26.55726103
477072.0,4022040.0,-81.90287195,26.5572519
3419288.0,27157576.0,-81.90207583,26.55795993
0.0,224162.0,-81.97487641,26.58545224
0.0,224162.0,-81.97487641,26.58545224
0.0,224162.0,-81.97487771,26.58558419
0.0,224162.0,-81.97487771,26.58558419
0.0,224162.0,-81.97487728,26.58571422
0.0,224162.0,-81.97487728,26.58571422
0.0,224162.0,-81.97488124,26.58584641
0.0,224162.0,-81.97488124,26.58584641
0.0,0.0,-81.97494378,26.58564727
300035.0,0.0,-81.99243956,26.60316824
111436.0,271141.0,-81.97584574,26.60022337
53428.0,0.0,-81.94478127,26.56290678
118937.0,656301.0,-81.94495336,26.56290874
172056.0,167125.0,-81.91698653,26.53791757
169575.0,0.0,-82.02314532,26.59409836
220448.0,917923.0,-82.02314367,26.59382325
69445.0,448436.0,-81.9750398,26.59764699
79861.0,262857.0,-81.97503255,26.59740135
222000.0,1030559.0,-81.95028961,26.56049709
218032.0,200728.0,-81.97731468,26.58585885
332060.0,0.0,-81.94656567,26.56103843
30360.0,0.0,-81.94702372,26.56103965
598500.0,10.0,-81.95027161,26.54169782
40371150.0,0.0,-81.95111464,26.54336479
302813.0,1167935.0,-82.01907908,26.56306808
302813.0,1167935.0,-82.01932383,26.56306913
617758.0,180457.0,-82.0033496,26.55231914
16150.0,350584.0,-81.88101938,26.57150214
16150.0,352002.0,-81.88102011,26.57164021
69445.0,299280.0,-82.00665339,26.59430592
121527.0,189807.0,-82.00652431,26.59401023
3227413.0,0.0,-81.9340617,26.53966822
909976.0,0.0,-81.88386791,26.52238798
958288.0,1570118.0,-81.88161065,26.58793532
69445.0,392818.0,-81.99301585,26.56833932
69445.0,0.0,-81.99301894,26.5685594
69445.0,378398.0,-81.99298182,26.56591163
69445.0,378398.0,-81.99298501,26.56613858
69445.0,475266.0,-81.99530768,26.56921614
88825.0,262045.0,-82.02930381,26.57959417
88825.0,0.0,-82.02968178,26.57959363
69445.0,386696.0,-81.99125198,26.59853804
69445.0,0.0,-81.99125186,26.59875813
69445.0,0.0,-81.99125175,26.59897822
130169.0,0.0,-81.99799586,26.5449033
130169.0,0.0,-81.99818052,26.54506039
150195.0,0.0,-81.99837322,26.5452156
115150.0,0.0,-81.99233771,26.54540087
115150.0,0.0,-81.99249467,26.54521702
173420.0,395234.0,-81.9469363,26.56230318
284482.0,148787.0,-82.00164333,26.56512055
218833.0,0.0,-82.00164703,26.56539569
339958.0,0.0,-81.9394573,26.56996689
441926.0,667642.0,-81.93976114,26.5699669
74290.0,0.0,-82.00113859,26.59278864
74290.0,0.0,-82.00138328,26.59278749
41990.0,101586.0,-81.95570039,26.51466821
41990.0,95190.0,-81.95569529,26.51451079
134120.0,155037.0,-82.00833575,26.57432815
411825.0,1127793.0,-81.9722177,26.54948349
160340.0,752507.0,-81.94096385,26.56398708
411825.0,0.0,-81.97307526,26.55398198
733059.0,0.0,-81.97331314,26.55361993
69445.0,473115.0,-81.99300351,26.56745902
69445.0,473115.0,-81.9930066,26.5676791
69445.0,473115.0,-81.99300968,26.56789917
0.0,0.0,-81.92773226,26.52494248
411825.0,1255522.0,-81.95440484,26.54530569
93266.0,308481.0,-82.03139712,26.56309408
93266.0,245649.0,-82.03113842,26.56309244
88825.0,329727.0,-82.03088602,26.5630928
88825.0,324711.0,-82.03088666,26.5634642
93266.0,206015.0,-82.03113906,26.56346385
93266.0,0.0,-82.03139776,26.56346149
88825.0,359119.0,-82.03064127,26.56309314
88825.0,295082.0,-82.03039653,26.56309348
88825.0,243517.0,-82.03015178,26.56309383
115473.0,371373.0,-82.02984585,26.56309425
115473.0,429687.0,-82.02947873,26.56309477
88825.0,124520.0,-82.0291728,26.56309519
88825.0,124263.0,-82.02892805,26.56309553
115473.0,421176.0,-82.02862212,26.56309596
124355.0,180174.0,-82.0282411,26.5630978
93266.0,182802.0,-82.02817283,26.56346597
93266.0,0.0,-82.02843154,26.56346763
88825.0,223926.0,-82.02868394,26.56346728
88825.0,255318.0,-82.02892869,26.56346694
88825.0,182479.0,-82.02917344,26.5634666
88825.0,312024.0,-82.02941818,26.56346626
88825.0,216378.0,-82.02966293,26.56346592
88825.0,319837.0,-82.02990767,26.56346557
88825.0,333670.0,-82.03015242,26.56346523
88825.0,168117.0,-82.03039717,26.56346489
88825.0,191750.0,-82.03064192,26.56346455
69445.0,394153.0,-81.99125313,26.5963371
69445.0,394153.0,-81.99125302,26.59655719
90279.0,394153.0,-81.99125287,26.59683231
